ticker,MOBO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-29,0.0
2014-05-07,-3.3333
2014-05-08,0.0
2014-07-07,3.4483
2014-07-08,-6.6667
2014-07-09,-10.7143
2014-07-10,32.0
2014-07-11,-18.1818
2014-07-14,18.5185
2014-07-16,3.0859
2014-07-17,-12.0879
2014-07-21,13.7931
2014-07-22,12.1212
2014-07-23,-26.9932
2014-07-24,24.0167
2014-07-25,0.0
2014-07-28,-13.4328
2014-07-29,0.0
2014-07-31,0.0
2014-08-01,-17.0043
2014-08-04,16.3334
2014-08-05,-14.2857
2014-08-07,-20.8333
2014-08-08,0.0
2014-08-11,18.4211
2014-08-12,6.6667
2014-08-13,-0.0521
2014-08-14,0.0
2014-08-15,-8.2856
2014-08-20,0.0
2014-08-28,9.0909
2014-08-29,4.1667
2014-09-02,4.0
2014-09-03,11.538499999999999
2014-09-04,3.4483
2014-09-05,0.0
2014-09-08,13.3333
2014-09-09,2.9412000000000003
2014-09-10,2.8571
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,-0.0521
2014-09-18,-1.3721999999999999
2014-09-19,-2.8179
2014-09-22,5.8354
2014-09-23,1.3356
2014-09-24,-10.7807
2014-09-25,12.1212
2014-09-29,-5.4054
2014-09-30,8.5714
2014-10-01,-10.526299999999999
2014-10-02,-11.7647
2014-10-03,-13.2917
2014-10-06,15.3292
2014-10-07,0.0
2014-10-08,13.3333
2014-10-09,2.9412000000000003
2014-10-10,-14.25
2014-10-13,14.9521
2014-10-14,0.0
2014-10-16,-1.413
2014-10-17,9.9596
2014-10-20,-3.7433
2014-10-21,8.3333
2014-10-22,-9.9679
2014-10-23,-0.3204
2014-10-24,14.2857
2014-10-27,-5.0
2014-10-28,10.526299999999999
2014-10-30,-11.875
2014-10-31,-0.0338
2014-11-03,-2.0777
2014-11-04,-3.4328
2014-11-05,-0.2501
2014-11-06,0.5731
2014-11-07,-4.5584
2014-11-11,-3.0224
2014-11-12,0.0385
2014-11-13,10.7692
2014-11-14,-2.7778
2014-11-18,2.8571
2014-11-19,-11.0764
2014-11-20,3.0457
2014-11-21,0.0
2014-11-24,-9.0944
2014-11-25,-3.293
2014-11-26,3.4052
2014-11-28,0.0417
2014-12-01,-6.6667
2014-12-02,-1.7856999999999998
2014-12-03,-9.0909
2014-12-04,-0.05
2014-12-05,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-12,-7.954
2014-12-15,8.6957
2014-12-16,0.0
2014-12-17,12.0
