ticker,MOBO US Equity
2014-12-18,-1.7856999999999998
2014-12-19,-34.5455
2014-12-22,0.5556
2014-12-23,-16.0221
2014-12-24,2.5493
2014-12-26,-13.3921
2014-12-29,14.0741
2014-12-30,-2.5974
2014-12-31,-6.6667
2015-01-05,7.1429
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-13,0.0
2015-01-14,-3.3333
2015-01-15,3.4483
2015-01-16,-0.0833
2015-01-20,-19.8499
2015-01-21,16.5453
2015-01-22,7.0089
2015-01-23,-13.2249
2015-01-26,-7.5962
2015-01-28,8.2206
2015-01-29,-7.5962
2015-01-30,24.8699
2015-02-02,0.0
2015-02-03,-13.3333
2015-02-04,14.6154
2015-02-05,-14.094
2015-02-06,-6.25
2015-02-09,1.9792
2015-02-10,4.5965
2015-02-11,-0.7813
2015-02-12,2.3622
2015-02-13,-3.8462
2015-02-17,4.0
2015-02-18,0.0
2015-02-19,3.8462
2015-02-20,-7.3148
2015-02-23,7.4925
2015-02-24,-10.7807
2015-02-25,8.3333
2015-02-26,6.1538
2015-02-27,-9.4203
2015-03-02,2.4
2015-03-03,0.0
2015-03-04,0.293
2015-03-05,-14.3135
2015-03-06,7.1591
2015-03-11,-2.439
2015-03-13,-17.2826
2015-03-17,5.1248
2015-03-18,20.0
2015-03-19,-3.3333
2015-03-23,-5.1724
2015-03-24,9.0909
2015-03-25,8.3333
2015-03-26,-3.8462
2015-03-27,-5.95
2015-03-30,4.6251999999999995
2015-03-31,-13.8211
2015-04-01,0.059
2015-04-02,-5.5981
2015-04-07,16.8539
2015-04-08,0.8547
2015-04-09,-32.2034
2015-04-10,-24.8438
2015-04-13,99.3763
2015-04-14,-0.0521
2015-04-17,-8.1899
2015-04-20,9.0909
2015-04-21,-16.6667
2015-04-23,-10.0
2015-04-24,11.1111
2015-04-27,-20.0
2015-04-28,0.0
2015-04-29,-0.1563
2015-04-30,-0.0782
2015-05-04,0.0783
2015-05-06,-17.3709
2015-05-07,0.0
2015-05-08,-1.5152
2015-05-11,22.1154
2015-05-12,0.6299
2015-05-13,-22.3787
2015-05-14,4.6371
2015-05-15,23.3141
2015-05-18,-12.5
2015-05-20,0.0
2015-05-21,0.0
2015-05-27,57.1429
2015-05-28,-45.4545
2015-05-29,0.0
2015-06-01,-16.6667
2015-06-03,40.0
2015-06-04,-21.4286
2015-06-08,0.0
2015-06-11,9.0909
2015-06-12,-33.125
2015-06-15,0.0
2015-06-16,-0.6231
2015-06-22,12.8527
2015-07-02,-11.1111
2015-07-09,0.0
2015-07-15,12.5
2015-07-24,5.5556
2015-07-27,0.0
2015-07-30,1.0526
2015-08-04,-16.6667
2015-08-11,12.5
2015-08-12,-11.1111
2015-08-18,0.0
2015-08-25,-12.5
2015-09-03,0.0
2015-09-08,28.5714
2015-09-10,-22.2222
2015-09-11,0.0
2015-09-14,0.0
2015-09-15,14.2857
2015-09-18,25.0
2015-09-23,0.0
2015-09-30,9.25
2015-10-02,0.6865
2015-10-06,0.0
2015-10-07,7.8408999999999995
2015-10-08,18.019
2015-10-09,-14.2857
2015-10-12,83.3333
2015-10-14,-31.8182
2015-10-15,0.0
2015-10-19,33.3333
2015-10-20,30.0
2015-10-22,-23.0769
2015-10-23,0.0
2015-10-26,0.0
2015-10-27,28.0
2015-10-28,-21.875
2015-10-29,10.0
2015-11-05,4.5455
2015-11-06,4.3478
2015-11-09,-33.3333
2015-11-12,25.0
2015-11-23,-20.0
2015-12-02,-22.5
2015-12-03,-3.2258
2015-12-08,33.3333
2015-12-16,10.0
2015-12-18,2.2727
2015-12-23,-5.5556
2015-12-24,0.0
2015-12-28,17.647100000000002
2015-12-29,0.0
2015-12-30,-39.875
2016-01-04,0.104
2016-01-07,65.8359
2016-01-11,-4.8215
2016-01-21,10.526299999999999
2016-01-22,0.0
2016-01-27,-21.9048
2016-02-02,34.1463
2016-02-03,-18.1818
2016-02-04,0.0
2016-02-05,0.0
2016-02-08,0.0
2016-02-23,-11.1111
2016-02-26,12.5
2016-03-01,-11.1111
2016-03-02,50.0
2016-03-03,-16.6667
2016-03-04,0.0
2016-03-08,-10.0
2016-03-17,-33.3333
2016-03-18,-25.0
2016-03-23,144.4444
2016-03-24,0.0
2016-03-31,0.0
2016-04-07,-9.0909
2016-04-08,0.0
2016-04-11,-20.0
2016-04-13,37.5
2016-04-14,0.0
2016-04-15,-6.9886
2016-04-21,0.0
2016-04-22,-2.2602
2016-04-27,-10.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-04,11.1111
2016-05-06,-10.0
2016-05-12,-11.1111
2016-05-18,0.0
2016-05-23,0.0
2016-05-24,0.1563
2016-05-31,24.805
2016-06-01,-2.0
2016-06-08,-1.0204
2016-06-10,-2.0619
2016-06-15,0.0
2016-06-16,0.0
2016-06-20,-15.7895
2016-06-24,0.0
2016-06-27,0.0
2016-07-14,-12.5
2016-07-21,0.0
2016-07-27,0.0
2016-07-28,-12.857099999999999
2016-07-29,-1.6393
2016-08-01,-16.6667
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-22,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-13,-20.0
2016-09-14,-25.0
2016-09-15,-3.3333
2016-09-16,3.4483
2016-09-22,66.6667
2016-09-30,20.0
2016-10-03,0.0
2016-10-05,0.0
2016-10-14,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,-16.6667
2016-11-03,-20.0
2016-11-04,-25.0
2016-11-08,-16.6667
2016-11-17,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-28,60.0
2016-12-01,0.0
2016-12-07,25.0
2016-12-14,40.0
2016-12-20,-14.2857
2016-12-21,0.0
2016-12-22,-16.6667
2016-12-23,0.0
2016-12-27,0.0
2017-01-03,-10.0
2017-01-13,33.3333
2017-01-17,0.0
2017-01-19,-25.0
2017-01-20,-11.1111
2017-01-24,-12.5
2017-01-31,-14.2857
2017-02-14,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-28,-16.6667
2017-03-29,46.0
2017-04-21,-17.8082
2017-04-25,0.0
2017-04-27,0.0
2017-05-05,-6.6667
2017-05-09,32.1429
2017-05-23,-18.9189
2017-05-26,3.3333
2017-06-01,-3.2258
2017-06-02,2.7083
2017-06-27,-35.0913
2017-07-27,-20.0
2017-08-01,0.0
2017-08-14,6.25
2017-08-16,0.0
2017-08-22,-11.7647
2017-08-30,0.0
2017-09-05,-33.3333
2017-09-18,40.0
2017-09-27,0.0
2017-10-10,-27.1429
2017-10-17,17.647100000000002
2017-11-03,37.5
2017-11-06,6.0606
2017-11-09,0.0
2017-11-27,0.0
2017-12-11,-8.5714
2017-12-12,0.1875
2017-12-26,-25.1404
2018-01-03,0.8333
2018-01-16,48.7603
2018-01-18,0.0
2018-01-19,122.2222
2018-01-22,-11.25
2018-01-25,-41.6789
2018-01-29,-27.5502
2018-02-05,0.0
2018-02-28,0.0
2018-03-14,-20.0
2018-03-21,25.0
2018-04-03,-6.6667
2018-04-04,-7.1429
2018-04-13,15.3846
2018-05-03,-20.0
2018-05-29,0.0
2018-06-20,75.0
2018-06-25,-42.8571
2018-07-06,-16.6667
2018-08-08,-30.0
2018-08-15,-14.2857
2018-08-21,-33.3333
2018-08-28,50.0
2018-08-30,0.0
2018-09-07,0.0
2018-10-03,0.0
2018-10-11,0.0
2018-10-16,0.0
2018-10-18,33.3333
2018-10-23,25.0
2018-10-25,0.0
2018-11-13,0.0
2018-11-16,0.0
2018-12-04,-10.0
2018-12-06,-11.1111
2018-12-11,-12.5
2018-12-17,0.0
2018-12-20,-14.2857
2018-12-21,0.0
2019-01-11,-16.6667
2019-03-01,0.0
2019-05-07,0.0
2019-06-03,0.0
2019-06-14,0.0
2019-10-02,20.0
2019-10-04,-16.6667
2019-10-10,0.0
2019-10-17,100.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,20.0
2019-11-06,0.0
2019-11-08,0.0
2019-11-12,0.0
2019-11-27,-16.9167
2020-01-06,32.8987
2020-01-07,-47.1698
2020-01-08,-14.2857
2020-01-10,-16.6667
2020-01-24,40.0
2020-01-27,71.4286
2020-01-28,0.0
2020-01-29,20.0
2020-01-30,-16.6667
2020-01-31,42.75
2020-02-03,16.7542
2020-02-05,0.0
2020-02-06,-40.0
2020-02-18,0.0
2020-02-20,65.0
2020-02-21,-39.3939
2020-03-16,0.0
2020-03-25,-29.5833
2020-03-30,-52.6627
2020-04-02,275.0
2020-04-03,-33.3333
2020-04-22,79.0
2020-04-29,-7.2626
2020-05-01,-57.8313
2020-05-08,-78.5714
2020-05-11,166.6667
2020-05-20,-50.0
2020-05-22,100.0
2020-05-26,50.0
2020-05-28,33.3333
2020-06-01,-25.0
2020-06-02,33.0
2020-06-03,6.5163
2020-06-11,23.5294
2020-06-18,-2.3810000000000002
2020-06-19,-2.439
2020-06-23,60.0
2020-06-24,-18.75
2020-06-26,-33.0769
2020-06-30,45.977
2020-07-02,-0.6299
2020-07-06,1.4263
2020-07-07,25.0
2020-07-08,-68.75
2020-07-09,150.0
2020-07-13,-60.0
2020-07-14,40.0
2020-07-15,0.0
2020-07-17,142.8571
2020-07-21,-2.9412000000000003
2020-07-22,0.0
2020-07-31,-63.6364
