ticker,CCRC US Equity
2016-05-11,3.0303
2016-05-12,-0.1634
2016-05-13,8.5106
2016-05-16,2.2624
2016-05-17,-0.2968
2016-05-18,8.1381
2016-05-19,5.4719999999999995
2016-05-20,1.1673
2016-05-23,9.7436
2016-05-24,0.5841
2016-05-25,1.5099
2016-05-26,3.4325
2016-05-27,1.5487
2016-05-31,2.2876
2016-06-01,-14.2652
2016-06-02,5.3351
2016-06-03,0.0
2016-06-06,-1.2972000000000001
2016-06-07,5.4958
2016-06-08,12.7973
2016-06-09,4.7189
2016-06-10,-2.2052
2016-06-13,-13.9216
2016-06-14,3.5308
2016-06-15,4.9505
2016-06-16,-2.5157
2016-06-17,-2.3656
2016-06-20,0.4405
2016-06-21,2.6316
2016-06-22,1.0684
2016-06-23,8.350999999999999
2016-06-24,-3.3171
2016-06-27,-6.9627
2016-06-28,7.1584
2016-06-29,10.526299999999999
2016-06-30,6.7766
2016-07-01,-6.518
2016-07-05,-4.6789
2016-07-06,2.4543
2016-07-07,1.7379
2016-07-08,12.096
2016-07-11,-2.3888
2016-07-12,7.0886
2016-07-13,1.4184
2016-07-14,1.0878
2016-07-15,-4.3044
2016-07-18,0.3213
2016-07-19,-1.8415
2016-07-20,20.3915
2016-07-21,-9.5528
2016-07-22,-15.0562
2016-07-25,-1.3228
2016-07-26,-8.0429
2016-07-27,-0.8746
2016-07-28,12.8431
2016-07-29,9.47
2016-08-01,-9.9206
2016-08-02,0.793
2016-08-03,-0.4371
2016-08-04,-8.4284
2016-08-05,3.6433
2016-08-08,6.753
2016-08-09,0.26
2016-08-10,0.2593
2016-08-11,1.2069
2016-08-12,4.4293
2016-08-15,4.7308
2016-08-16,0.1558
2016-08-17,-0.0778
2016-08-18,-0.6226
2016-08-19,5.5599
2016-08-22,1.4095
2016-08-23,-3.0724
2016-08-24,-0.0755
2016-08-25,0.4532
2016-08-26,-3.0075
2016-08-29,-1.0853
2016-08-30,-0.9404
2016-08-31,5.9335
2016-09-01,-7.1695
2016-09-02,0.4023
2016-09-06,6.4904
2016-09-07,-1.8058999999999998
2016-09-08,1.3793
2016-09-09,-0.6047
2016-09-12,9.7338
2016-09-13,4.2273
2016-09-14,-7.0479
2016-09-15,-9.8712
2016-09-16,-8.3333
2016-09-19,1.2121
2016-09-20,3.3362
2016-09-21,1.7384
2016-09-22,-0.895
2016-09-23,-1.642
2016-09-26,4.5075
2016-09-27,0.7987
2016-09-28,8.2409
2016-09-29,-7.0278
2016-09-30,3.5433
2016-10-03,-4.0304
2016-10-04,7.3693
2016-10-05,7.9705
2016-10-06,1.2987
2016-10-07,-5.1957
2016-10-10,0.8541
2016-10-11,-5.6457
2016-10-12,5.086
2016-10-13,-2.7046
2016-10-14,-10.0229
2016-10-17,-0.7307
2016-10-18,1.3923
2016-10-19,-7.8352
2016-10-20,-0.6135
2016-10-21,3.7037
2016-10-24,2.7211
2016-10-25,1.7384
2016-10-26,3.2547
2016-10-27,3.8613
2016-10-28,3.0349
2016-10-31,-1.62
2016-11-01,2.6198
2016-11-02,2.1882
2016-11-03,-2.5696
2016-11-04,1.3919000000000001
2016-11-07,9.0318
2016-11-08,-1.2591
2016-11-09,4.2282
2016-11-10,-0.9015
2016-11-11,-1.8843
2016-11-14,0.0662
2016-11-15,-6.7505
2016-11-16,14.4784
2016-11-17,3.4718
2016-11-18,-6.0515
2016-11-21,1.6582
2016-11-22,1.3174000000000001
2016-11-23,-10.9598
2016-11-25,3.8943
2016-11-28,-1.6064
2016-11-29,1.3605
2016-11-30,-7.8523
2016-12-01,10.3423
2016-12-02,-1.5842
2016-12-05,8.6519
2016-12-06,6.4198
2016-12-07,0.058
2016-12-08,0.5797
2016-12-09,5.3602
2016-12-12,-12.965
2016-12-13,-2.1999
2016-12-14,2.3136
2016-12-15,1.8216
2016-12-16,-2.2209
2016-12-19,4.2902000000000005
2016-12-20,3.0248
2016-12-21,5.1086
2016-12-22,0.7821
2016-12-23,-0.1109
2016-12-27,-9.323
2016-12-28,1.7136
2016-12-29,-1.083
2016-12-30,4.6837
2017-01-03,4.1836
2017-01-04,5.6888
2017-01-05,-1.0026
2017-01-06,0.2132
2017-01-09,-2.2872
2017-01-10,0.3811
2017-01-11,-1.6269
2017-01-12,-5.3473
2017-01-13,4.2516
2017-01-17,-1.5642
2017-01-18,1.6459000000000001
2017-01-19,0.335
2017-01-20,-1.6694
2017-01-23,0.5659
2017-01-24,2.6449
2017-01-25,3.6732
2017-01-26,1.3749
2017-01-27,-0.7825
2017-01-30,-4.9947
2017-01-31,-1.6602000000000001
2017-02-01,2.8137
2017-02-02,-24.4663
2017-02-03,-9.4203
2017-02-06,-0.88
2017-02-07,0.7264
2017-02-08,-2.0833
2017-02-09,-0.2455
2017-02-10,5.0861
2017-02-13,1.4832
2017-02-14,0.2308
2017-02-15,2.9163
2017-02-16,4.3997
2017-02-17,-4.2857
2017-02-21,-0.1493
2017-02-22,1.4948000000000001
2017-02-23,-0.2209
2017-02-24,-2.1402
2017-02-27,2.1116
2017-02-28,-7.6809
2017-03-01,4.8
2017-03-02,0.3817
2017-03-03,-0.9886
2017-03-06,0.9217
2017-03-07,-2.7397
2017-03-08,-2.6604
2017-03-09,-0.7235
2017-03-10,9.473700000000001
2017-03-13,0.1479
2017-03-14,-4.6529
2017-03-15,5.2672
2017-03-16,1.8396
2017-03-17,-3.685
2017-03-20,3.7509
2017-03-21,-6.0738
2017-03-22,2.3095
2017-03-23,2.3326000000000002
2017-03-24,2.3529
2017-03-27,-3.8792999999999997
2017-03-28,5.8296
2017-03-29,-3.2486
2017-03-30,-3.2847
2017-03-31,2.8679
2017-04-03,-4.6222
2017-04-04,2.0
2017-04-05,-0.6787
2017-04-06,4.1002
2017-04-07,-1.8963999999999999
2017-04-10,0.9665
2017-04-11,0.3682
2017-04-12,-0.7337
2017-04-13,-3.0303
2017-04-17,0.9146
2017-04-18,1.3595
2017-04-19,1.3413
2017-04-20,6.3235
2017-04-21,0.1383
2017-04-24,2.1409
2017-04-25,3.3807
2017-04-26,0.8502
2017-04-27,-4.9287
2017-04-28,1.9100000000000001
2017-05-01,-1.7403
2017-05-02,4.6322
2017-05-03,-5.8594
2017-05-04,-3.3195
2017-05-05,6.7239
2017-05-08,-1.6756
2017-05-09,4.9761
2017-05-10,0.6494
2017-05-11,1.8065
2017-05-12,0.1901
2017-05-15,5.6926
2017-05-16,-3.2914
2017-05-17,-1.6089
2017-05-18,1.6981000000000002
2017-05-19,-1.0513
2017-05-22,9.375
2017-05-23,-4.8
2017-05-24,-5.8824
2017-05-25,-0.5102
2017-05-26,3.2692
2017-05-30,-3.5382
2017-05-31,2.4453
2017-06-01,4.2085
2017-06-02,-1.748
2017-06-05,-1.5030999999999999
2017-06-06,-1.0277
2017-06-07,2.5802
2017-06-08,-0.6748
2017-06-09,-8.2767
2017-06-12,0.202
2017-06-13,11.828
2017-06-14,-10.8774
2017-06-15,4.9899000000000004
2017-06-16,-3.0829
2017-06-19,5.5666
2017-06-20,-1.2555
2017-06-21,1.9708
2017-06-22,-2.7431
2017-06-23,4.9359
2017-06-26,-2.9322
2017-06-27,-4.4053
2017-06-28,6.1224
2017-06-29,-8.6228
2017-06-30,-3.055
2017-07-03,0.6303
2017-07-05,-8.6291
2017-07-06,-1.0663
2017-07-07,5.0808
2017-07-10,-0.0733
2017-07-11,1.5396
2017-07-12,5.6318
2017-07-13,-2.324
2017-07-14,1.5394999999999999
2017-07-17,0.3446
2017-07-18,4.6016
2017-07-19,-0.2626
2017-07-20,2.6991
2017-07-21,-6.4103
2017-07-24,3.4932
2017-07-25,-1.1251
2017-07-26,-2.6774
2017-07-27,2.3384
2017-07-28,0.1344
2017-07-31,-1.5436
2017-08-01,-1.8405
2017-08-02,-3.4028
2017-08-03,3.1632
2017-08-04,1.8117999999999999
2017-08-07,4.3121
2017-08-08,-3.4121
2017-08-09,1.6303999999999998
2017-08-10,-3.8102
2017-08-11,3.8916
2017-08-14,13.311
2017-08-15,-3.8961
2017-08-16,-0.3686
2017-08-17,-5.5487
2017-08-18,2.2193
2017-08-21,7.9821
2017-08-22,-4.7309
2017-08-23,4.7176
2017-08-24,-1.7189999999999999
2017-08-25,2.5332
2017-08-28,-6.0
2017-08-29,1.5019
2017-08-30,-0.5549
2017-08-31,-1.8599
2017-09-01,1.0107
2017-09-05,-1.3133
2017-09-06,-1.9645000000000001
2017-09-07,-0.8403
2017-09-08,2.1512000000000002
2017-09-11,4.4671
2017-09-12,1.8326
2017-09-13,-1.7397
2017-09-14,0.7326
2017-09-15,-1.1515
2017-09-18,2.4525
2017-09-19,0.3591
2017-09-20,-1.133
2017-09-21,0.4825
2017-09-22,1.8007
2017-09-25,-1.9458
2017-09-26,0.9621
2017-09-27,1.5485
2017-09-28,-1.8182
2017-09-29,0.5376
2017-10-02,-1.1884000000000001
2017-10-03,-0.6615
2017-10-04,-2.724
2017-10-05,0.3734
2017-10-06,-0.558
2017-10-09,-2.9302
2017-10-10,-3.5967000000000002
2017-10-11,-7.4617
2017-10-12,-5.7595
2017-10-13,-2.8266
2017-10-16,-0.6289
2017-10-17,-0.9494
2017-10-18,-1.5175999999999998
2017-10-19,-1.4623
2017-10-20,1.0725
2017-10-23,0.0814
2017-10-24,-0.6509
2017-10-25,0.6552
2017-10-26,1.0578
2017-10-27,0.4026
2017-10-30,0.3208
2017-10-31,-0.1599
2017-11-01,-0.9608
2017-11-02,0.6467
2017-11-03,1.5261
2017-11-06,2.5316
2017-11-07,3.5494
2017-11-08,0.4471
2017-11-09,0.5193
2017-11-10,3.7638
2017-11-13,-1.4224999999999999
2017-11-14,1.2987
2017-11-15,-0.8547
2017-11-16,0.7902
2017-11-17,-1.3542
2017-11-20,1.0116
2017-11-21,0.2861
2017-11-22,2.4251
2017-11-24,3.1337
2017-11-27,-0.135
2017-11-28,2.096
2017-11-29,-2.7815
2017-11-30,5.0409
2017-12-01,-8.0415
2017-12-04,1.8336000000000001
2017-12-05,0.9003
2017-12-06,5.2162
2017-12-07,2.4788
2017-12-08,6.3017
2017-12-11,3.4132
2017-12-12,-1.1581
2017-12-13,-2.0504
2017-12-14,2.8708
2017-12-15,3.7791
2017-12-18,-2.2409
2017-12-19,0.8023
2017-12-20,0.9665
2017-12-21,1.295
2017-12-22,-4.836
2017-12-26,2.979
2017-12-27,-0.0567
2017-12-28,-0.2838
2017-12-29,-2.9596
2018-01-02,3.8123
2018-01-03,6.1582
2018-01-04,3.4061
2018-01-05,-0.9264
2018-01-08,0.987
2018-01-09,7.1502
2018-01-10,-2.0163
2018-01-11,0.147
2018-01-12,0.2935
2018-01-16,-0.0976
2018-01-17,1.6602000000000001
2018-01-18,2.2094
2018-01-19,0.5639
2018-01-22,6.6355
2018-01-23,-11.0429
2018-01-24,0.9852
2018-01-25,-16.0488
2018-01-26,2.4985
2018-01-29,-3.6848
2018-01-30,-12.3602
2018-01-31,-1.1417
2018-02-01,-4.7554
2018-02-02,-2.6391
2018-02-05,-6.6667
2018-02-06,-0.6279
2018-02-07,-1.8167
2018-02-08,-0.4023
2018-02-09,1.7771
2018-02-12,-0.5556
2018-02-13,-4.9481
2018-02-14,0.4198
2018-02-15,2.0067
2018-02-16,0.0
2018-02-20,1.6393
2018-02-21,-0.8065
2018-02-22,0.9756
2018-02-23,-0.4831
2018-02-26,1.0518
2018-02-27,2.0817
2018-02-28,-2.902
2018-03-01,-2.0194
2018-03-02,4.0396
2018-03-05,1.3471
2018-03-06,8.2877
2018-03-07,3.1047
2018-03-08,-3.4314
2018-03-09,-4.641
2018-03-12,16.0456
2018-03-13,-11.2058
2018-03-14,7.5277
2018-03-15,0.5491
2018-03-16,-7.099
2018-03-19,3.3064
2018-03-20,-2.0626
2018-03-21,-1.9607999999999999
2018-03-22,4.5926
2018-03-23,5.3824
2018-03-26,7.8629
2018-03-27,-6.7913
2018-03-28,-5.0134
2018-03-29,6.7558
2018-04-02,-0.3955
2018-04-03,-0.1324
2018-04-04,6.892
2018-04-05,-6.0756
2018-04-06,-0.264
2018-04-09,5.1621
2018-04-10,-5.1605
2018-04-11,-0.3981
2018-04-12,0.0
2018-04-13,-0.0666
2018-04-16,-5.0667
2018-04-17,7.1629
2018-04-18,2.5557
2018-04-19,5.7508
2018-04-20,-9.7281
2018-04-23,5.4886
2018-04-24,-0.3807
2018-04-25,18.7261
2018-04-26,-6.0086
2018-04-27,-5.4795
2018-04-30,2.8986
2018-05-01,0.1761
2018-05-02,6.7955
2018-05-03,-5.2112
2018-05-04,-0.8681
2018-05-07,-0.1751
2018-05-08,0.1754
2018-05-09,-0.1168
2018-05-10,-1.6949
2018-05-11,1.0702
2018-05-14,0.8235
2018-05-15,0.0
2018-05-16,5.4842
2018-05-17,2.1571
2018-05-18,-3.9524
2018-05-21,-3.4949
2018-05-22,-5.0818
2018-05-23,-3.8769
2018-05-24,-0.128
2018-05-25,-0.1282
2018-05-29,0.2567
2018-05-30,-0.8323
2018-05-31,28.2117
2018-06-01,-11.5811
2018-06-04,0.6834
2018-06-05,-0.2828
2018-06-06,-0.5105
2018-06-07,1.1403
2018-06-08,1.6911
2018-06-11,0.4435
2018-06-12,3.2009
2018-06-13,0.6952
2018-06-14,0.478
2018-06-15,0.74
2018-06-18,4.3547
2018-06-19,3.9718
2018-06-20,2.7563
2018-06-21,2.7294
2018-06-22,12.689
2018-06-25,3.6585
2018-06-26,10.7843
2018-06-27,3.823
2018-06-28,15.1381
2018-06-29,-33.1063
2018-07-02,-12.0407
2018-07-03,-0.5536
2018-07-05,0.6073
2018-07-06,-3.7223
2018-07-09,-2.0376
2018-07-10,-3.2533
2018-07-11,-5.5127
2018-07-12,-1.4877
2018-07-13,-5.8928
2018-07-16,-10.3839
2018-07-17,-20.7865
2018-07-18,-22.0745
2018-07-19,2.8441
2018-07-20,-4.7566
2018-07-23,1.7422
2018-07-24,2.3973
2018-07-25,-4.1249
2018-07-26,3.7209
2018-07-27,-9.3049
2018-07-30,4.3263
2018-07-31,0.8294
2018-08-01,1.9976
2018-08-02,1.4977
2018-08-03,4.4268
2018-08-06,-5.8696
2018-08-07,0.1155
2018-08-08,-3.5755
2018-08-09,1.9139
2018-08-10,0.939
2018-08-13,-2.907
2018-08-14,0.479
2018-08-15,-3.0989
2018-08-16,1.845
2018-08-17,3.1401
2018-08-20,1.2881
2018-08-21,2.3121
2018-08-22,3.9548
2018-08-23,5.4348
2018-08-24,1.6495
2018-08-27,1.1156
2018-08-28,-1.9057
2018-08-29,0.0
2018-08-30,-6.4417
2018-08-31,6.6667
2018-09-04,1.0246
2018-09-05,-2.5355
2018-09-06,1.3528
2018-09-07,1.4374
2018-09-10,-2.834
2018-09-11,0.5208
2018-09-12,-3.1088
2018-09-13,2.3529
2018-09-14,-0.209
2018-09-17,-1.6754
2018-09-18,1.278
2018-09-19,4.3113
2018-09-20,-1.1089
2018-09-21,6.0143
2018-09-24,2.0192
2018-09-25,3.016
2018-09-26,6.6789
2018-09-27,8.319
2018-09-28,9.8971
2018-10-01,-6.4841
2018-10-02,-1.0439
2018-10-03,2.612
2018-10-04,-1.7450999999999999
2018-10-05,2.0849
2018-10-08,-0.7973
2018-10-09,7.0563
2018-10-10,-3.5613
2018-10-11,-3.1019
2018-10-12,-10.1372
2018-10-15,-1.5267
2018-10-16,3.1869
2018-10-17,-12.4374
2018-10-18,9.4376
2018-10-19,0.1995
2018-10-22,1.1919
2018-10-23,-1.2027
2018-10-24,-2.1739
2018-10-25,1.1556
2018-10-26,0.2636
2018-10-29,11.0429
2018-10-30,-5.0513
2018-10-31,-1.6625
2018-11-01,3.2122
2018-11-02,-2.6208
2018-11-05,-3.9529
2018-11-06,-11.9965
2018-11-07,-2.1891
2018-11-08,0.9156
2018-11-09,2.4194
2018-11-12,9.1535
2018-11-13,7.1235
2018-11-14,4.2929
2018-11-15,0.1614
2018-11-16,-0.2417
2018-11-19,2.5848
2018-11-20,-2.3622
2018-11-21,-1.5323
2018-11-23,-0.0819
2018-11-26,1.3934
2018-11-27,0.0808
2018-11-28,2.504
2018-11-29,-0.2364
2018-11-30,2.7645999999999997
2018-12-03,1.0761
2018-12-04,0.6844
2018-12-06,1.3595
2018-12-07,-2.5335
2018-12-10,-7.0902
2018-12-11,2.2826
2018-12-12,-0.8842
2018-12-13,-1.6242
2018-12-14,-0.9901
2018-12-17,-0.8333
2018-12-18,-1.6806999999999999
2018-12-19,-4.188
2018-12-20,-0.446
2018-12-21,0.448
2018-12-24,0.1784
2018-12-26,16.3847
2018-12-27,-0.5356
2018-12-28,2.3846
2018-12-31,-2.2539
2019-01-02,0.0
2019-01-03,-6.6103
2019-01-04,5.7226
2019-01-07,-10.5509
2019-01-08,-1.0444
2019-01-09,-0.5277
2019-01-10,0.8842
2019-01-11,-0.0876
2019-01-14,-0.3509
2019-01-15,3.7852
2019-01-16,-0.1696
2019-01-17,0.5947
2019-01-18,0.9291
2019-01-22,-3.0126
2019-01-23,-1.2079
2019-01-24,-1.31
2019-01-25,-0.531
2019-01-28,-0.2669
2019-01-29,0.1784
2019-01-30,-1.1576
2019-01-31,2.3423
2019-02-01,-1.4965
2019-02-04,1.8767
2019-02-05,-1.1404
2019-02-06,1.0648
2019-02-07,-0.7902
2019-02-08,-3.1858
2019-02-11,0.1828
2019-02-12,-7.208
2019-02-13,4.9164
2019-02-14,-2.4367
2019-02-15,0.7685
2019-02-19,1.0486
2019-02-20,0.6604
2019-02-21,1.0459
2019-02-22,-1.7771
2019-02-25,2.4551
2019-02-26,-1.2903
2019-02-27,0.3735
2019-02-28,7.2558
2019-03-01,8.4996
2019-03-04,-5.1958
2019-03-05,-0.4216
2019-03-06,-1.5241
2019-03-07,-0.7739
2019-03-08,-1.5598
2019-03-11,2.993
2019-03-12,-0.6838
2019-03-13,0.3442
2019-03-14,1.0292
2019-03-15,-1.0187
2019-03-18,-5.6175
2019-03-19,1.1358
2019-03-20,-0.1797
2019-03-21,-0.36
2019-03-22,-0.542
2019-03-25,1.9982
2019-03-26,-2.4933
2019-03-27,3.0137
2019-03-28,0.266
2019-03-29,6.5429
2019-04-01,-4.3154
2019-04-02,0.0
2019-04-03,1.5611000000000002
2019-04-04,2.1349
2019-04-05,-2.6756
2019-04-08,2.4914
2019-04-09,-1.0059
2019-04-10,2.7942
2019-04-11,-3.7891
2019-04-12,2.3973
2019-04-15,0.0
2019-04-16,1.7559
2019-04-17,-0.986
2019-04-18,0.4149
2019-04-22,-1.8182
2019-04-23,-2.3569
2019-04-24,0.9483
2019-04-25,-0.2562
2019-04-26,-0.2568
2019-04-29,-0.4292
2019-04-30,9.7414
2019-05-01,-7.8555
2019-05-02,0.243
2019-05-03,-4.2395
2019-05-06,-0.3552
2019-05-07,-0.4456
2019-05-08,2.8648
2019-05-09,-4.1775
2019-05-14,0.2725
2019-05-16,0.8152
2019-05-17,2.7853
2019-05-20,-2.4476
2019-05-21,-1.2545
2019-05-22,-0.1815
2019-05-23,-1.8182
2019-05-24,0.0
2019-05-28,-0.8519
2019-05-29,-0.0747
2019-05-30,-0.4103
2019-05-31,-1.371
2019-06-03,-7.2312
2019-06-04,6.4615
2019-06-05,-2.6975
2019-06-07,-3.3663
2019-06-10,1.4559
2019-06-11,3.7154
2019-06-12,0.2921
2019-06-13,0.0
2019-06-14,-4.5631
2019-06-17,4.7813
2019-06-18,13.9806
2019-06-19,-12.2658
2019-06-20,-0.4854
2019-06-21,0.9756
2019-06-24,6.087
2019-06-25,-3.2787
2019-06-26,2.0716
2019-06-27,0.0923
2019-06-28,-0.6452
2019-07-01,-1.8553
2019-07-02,-4.1115
2019-07-03,-2.2178
2019-07-05,-0.3024
2019-07-08,1.4156
2019-07-09,-0.7976
2019-07-10,-1.608
2019-07-11,0.0
2019-07-12,-3.4729
2019-07-15,-0.4233
2019-07-16,16.2593
2019-07-17,-0.3656
2019-07-18,0.7339
2019-07-19,0.8197
2019-07-22,7.0461
2019-07-23,-7.0886
2019-07-24,3.7239
2019-07-25,-2.4518
2019-07-26,-0.9874
2019-07-29,-1.3599
2019-07-30,-7.1691
2019-07-31,2.5743
2019-08-01,-1.834
2019-08-02,-0.6883
2019-08-05,-5.6436
2019-08-06,4.1973
2019-08-07,-10.574
2019-08-08,4.7297
2019-08-09,5.1613
2019-08-12,-0.5112
2019-08-13,-2.8777
2019-08-14,-0.3175
2019-08-15,-0.1062
2019-08-16,6.8013
2019-08-19,0.995
2019-08-20,-2.7586
2019-08-21,0.304
2019-08-22,-1.6162
2019-08-23,-4.6201
2019-08-26,1.3994
2019-08-27,0.3185
2019-08-28,4.6561
2019-08-29,-2.8311
2019-08-30,5.8273
2019-09-03,-0.6883
2019-09-04,-10.8911
2019-09-05,5.2222
2019-09-06,-4.1193
2019-09-09,-0.3293
2019-09-10,2.6155
2019-09-11,-1.6874
2019-09-13,2.4096
2019-09-16,4.385
2019-09-17,-3.9959
2019-09-18,2.8815
2019-09-19,6.1203
2019-09-20,4.1056
2019-09-23,7.9812
2019-09-24,-2.0
2019-09-25,10.2928
2019-09-26,0.1947
2019-09-27,8.8789
2019-09-30,17.9204
2019-10-01,-29.9562
2019-10-02,-16.6071
2019-10-03,0.0
2019-10-04,-4.9251000000000005
2019-10-07,0.2252
2019-10-08,2.6966
2019-10-09,1.5316999999999998
2019-10-10,10.0216
2019-10-11,-3.6239
2019-10-14,-2.439
2019-10-15,2.7083
2019-10-16,0.6085
2019-10-17,1.0081
2019-10-21,0.3992
2019-10-22,1.8887
2019-10-23,-0.5854
2019-10-24,5.9863
2019-10-25,-4.2593
2019-10-28,2.7079
2019-10-29,1.0358
2019-10-31,8.5741
2019-11-01,-8.2403
2019-11-04,0.5613
2019-11-05,-1.8605
2019-11-06,-0.9479
2019-11-07,0.0957
2019-11-08,-3.3461
2019-11-11,0.6924
2019-11-13,2.6523
2019-11-14,-0.0957
2019-11-15,0.0958
2019-11-18,-0.5742
2019-11-19,-0.8662
2019-11-20,0.4854
2019-11-21,1.6425
2019-11-25,-1.9487
2019-11-27,3.7324
2019-11-29,0.0935
2019-12-02,-3.5481
2019-12-04,-0.1936
2019-12-06,-1.161
2019-12-09,-0.9843
2019-12-11,-0.6938
2019-12-16,-3.0938
2019-12-18,-0.2389
2019-12-20,-2.2381
2019-12-23,1.9007
2019-12-24,-5.5959
2019-12-26,6.4764
2019-12-27,-0.4124
2019-12-30,-1.7184
2019-12-31,0.5898
2020-01-02,3.8743
2020-01-03,0.504
2020-01-06,0.5015
2020-01-07,-2.3453
2020-01-08,6.6939
2020-01-09,-1.341
2020-01-10,1.9272
2020-01-13,-0.081
2020-01-14,0.0953
2020-01-15,2.8571
2020-01-16,0.3704
2020-01-17,0.2768
2020-01-21,-0.644
2020-01-22,-8.2407
2020-01-24,-1.8163
2020-01-27,4.6249
2020-01-28,-3.0452
2020-01-30,0.4053
2020-01-31,-4.0363
2020-02-04,-0.5258
2020-02-05,-2.8541
2020-02-06,-1.9586999999999999
2020-02-07,0.111
2020-02-10,1.8326
2020-02-11,-1.988
2020-02-12,1.9139
2020-02-13,1.9074
2020-02-14,-1.5037
2020-02-18,-2.1652
2020-02-19,-1.4107
2020-02-20,-0.483
2020-02-21,-1.4706000000000001
2020-02-24,-7.3479
2020-02-25,2.7260999999999997
2020-02-27,-9.5271
2020-02-28,0.664
2020-03-02,1.7219
2020-03-03,1.3021
2020-03-04,-5.3985
2020-03-05,-8.288
2020-03-09,0.4444
2020-03-11,-1.6223999999999998
2020-03-13,-7.7226
2020-03-16,-31.5992
2020-03-17,0.7886
2020-03-18,-2.1965
2020-03-19,-1.4458
2020-03-20,0.2445
2020-03-23,-15.3659
2020-03-24,10.6628
2020-03-25,6.6615
2020-03-26,5.5105
2020-03-27,39.5349
2020-03-30,-13.4328
2020-03-31,-13.41
2020-04-01,0.0
2020-04-02,4.8673
2020-04-03,-4.6392
2020-04-07,11.502
2020-04-08,11.1111
2020-04-09,-3.45
2020-04-14,0.0592
2020-04-15,3.512
2020-04-16,8.5714
2020-04-17,-3.2895
2020-04-20,0.835
2020-04-21,-6.5625
2020-04-22,1.2635
2020-04-23,2.3173
2020-04-24,-2.439
2020-04-27,-4.1071
2020-04-28,1.4898
2020-04-29,-3.4862
2020-04-30,-2.6616
2020-05-01,-2.7344
2020-05-04,-0.2008
2020-05-05,-10.8652
2020-05-06,-6.3205
2020-05-07,-0.9614
2020-05-08,6.0801
2020-05-11,3.211
2020-05-12,6.0
2020-05-13,-5.2411
2020-05-14,-6.8584
2020-05-15,-0.2375
2020-05-18,6.9048
2020-05-19,0.4477
2020-05-20,0.2195
2020-05-21,2.7655
2020-05-22,-5.2745
2020-05-26,1.3636
2020-05-27,1.3453
2020-05-28,-3.7611
2020-05-29,2.069
2020-06-01,11.4865
2020-06-02,-6.4303
2020-06-03,7.5199
2020-06-04,-3.6145
2020-06-05,-2.0833
2020-06-08,-3.4043
2020-06-09,1.7621
2020-06-10,10.6061
2020-06-11,-3.5225
2020-06-12,4.1582
2020-06-15,-6.7186
2020-06-16,6.119
2020-06-17,-1.0446
2020-06-18,-1.3917
2020-06-19,0.0
2020-06-22,4.0323
2020-06-23,0.1938
2020-06-24,1.5474
2020-06-25,-4.9029
2020-06-26,-2.8562
2020-06-29,-2.0619
