ticker,FNKO US Equity
2018-03-26,-2.5707
2018-03-27,5.8047
2018-03-28,2.3691
2018-03-29,0.0
2018-04-02,-1.4616
2018-04-03,1.9778
2018-04-04,0.3636
2018-04-05,-0.7246
2018-04-06,-0.9732
2018-04-09,1.3514
2018-04-10,1.3333
2018-04-11,-1.4354
2018-04-12,-0.9709
2018-04-13,-0.4902
2018-04-16,0.4926
2018-04-17,-0.6127
2018-04-18,0.8631
2018-04-19,0.8557
2018-04-20,0.2424
2018-04-23,2.6602
2018-04-24,2.7091
2018-04-25,0.344
2018-04-26,0.2286
2018-04-27,0.4561
2018-04-30,-0.227
2018-05-01,1.8203
2018-05-02,0.7821
2018-05-03,0.3326
2018-05-04,0.0
2018-05-07,0.9945
2018-05-08,1.0941
2018-05-09,1.0823
2018-05-10,1.9272
2018-05-11,0.5252
2018-05-14,-1.2539
2018-05-15,2.328
2018-05-16,0.7239
2018-05-17,-1.9506999999999999
2018-05-18,1.6754
2018-05-21,0.7209
2018-05-22,-2.1471999999999998
2018-05-23,1.3584
2018-05-24,0.7216
2018-05-25,0.4094
2018-05-29,0.9174
2018-05-30,1.4141
2018-05-31,-0.996
2018-06-01,2.6157
2018-06-04,3.0392
2018-06-05,1.7127
2018-06-06,0.8419
2018-06-07,4.8237
2018-06-08,6.1062
2018-06-11,-0.5838
2018-06-12,-0.5034
2018-06-13,-2.2766
2018-06-14,0.3451
2018-06-15,-2.0636
2018-06-18,1.0536
2018-06-19,-0.0869
2018-06-20,0.1739
2018-06-21,-1.2153
2018-06-22,3.7786
2018-06-25,1.3548
2018-06-26,-1.8378999999999999
2018-06-27,-0.3404
2018-06-28,2.1349
2018-06-29,4.9331
2018-07-02,5.4183
2018-07-03,1.3605
2018-07-05,5.742
2018-07-06,4.866
2018-07-09,-7.0612
2018-07-10,2.2431
2018-07-11,-4.1047
2018-07-12,12.2509
2018-07-13,5.9172
2018-07-16,-2.6071
2018-07-17,-0.5736
2018-07-18,4.6154
2018-07-19,7.4142
2018-07-20,-4.4495000000000005
2018-07-23,7.1642
2018-07-24,-0.6685
2018-07-25,-9.6467
2018-07-26,7.8212
2018-07-27,-3.7420999999999998
2018-07-30,1.1364
2018-07-31,3.8439
2018-08-01,-5.41
2018-08-02,4.5756
2018-08-03,6.2176
2018-08-06,5.9079
2018-08-07,2.2006
2018-08-08,-3.8558
2018-08-09,4.7917
2018-08-10,3.5785
2018-08-13,3.4069
2018-08-14,-4.4084
2018-08-15,-1.8447
2018-08-16,-3.5608
2018-08-17,1.7436
2018-08-20,5.4435
2018-08-21,3.0115
2018-08-22,6.7285
2018-08-23,-0.1304
2018-08-24,1.2625
2018-08-27,2.7085
2018-08-28,-2.4697
2018-08-29,2.0172
2018-08-30,2.1035
2018-08-31,4.7384
2018-09-04,4.7207
2018-09-05,1.6529
2018-09-06,2.439
2018-09-07,4.0765
2018-09-10,7.6256
2018-09-11,-17.81
2018-09-12,-3.8009
2018-09-13,-5.8248
2018-09-14,-9.2561
2018-09-17,-4.5281
2018-09-18,4.693
2018-09-19,-0.4292
2018-09-20,-4.0709
2018-09-21,3.4448
2018-09-24,2.751
2018-09-25,-1.5030999999999999
2018-09-26,2.5274
2018-09-27,6.5116
2018-09-28,3.4497999999999998
2018-10-01,-9.5821
2018-10-02,-5.9757
2018-10-03,0.8937
2018-10-04,-2.6574999999999998
2018-10-05,-1.5672000000000001
2018-10-08,5.0334
2018-10-09,-5.6235
2018-10-10,-7.772
2018-10-11,-2.0787
2018-10-12,6.7699
2018-10-15,2.1494
2018-10-16,4.1031
2018-10-17,-3.8403
2018-10-18,-3.731
2018-10-19,-0.5459
2018-10-22,10.2086
2018-10-23,-4.6315
2018-10-24,-5.5352
2018-10-25,4.1459
2018-10-26,-5.0425
2018-10-29,0.7267
2018-10-30,4.939
2018-10-31,-0.3173
2018-11-01,3.2361
2018-11-02,5.8068
2018-11-05,-5.5367
2018-11-06,1.7481
2018-11-07,5.9626
2018-11-08,-4.8641
2018-11-09,-21.4536
2018-11-12,1.1487
2018-11-13,-1.6404
2018-11-14,6.5427
2018-11-15,2.5888
2018-11-16,-4.7535
2018-11-19,-6.4079
2018-11-20,-0.395
2018-11-21,3.4369
2018-11-23,-0.3834
2018-11-26,1.9243000000000001
2018-11-27,-2.7061
2018-11-28,2.5873
2018-11-29,1.3241
2018-11-30,-6.4717
2018-12-03,-1.6633
2018-12-04,-0.1353
2018-12-06,0.3388
2018-12-07,-2.971
2018-12-10,2.9923
2018-12-11,-5.1350999999999996
2018-12-12,1.9231
2018-12-13,-4.1929
2018-12-14,-2.407
2018-12-17,1.6442
2018-12-18,-3.3824
2018-12-19,-4.6423
2018-12-20,-0.1596
2018-12-21,-7.514
2018-12-24,0.7779
2018-12-26,9.0051
2018-12-27,2.0456
2018-12-28,1.0794
2018-12-31,0.3051
2019-01-02,7.3764
2019-01-03,-3.0453
2019-01-04,2.2644
2019-01-07,6.9286
2019-01-08,-0.2004
2019-01-09,8.7684
2019-01-10,-0.5538
2019-01-11,0.3094
2019-01-14,-1.4189
2019-01-15,1.0638
2019-01-16,-1.548
2019-01-17,1.6352
2019-01-18,1.5470000000000002
2019-01-22,-2.2547
2019-01-23,-0.4988
2019-01-24,6.8296
2019-01-25,4.6921
2019-01-28,-2.8571
2019-01-29,-0.2307
2019-01-30,-1.7341
2019-01-31,2.0588
2019-02-01,2.4784
2019-02-04,1.3498
2019-02-05,-3.1077
2019-02-06,-2.0619
2019-02-07,0.9942
2019-02-08,0.9265
2019-02-11,0.5164
2019-02-12,3.9954
2019-02-13,2.3052
2019-02-14,0.0
2019-02-15,-2.4142
2019-02-19,4.1781
2019-02-20,1.0026
2019-02-21,-0.3135
2019-02-22,2.5157
2019-02-25,2.0961
2019-02-26,-0.0501
2019-02-27,0.9519
2019-02-28,-1.2903
2019-03-01,5.1785
2019-03-04,-4.9235
2019-03-05,-5.5304
2019-03-06,-0.479
2019-03-07,-4.8663
2019-03-08,11.2985
2019-03-11,-1.7172
2019-03-12,2.0041
2019-03-13,2.8212
2019-03-14,3.3807
2019-03-15,2.654
2019-03-18,-0.7387
2019-03-19,-0.5116
2019-03-20,-0.5143
2019-03-21,-0.7049
2019-03-22,-3.5495
2019-03-25,3.1894
2019-03-26,0.0951
2019-03-27,-0.4751
2019-03-28,2.9594
2019-03-29,0.6954
2019-04-01,-0.2302
2019-04-02,-0.4615
2019-04-03,1.3445
2019-04-04,-1.0979
2019-04-05,1.4801
2019-04-08,-2.2334
2019-04-09,-3.2634
2019-04-10,2.6506
2019-04-11,-2.3005
2019-04-12,-0.4805
2019-04-15,-1.014
2019-04-16,-1.7561
2019-04-17,-5.2135
2019-04-18,-1.2572
2019-04-22,-1.6446
2019-04-23,6.2028
2019-04-24,-1.5236
2019-04-25,-0.6704
2019-04-26,0.7788
2019-04-29,2.3699
2019-04-30,-0.2013
2019-05-01,0.0504
2019-05-02,0.6048
2019-05-03,2.7555
2019-05-06,3.9493
2019-05-07,2.0638
2019-05-08,1.2868
2019-05-09,-3.7659000000000002
2019-05-10,6.2706
2019-05-13,-9.8935
2019-05-14,4.776
2019-05-15,1.9737
2019-05-16,0.8295
2019-05-17,-3.8391
2019-05-20,-0.4753
2019-05-21,2.3878
2019-05-22,-0.1866
2019-05-23,-1.6355
2019-05-24,1.5676999999999999
2019-05-28,0.0
2019-05-29,-2.058
2019-05-30,1.8147
2019-05-31,-2.6266
2019-06-03,-5.8285
2019-06-04,3.3247999999999998
2019-06-05,1.9306999999999999
2019-06-06,0.7285
2019-06-07,4.0501
2019-06-10,1.1585
2019-06-11,-1.5575
2019-06-12,0.1396
2019-06-13,1.4405000000000001
2019-06-14,-0.4581
2019-06-17,-0.8283
2019-06-18,1.9489999999999998
2019-06-19,1.2288999999999999
2019-06-20,9.0378
2019-06-21,0.0
2019-06-24,-3.5052
2019-06-25,0.641
2019-06-26,-1.3163
2019-06-27,8.6059
2019-06-28,-4.0412
2019-07-01,-5.8216
2019-07-02,-1.7536
2019-07-03,-3.3021
2019-07-05,0.2307
2019-07-08,-1.7955999999999999
2019-07-09,-1.4534
2019-07-10,3.235
2019-07-11,-1.0599
2019-07-12,0.2795
2019-07-15,6.7812
2019-07-16,1.7833999999999999
2019-07-17,0.3846
2019-07-18,2.0434
2019-07-19,-0.4589
2019-07-22,0.922
2019-07-23,-0.2907
2019-07-24,1.2911000000000001
2019-07-25,-2.5493
2019-07-26,2.3207
2019-07-29,2.1856
2019-07-30,0.4843
2019-07-31,0.4418
2019-08-01,-2.519
2019-08-02,-7.3421
2019-08-05,-3.0102
2019-08-06,0.9585
2019-08-07,-1.3562
2019-08-08,7.2869
2019-08-09,2.5202999999999998
2019-08-12,-1.7083
2019-08-13,0.8902
2019-08-14,-1.8487
2019-08-15,-5.7791
2019-08-16,0.9541
2019-08-19,1.1701
2019-08-20,1.6459000000000001
2019-08-21,2.4508
2019-08-22,-0.598
2019-08-23,-5.2858
2019-08-26,1.3158
2019-08-27,-0.4926
2019-08-28,2.8353
2019-08-29,4.2013
2019-08-30,0.756
2019-09-03,-2.5844
2019-09-04,3.3376
2019-09-05,-2.2359999999999998
2019-09-06,-0.0847
2019-09-09,-2.1619
2019-09-10,3.8128
2019-09-11,7.8881
2019-09-12,4.4101
2019-09-13,1.482
2019-09-16,1.716
2019-09-17,-10.5887
2019-09-18,0.8029
2019-09-19,-6.7702
2019-09-20,-6.3648
2019-09-23,-3.0109
2019-09-24,-3.9981
2019-09-25,-1.7147999999999999
2019-09-26,0.0
2019-09-27,0.0499
2019-09-30,2.5162
2019-10-01,-1.4338
2019-10-02,-2.2189
2019-10-03,-3.4291
2019-10-04,4.047
2019-10-07,1.2296
2019-10-08,-2.5285
2019-10-09,-0.5595
2019-10-10,1.6368
2019-10-11,0.6543
2019-10-14,-5.0
2019-10-15,0.0
2019-10-16,-0.6579
2019-10-17,-7.2848
2019-10-18,4.7429
2019-10-21,-1.2548
2019-10-22,-0.8287
2019-10-23,-1.7269999999999999
2019-10-24,-1.0771
2019-10-25,0.8023
2019-10-28,1.6487
2019-10-29,-2.2931
2019-10-30,-0.3434
2019-10-31,3.3889
2019-11-01,-15.5556
2019-11-04,0.625
2019-11-05,-4.5440000000000005
2019-11-06,-0.0685
2019-11-07,2.6045
2019-11-08,-4.8096
2019-11-11,0.9825
2019-11-12,0.9034
2019-11-13,-2.4793
2019-11-14,-0.7062
2019-11-15,2.1337
2019-11-18,-0.2786
2019-11-19,-1.8855
2019-11-20,-1.4235
2019-11-21,-0.6859
2019-11-22,8.3969
2019-11-25,-5.9691
2019-11-26,1.9971
2019-11-27,-0.2098
2019-11-29,0.0
2019-12-02,1.1913
2019-12-03,-1.5234999999999999
2019-12-04,2.7426
2019-12-05,-0.5476
2019-12-06,3.3035
2019-12-09,1.3991
2019-12-10,-3.2852
2019-12-11,-0.6793
2019-12-12,2.2572
2019-12-13,1.3378
2019-12-16,0.198
2019-12-17,2.108
2019-12-18,-0.9677
2019-12-19,4.9511
2019-12-20,0.1241
2019-12-23,2.0459
2019-12-24,0.243
2019-12-26,0.0606
2019-12-27,2.2411
2019-12-30,0.0889
2019-12-31,1.5685
2020-01-02,2.3893
2020-01-03,-4.0979
2020-01-06,-2.0178
2020-01-07,-4.361
2020-01-08,1.3933
2020-01-09,-3.1855
2020-01-10,-0.1935
2020-01-13,2.9735
2020-01-14,-1.8205
2020-01-15,-2.3018
2020-01-16,-0.9162
2020-01-17,3.1704
2020-01-21,0.2561
2020-01-22,-0.0639
2020-01-23,0.1278
2020-01-24,-0.9572
2020-01-27,-1.1598
2020-01-28,1.4342
2020-01-29,-0.3856
2020-01-30,0.7742
2020-01-31,-3.7772
2020-02-03,0.5988
2020-02-04,-0.3307
2020-02-05,2.787
2020-02-06,-40.0258
2020-02-07,-7.3197
2020-02-10,-0.3484
2020-02-11,3.1469
2020-02-12,4.0678
2020-02-13,2.4973
2020-02-14,2.8602
2020-02-18,-4.8919
2020-02-19,-0.8121
2020-02-20,-2.2926
2020-02-21,-0.8939
2020-02-24,-3.8895
2020-02-25,1.9355
2020-02-26,-5.6387
2020-02-27,-1.3415
2020-02-28,0.2472
2020-03-02,-2.5277
2020-03-03,-6.5149
2020-03-04,1.8944999999999999
2020-03-05,-3.8513
2020-03-06,-4.4199
2020-03-09,-8.9595
2020-03-10,-1.4285999999999999
2020-03-11,-9.5008
2020-03-12,-18.6833
2020-03-13,9.8468
2020-03-16,-14.1434
2020-03-17,4.8724
2020-03-18,-15.4867
2020-03-19,8.1152
2020-03-20,-1.937
2020-03-23,-10.1235
2020-03-24,9.8901
2020-03-25,3.5
2020-03-26,9.1787
2020-03-27,-7.3009
2020-03-30,-4.0573
2020-03-31,-0.7463
2020-04-01,-4.01
2020-04-02,-7.8329
2020-04-03,-9.915
2020-04-06,8.4906
2020-04-07,1.4493
2020-04-08,-2.0
2020-04-09,4.3732
2020-04-13,7.2626
2020-04-14,8.5938
2020-04-15,-8.6331
2020-04-16,0.0
2020-04-17,-0.5249
2020-04-20,-3.1662
2020-04-21,-0.1362
2020-04-22,-6.6849
2020-04-23,6.1404
2020-04-24,-3.3058
2020-04-27,4.8433
2020-04-28,7.6087
2020-04-29,1.2626
2020-04-30,6.7332
2020-05-01,-9.3458
2020-05-04,4.3814
2020-05-05,-8.642
2020-05-06,2.1622
2020-05-07,2.9101
2020-05-08,21.5938
2020-05-11,-1.4799
2020-05-12,-3.9699999999999998
2020-05-13,-7.7095
2020-05-14,4.6005
2020-05-15,-2.3148
2020-05-18,15.1659
2020-05-19,-1.2346
2020-05-20,1.4583
2020-05-21,-0.616
2020-05-22,-1.2397
2020-05-26,7.3222
2020-05-27,13.0604
2020-05-28,-7.7586
2020-05-29,5.6075
2020-06-01,1.9468999999999999
2020-06-02,-6.25
2020-06-03,16.4815
2020-06-04,0.9539
2020-06-05,11.9685
2020-06-08,8.1575
2020-06-09,-7.5423
2020-06-10,-4.2194
2020-06-11,-10.5727
2020-06-12,5.665
2020-06-15,-2.0979
2020-06-16,1.5079
2020-06-17,-3.8311
2020-06-18,-4.3902
2020-06-19,-3.4013999999999998
2020-06-22,-0.5282
2020-06-23,7.6106
2020-06-24,-8.223700000000001
2020-06-25,2.1505
2020-06-26,-3.6842
2020-06-29,5.2823
2020-06-30,0.346
2020-07-01,1.7241
2020-07-02,-0.1695
2020-07-06,-5.6027000000000005
2020-07-07,-4.1367
2020-07-08,-3.5647
2020-07-09,-4.0856
2020-07-10,7.0994
2020-07-13,-1.7045
2020-07-14,22.5434
2020-07-15,-4.5597
2020-07-16,-0.3295
2020-07-17,-2.4793
2020-07-20,-1.8643999999999998
2020-07-21,7.772
2020-07-22,-3.0449
2020-07-23,-0.8264
2020-07-24,-4.8333
2020-07-27,-2.4518
2020-07-28,4.8474
2020-07-29,-5.6507
2020-07-30,1.9964
2020-07-31,-1.4235
