ticker,FRBA US Equity
2008-02-05,0.0
2008-02-07,3.9474
2008-02-12,1.2658
2008-02-14,0.0
2008-02-15,-5.0
2008-02-19,-2.6316
2008-02-20,-2.7027
2008-02-21,-2.7778
2008-02-25,15.7143
2008-02-26,2.4691
2008-02-27,1.2048
2008-02-28,1.1905000000000001
2008-02-29,-4.7059
2008-03-04,2.4691
2008-03-05,1.2048
2008-03-10,18.8095
2008-03-17,-4.8096
2008-03-18,0.0
2008-03-26,5.2632
2008-03-27,7.0
2008-03-31,0.5607
2008-04-01,-9.8513
2008-04-04,12.3711
2008-04-09,-8.2569
2008-04-10,8.0
2008-04-14,1.8519
2008-04-15,0.7273
2008-04-17,0.0
2008-04-21,-0.722
2008-04-22,8.1818
2008-04-23,-5.8824
2008-04-25,3.5714
2008-04-28,-3.4483
2008-04-29,5.3571
2008-05-02,-1.6949
2008-05-05,-1.7241
2008-05-07,1.7544
2008-05-13,-2.5862
2008-05-15,-2.6549
2008-05-16,-1.8182
2008-05-22,-1.8519
2008-05-23,8.4906
2008-05-30,-4.3478
2008-06-02,0.0
2008-06-03,-4.5455
2008-06-04,-0.9524
2008-06-06,9.6154
2008-06-09,5.2632
2008-06-10,5.8333
2008-06-11,6.2992
2008-06-12,3.7037
2008-06-17,-4.2857
2008-06-19,0.0
2008-06-20,0.0
2008-06-25,4.4776
2008-07-01,0.0
2008-07-02,0.0
2008-07-09,1.4285999999999999
2008-07-10,-8.4507
2008-07-11,-7.6923
2008-07-17,-6.6667
2008-07-18,0.8929
2008-07-25,6.1947
2008-07-30,4.1667
2008-08-05,0.0
2008-08-06,0.0
2008-08-11,11.2
2008-08-12,0.0
2008-08-13,0.0
2008-08-19,-6.3309
2008-08-20,-0.1536
2008-08-21,-3.8462
2008-08-25,4.0
2008-08-26,0.0
2008-08-27,0.0
2008-08-29,0.1538
2008-09-02,-1.6897
2008-09-11,3.125
2008-09-12,-1.5152
2008-09-15,-7.6923
2008-09-16,0.0
2008-09-17,-8.1667
2008-09-22,-8.3485
2008-09-24,10.8911
2008-09-25,-9.8214
2008-09-26,-0.9901
2008-09-30,20.0
2008-10-03,-15.0
2008-10-06,-16.6667
2008-10-07,5.8824
2008-10-08,-21.1111
2008-10-09,19.7183
2008-10-10,5.8824
2008-10-13,32.2222
2008-10-14,0.6723
2008-10-15,4.3406
2008-10-16,-8.0
2008-10-17,3.4783
2008-10-22,-3.3613
2008-10-23,0.0
2008-10-24,-8.6957
2008-10-27,0.0
2008-10-28,-4.7619
2008-10-29,10.0
2008-10-30,0.9091
2008-10-31,-0.1802
2008-11-03,7.4007
2008-11-05,-0.8403
2008-11-06,-2.5423999999999998
2008-11-13,-6.9565
2008-11-14,7.4766
2008-11-20,-13.0435
2008-11-26,2.0
2008-12-01,-1.9607999999999999
2008-12-02,0.0
2008-12-04,-1.0
2008-12-08,-13.1313
2008-12-10,5.814
2008-12-11,-3.2967
2008-12-16,27.2727
2008-12-17,-10.7143
2008-12-19,-16.0
2008-12-23,-1.1905000000000001
2008-12-24,2.4096
2008-12-26,-5.8824
2008-12-29,37.5
2009-01-02,-9.0909
2009-01-06,0.0
2009-01-07,-10.0
2009-01-09,11.1111
2009-01-22,-14.0
2009-01-23,16.2791
2009-01-26,0.0
2009-01-27,-2.0
2009-01-28,12.2449
2009-01-29,3.6364
2009-01-30,0.0
2009-02-02,-12.2807
2009-02-04,-5.0
2009-02-05,-15.7895
2009-02-06,25.0
2009-02-09,4.0
2009-02-10,-9.6154
2009-02-17,6.383
2009-02-26,-25.0
2009-03-05,30.4
2009-03-06,-16.1554
2009-03-12,-0.2439
2009-03-13,0.2445
2009-03-16,-8.5366
2009-03-23,20.0
2009-04-01,-15.5556
2009-04-02,23.6842
2009-04-03,6.1702
2009-04-08,0.2004
2009-04-15,0.0
2009-04-17,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-27,0.0
2009-04-28,6.0
2009-04-29,-1.8868
2009-04-30,1.5385
2009-05-01,0.0
2009-05-04,-5.303
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,-9.0
2009-05-11,0.0
2009-05-13,-8.7912
2009-05-14,9.6386
2009-05-19,-2.1978
2009-05-20,1.7978
2009-05-22,0.0
2009-05-26,-0.6623
2009-05-27,0.0
2009-05-28,5.5556
2009-06-03,0.0
2009-06-04,0.0
2009-06-16,5.2632
2009-06-23,0.0
2009-06-24,-5.0
2009-06-25,0.0
2009-07-02,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-13,0.0
2009-07-15,0.0
2009-07-16,-4.2105
2009-07-20,8.7912
2009-07-21,-8.0808
2009-07-22,-1.0989
2009-07-23,5.5556
2009-08-03,-5.2632
2009-08-04,-8.8889
2009-08-05,9.7561
2009-08-11,-5.5556
2009-08-17,-3.5294
2009-08-18,9.7561
2009-08-19,-9.3333
2009-08-20,10.2941
2009-08-21,-0.2222
2009-08-24,-0.8909
2009-08-27,-7.8652
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,6.0976
2009-09-04,-5.7471
2009-09-10,-1.2195
2009-09-11,-1.2346
2009-09-16,-6.25
2009-09-17,0.0
2009-09-21,6.6667
2009-09-22,-2.5
2009-09-23,-3.8462
2009-09-25,0.0
2009-09-29,12.0
2009-09-30,1.1905000000000001
2009-10-01,-9.4118
2009-10-02,-1.2987
2009-10-08,5.2632
2009-10-09,-6.25
2009-10-14,1.7332999999999998
2009-10-15,-13.4993
2009-10-21,6.0606
2009-10-23,0.0
2009-10-26,11.4286
2009-10-27,0.0
2009-11-03,-10.2564
2009-11-04,11.4286
2009-11-05,2.5641
2009-11-06,-16.25
2009-11-09,16.4179
2009-11-12,-1.2821
2009-11-19,-9.0909
2009-11-20,0.0
2009-11-23,5.7143
2009-11-24,-4.7297
2009-11-25,6.383
2009-12-01,-6.6667
2009-12-03,-12.857099999999999
2009-12-04,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-11,1.6393
2009-12-15,-3.2258
2009-12-16,0.0
2009-12-17,0.0
2009-12-21,-8.3333
2009-12-22,0.0
2009-12-23,3.6364
2009-12-24,19.2982
2009-12-28,-14.7059
2009-12-30,0.0
2009-12-31,13.7931
2010-01-05,-30.303
2010-01-06,28.2609
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,-5.0847
2010-01-13,0.0
2010-01-14,8.9286
2010-01-15,-6.5574
2010-01-19,-1.7544
2010-01-25,5.3571
2010-01-26,1.6949
2010-01-27,-6.6667
2010-01-28,0.0
2010-01-29,7.1429
2010-02-02,3.3333
2010-02-03,-11.2903
2010-02-04,-1.8182
2010-02-10,5.5556
2010-02-17,-5.2632
2010-02-18,24.0741
2010-02-23,-16.4179
2010-02-24,7.1429
2010-02-26,11.6667
2010-03-01,0.0
2010-03-02,0.0
2010-03-08,-22.0896
2010-03-10,1.5326
2010-03-15,0.0
2010-03-22,-1.8868
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,15.3846
2010-03-31,16.6667
2010-04-07,0.0
2010-04-08,-18.5714
2010-04-09,-1.7544
2010-04-19,7.1429
2010-04-20,1.6667
2010-04-23,-1.9672
2010-04-26,-4.6823
2010-04-28,-1.7544
2010-04-30,33.9286
2010-05-03,-6.6667
2010-05-04,-12.857099999999999
2010-05-05,-1.6393
2010-05-06,-6.6667
2010-05-07,7.1429
2010-05-11,-11.6667
2010-05-14,3.7736
2010-05-18,0.0
2010-05-20,0.0
2010-05-25,0.0
2010-05-27,9.0909
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-08,-8.3333
2010-06-09,9.0909
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,-8.3333
2010-06-15,3.6364
2010-06-16,-3.5088
2010-06-17,0.0
2010-06-21,20.0
2010-06-22,6.0606
2010-06-23,-7.1429
2010-06-25,0.0
2010-06-29,-7.6923
2010-06-30,25.0
2010-07-02,-18.6667
2010-07-08,0.0
2010-07-15,14.7541
2010-07-19,-7.1429
2010-07-27,0.0
2010-07-29,0.0
2010-07-30,10.7692
2010-08-02,-16.6667
2010-08-04,8.3333
2010-08-09,13.8462
2010-08-13,-21.6216
2010-08-17,0.0
2010-08-20,0.0
2010-08-23,-3.4483
2010-08-25,0.0
2010-08-31,7.1429
2010-09-01,0.0
2010-09-02,8.3333
2010-09-14,0.0
2010-09-20,-7.6923
2010-09-23,0.0
2010-09-28,30.0
2010-09-29,-10.2564
2010-10-04,5.7143
2010-10-05,-4.0541
2010-10-06,-8.4507
2010-10-08,-0.3077
2010-10-11,0.3086
2010-10-13,-6.1538
2010-10-15,6.5574
2010-10-18,0.0
2010-10-19,-4.6154
2010-10-21,4.8387
2010-10-22,-3.0769
2010-10-27,3.1746
2010-10-28,-7.0769
2010-10-29,15.894
2010-11-01,0.0
2010-11-08,0.0
2010-11-10,-7.1429
2010-11-11,-4.6154
2010-11-16,-3.2258
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,0.0
2010-11-29,0.0
2010-11-30,3.3333
2010-12-01,-11.2903
2010-12-02,9.0909
2010-12-03,-3.3333
2010-12-06,1.7241
2010-12-07,0.0
2010-12-08,1.6949
2010-12-09,0.0
2010-12-10,-3.3333
2010-12-16,3.4483
2010-12-21,-3.3333
2010-12-22,0.0
2010-12-23,-1.7241
2010-12-27,0.0
2010-12-28,-3.5088
2010-12-29,7.2727
2010-12-31,-6.7797
2011-01-03,8.7273
2011-01-04,0.3344
2011-01-05,3.3333
2011-01-11,-5.1613
2011-01-12,0.3401
2011-01-13,0.0
2011-01-14,1.6949
2011-01-18,-6.6667
2011-01-21,7.1429
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,5.0
2011-02-01,1.5873
2011-02-04,1.5625
2011-02-07,0.3077
2011-02-09,4.2945
2011-02-10,-8.8235
2011-02-11,4.8387
2011-02-15,-4.6154
2011-02-17,1.6129
2011-02-18,-4.7619
2011-02-24,5.0
2011-02-28,-4.7619
2011-03-02,16.6667
2011-03-07,-10.0
2011-03-09,-1.2698
2011-03-10,0.0
2011-03-11,4.5016
2011-03-14,4.6154
2011-03-15,-7.3529
2011-03-16,0.0
2011-03-21,7.619
2011-03-22,0.0
2011-03-30,-4.4248
2011-03-31,-2.7778
2011-04-01,3.1746
2011-04-04,-6.1538
2011-04-05,6.5574
2011-04-13,16.9231
2011-04-14,0.0
2011-04-15,9.2105
2011-04-19,20.4819
2011-04-20,-10.0
2011-04-21,18.8889
2011-04-25,-0.1869
2011-04-27,2.9962999999999997
2011-05-09,-4.5455
2011-05-10,14.2857
2011-05-16,-8.3333
2011-05-17,3.6364
2011-06-06,-24.5614
2011-06-08,-17.4419
2011-06-09,9.8592
2011-06-15,0.0
2011-06-20,0.0
2011-06-21,-10.2564
2011-07-21,14.2857
2011-07-26,-9.5
2011-08-03,-3.3149
2011-08-10,0.2857
2011-08-11,0.0
2011-08-22,0.0
2011-08-30,0.2849
2011-09-20,0.2841
2011-09-21,4.8159
2011-09-23,35.1351
2011-10-06,-29.6
2011-10-10,2.8409
2011-10-12,10.4972
2011-10-18,-1.5
2011-10-20,-14.7208
2011-10-26,1.1905000000000001
2011-10-31,17.647100000000002
2011-11-02,-12.5
2011-11-04,14.2857
2011-11-14,0.0
2011-11-30,20.0
2011-12-02,-16.4583
2011-12-05,-0.2494
2011-12-07,0.0
2011-12-14,0.0
2011-12-19,0.0
2011-12-20,12.5
2011-12-23,-11.1111
2011-12-29,-5.0
2011-12-30,25.0
2012-01-04,2.1053
2012-01-10,-11.3402
2012-01-11,4.6512
2012-01-12,0.0
2012-01-17,8.8889
2012-01-19,-14.2857
2012-01-20,13.0952
2012-01-23,0.0
2012-01-27,5.2632
2012-01-30,0.0
2012-01-31,0.0
2012-02-02,-10.0
2012-02-06,6.6667
2012-02-10,0.0
2012-02-15,-3.75
2012-02-16,3.8961
2012-02-17,4.1667
2012-02-21,0.0
2012-02-22,-4.0
2012-02-23,4.1667
2012-02-24,-3.0
2012-02-28,5.1546
2012-02-29,0.0
2012-03-01,-4.902
2012-03-09,11.3402
2012-03-14,-7.4074
2012-03-15,7.0
2012-03-20,-6.5421
2012-03-29,0.0
2012-03-30,6.8
2012-04-03,-6.367
2012-04-17,5.8
2012-04-19,-2.6465
2012-04-26,0.0
2012-05-09,-4.8544
2012-05-10,4.0816
2012-05-17,-3.9215999999999998
2012-05-18,0.0
2012-06-01,-5.7143
2012-06-05,0.0
2012-06-11,8.2251
2012-06-15,0.0
2012-06-22,-8.0
2012-06-25,11.7391
2012-06-29,-7.5875
2012-07-18,0.0
2012-07-19,0.0
2012-07-23,8.2105
2012-07-24,-2.7237
2012-07-30,-4.8
2012-07-31,10.2941
2012-08-03,-9.5238
2012-08-23,-2.9474
2012-08-24,3.0369
2012-08-30,9.473700000000001
2012-09-05,0.0
2012-09-06,-8.2692
2012-09-07,4.8218
2012-09-12,0.0
2012-09-14,0.0
2012-09-18,0.2
2012-09-24,3.5928
2012-09-25,-3.6609
2012-10-04,0.0
2012-10-17,0.0
2012-10-18,2.0
2012-10-22,0.9804
2012-10-24,0.0
2012-10-26,-2.9126
2012-11-02,0.0
2012-11-09,0.0
2012-11-12,0.0
2012-11-13,-4.0
2012-11-14,4.1667
2012-11-15,0.0
2012-11-19,-3.0
2012-11-20,3.0928
2012-11-26,0.0
2012-11-28,-1.0
2012-11-30,2.0202
2012-12-04,1.9802
2012-12-05,0.9709
2012-12-06,0.0
2012-12-07,0.9615
2012-12-17,2.2857
2012-12-18,0.0
2012-12-19,1.4898
2012-12-20,0.0
2012-12-27,-3.6696999999999997
2012-12-28,3.8095
2013-01-03,0.0
2013-01-04,0.9174
2013-01-07,-4.5455
2013-01-14,0.9524
2013-01-16,0.0
2013-01-18,-0.9434
2013-01-24,0.0
2013-01-29,0.0
2013-01-31,0.0
2013-02-07,0.0
2013-02-11,0.0
2013-02-12,0.0
2013-02-13,-2.8571
2013-02-14,0.0
2013-02-15,4.902
2013-02-20,-1.8692
2013-02-21,1.9048
2013-02-22,-1.8692
2013-02-27,0.0
2013-03-05,-1.9048
2013-03-08,0.0
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,0.0
2013-03-18,-0.9709
2013-03-19,0.0
2013-03-21,2.9412000000000003
2013-03-25,0.0
2013-03-28,1.9048
2013-04-01,-1.8692
2013-04-10,-2.8571
2013-04-16,2.9412000000000003
2013-04-23,-0.9524
2013-04-26,0.9615
2013-05-09,0.0
2013-05-13,-0.9524
2013-05-16,1.9231
2013-05-17,8.3019
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-24,0.0
2013-05-28,0.1742
2013-05-29,0.0
2013-05-30,-11.3043
2013-05-31,7.8431
2013-06-03,0.0
2013-06-04,0.0
2013-06-10,4.5455
2013-06-11,-4.3478
2013-06-12,0.0
2013-06-17,0.0
2013-07-16,18.1818
2013-07-17,-8.461500000000001
2013-07-18,-2.521
2013-07-19,-1.3793
2013-07-22,0.0
2013-07-23,4.7203
2013-07-24,0.0
2013-07-26,-5.6761
2013-07-30,1.7699
2013-07-31,0.0
2013-08-06,-0.8696
2013-08-07,1.7544
2013-08-08,2.4138
2013-08-13,0.0
2013-08-14,0.0
2013-08-16,0.0
2013-08-19,0.1684
2013-08-26,0.0
2013-08-27,0.3361
2013-08-28,0.0
2013-09-10,0.5025
2013-09-12,-0.8333
2013-09-13,0.8403
2013-10-04,3.3333
2013-10-15,-0.8065
2013-10-16,0.0
2013-10-17,-1.9512
2013-10-18,-0.4975
2013-10-22,2.5
2013-10-25,0.0
2013-10-30,-0.813
2013-10-31,-4.918
2013-11-04,3.4483
2013-11-11,0.8333
2013-11-13,-0.8264
2013-11-14,0.0
2013-11-15,0.0
2013-11-18,2.0
2013-11-19,-1.9607999999999999
2013-11-20,1.6667
2013-11-21,0.1639
2013-11-22,0.6547
2013-11-25,-2.2763999999999998
2013-11-26,1.2781
2013-11-27,-0.6048
2013-12-02,0.0413
2013-12-04,-0.0413
2013-12-05,1.0393
2013-12-06,-0.865
2013-12-09,1.5295
2013-12-10,0.769
2013-12-11,0.8065
2013-12-12,-0.962
2013-12-13,-0.6442
2013-12-16,0.002
2013-12-17,-1.3028
2013-12-18,9.061
2013-12-19,-6.1934
2013-12-20,-2.2544
2013-12-23,0.3295
2013-12-24,0.1642
2013-12-26,2.126
2013-12-27,-0.9581
2013-12-30,0.4862
2013-12-31,2.1955999999999998
2014-01-02,-5.3049
2014-01-03,0.0
2014-01-06,1.6667
2014-01-07,1.9939
2014-01-08,-1.1573
2014-01-09,0.3313
2014-01-10,-0.3241
2014-01-13,0.3252
2014-01-14,2.9173
2014-01-15,0.002
2014-01-16,-3.1515
2014-01-21,0.813
2014-01-22,1.6129
2014-01-24,-1.4157
2014-01-27,0.1157
2014-01-28,-0.2875
2014-01-29,-0.002
2014-01-30,-2.4194
2014-01-31,0.0
2014-02-03,2.4793
2014-02-04,0.3226
2014-02-05,0.5707
2014-02-06,-0.0879
2014-02-10,0.0
2014-02-13,0.0
2014-02-14,0.198
2014-02-19,0.2834
2014-02-20,-0.4797
2014-02-21,1.6
2014-02-24,-1.5748
2014-02-25,0.16
2014-02-26,0.3864
2014-02-27,1.2064
2014-02-28,-1.2579
2014-03-03,-1.9108
2014-03-04,3.8961
2014-03-05,-0.1563
2014-03-06,-0.626
2014-03-07,-1.1024
2014-03-10,0.6369
2014-03-11,-1.8987
2014-03-12,0.0
2014-03-13,1.4516
2014-03-14,-1.4308
2014-03-17,0.0
2014-03-18,9.1935
2014-03-19,-0.5908
2014-03-20,-1.0401
2014-03-21,0.1502
2014-03-24,2.8486000000000002
2014-03-25,-0.8746
2014-03-26,-1.0294
2014-03-27,0.2972
2014-03-28,0.0
2014-03-31,-3.7037
2014-04-02,-0.7692
2014-04-07,2.7907
2014-04-08,-3.3164
2014-04-09,1.4021
2014-04-10,0.1538
2014-04-11,-2.3041
2014-04-14,1.4151
2014-04-15,-0.4651
2014-04-16,0.0
2014-04-17,0.7788
2014-04-22,0.1546
2014-04-23,0.463
2014-04-24,-0.4608
2014-04-25,-0.463
2014-04-28,-0.6202
2014-04-29,0.0
2014-04-30,-0.468
2014-05-01,-0.4702
2014-05-02,0.6299
2014-05-05,0.1565
2014-05-06,3.9063
2014-05-07,-2.406
2014-05-08,0.1541
2014-05-09,0.0
2014-05-12,-2.5385
2014-05-13,0.8682
2014-05-15,-5.0548
2014-05-16,6.6425
2014-05-19,-3.4003
2014-05-20,-1.389
2014-05-22,-1.0252
2014-05-23,0.1639
2014-05-27,0.6547
2014-05-28,0.813
2014-05-29,1.4516
2014-05-30,2.0986
2014-06-03,-3.379
2014-06-04,0.7252
2014-06-05,-2.08
2014-06-06,0.1634
2014-06-09,-0.3263
2014-06-10,0.3273
2014-06-11,-0.6525
2014-06-12,0.1642
2014-06-13,1.1475
2014-06-16,-1.4586999999999999
2014-06-17,-0.3289
2014-06-18,0.165
2014-06-19,4.4481
2014-06-20,-1.7349999999999999
2014-06-24,-0.8026
2014-06-25,0.4854
2014-06-26,-2.5765000000000002
2014-06-27,0.1653
2014-06-30,-0.9901
2014-07-01,2.1667
2014-07-02,0.3263
2014-07-03,-0.2276
2014-07-07,1.206
2014-07-08,-1.6907999999999999
2014-07-09,0.0819
2014-07-10,-0.1637
2014-07-14,0.3279
2014-07-15,-1.4706000000000001
2014-07-16,0.995
2014-07-17,-0.6076
2014-07-18,-0.826
2014-07-21,0.6164
2014-07-22,0.1656
2014-07-23,-0.8264
2014-07-24,0.2167
2014-07-25,0.1996
2014-07-28,0.5788
2014-07-29,-0.328
2014-07-30,0.1656
2014-07-31,0.0
2014-08-01,0.6612
2014-08-04,-0.9852
2014-08-05,-0.1658
2014-08-06,0.8306
2014-08-07,-1.1532
2014-08-08,1.0
2014-08-11,0.165
2014-08-12,1.318
2014-08-13,1.1381999999999999
2014-08-14,-0.9646
2014-08-15,2.1104
2014-08-18,-0.9539
2014-08-20,-0.9631
2014-08-21,-0.3241
2014-08-22,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.1951
2014-09-03,-1.1685
2014-09-04,-0.0821
2014-09-05,-0.0822
2014-09-08,3.4539
2014-09-09,-2.0668
2014-09-11,0.487
2014-09-12,-1.6155
2014-09-15,1.642
2014-09-16,-0.1616
2014-09-17,-1.9417
2014-09-18,0.1238
2014-09-19,1.5245
2014-09-22,-1.112
2014-09-24,0.4679
2014-09-25,-1.1438
2014-09-26,2.4793
2014-09-30,-0.8065
2014-10-01,0.0
2014-10-02,-2.439
2014-10-03,1.6667
2014-10-06,-0.5738
2014-10-07,0.5771
2014-10-09,0.251
2014-10-10,-1.068
2014-10-13,-1.3388
2014-10-14,1.6921
2014-10-15,-0.7743
2014-10-16,1.9426
2014-10-17,-1.4658
2014-10-20,0.0
2014-10-21,0.3306
2014-10-22,-0.8237
2014-10-23,0.3322
2014-10-24,-0.4967
2014-10-27,0.6656
2014-10-28,0.3306
2014-10-29,-0.1647
2014-10-30,-0.33
2014-10-31,0.3311
2014-11-03,-0.165
2014-11-04,-0.6612
2014-11-05,0.9983
2014-11-06,-0.1647
2014-11-07,-0.0021
2014-11-10,-1.1531
2014-11-11,-1.1686
2014-11-12,2.027
2014-11-13,0.8278
2014-11-14,-1.3136
2014-11-17,0.4992
2014-11-18,-0.6623
2014-11-19,0.6667
2014-11-20,0.0
2014-11-21,0.0
2014-11-25,0.1676
2014-11-26,-0.3791
2014-11-28,0.5444
2014-12-01,-0.9406
2014-12-02,0.1166
2014-12-03,1.3311
2014-12-04,-1.4778
2014-12-05,0.9167
2014-12-08,-0.7432
2014-12-09,0.0
2014-12-10,-0.1664
2014-12-11,0.0
2014-12-12,0.6667
2014-12-15,-0.326
2014-12-16,-1.0018
2014-12-17,-0.3356
2014-12-18,1.0101
2014-12-19,-0.5
2014-12-23,-0.7538
2014-12-24,1.9409
2014-12-26,0.0
2014-12-29,1.1589
2014-12-30,-0.1637
2014-12-31,2.2951
2015-01-02,-3.8462
2015-01-05,1.3333
2015-01-06,0.3289
2015-01-07,-0.2295
2015-01-08,-1.9060000000000001
2015-01-09,0.7569
2015-01-12,0.2463
2015-01-13,0.0
2015-01-14,-0.1658
2015-01-15,-0.1661
2015-01-16,0.4992
2015-01-21,-0.6623
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,0.1667
2015-01-27,-0.9983
2015-01-29,1.6806999999999999
2015-01-30,0.0
2015-02-02,-0.4959
2015-02-03,-0.3322
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.6667
2015-02-10,0.8278
2015-02-11,0.0
2015-02-12,-0.5255
2015-02-13,-0.9574
2015-02-18,0.0
2015-02-19,0.5
2015-02-20,-0.4975
2015-02-23,0.1063
2015-02-24,-0.7721
2015-02-25,0.6711
2015-02-26,-0.8333
2015-02-27,0.3361
2015-03-02,1.1724999999999999
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0331
2015-03-06,-0.0331
2015-03-09,0.1656
2015-03-10,4.9587
2015-03-11,-4.0945
2015-03-12,2.6273
2015-03-13,0.64
2015-03-16,0.318
2015-03-17,-2.5357
2015-03-18,-1.626
2015-03-19,-0.8264
2015-03-20,-3.0
2015-03-23,4.811
2015-03-25,-0.3279
2015-03-27,-1.7455
2015-03-30,0.7072
2015-03-31,0.2306
2015-04-01,0.4975
2015-04-02,-0.165
2015-04-06,0.4959
2015-04-07,-0.6579
2015-04-10,0.0
2015-04-14,-0.9934
2015-04-15,-0.3679
2015-04-17,-0.1343
2015-04-20,1.6806999999999999
2015-04-21,0.8264
2015-04-22,0.3279
2015-04-23,1.1438
2015-04-24,0.9693
2015-04-27,0.0
2015-04-28,-0.8
2015-04-29,2.9032
2015-04-30,-2.2727
2015-05-01,2.3256
2015-05-04,-0.7837
2015-05-05,-2.0537
2015-05-06,0.0
2015-05-07,-0.4839
2015-05-08,1.9449
2015-05-11,-1.9078
2015-05-13,0.3566
2015-05-18,-0.0323
2015-05-19,0.1616
2015-05-20,0.0
2015-05-22,2.7419000000000002
2015-05-26,-2.8257
2015-05-27,-2.1002
2015-05-28,-0.9901
2015-05-29,0.8333
2015-06-01,-0.8264
2015-06-02,0.3615
2015-06-03,-0.028
2015-06-04,-0.8306
2015-06-05,0.5025
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.1667
2015-06-12,3.9933
2015-06-15,-3.68
2015-06-16,-1.1628
2015-06-17,1.6806999999999999
2015-06-19,-1.8182
2015-06-22,0.6734
2015-06-23,0.3344
2015-06-24,-0.8333
2015-06-25,2.6891
2015-06-26,-1.3093
2015-06-29,0.0
2015-06-30,-0.4975
2015-07-01,0.3333
2015-07-02,1.6944
2015-07-06,1.1107
2015-07-07,-2.7464
2015-07-08,0.0
2015-07-10,0.4983
2015-07-13,0.4959
2015-07-14,0.9868
2015-07-15,0.6515
2015-07-16,-1.0518
2015-07-17,-0.8994
2015-07-20,0.0
2015-07-21,0.165
2015-07-22,-0.1647
2015-07-23,-0.165
2015-07-24,0.0
2015-07-27,-0.3306
2015-07-28,0.1658
2015-07-29,-0.3311
2015-08-03,0.4983
2015-08-04,0.2149
2015-08-05,-0.0515
