ticker,VFRM US Equity
2018-03-15,15.5792
2018-03-16,0.225
2018-03-19,-4.0816
2018-03-20,-2.1277
2018-03-21,4.1304
2018-03-22,-6.0543
2018-03-23,-5.5333
2018-03-26,7.7158
2018-03-27,-19.1963
2018-03-28,2.027
2018-03-29,-4.6358
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,8.3333
2018-04-05,4.6154
2018-04-06,0.0
2018-04-10,9.8039
2018-04-11,0.0
2018-04-16,-10.7143
2018-04-17,-3.0
2018-04-19,15.4639
2018-04-24,-10.7143
2018-04-25,12.0
2018-04-27,-33.0357
2018-04-30,-13.3333
2018-05-02,-3.8462
2018-05-03,-0.8
2018-05-04,20.0806
2018-05-09,-32.8408
2018-05-10,0.0
2018-05-14,34.0
2018-05-15,-1.8657
2018-05-16,-9.505700000000001
2018-05-17,-7.563
2018-05-18,3.6364
2018-05-21,-21.0526
2018-05-22,-5.5556
2018-05-23,17.647100000000002
2018-05-24,-15.0
2018-05-25,35.2941
2018-05-29,-4.3478
2018-05-30,-9.0909
2018-05-31,-5.0
2018-06-01,-10.526299999999999
2018-06-05,0.0
2018-06-06,17.647100000000002
2018-06-07,0.0
2018-06-08,-7.5
2018-06-11,21.6216
2018-06-12,-2.2222
2018-06-14,-9.0909
2018-06-15,0.0
2018-06-18,10.0
2018-06-19,-30.9091
2018-06-20,51.3158
2018-06-21,8.6957
2018-06-22,0.0
2018-06-25,4.0
2018-06-26,15.3846
2018-06-27,-3.3333
2018-06-28,-18.9655
2018-06-29,6.383
2018-07-02,4.0
2018-07-03,-12.6923
2018-07-05,23.348
2018-07-06,7.1429
2018-07-09,16.6667
2018-07-10,11.4286
2018-07-11,0.0
2018-07-12,-5.1282
2018-07-13,-2.7027
2018-07-16,-2.7778
2018-07-17,-2.8571
2018-07-18,5.8824
2018-07-19,0.0
2018-07-20,8.3333
2018-07-23,-3.8462
2018-07-24,-9.3333
2018-07-25,2.9412000000000003
2018-07-26,0.0
2018-07-27,-2.8571
2018-07-30,3.3235
2018-07-31,2.1919
2018-08-01,0.2786
2018-08-02,2.7778
2018-08-03,-2.7027
2018-08-06,0.0
2018-08-07,2.7778
2018-08-08,10.8514
2018-08-09,4.8397
2018-08-10,4.6512
2018-08-13,0.0
2018-08-14,6.6222
2018-08-15,9.4206
2018-08-16,-20.9333
2018-08-17,-3.3968
2018-08-20,17.207
2018-08-21,-9.7872
2018-08-22,1.4151
2018-08-23,9.2791
2018-08-24,-14.8755
2018-08-27,2.5125
2018-08-28,2.4265
2018-08-29,9.5238
2018-08-30,6.5217
2018-08-31,1.0204
2018-09-04,0.0
2018-09-05,1.0101
2018-09-06,-10.0
2018-09-07,-10.0
2018-09-10,8.6173
2018-09-11,6.8425
2018-09-12,-8.5106
2018-09-13,-6.9767
2018-09-14,-2.5
2018-09-17,2.5641
2018-09-18,2.5
2018-09-19,1.1122
2018-09-20,6.1366
2018-09-21,-9.0909
2018-09-24,10.0
2018-09-25,-0.7841
2018-09-26,-19.8259
2018-09-27,10.0
2018-09-28,9.0909
2018-10-01,2.3810000000000002
2018-10-02,-6.9767
2018-10-03,-5.0
2018-10-04,-3.2895
2018-10-05,2.0408
2018-10-08,-6.6667
2018-10-09,0.0
2018-10-10,-2.8571
2018-10-11,2.8824
2018-10-12,5.7747
2018-10-15,-8.1081
2018-10-16,2.9412000000000003
2018-10-17,0.5986
2018-10-18,-0.595
2018-10-19,0.0286
2018-10-22,2.8278
2018-10-23,-6.9444
2018-10-24,-25.3731
2018-10-25,12.0
2018-10-26,-10.7143
2018-10-29,4.0
2018-10-30,3.8462
2018-10-31,0.0
2018-11-01,48.1481
2018-11-02,-12.5
2018-11-05,-20.0
2018-11-06,10.7143
2018-11-07,9.6774
2018-11-08,0.0
2018-11-09,8.8529
2018-11-12,13.4828
2018-11-13,-4.7619
2018-11-14,-17.25
2018-11-15,11.7825
2018-11-16,-2.7027
2018-11-19,2.7778
2018-11-20,-5.4054
2018-11-21,-4.2857
2018-11-23,7.4627
2018-11-26,-1.3889
2018-11-27,-1.4085
2018-11-28,2.8571
2018-11-29,0.0
2018-11-30,-2.7778
2018-12-03,15.0
2018-12-04,-3.1056
2018-12-06,7.6923
2018-12-07,-2.3810000000000002
2018-12-10,-2.439
2018-12-11,-10.0125
2018-12-12,-5.5424
2018-12-13,2.9412000000000003
2018-12-14,-20.0
2018-12-17,35.6786
2018-12-18,-26.2964
2018-12-19,10.7143
2018-12-20,12.871
2018-12-21,-8.5453
2018-12-24,-3.125
2018-12-26,3.2258
2018-12-27,15.625
2018-12-28,-18.9189
2019-01-02,6.6667
2019-01-03,21.875
2019-01-04,-23.0769
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,-1.6667
2019-01-10,-0.8475
2019-01-11,23.0769
2019-01-14,-11.1111
2019-01-15,0.0
2019-01-16,0.0
2019-01-17,9.375
2019-01-18,-2.8571
2019-01-22,11.7647
2019-01-23,-7.3684
2019-01-25,-3.4091
2019-01-28,13.2353
2019-01-29,0.0
2019-01-30,1.2987
2019-01-31,-8.9744
2019-02-01,-4.2254
2019-02-04,5.8824
2019-02-05,2.7778
2019-02-06,-5.4054
2019-02-07,11.4286
2019-02-08,2.5641
2019-02-11,-5.0
2019-02-12,-2.6316
2019-02-13,-0.2703
2019-02-14,5.6911000000000005
2019-02-15,-5.1282
2019-02-19,4.8649000000000004
2019-02-20,-4.6392
2019-02-21,-1.3514
2019-02-22,2.1918
2019-02-25,4.5576
2019-02-26,2.5641
2019-02-27,2.625
2019-02-28,7.1864
2019-03-01,11.3636
2019-03-04,4.0816
2019-03-05,-0.8824
2019-03-06,24.6291
2019-03-07,-7.9365
2019-03-08,-6.8966
2019-03-11,8.3333
2019-03-12,-5.812
2019-03-13,12.5227
2019-03-14,10.4839
2019-03-15,-15.3285
2019-03-18,9.4828
2019-03-19,0.7874
2019-03-20,1.5625
2019-03-21,4.6154
2019-03-22,-5.8824
2019-03-25,-1.5625
2019-03-26,3.1746
2019-03-27,-1.5385
2019-03-28,1.5625
2019-03-29,0.0
2019-04-01,-0.7692
2019-04-02,0.7752
2019-04-03,1.5385
2019-04-04,7.5758
2019-04-05,11.2676
2019-04-08,24.0506
2019-04-09,-5.102
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-15,-3.2258
2019-04-16,0.8444
2019-04-17,-8.55
2019-04-18,-3.6145
2019-04-22,6.2125
2019-04-23,0.0353
2019-04-24,2.3529
2019-04-25,1.1494
2019-04-26,-7.9545
2019-04-29,8.642
2019-04-30,-2.2727
2019-05-01,2.3256
2019-05-02,-4.5455
2019-05-03,-1.1905000000000001
2019-05-06,0.0
2019-05-07,1.1928
2019-05-08,2.3931
2019-05-09,-3.5
2019-05-10,-3.6028000000000002
2019-05-13,-6.25
2019-05-14,3.0
2019-05-15,-2.9126
2019-05-16,2.6667
2019-05-17,3.6883
2019-05-20,-6.0621
2019-05-21,6.6667
2019-05-22,0.0
2019-05-23,-3.125
2019-05-24,1.9355
2019-05-28,0.0
2019-05-29,-5.0759
2019-05-30,6.6676
2019-05-31,-8.7386
2019-06-03,-4.1096
2019-06-04,0.0
2019-06-05,5.7143
2019-06-06,-1.3649
2019-06-07,-6.0145
2019-06-10,-15.4519
2019-06-11,10.3448
2019-06-12,1.5625
2019-06-13,7.6923
2019-06-14,28.5714
2019-06-17,27.7778
2019-06-18,14.7826
2019-06-19,11.0606
2019-06-20,21.4188
2019-06-21,-8.9944
2019-06-24,-13.5749
2019-06-25,4.2857
2019-06-26,-2.7397
2019-06-27,2.8169
2019-06-28,2.0548
2019-07-01,-6.0403
2019-07-02,0.7143
2019-07-03,0.7092
2019-07-05,5.6338
2019-07-08,6.6667
2019-07-09,0.0
2019-07-10,-6.25
2019-07-11,6.0
2019-07-12,1.8868
2019-07-15,-9.8704
2019-07-16,2.7327
2019-07-17,0.0
2019-07-18,3.3333
2019-07-19,0.0
2019-07-22,-9.0323
2019-07-23,-4.9078
2019-07-24,-10.5012
2019-07-25,0.0
2019-07-26,12.5
2019-07-29,7.4074
2019-07-30,-2.7586
2019-07-31,3.5461
2019-08-01,8.9041
2019-08-02,21.3333
2019-08-05,-4.6237
2019-08-06,-2.1739
2019-08-07,-13.2889
2019-08-08,-0.692
2019-08-09,-3.2258
2019-08-12,-1.3333
2019-08-13,0.6757
2019-08-14,-4.698
2019-08-15,5.4085
2019-08-16,-0.4543
2019-08-19,-1.3423
2019-08-20,-2.0408
2019-08-21,-2.7778
2019-08-22,-0.7143
2019-08-23,-5.036
2019-08-26,-15.1515
2019-08-27,-15.1786
2019-08-28,-3.1579
2019-08-29,30.4348
2019-08-30,8.3333
2019-09-03,-3.0769
2019-09-04,-3.1746
2019-09-05,-12.2951
2019-09-06,-9.3458
2019-09-09,4.1237
2019-09-10,0.0
2019-09-11,5.9406
2019-09-12,-4.8224
2019-09-13,-1.8068
2019-09-16,4.0
2019-09-17,-3.8462
2019-09-18,-1.0
2019-09-19,2.0202
2019-09-20,0.0
2019-09-23,-0.9901
2019-09-24,-10.0
2019-09-25,7.7778
2019-09-26,-4.6392
2019-09-27,-9.4595
2019-09-30,-7.7761
2019-10-01,0.3366
2019-10-02,0.3258
2019-10-03,-9.9678
2019-10-04,-10.357099999999999
2019-10-07,-14.342600000000001
2019-10-08,-6.9767
2019-10-09,0.0
2019-10-10,-2.5
2019-10-11,2.5641
2019-10-14,-4.5
2019-10-15,0.0
2019-10-16,4.1885
2019-10-17,3.0151
2019-10-18,-26.8293
2019-10-21,14.1333
2019-10-22,5.1402
2019-10-23,3.8889
2019-10-24,-11.7647
2019-10-25,10.303
2019-10-28,-6.5934
2019-10-29,7.0588
2019-10-30,-1.6484
2019-10-31,3.9106
2019-11-01,-13.9785
2019-11-04,0.0
2019-11-05,-9.375
2019-11-06,1.2414
2019-11-07,5.5858
2019-11-08,7.0968
2019-11-11,-9.6386
2019-11-12,-1.3333
2019-11-13,1.3514
2019-11-14,-10.0
2019-11-15,-3.7037
2019-11-18,-7.6923
2019-11-19,45.0
2019-11-20,-5.1724
2019-11-21,-3.0303
2019-11-22,-0.625
2019-11-25,-15.0943
2019-11-26,5.1852
2019-11-27,5.6338
2019-11-29,-1.3333
2019-12-02,1.3514
2019-12-03,-6.6667
2019-12-04,-3.5714
2019-12-05,3.7037
2019-12-06,-3.5714
2019-12-09,-3.7037
2019-12-10,-2.3077
2019-12-11,-12.5984
2019-12-12,13.5135
2019-12-13,-5.9524
2019-12-16,-2.9536
2019-12-17,-2.6087
2019-12-18,-1.7856999999999998
2019-12-19,0.0
2019-12-20,-4.5455
2019-12-23,-15.2381
2019-12-24,10.1124
2019-12-26,-3.0612
2019-12-27,9.473700000000001
2019-12-30,-3.8462
2019-12-31,-5.0
2020-01-02,0.0
2020-01-03,5.2632
2020-01-06,2.0
2020-01-07,-5.8824
2020-01-08,3.125
2020-01-09,0.5051
2020-01-10,0.5025
2020-01-13,0.0
2020-01-14,-4.0
2020-01-15,-4.1667
2020-01-16,5.4348
2020-01-17,1.0309
2020-01-21,-3.0612
2020-01-22,-3.1579
2020-01-23,-7.0652
2020-01-24,0.6433
2020-01-27,-18.6519
2020-01-28,-14.2857
2020-01-29,13.3333
2020-01-30,2.9412000000000003
2020-01-31,15.7143
2020-02-03,8.642
2020-02-04,-13.6364
2020-02-05,11.8421
2020-02-06,-5.8824
2020-02-07,5.0
2020-02-10,-5.3452
2020-02-11,-11.3319
2020-02-12,-0.7092
2020-02-13,-0.7143
2020-02-14,-10.7914
2020-02-18,-4.8387
2020-02-19,1.6949
2020-02-20,14.6667
2020-02-21,7.5581
2020-02-24,1.3514
2020-02-25,-8.0
2020-02-26,-4.529
2020-02-27,-10.4364
2020-02-28,18.6441
2020-03-02,-5.7143
2020-03-03,-16.6667
2020-03-04,9.0909
2020-03-05,-1.6667
2020-03-06,-1.6949
2020-03-09,-1.7069
2020-03-10,-8.7879
2020-03-11,3.8462
2020-03-12,-25.9259
2020-03-13,8.125
2020-03-16,-21.3873
2020-03-17,38.9706
2020-03-18,-32.2751
2020-03-19,43.75
2020-03-20,-6.5217
2020-03-23,-5.2326
2020-03-24,-11.6564
2020-03-25,2.7778
2020-03-26,25.6757
2020-03-27,-13.9785
2020-03-30,-9.375
2020-03-31,3.4483
2020-04-01,-4.0
2020-04-02,8.3333
2020-04-03,2.5641
2020-04-06,-2.5
2020-04-07,0.0
2020-04-08,2.5641
2020-04-09,-5.0
2020-04-13,-13.1579
2020-04-14,6.0606
2020-04-15,0.0
2020-04-16,-5.7143
2020-04-17,6.0606
2020-04-20,-11.4286
2020-04-21,12.9032
2020-04-22,-2.8571
2020-04-23,2.6471
2020-04-24,8.596
2020-04-27,0.0
2020-04-28,-5.1451
2020-04-29,4.2976
2020-04-30,-3.9872
2020-05-01,4.8472
2020-05-04,-4.6231
2020-05-05,2.7778
2020-05-06,5.4054
2020-05-07,2.5641
2020-05-08,3.75
2020-05-11,-8.4337
2020-05-12,-5.2632
2020-05-13,11.1111
2020-05-14,-5.0
2020-05-15,0.0
2020-05-18,-18.4211
2020-05-19,19.3548
2020-05-20,-10.8108
2020-05-21,3.0303
2020-05-22,-4.3235
2020-05-26,-4.7034
2020-05-27,12.9032
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,-0.0286
2020-06-02,8.6025
2020-06-03,10.526299999999999
2020-06-04,-9.5238
2020-06-05,10.526299999999999
2020-06-08,2.3810000000000002
2020-06-09,-4.6512
2020-06-10,2.439
2020-06-11,-9.5238
2020-06-12,13.1579
2020-06-15,-23.2558
2020-06-16,21.2121
2020-06-17,-1.25
2020-06-18,-6.3291
2020-06-19,0.0
2020-06-22,2.7027
2020-06-23,0.0
2020-06-24,-10.526299999999999
2020-06-25,14.7059
2020-06-29,-8.9744
2020-06-30,2.1127
2020-07-01,-8.9655
2020-07-02,15.1515
2020-07-06,5.2632
2020-07-07,-5.0
2020-07-08,-5.0
2020-07-09,-2.2161
2020-07-10,-6.5156
2020-07-13,6.0606
2020-07-14,0.0
2020-07-15,-2.8571
2020-07-16,-1.4706000000000001
2020-07-17,-1.4925
2020-07-20,3.0303
2020-07-21,-2.9412000000000003
2020-07-22,-5.9848
2020-07-23,12.8122
2020-07-24,-11.2143
2020-07-27,2.9767
2020-07-28,0.0
2020-07-29,6.25
2020-07-30,0.3676
2020-07-31,-6.2271
