ticker,FBPA US Equity
2005-12-20,2.6882
2006-01-03,-1.8325
2006-01-13,0.0
2006-01-19,0.0
2006-01-20,0.0
2006-01-24,0.0
2006-01-26,2.4
2006-02-08,-1.0417
2006-02-09,0.0
2006-02-10,-1.3158
2006-02-14,0.0
2006-02-21,1.3333
2006-02-27,1.3158
2006-03-24,-1.2987
2006-03-27,5.2632
2006-03-31,-3.75
2006-04-04,-1.2987
2006-04-12,1.3158
2006-04-19,7.7922
2006-04-20,-3.6145
2006-05-08,0.0
2006-05-15,0.0
2006-05-19,1.25
2006-05-24,3.2099
2006-06-06,-5.5024
2006-07-13,-2.7848
2006-07-27,0.2604
2006-08-04,-2.5974
2006-08-15,6.6667
2006-08-25,-3.0
2006-08-28,-0.2577
2006-09-20,0.7752
2006-09-26,-0.7692
2006-10-17,0.0
2006-10-31,-1.292
2006-11-02,0.0
2006-11-14,0.7853
2006-11-20,0.0
2006-11-27,0.0
2006-12-01,0.0
2006-12-06,0.0
2006-12-11,-0.2597
2006-12-13,-2.0833
2006-12-14,3.7234
2006-12-22,-3.5897
2006-12-26,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-05,1.5957
2007-01-09,0.2618
2007-01-16,-1.5666
2007-01-22,0.0
2007-02-02,0.7958
2007-02-06,-1.3158
2007-02-16,2.1333
2007-03-05,-4.6997
2007-03-06,0.5479
2007-03-09,0.8174
2007-03-14,2.7027
2007-04-23,-2.6316
2007-05-07,0.0
2007-05-08,1.3514
2007-05-09,-1.3333
2007-05-11,-0.5405
2007-05-23,-0.8152
2007-06-01,0.0
2007-06-04,0.0
2007-07-02,0.0
2007-07-24,0.0
2007-07-26,-5.2055
2007-07-31,-1.4451
2007-08-06,0.0
2007-08-10,0.0
2007-08-16,0.5865
2007-08-27,2.0408
2007-08-31,-2.5714
2007-09-04,5.5718
2007-09-11,-3.6111
2007-09-12,-1.3833
2007-09-17,0.8182
2007-10-04,-1.1594
2007-10-05,0.5865
2007-10-09,0.5831
2007-10-10,0.0
2007-10-17,1.4493
2007-10-22,0.0
2007-10-23,0.0
2007-10-24,0.0
2007-10-25,0.0
2007-10-31,-0.8571
2007-11-12,-3.4582
2007-11-15,-1.4925
2007-12-19,-0.303
2008-01-04,0.9119
2008-01-09,0.3012
2008-02-14,0.6116
2008-02-22,0.0
2008-03-17,0.304
2008-03-18,-9.0909
2008-03-19,-13.3333
2008-04-10,0.8462
2008-04-11,2.2121
2008-05-21,9.3284
2008-05-28,-6.1433
2008-05-29,0.0
2008-06-19,0.7273
2008-06-20,-2.8881
2008-06-23,2.974
2008-07-01,-9.7473
2008-07-15,-2.0
2008-07-17,8.1633
2008-07-28,-1.8868
2008-08-04,2.3622
2008-08-05,-1.9231
2008-08-13,1.9607999999999999
2008-08-14,13.461500000000001
2008-08-26,-11.1864
2008-09-08,-0.7634
2008-09-10,-3.8462
2008-09-19,4.0
2008-09-26,-3.8462
2008-09-29,-11.2
2008-10-06,5.8559
2008-10-08,0.0
2008-10-31,2.1277
2008-11-11,-2.0833
2008-11-21,-6.383
2008-12-10,-1.8182
2008-12-11,-7.4074
2008-12-12,0.0
2008-12-16,0.0
2008-12-18,0.5
2008-12-19,4.4776
2008-12-26,0.0
2008-12-29,-9.5238
2008-12-30,-4.2105
2008-12-31,3.2967
2009-01-09,8.5106
2009-01-23,-9.5477
2009-01-27,5.5556
2009-01-28,3.6842
2009-01-29,-3.5533
2009-01-30,0.0
2009-02-11,5.2632
2009-02-23,2.5
2009-02-26,0.0
2009-03-30,0.0
2009-04-08,0.0
2009-04-13,7.3171
2009-04-16,31.8182
2009-05-06,-20.6897
2009-05-12,-4.3478
2009-05-20,-4.5455
2009-05-26,-4.6667
2009-06-18,6.3936
2009-06-29,2.3474
2009-07-02,0.0
2009-07-16,0.4587
2009-07-21,0.4566
2009-07-30,11.0185
2009-08-26,-8.6739
2009-08-27,0.4566
2009-09-09,-0.4545
2009-09-22,-1.8265
2009-09-23,0.4651
2009-09-24,0.0
2009-10-19,1.8519
2009-10-20,0.0
2009-10-29,0.0
2009-11-16,-6.8182
2009-12-03,12.1951
2009-12-04,-0.1739
2009-12-08,-8.5366
2009-12-10,0.0
2009-12-17,0.0
2009-12-31,-2.3810000000000002
2010-01-11,2.439
2010-01-12,0.8571
2010-01-19,0.0944
2010-01-21,1.8868
2010-01-25,9.5238
2010-01-26,-4.3478
2010-02-01,9.0909
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-17,-11.6667
2010-02-23,-0.9434
2010-02-26,9.5238
2010-03-08,-6.9565
2010-03-16,0.0
2010-03-17,-1.4019
2010-03-18,-0.4739
2010-03-25,0.0
2010-04-07,7.619
2010-04-14,-0.885
2010-05-21,6.25
2010-05-26,-5.4622
2010-06-16,2.2222
2010-07-27,6.6667
2010-08-06,-6.25
2010-08-09,4.4444
2010-08-11,0.0
2010-08-12,0.0
2010-09-03,-3.8298
2010-10-06,0.0
2010-10-12,1.7699
2010-10-19,-0.8696
2010-10-25,0.4386
2010-11-30,-2.6201
2010-12-01,0.8969
2010-12-02,1.3333
2010-12-07,1.3158
2010-12-16,3.8961
2010-12-22,0.0
2010-12-27,-6.25
2011-01-12,2.2222
2011-01-28,9.8655
2011-03-02,6.2041
2011-03-14,6.1491
2011-03-21,2.824
2011-03-24,-1.4085
2011-03-29,3.5714
2011-03-31,-3.4483
2011-04-01,0.0
2011-04-18,10.7143
2011-04-19,-6.4516
2011-04-20,10.3448
2011-04-25,-9.375
2011-05-16,10.3448
2011-05-17,-1.25
2011-05-18,-1.8987
2011-05-19,1.9355
2011-05-31,-3.481
2011-06-02,0.0
2011-06-06,-0.9836
2011-06-09,0.0
2011-06-13,2.649
2011-06-14,0.0
2011-06-20,-1.6129
2011-06-27,0.0
2011-06-30,-1.3115
2011-07-01,1.3289
2011-07-15,1.6393
2011-07-21,-1.2903
2011-07-22,3.3333
2011-07-26,-3.2258
2011-08-02,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-09-06,0.0
2011-09-08,0.1333
2011-09-14,-0.1332
2011-09-16,0.0
2011-09-23,0.0
2011-10-07,0.6667
2011-10-10,0.0
2011-10-11,-0.6623
2011-10-12,0.6667
2011-10-26,-0.3311
2011-10-27,0.9967
2011-11-22,0.0
2011-11-28,0.3289
2011-11-29,0.0
2011-12-09,0.0
2012-01-31,2.349
2012-02-13,0.0
2012-02-14,1.6393
2012-02-15,6.4516
2012-02-23,-1.5152
2012-03-06,0.9231
2012-03-15,0.0
2012-04-10,0.0
2012-04-12,0.0
2012-04-18,0.0
2012-05-16,6.7073
2012-05-17,0.0
2012-05-18,-2.8571
2012-05-29,-3.5294
2012-05-31,0.0
2012-07-19,0.6098
2012-08-14,-4.321
2012-08-30,0.0
2012-09-05,0.0
2012-09-06,-0.7742
2012-09-12,0.7802
2012-09-14,0.0
2012-09-18,3.2258
2012-09-21,0.0
2012-10-04,-0.625
2012-10-23,0.0
2012-10-24,0.0
2012-10-31,3.1447
2012-11-01,-3.0488
2012-11-12,1.0063
2012-11-13,-0.9963
2012-11-15,0.0
2012-11-16,-2.2013
2012-11-20,-1.9293
2012-11-27,1.6393
2012-12-04,-2.8387000000000002
2012-12-06,1.2616
2012-12-10,1.6393
2012-12-13,0.0
2012-12-14,0.0
2012-12-18,0.0
2013-01-04,0.0
2013-01-08,0.0
2013-01-14,-3.2258
2013-01-23,9.9656
2013-01-24,0.0
2013-01-25,6.25
2013-01-29,-7.3529
2013-01-31,1.5873
2013-02-04,-0.3125
2013-03-01,0.0
2013-03-07,-1.2539
2013-03-11,1.5873
2013-03-15,1.5625
2013-03-27,3.0769
2013-04-01,0.0
2013-04-03,0.2985
2013-05-10,-3.5714
2013-05-17,1.8519
2013-05-21,0.6061
2013-05-22,-0.6024
2013-06-10,0.0
2013-06-28,0.0
2013-07-05,-2.1212
2013-07-25,1.8927
2013-08-02,1.548
2013-08-08,0.0
2013-08-22,0.0
2013-09-03,1.8293
2013-10-01,4.7904
2013-11-01,0.0
2013-11-06,-1.4285999999999999
2013-11-07,2.8986
2013-11-11,-4.2254
2013-11-19,2.9412000000000003
2013-11-22,-2.5714
2013-12-09,-0.2933
2013-12-17,-2.9412000000000003
2013-12-23,0.0
2013-12-26,3.0303
2013-12-27,0.0
2014-01-14,-4.4118
2014-01-15,0.0
2014-01-16,0.9231
2014-01-22,0.0
2014-01-29,0.0
2014-02-03,-0.3125
2014-02-04,1.2539
2014-03-06,-0.9288
2014-03-10,-0.4375
2014-03-11,-0.5022
2014-03-13,0.9464
2014-03-14,0.625
2014-03-17,0.0
2014-03-19,0.6211
2014-03-24,-0.6173
2014-04-03,-0.6211
2014-04-07,0.0
2014-04-15,-1.0625
2014-04-23,0.1263
2014-04-28,1.5773000000000001
2014-05-05,0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-19,0.0
2014-05-20,0.0
2014-05-22,-0.6211
2014-05-27,-0.9375
2014-06-05,3.7855
2014-06-18,0.304
2014-07-29,0.6061
2014-08-07,-0.6024
2014-08-08,0.0
2014-08-26,4.0123
2014-09-18,2.3739
2014-09-25,0.0
2014-10-02,0.0
2014-10-10,0.2899
2014-10-13,0.0
2014-10-24,2.3121
2014-11-06,-1.9774
2014-11-10,0.8646
2014-11-14,0.0
2014-12-04,1.7143000000000002
2014-12-11,0.0
2014-12-23,1.1236
2014-12-30,-1.1111
2014-12-31,-1.4045
2015-01-02,-0.2849
2015-02-02,2.8571
2015-02-03,0.8333
2015-02-09,4.6832
2015-02-17,2.6316
2015-02-20,4.9738
2015-02-24,7.2318999999999996
2015-02-26,6.9767
2015-04-14,-2.1739
2015-05-06,-2.2222
2015-05-07,5.6818
2015-05-11,-7.0968
2015-05-19,-2.7778
2015-05-21,-0.4762
2015-05-22,-3.8278
2015-06-08,-0.2488
2015-06-09,0.0499
2015-06-11,-0.349
2015-06-15,-0.7004
2015-06-16,0.0
2015-06-23,0.5038
2015-06-30,-1.0025
2015-07-08,0.7595
2015-07-13,-0.7538
2015-07-29,-2.0253
2015-07-30,0.2584
2015-07-31,-2.0619
2015-08-04,5.2105
2015-08-05,-6.6533
2015-08-07,-0.5895
2015-08-10,3.7736
2015-08-11,-3.6364
2015-08-14,2.4259
2015-08-19,-1.3158
2015-09-28,1.626
2015-09-29,0.0
2015-10-15,0.0
2015-10-28,0.0
2015-11-20,-1.3333
2015-11-24,0.5405
2015-12-23,1.0753
2015-12-31,0.0
2016-01-07,1.0638
2016-01-15,0.0
2016-01-19,1.5789
2016-01-22,-1.5544
2016-03-07,2.1505
2016-04-06,2.6316
2016-04-25,2.5641
2016-05-05,-4.25
2016-05-18,0.5222
2016-05-25,0.2597
2016-06-28,0.5181
2016-07-06,0.5155
2016-07-11,-1.2821
2016-08-03,2.5974
2016-08-08,1.2152
2016-08-18,0.5503
2016-08-22,1.2658
2016-09-01,-1.25
2016-09-02,1.2658
2016-09-06,2.0
2016-09-07,-0.7353
2016-09-12,4.9383
2016-09-14,0.0
2016-10-27,2.3529
2016-11-11,1.1494
2016-11-17,2.2727
2016-11-25,2.2222
2016-11-30,0.0
2016-12-09,-1.8260999999999998
2016-12-14,1.4172
2016-12-20,0.4367
2016-12-22,0.0
2016-12-28,3.4783
2017-01-05,0.0
2017-01-18,0.8403
2017-01-20,0.8333
2017-01-26,-0.8264
2017-01-27,8.3333
2017-01-30,-7.6923
2017-02-03,0.0
2017-02-10,2.0833
2017-02-13,0.0
2017-02-21,0.4082
2017-03-01,0.6224
2017-03-09,0.0
2017-03-14,3.0928
2017-03-16,0.0
2017-03-17,3.6
2017-03-20,-1.1583
2017-03-21,-1.3672
2017-03-22,0.0
2017-04-25,0.5941
2017-04-26,-0.5906
2017-04-27,-0.9901
2017-04-28,0.0
2017-05-01,0.8
2017-05-08,2.1825
2017-05-15,0.0
2017-06-02,-2.9126
2017-06-12,2.96
2017-06-22,-3.6519
2017-06-27,0.6048
2017-06-28,4.2084
2017-07-11,-3.8462
2017-07-12,2.64
2017-07-18,1.325
2017-07-27,0.3846
2017-08-25,0.8925
2017-08-30,-0.6923
2017-09-11,-0.6584
2017-09-15,-0.5848
2017-09-22,-0.7843
2017-09-29,10.6719
2017-10-10,-3.5714
2017-10-23,1.8519
2017-10-30,1.8182
2017-11-02,24.9929
2017-11-08,-8.5662
2017-11-17,-11.7188
2017-11-20,2.3009
2017-11-27,14.1869
2017-11-28,-1.5152
2017-12-11,-1.5385
2017-12-13,0.7813
2017-12-14,-2.3256
2017-12-20,-4.0
2017-12-28,7.4735
2018-01-02,-6.9231
2018-01-05,2.4793
2018-02-07,0.6452
2018-02-27,-2.3755
2018-03-07,6.6667
2018-04-06,0.0
2018-04-10,0.0
2018-04-12,-2.5
2018-04-23,-0.641
2018-05-04,-1.6129
2018-05-17,-0.6557
2018-05-21,-0.165
2018-05-22,0.3306
2018-05-23,-0.4283
2018-05-25,0.0993
2018-05-30,0.8264
2018-06-01,-1.3115
2018-06-07,0.0332
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,1.2953000000000001
2018-07-16,-1.6393
2018-07-20,0.8333
2018-07-25,1.6529
2018-07-31,-2.1138
2018-08-10,2.9568
2018-09-05,7.6934000000000005
2018-10-01,-8.6312
2018-10-03,-0.3322
2018-10-04,1.6667
2018-10-10,0.0
2018-10-15,-1.3115
2018-10-16,0.3322
2018-10-23,0.0
2018-10-25,0.9934
2018-10-26,0.0
2018-10-29,-1.6393
2018-11-09,5.0
2018-11-13,0.0
2018-11-19,-4.7619
2018-11-29,0.0333
2018-12-03,0.2999
2018-12-10,2.99
2018-12-11,-1.6129
2018-12-13,-1.6393
2018-12-18,-0.5
2018-12-19,-0.8375
2019-01-02,-1.3514
2019-01-04,0.8562
2019-01-07,0.1698
2019-01-11,0.339
2019-01-23,0.0
2019-02-13,-2.027
2019-02-27,1.3986
2019-02-28,-0.0345
2019-03-07,0.0345
2019-03-19,0.0
2019-04-18,-3.4138
2019-04-25,-0.0357
2019-04-26,-1.6071
2019-05-20,1.6334
2019-05-21,0.0
2019-05-24,-1.6071
2019-05-29,0.726
2019-05-30,-0.9009
2019-06-07,0.0
2019-06-10,-1.0909
2019-06-14,-0.1838
2019-06-17,-1.4733
2019-06-20,0.1869
2019-06-28,0.3731
2019-07-12,-0.5576
2019-07-18,0.0
2019-07-26,6.5421
2019-08-21,0.1754
2019-08-30,-4.0171
2019-09-17,-2.4811
2019-09-23,2.5442
2019-09-25,-2.3704
2019-09-30,2.4279
2019-10-15,-0.9259
2019-10-17,0.0
2019-10-22,2.5421
2019-10-29,-3.3904
2019-11-06,0.0
2019-11-12,0.0
2019-11-14,0.0
2019-11-19,1.8868
2019-11-25,-1.6667
2019-11-27,0.1883
2019-12-03,1.4285999999999999
2019-12-04,-1.2231
2019-12-06,1.3133
2019-12-11,-1.2222
2019-12-20,-0.0375
2019-12-23,1.2753
2019-12-26,0.0
2019-12-30,0.9259
2020-01-03,0.0
2020-01-13,-1.8349
2020-01-14,1.8692
2020-01-15,0.4404
2020-01-16,-0.9865
2020-01-21,0.0
2020-01-23,0.0
2020-01-29,1.6604999999999999
2020-02-13,1.2704
2020-02-14,-0.1792
2020-02-20,1.2567
2020-02-24,9.9291
2020-02-25,12.9032
2020-02-26,-7.1429
2020-02-28,0.0
2020-03-02,6.25
2020-03-13,-11.7647
2020-03-18,-6.6667
2020-03-19,0.0
2020-03-23,-7.1429
2020-03-26,0.0
2020-04-09,0.0
2020-04-16,-3.8462
2020-04-21,-4.0
2020-04-22,0.0
2020-04-27,0.0
2020-04-28,-4.1667
2020-04-29,0.0
2020-05-07,-2.1304
2020-05-08,6.6193
2020-05-14,-6.25
2020-05-27,4.8889
2020-06-08,5.8898
2020-06-10,4.0416
2020-07-22,-5.7692
2020-07-23,0.0
2020-07-29,6.1224
