ticker,MX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-11,0.0714
2011-03-14,0.0714
2011-03-15,-0.1427
2011-03-16,0.0
2011-03-17,-0.5714
2011-03-18,-0.8621
2011-03-21,0.2174
2011-03-22,-0.94
2011-03-23,-0.5839
2011-03-24,0.2203
2011-03-25,-1.0989
2011-03-28,3.2593
2011-03-29,-1.2912
2011-03-30,-0.436
2011-03-31,0.365
2011-04-01,0.4364
2011-04-04,0.8689
2011-04-05,0.1436
2011-04-06,-0.3584
2011-04-07,0.0719
2011-04-08,6.1862
2011-04-11,-1.0189
2011-04-12,1.8468
2011-04-13,-1.8805
2011-04-14,-1.7112
2011-04-15,-2.8552
2011-04-18,-0.3584
2011-04-19,0.5036
2011-04-20,1.6463999999999999
2011-04-21,-0.6338
2011-04-25,-0.4252
2011-04-26,-0.2135
2011-04-27,-0.428
2011-04-28,-0.0716
2011-04-29,0.0
2011-05-02,-0.5744
2011-05-03,0.3253
2011-05-04,-1.3295
2011-05-05,3.059
2011-05-06,3.1802
2011-05-09,0.5479
2011-05-10,2.3842
2011-05-11,-1.4637
2011-05-12,-0.5402
2011-05-13,-0.2037
2011-05-16,-1.4966
2011-05-17,-1.3122
2011-05-18,2.5192
2011-05-19,-0.7645
2011-05-20,-1.7747000000000002
2011-05-23,-1.1905000000000001
2011-05-24,1.2048
2011-05-25,-1.5406
2011-05-26,-1.0669
2011-05-27,-0.3595
2011-05-31,0.2165
2011-06-01,0.072
2011-06-02,0.9496
2011-06-03,-0.2281
2011-06-06,-1.5
2011-06-07,-2.0305
2011-06-08,-4.2191
2011-06-09,-3.0139
2011-06-10,-5.5777
2011-06-13,-4.135
2011-06-14,4.3134
2011-06-15,-1.097
2011-06-16,-1.7065000000000001
2011-06-17,0.8767
2011-06-20,-0.8691
2011-06-21,1.8662999999999998
2011-06-22,1.7469000000000001
2011-06-23,2.8476
2011-06-24,-5.7818000000000005
2011-06-27,0.7779
2011-06-28,-0.0858
2011-06-29,-1.03
2011-06-30,-0.0867
2011-07-01,-0.8681
2011-07-05,0.2348
2011-07-06,-2.4182
2011-07-07,1.3429
2011-07-08,1.3251
2011-07-11,-2.9643
2011-07-12,-0.5391
2011-07-13,-1.355
2011-07-14,1.6484
2011-07-15,-0.991
2011-07-18,-1.8561999999999999
2011-07-19,2.9112
2011-07-20,-1.1712
2011-07-21,3.7375
2011-07-22,0.703
2011-07-25,1.9197
2011-07-26,-3.4247
2011-07-27,-1.7730000000000001
