ticker,CLHG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-20,2.9412000000000003
2014-12-09,-5.7143
2014-12-16,53.0303
2015-01-05,2.9703
2015-01-26,-1.9231
2015-04-21,0.0
2015-04-23,0.0
2015-04-27,0.0
2015-05-04,1.9607999999999999
2015-05-18,-1.9231
2015-09-14,-1.9607999999999999
2015-09-28,0.0
2015-10-13,-2.0
2015-10-23,-2.0408
2015-10-30,4.1667
2015-11-23,-2.0
2015-11-30,2.0408
2015-12-07,0.0
2015-12-09,0.0
2016-05-26,0.0
2016-06-13,0.0
2016-06-28,0.0
2016-07-07,0.0
2016-07-19,6.76
2016-07-25,3.3861
2016-08-08,-3.9638
2016-08-16,0.0
2016-10-28,6.6038
2016-11-14,-2.6549
2016-11-21,0.0
2016-11-22,0.0
2016-12-13,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-10,0.0
2017-01-30,0.0
2017-07-11,1.8182
2017-08-07,7.1429
2017-08-18,-6.6667
2018-04-30,7.1429
2018-05-08,0.0
2018-06-07,-3.3333
2018-08-01,0.0
2018-08-15,3.4483
2018-08-20,0.0
2018-10-04,0.0
2018-10-25,0.0
2019-05-02,13.3333
2019-05-09,0.0
2019-06-12,0.0
2019-06-24,0.0
2019-06-26,0.0
2019-07-02,0.0
2019-07-25,0.0
2019-07-30,0.0
2019-09-04,-2.9412000000000003
2019-09-05,0.0
2020-05-13,15.1515
