ticker,AFAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-26,-15.8654
2000-01-27,9.7143
2000-03-28,-8.6162
2000-09-05,0.5747
2000-09-07,2.8571
2000-09-11,-2.7778
2000-09-12,0.5714
2000-09-19,1.1364
2000-09-20,0.0
2000-09-21,0.2809
2000-10-24,1.4706000000000001
2000-12-05,2.9758
2001-02-28,0.2695
2001-06-18,5.1213
2001-06-20,5.3846
2001-08-23,10.9489
2001-10-15,4.6154
2001-12-10,5.1579
2002-06-24,6.5327
2002-09-18,0.3781
2002-09-20,1.6949
2002-10-10,1.1111
2003-07-16,-0.7366
2003-07-17,0.2226
2003-07-18,0.7034
2003-07-28,-0.9191
2004-08-05,9.1589
2004-08-10,1.3699
2004-08-17,-1.0135
2005-04-19,20.0686
2005-06-08,7.772
2005-06-21,-2.2436
2005-06-22,0.0
2006-01-13,11.8421
2006-05-17,-8.6892
2006-06-30,-3.3926
2006-10-03,-2.8476
2006-10-23,-0.6897
2007-11-06,7.6923
2008-04-23,-2.2801
2008-04-25,0.0
2008-07-10,2.1703
2008-07-11,0.6536
2008-09-15,21.9512
2008-10-15,2.8169
2008-10-16,-6.8493
2008-11-20,-11.7647
2008-11-25,0.0
2008-11-26,0.6667
2009-01-27,0.1658
2009-02-18,-4.6358
2009-02-25,-2.2569
2009-02-26,0.3552
2009-03-03,-23.7589
2009-03-16,27.907
2009-04-16,-9.0909
2009-05-21,0.0
2009-07-17,10.2204
2009-08-11,0.0
2009-10-06,-7.1038
2009-10-07,1.9607999999999999
2009-10-08,15.3846
2009-10-30,-15.0
2009-11-19,37.2549
2009-11-20,-26.0
2009-11-23,-0.3861
2009-12-01,-0.9709
2009-12-02,0.0
2009-12-10,0.0
2010-01-08,56.8627
2010-01-14,-35.75
2010-03-05,1.3645
2010-03-31,1.3654
2010-04-06,-0.2087
2010-04-16,2.0913
2010-04-21,0.5587
2010-04-26,0.3704
2010-07-27,-2.0333
2010-09-14,1.3233
2010-09-17,2.5187
2010-09-20,-2.8207
2010-09-23,0.3745
2010-09-28,2.6119
2010-11-10,9.0909
2010-11-12,-9.6667
2010-12-02,13.3787
2010-12-07,4.0
2010-12-14,0.0
2010-12-27,-7.6923
2011-01-06,2.0833
2011-01-10,-2.0408
2011-01-31,0.0
2011-02-08,4.1667
2011-03-18,-3.4068
2011-03-22,0.0
2011-05-31,-1.4553
2011-10-13,0.6342
2011-11-16,-0.8403
2011-12-14,1.9108
2012-01-30,87.5
2012-01-31,-45.5556
2012-02-14,-2.0408
2012-02-23,0.8333
2012-02-24,0.0
2012-04-12,2.8986
2012-04-13,0.0
2012-04-19,-1.4085
2012-04-20,0.0
2012-04-25,1.2245
2012-05-07,1.4113
2012-05-09,-0.5845
2012-05-24,1.3878
2012-05-29,0.0
2012-06-21,-1.1858
2012-07-18,0.0
2012-08-02,4.0
2012-10-16,-0.9634
2012-12-27,2.6157
2013-01-23,0.0
2013-01-24,2.7451
2013-06-20,1.9083999999999999
2013-07-10,0.015
2013-08-26,1.6702
2013-09-09,0.5525
2013-10-08,0.0916
2013-11-15,0.0
2013-12-05,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-03-21,0.8249
2014-05-02,5.4545
2014-05-16,-5.1724
2014-05-20,0.0182
2014-08-04,-0.5209
2014-08-05,0.8714
2014-08-06,0.0
2014-09-05,0.1818
2014-11-07,4.5372
2015-01-07,3.3043
2015-01-09,-1.0101
2015-02-12,1.5306
2015-02-20,0.1675
2015-03-24,0.1675
2015-03-25,8.6957
2015-03-27,-7.5385
2015-04-27,0.1664
2015-05-21,-3.6545
2015-05-22,1.7241
2015-06-08,-0.1698
2015-07-22,-4.7551
2015-08-20,0.35
2015-09-01,0.3559
2015-10-09,6.383
2015-10-28,-6.0
2015-12-16,0.5329
2016-04-18,0.223
2016-04-20,-0.0106
2016-05-06,1.7308
2016-06-29,0.1739
2016-08-23,0.0
2016-08-24,-0.0035
2016-08-25,-1.7327
2016-09-06,0.0
2016-11-01,0.0
2016-11-16,1.2389000000000001
2016-12-16,-1.0508
2017-01-03,0.0
2017-03-02,0.1773
2017-05-22,-4.0708
2017-06-23,-0.1848
2017-06-30,0.0
2017-07-25,-11.1111
2017-07-27,-2.0833
2017-08-28,-4.2553
2017-09-22,5.5457
2017-10-23,-0.823
2018-01-10,4.4776
2018-01-29,-6.9388
2018-02-16,-0.4386
2018-02-26,-11.8943
2018-03-22,-1.7544
2018-05-24,-8.1633
2018-07-27,-16.4345
2018-07-30,28.0
2018-07-31,1.5625
2018-08-10,-5.1282
2018-08-31,0.0
2018-09-18,0.0
2018-11-13,-0.271
2018-11-16,0.0
2018-11-27,-1.6303999999999998
2018-12-07,0.0
2018-12-12,0.0
2018-12-17,-1.662
2019-01-18,0.8451
2019-01-22,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-02-04,1.1173
2019-02-15,0.0
2019-02-25,0.5525
2019-02-27,1.6484
2019-03-06,-0.813
2019-03-08,0.0
2019-03-13,9.2896
2019-06-04,-0.2506
2019-08-30,-11.838799999999999
2019-09-10,0.5429
2019-09-11,0.0284
2019-10-07,0.0
2019-11-01,2.2727
2019-12-30,0.2786
2020-03-19,-22.8412
2020-03-23,32.852
2020-03-26,-4.3478
2020-04-22,0.0
