ticker,QRON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-13,65.0
2017-09-14,9.0909
2017-09-18,38.8889
2017-09-20,-20.0
2017-09-27,50.0
2017-10-13,-6.6667
2017-10-16,0.0
2017-12-04,0.0
2017-12-18,0.0
2018-02-15,-3.5714
2018-03-16,-7.4074
2018-03-21,-20.0
2018-04-25,25.0
2018-04-26,0.0
2018-04-27,0.0
2018-05-01,0.0
2018-09-11,-20.0
2018-09-25,-5.0
2018-09-28,0.0
2018-10-16,0.0
2018-10-29,10.526299999999999
2018-11-06,-9.5238
2018-11-19,57.8947
2018-11-20,30.0
2018-11-21,-23.0769
2018-11-28,-16.6667
2018-12-17,-20.0
2018-12-20,5.0
2018-12-24,23.8095
2018-12-26,-11.538499999999999
2019-01-03,-30.4348
2019-01-04,3.125
2019-01-22,-24.2424
2019-01-31,-40.0
2019-02-01,-4.0
2019-02-04,4.1667
2019-02-05,73.3333
2019-02-11,-15.3846
2019-02-12,9.0909
2019-02-13,-4.1667
2019-02-19,78.2609
2019-02-25,-41.4634
2019-03-04,0.0
2019-03-11,8.3333
2019-03-18,-7.6923
2019-03-25,0.0
2019-03-26,0.0
2019-04-01,0.0
2019-04-08,-2.5
2019-04-15,2.5641
2019-04-17,66.6667
2019-04-22,-40.0
2019-04-29,0.0
2019-05-06,8.3333
2019-05-10,53.8462
2019-05-13,-35.0
2019-05-20,0.0
2019-05-28,-0.7692
2019-06-03,-0.7752
2019-06-10,-2.3438
2019-06-17,0.0
2019-06-24,0.0
2019-06-28,32.0
2019-07-01,-20.6061
2019-07-05,33.5878
2019-07-08,-19.4286
2019-07-09,16.3121
2019-07-10,14.0244
2019-07-15,-22.4599
2019-07-16,30.3448
2019-07-17,-22.7513
2019-07-22,0.6849
2019-07-24,35.3741
2019-07-29,-26.1307
2019-08-05,0.0
2019-08-06,1.3605
2019-08-12,0.6711
2019-08-13,12.0
2019-08-19,-10.119
2019-08-20,95.3642
2019-08-21,-25.4237
2019-08-23,-17.7273
2019-08-26,-11.6022
2019-09-03,0.625
2019-09-09,0.0
2019-09-16,0.0
2019-09-23,0.0
2019-09-30,-6.8323
2019-10-07,4.6667
2019-10-14,-15.2866
2019-10-15,9.0226
2019-10-16,0.0
2019-10-21,0.0
2019-10-28,0.6897
2019-11-04,0.0
2019-11-12,-10.9589
2019-11-13,-15.3846
2019-11-22,-4.5455
2019-11-25,0.0
2019-11-26,1.9048
2019-11-29,-1.8692
2019-12-03,-4.7619
2019-12-06,-20.0
2019-12-10,-12.5
2019-12-12,0.0
2019-12-13,-7.1429
2019-12-16,0.0
2019-12-17,6.1538
2019-12-18,1.4493
2019-12-19,-14.2857
2019-12-20,0.0
2019-12-23,-8.3333
2019-12-27,0.0
2019-12-30,-7.2727
2019-12-31,-5.8824
2020-01-03,0.1875
2020-01-06,-6.4254999999999995
2020-01-08,13.3333
2020-01-09,-9.8039
2020-01-10,-2.1522
2020-01-13,-6.6874
2020-01-14,-14.2857
2020-01-17,105.5556
2020-01-21,-41.2162
2020-01-23,1.1264
2020-01-29,-2.2505
2020-02-06,44.186
2020-02-12,-43.5323
2020-02-13,11.3967
2020-03-05,15.3846
2020-05-12,-11.1111
2020-05-22,0.0
2020-06-18,-25.0
2020-07-22,66.6667
2020-07-31,0.0
