ticker,CLBK US Equity
2018-09-11,-0.1182
2018-09-12,-0.355
2018-09-13,-0.3563
2018-09-14,0.3576
2018-09-17,-0.772
2018-09-18,-0.1795
2018-09-19,0.5396
2018-09-20,0.5963
2018-09-21,-0.4149
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,-0.4167
2018-09-27,-0.538
2018-09-28,0.3606
2018-10-01,-1.7365
2018-10-02,-1.4625
2018-10-03,1.175
2018-10-04,0.7335
2018-10-05,-0.9102
2018-10-08,0.5511
2018-10-09,-0.9135
2018-10-10,-1.2293
2018-10-11,-3.0492
2018-10-12,-1.3479
2018-10-15,-0.9759
2018-10-16,4.4678
2018-10-17,0.2516
2018-10-18,-1.8820999999999999
2018-10-19,-0.5754
2018-10-22,0.0
2018-10-23,-1.0289
2018-10-24,-2.2092
2018-10-25,1.9933999999999998
2018-10-26,-0.5212
2018-10-29,-1.9646
2018-10-30,2.004
2018-10-31,-1.2443
2018-11-01,1.9893999999999998
2018-11-02,1.3004
2018-11-05,0.1284
2018-11-06,0.7692
2018-11-07,0.1272
2018-11-08,1.6518000000000002
2018-11-09,-1.375
2018-11-12,-0.6971
2018-11-13,-0.5743
2018-11-14,0.0
2018-11-15,2.0539
2018-11-16,-0.2516
2018-11-19,-0.5044
2018-11-20,-0.8872
2018-11-21,-0.5115
2018-11-23,1.5424
2018-11-26,0.0633
2018-11-27,-1.1385
2018-11-28,2.2393
2018-11-29,-1.0013
2018-11-30,-0.3793
2018-12-03,1.1421000000000001
2018-12-04,-3.5132
2018-12-06,1.7555
2018-12-07,-0.1278
2018-12-10,0.7678
2018-12-11,-0.3175
2018-12-12,0.3822
2018-12-13,-2.2843
2018-12-14,0.6494
2018-12-17,0.6452
2018-12-18,-0.1282
2018-12-19,-1.4763
2018-12-20,0.0651
2018-12-21,-3.5807
2018-12-24,0.8103
2018-12-26,2.5452
2018-12-27,-0.3919
2018-12-28,1.5737999999999999
2018-12-31,-1.2912
2019-01-02,-0.1308
2019-01-03,-1.1788
2019-01-04,2.2531
2019-01-07,0.5185
2019-01-08,0.4513
2019-01-09,-2.439
2019-01-10,-1.1184
2019-01-11,-0.3992
2019-01-14,-0.0668
2019-01-15,0.2674
2019-01-16,0.9333
2019-01-17,-0.7926
2019-01-18,-0.0666
2019-01-22,-0.3997
2019-01-23,-0.0669
2019-01-24,-0.2008
2019-01-25,-0.4695
2019-01-28,-0.5391
2019-01-29,-0.271
2019-01-30,0.0
2019-01-31,0.6114
2019-02-01,3.1734999999999998
2019-02-04,1.4398
2019-02-05,1.3548
2019-02-06,0.3819
2019-02-07,0.1902
2019-02-08,-0.1899
2019-02-11,0.9512
2019-02-12,0.0628
2019-02-13,-0.1255
2019-02-14,-0.6285
2019-02-15,0.8855
2019-02-19,-0.1254
2019-02-20,-0.0628
2019-02-21,0.3769
2019-02-22,-0.0626
2019-02-25,-0.3757
2019-02-26,-0.6914
2019-02-27,0.9494
2019-02-28,0.5016
2019-03-01,0.0624
2019-03-04,-0.187
2019-03-05,0.3123
2019-03-06,-0.0623
2019-03-07,-1.9938
2019-03-08,1.0172
2019-03-11,0.8811
2019-03-12,-0.4991
2019-03-13,0.2508
2019-03-14,-0.1251
2019-03-15,0.0626
2019-03-18,-0.3129
2019-03-19,-1.0672
2019-03-20,-0.698
2019-03-21,0.0
2019-03-22,-3.8339
2019-03-25,0.5316
2019-03-26,3.2386
2019-03-27,-0.5762
2019-03-28,0.9659
2019-03-29,-0.0638
2019-04-01,-0.3829
2019-04-02,0.3844
2019-04-03,-0.9572
2019-04-04,0.451
2019-04-05,1.0263
2019-04-08,-0.6984
2019-04-09,-0.8951
2019-04-10,0.0645
2019-04-11,0.1289
2019-04-12,0.1932
2019-04-15,-0.0643
2019-04-16,0.5788
2019-04-17,0.3836
2019-04-18,-0.9554
2019-04-22,-2.5723000000000003
2019-04-23,0.396
2019-04-24,1.0519
2019-04-25,-0.1952
2019-04-26,0.9778
2019-04-29,2.0013
2019-04-30,0.3797
2019-05-01,-0.8827
2019-05-02,0.1908
2019-05-03,0.6984
2019-05-06,-0.0631
2019-05-07,-1.1356
2019-05-08,0.0
2019-05-09,-0.3191
2019-05-10,0.8963
2019-05-13,-1.967
2019-05-14,1.2945
2019-05-15,0.0639
2019-05-16,0.894
2019-05-17,-1.1392
2019-05-20,0.8323
2019-05-21,0.0
2019-05-22,-0.6349
2019-05-23,-1.4058
2019-05-24,0.1296
2019-05-28,0.9709
2019-05-29,0.5128
2019-05-30,-0.4464
2019-05-31,-2.1781
2019-06-03,0.0
2019-06-04,0.5894
2019-06-05,-0.3906
2019-06-06,-0.8497
2019-06-07,-4.6144
2019-06-10,2.7643
2019-06-11,0.4035
2019-06-12,-2.2103
2019-06-13,0.3425
2019-06-14,-0.9556
2019-06-17,-0.2068
2019-06-18,1.4503
2019-06-19,-0.0681
2019-06-20,1.4304999999999999
2019-06-21,-0.403
2019-06-24,0.0
2019-06-25,0.472
2019-06-26,0.0671
2019-06-27,1.0731
2019-06-28,0.1991
2019-07-01,0.5298
2019-07-02,-0.3294
2019-07-03,0.8592
2019-07-05,0.3277
2019-07-08,0.0653
2019-07-09,0.1958
2019-07-10,-0.9121
2019-07-11,0.8547
2019-07-12,-0.0652
2019-07-15,0.7828
2019-07-16,0.1294
2019-07-17,0.2586
2019-07-18,0.5803
2019-07-19,-0.5128
2019-07-22,0.0644
2019-07-23,0.4507
2019-07-24,-0.4487
2019-07-25,-1.2234
2019-07-26,1.6297000000000001
2019-07-29,-0.3849
2019-07-30,0.1932
2019-07-31,-1.7351999999999999
2019-08-01,-1.1118
2019-08-02,-0.1323
2019-08-05,-1.9868000000000001
2019-08-06,2.1622
2019-08-07,-0.1323
2019-08-08,1.2583
2019-08-09,0.3924
2019-08-12,0.0
2019-08-13,1.2378
2019-08-14,-2.574
2019-08-15,0.2642
2019-08-16,1.5152
2019-08-19,-0.584
2019-08-20,-0.4569
2019-08-21,1.1803
2019-08-22,0.0648
2019-08-23,-3.6269
2019-08-26,1.8817
2019-08-27,-1.847
2019-08-28,0.4032
2019-08-29,0.6024
2019-08-30,0.8649
2019-09-03,-0.7256
2019-09-04,0.9967
2019-09-05,0.5921
2019-09-06,-0.5232
2019-09-09,1.5779
2019-09-10,0.2589
2019-09-11,0.8393
2019-09-12,0.4481
2019-09-13,0.4461
2019-09-16,0.2538
2019-09-17,0.0633
2019-09-18,-0.1265
2019-09-19,-0.1267
2019-09-20,0.1268
2019-09-23,-0.1267
2019-09-24,-0.7609
2019-09-25,1.0863
2019-09-26,-0.3161
2019-09-27,-0.0634
2019-09-30,0.1904
2019-10-01,0.1267
2019-10-02,-0.3163
2019-10-03,-0.2221
2019-10-04,0.9221
2019-10-07,0.3781
2019-10-08,-0.4394
2019-10-09,0.0631
2019-10-10,-0.1575
2019-10-11,0.1262
2019-10-14,0.0945
2019-10-15,0.2519
2019-10-16,-0.0628
2019-10-17,0.5028
2019-10-18,0.6254
2019-10-21,1.8645
2019-10-22,0.3051
2019-10-23,-0.2433
2019-10-24,-0.6098
2019-10-25,3.8037
2019-10-28,0.1182
2019-10-29,-0.4723
2019-10-30,-0.4745
2019-10-31,-1.7282
2019-11-01,0.9096
2019-11-04,-0.0601
2019-11-05,-0.2405
2019-11-06,-0.1808
2019-11-07,0.1208
2019-11-08,-0.1809
2019-11-11,0.0604
2019-11-12,0.2415
2019-11-13,-0.3614
2019-11-14,-0.2418
2019-11-15,-0.7879
2019-11-18,0.3054
2019-11-19,0.8526
2019-11-20,-1.0266
2019-11-21,-0.7932
2019-11-22,0.123
2019-11-25,3.1327
2019-11-26,-0.7743
2019-11-27,0.8403
2019-11-29,-0.8333
2019-12-02,-1.9207999999999998
2019-12-03,1.224
2019-12-04,0.1814
2019-12-05,-1.4484
2019-12-06,1.1635
2019-12-09,-0.3632
2019-12-10,0.729
2019-12-11,1.0253
2019-12-12,0.9552
2019-12-13,-0.2365
2019-12-16,0.7706
2019-12-17,-0.0294
2019-12-18,0.3236
2019-12-19,0.0
2019-12-20,-0.1173
2019-12-23,0.4404
2019-12-24,0.2631
2019-12-26,0.0583
2019-12-27,0.2331
2019-12-30,-0.6105
2019-12-31,-0.9067
2020-01-02,0.0
2020-01-03,0.059
2020-01-06,-0.472
2020-01-07,-0.9484
2020-01-08,0.4189
2020-01-09,0.2682
2020-01-10,-0.0892
2020-01-13,0.119
2020-01-14,0.1783
2020-01-15,-0.1779
2020-01-16,0.5348
2020-01-17,-0.2364
2020-01-21,-0.5332
2020-01-22,0.536
2020-01-23,0.0
2020-01-24,-0.1777
2020-01-27,-0.3561
2020-01-28,0.1787
2020-01-29,-0.2378
2020-01-30,0.8343
2020-01-31,-0.8865
2020-02-03,1.2522
2020-02-04,0.0
2020-02-05,1.2367
2020-02-06,0.4072
2020-02-07,0.1738
2020-02-10,-0.347
2020-02-11,0.4063
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,-0.8671
2020-02-18,0.0
2020-02-19,-0.3499
2020-02-20,0.8777
2020-02-21,-0.174
2020-02-24,-1.7431999999999999
2020-02-25,-1.8332000000000002
2020-02-26,0.3012
2020-02-27,-3.7838000000000003
2020-02-28,-3.1211
2020-03-02,4.6392
2020-03-03,-1.2315
2020-03-04,2.5561
2020-03-05,-2.5532
2020-03-06,-2.1834
2020-03-09,-8.0357
2020-03-10,4.0222
2020-03-11,-5.0
2020-03-12,-8.8421
2020-03-13,4.234
2020-03-16,-8.7149
2020-03-17,8.1715
2020-03-18,-6.2079
2020-03-19,7.177
2020-03-20,-0.8185
2020-03-23,1.4254
2020-03-24,4.5118
2020-03-25,1.2031
2020-03-26,5.1049
2020-03-27,-7.5183
2020-03-30,6.259
2020-03-31,-2.5051
2020-04-01,-3.75
2020-04-02,2.3810000000000002
2020-04-03,-2.537
2020-04-06,3.0369
2020-04-07,0.2807
2020-04-08,2.5192
2020-04-09,2.8669000000000002
2020-04-13,-1.9907
2020-04-14,0.4062
2020-04-15,-3.6413
2020-04-16,0.9797
2020-04-17,1.5246
2020-04-20,0.0683
2020-04-21,-0.6139
2020-04-22,-0.755
2020-04-23,-0.8299
2020-04-24,-2.2315
2020-04-27,1.5692
2020-04-28,2.2472
2020-04-29,2.2665
2020-04-30,-4.9362
2020-05-01,-1.7308
2020-05-04,0.2876
2020-05-05,-2.4373
2020-05-06,-1.8369
2020-05-07,1.0479
2020-05-08,3.4074
2020-05-11,-1.0745
2020-05-12,-1.3758
2020-05-13,-4.1116
2020-05-14,-1.2251
2020-05-15,-0.3101
2020-05-18,5.0544
2020-05-19,-3.997
2020-05-20,4.0864
2020-05-21,-0.2963
2020-05-22,-0.2229
2020-05-26,4.3187
2020-05-27,4.4611
2020-05-28,-0.9224
2020-05-29,-2.7586
2020-06-01,-0.3546
2020-06-02,-0.0712
2020-06-03,1.7094
2020-06-04,-0.6303
2020-06-05,1.5856
2020-06-08,0.4509
2020-06-09,1.174
2020-06-10,-2.3208
2020-06-11,-6.0797
2020-06-12,1.7856999999999998
2020-06-15,0.4386
2020-06-16,2.802
2020-06-17,-4.4248
2020-06-18,1.037
2020-06-19,-0.9531
2020-06-22,1.4804
2020-06-23,-2.1882
2020-06-24,-2.4609
2020-06-25,2.37
2020-06-26,-1.9417
2020-06-29,3.6558
2020-06-30,2.5349
2020-07-01,-1.254
2020-07-02,-1.016
2020-07-06,0.0
2020-07-07,-3.0059
2020-07-08,-1.3228
2020-07-09,-2.8725
2020-07-10,1.4984
2020-07-13,0.3108
2020-07-14,-0.3873
2020-07-15,3.8491
2020-07-16,-0.5616
2020-07-17,-1.4684
2020-07-20,-0.726
2020-07-21,2.7714
2020-07-22,-1.7227999999999999
2020-07-23,0.4573
2020-07-24,-1.7450999999999999
2020-07-27,-2.0077
2020-07-28,-1.2608
2020-07-29,0.3192
2020-07-30,-0.3978
2020-07-31,-3.9137
