ticker,DCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-02,7.2093
2005-12-05,2.1692
2005-12-06,-0.2123
2005-12-07,0.4255
2005-12-08,-2.2034
2005-12-09,3.0763
2005-12-12,0.8827
2005-12-13,2.2917
2005-12-14,1.5070999999999999
2005-12-15,-4.8957
2005-12-16,1.6878
2005-12-19,1.1203
2005-12-20,-0.2872
2005-12-21,0.6173
2005-12-22,0.2045
2005-12-23,0.449
2005-12-27,-0.8127
2005-12-28,-0.041
2005-12-29,0.2459
2005-12-30,0.1635
2006-01-03,-1.8367
2006-01-04,0.9148
2006-01-05,1.2361
2006-01-06,2.442
2006-01-09,2.1851
2006-01-10,-0.8942
2006-01-11,1.02
2006-01-12,-0.1553
2006-01-13,0.739
2006-01-17,0.8494
2006-01-18,0.3063
2006-01-19,-0.5725
2006-01-20,2.3033
2006-01-23,0.3752
2006-01-24,1.4953
2006-01-25,0.0
2006-01-26,0.1842
2006-01-27,1.6543999999999999
2006-01-30,-0.2532
2006-01-31,0.7977
2006-02-01,1.9604
2006-02-02,-0.885
2006-02-03,-1.2857
2006-02-06,0.8683
2006-02-07,-1.363
2006-02-08,-0.3273
2006-02-09,-0.4013
2006-02-10,0.5495
2006-02-13,-0.3643
2006-02-14,-0.0366
2006-02-15,0.2195
2006-02-16,-1.3869
2006-02-17,0.3331
2006-02-21,1.6599
2006-02-22,0.6894
2006-02-23,0.8288
2006-02-24,-0.1072
2006-02-27,-0.7156
2006-02-28,-0.9009
2006-03-01,1.3818
2006-03-02,-1.0043
2006-03-03,-0.5435
2006-03-06,0.0729
2006-03-07,-1.5289000000000001
2006-03-08,0.1848
2006-03-09,1.2915
2006-03-10,1.4208
2006-03-13,0.3951
2006-03-14,-0.1789
2006-03-15,-0.8602
2006-03-16,-0.3977
2006-03-17,-0.1815
2006-03-20,-0.9455
2006-03-21,-0.5874
2006-03-22,1.5510000000000002
2006-03-23,1.8182
2006-03-24,-0.6429
2006-03-27,-0.4313
2006-03-28,0.1805
2006-03-29,-0.036
2006-03-30,0.036
2006-03-31,-1.0811
2006-04-03,0.7286
2006-04-04,-0.2893
2006-04-05,-0.3264
2006-04-06,0.2329
2006-04-07,0.2033
2006-04-10,-0.7246
2006-04-11,-0.365
2006-04-12,-1.4652
2006-04-13,-0.9665
2006-04-17,-0.9009
2006-04-18,0.7576
2006-04-19,0.7519
2006-04-20,0.2985
2006-04-21,0.4836
2006-04-24,0.8511
2006-04-25,-0.5135
2006-04-26,-0.4059
