ticker,WMHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-29,25.0
2012-05-11,0.0
2012-05-15,0.0
2012-05-17,0.0
2012-06-18,-2.0
2012-08-17,6.1224
2012-09-06,0.0
2012-09-07,0.0
2012-09-10,0.0
2012-09-12,0.0
2012-09-17,0.0
2012-09-19,0.0
2012-09-25,0.0
2012-09-26,-6.9231
2012-09-27,-7.0248
2012-11-12,-0.8889
2012-12-10,-10.7623
2012-12-14,0.0
2012-12-17,0.5025
2012-12-24,0.0
2013-01-25,-20.0
2013-02-13,25.0
2013-06-20,10.0
2013-06-21,-18.1818
2013-06-25,5.5556
2013-07-01,-21.0526
2013-07-10,-13.3333
2013-07-12,0.0
2013-07-15,34.6154
2013-09-17,0.0
2013-10-03,0.0
2013-11-05,-37.1429
2013-11-11,59.0909
2013-11-13,0.0
2013-12-12,0.0
2013-12-16,-14.2857
2013-12-17,10.0
2013-12-18,0.0
2013-12-20,-54.5455
2013-12-31,80.0
2014-01-08,-62.2222
2014-01-14,154.902
2014-01-21,0.0
2014-01-27,0.0
2014-02-03,-4.6154
2014-02-20,-57.2581
2014-02-21,107.5472
2014-03-20,-51.8182
2014-03-21,135.8491
2014-04-15,-4.0
2014-04-17,4.1667
2014-04-22,-16.0
2014-04-23,-3.8095
2014-04-24,0.0
2014-04-28,0.0
2014-05-02,8.9109
2014-05-06,0.0
2014-05-09,0.0
2014-05-14,-1.4545
2014-05-21,1.476
2014-06-02,0.0
2014-06-09,-3.6364
2014-06-10,-48.1132
2014-06-11,18.1818
2014-06-17,-38.4615
2014-06-19,-37.5
2014-06-24,-40.0
2014-06-26,66.6667
2014-06-27,0.0
2014-07-07,-60.0
2014-08-01,150.0
2014-08-12,0.0
2014-09-05,-40.0
2014-09-10,66.6667
2014-09-11,0.0
2014-10-15,0.0
2014-10-21,-40.0
2014-10-27,66.6667
2014-10-30,0.0
2014-10-31,0.0
2014-11-12,-80.0
2014-11-13,0.0
2014-11-14,-1.375
2014-11-19,52.0913
2014-11-21,-33.3333
2014-11-24,0.0
2014-11-25,0.0
2014-12-05,0.0
2014-12-23,50.0
2014-12-29,-73.3333
2015-03-09,150.0
2015-04-21,0.0
2015-04-29,0.0
2015-07-09,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-09-09,0.0
2015-10-16,-30.0
2015-10-20,0.0
2015-10-29,-14.2857
2015-11-30,-33.3333
2015-12-10,-15.0
2015-12-11,0.0
2016-05-19,29.4118
2016-05-23,-22.7273
2016-07-25,44.4853
2016-10-05,-59.2875
2017-01-06,100.0
2017-01-11,-50.0
2017-01-12,100.0
2017-01-27,-50.0
2017-03-15,151.25
2017-03-16,0.0
2017-04-10,0.0
2017-05-01,41.5423
2017-05-02,3.1634
2017-05-17,-31.8569
2017-05-22,-39.5
2017-05-30,0.4132
2017-06-02,18.5185
2017-06-20,0.0
2017-06-26,-38.8889
2017-06-30,12.4545
2017-07-05,-11.0752
2017-08-11,0.0
2017-08-18,128.1818
2017-08-21,39.4422
2017-08-22,-14.0
2017-08-23,-22.5914
2017-08-24,6.6524
2017-08-25,38.4306
2017-08-28,-41.8605
2017-08-29,1.5
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,-1.4778
2017-09-07,-37.5
2017-09-11,0.0
2017-09-18,0.0
2017-09-19,-4.0
2017-09-21,-12.5
2017-09-25,0.9524
2017-10-04,85.9434
2017-10-05,-46.2202
2017-10-06,0.0
2017-10-10,4.434
2017-10-12,-0.6323
2017-10-18,0.0
2017-10-19,-3.6364
2017-10-20,78.3019
2017-11-15,-40.7407
2017-12-01,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-08,0.0
2017-12-12,-1.7856999999999998
2017-12-29,0.0
2018-01-02,0.0
2018-01-05,63.6364
2018-01-08,0.0
2018-01-19,-38.3333
2018-01-22,65.7658
2018-01-24,-40.2174
2018-01-29,0.0
2018-02-05,0.0
2018-02-12,0.0
2018-02-21,0.0
2018-02-26,0.9091
2018-03-06,0.0
2018-03-14,62.1622
2018-03-28,-38.8889
2018-04-16,0.0
2018-05-01,0.0
2018-05-17,0.0
2018-05-23,45.4545
2018-05-31,-31.25
2018-06-05,0.0
2018-06-11,45.4545
2018-06-18,12.5
2018-06-29,-38.8889
2018-07-11,0.0
2018-08-29,0.0
2018-12-03,0.0
2018-12-07,0.0
2019-04-01,0.0
2019-05-08,-50.0
2019-05-14,11.818200000000001
2019-05-29,-18.6992
2019-07-09,118.0
2019-07-19,-63.3028
2019-07-29,5.0
2019-08-22,542.8571
2019-08-23,-25.9259
2019-08-26,16.0
2019-08-27,-28.4483
2019-09-04,0.0
2019-09-12,110.8434
2019-09-17,0.0
2019-09-19,-14.2857
2019-09-23,16.6667
2019-09-26,57.1429
2019-09-27,-45.4545
2019-10-02,0.0
2019-10-10,25.3333
2019-10-14,-2.9520999999999997
2019-10-24,1.3976
2019-10-29,-43.2432
2019-11-26,7.1429
2019-12-10,-11.1111
2019-12-11,-1.0
2019-12-13,0.0
2019-12-20,0.0
2019-12-31,34.8485
2020-02-14,-47.5655
2020-02-24,-27.8571
2020-03-30,0.0
2020-07-23,43.0693
2020-07-24,1491.6955
2020-07-27,-84.3478
2020-07-28,-6.9444
