ticker,GHHC US Equity
2018-02-27,0.0
2018-02-28,0.0
2018-03-02,-37.2549
2018-03-05,25.0
2018-03-06,5.0
2018-03-07,-4.7619
2018-03-08,5.0
2018-03-12,-4.7619
2018-03-13,0.0
2018-03-14,0.0
2018-03-21,-37.475
2018-03-22,-0.04
2018-03-23,4.0
2018-03-27,-59.5769
2018-03-28,223.5014
2018-03-29,2.8235
2018-04-05,-0.8867
2018-04-11,-58.7042
2018-04-12,4.8291
2018-04-16,-19.9333
2018-04-18,0.0
2018-04-20,16.5695
2018-04-24,-14.2857
2018-04-25,83.3333
2018-04-26,31.8182
2018-04-27,0.0
2018-04-30,0.0
2018-05-02,-13.7931
2018-05-03,-36.0
2018-05-04,-12.5
2018-05-07,-7.1429
2018-05-08,38.4615
2018-05-09,-3.3333
2018-05-10,-25.2874
2018-05-11,-23.0769
2018-05-14,50.0
2018-05-17,6.6667
2018-05-21,0.0
2018-05-24,25.0
2018-05-29,50.0
2018-05-30,-33.3333
2018-05-31,-20.0
2018-06-01,0.0
2018-06-04,-21.8125
2018-06-05,-8.0735
2018-06-06,132.6087
2018-06-07,-25.2336
2018-06-08,-30.0
2018-06-11,28.5714
2018-06-12,-11.1111
2018-06-13,6.25
2018-06-14,0.0
2018-06-15,17.647100000000002
2018-06-18,0.0
2018-06-19,-20.0
2018-06-20,0.0
2018-06-21,16.875
2018-06-22,-0.5348
2018-06-25,-3.2258
2018-06-26,-33.3333
2018-06-27,0.0
2018-06-28,-4.1667
2018-06-29,-2.6087
2018-07-02,-10.7143
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,-30.0
2018-07-09,28.5714
2018-07-11,22.2222
2018-07-12,-27.2727
2018-07-13,0.0
2018-07-18,50.0
2018-07-23,-16.6667
2018-07-24,-5.0
2018-07-26,-23.1579
2018-07-27,-3.9726
2018-07-30,-0.1427
2018-07-31,-24.1429
2018-08-01,69.3032
2018-08-02,-44.2714
2018-08-03,19.7605
2018-08-06,0.0
2018-08-08,-16.6667
2018-08-14,0.0
2018-08-15,0.0
2018-08-20,0.0
2018-08-21,50.0
2018-08-22,-15.2
2018-08-23,2.2013
2018-08-24,-38.3077
2018-08-27,47.1322
2018-08-28,15.0847
2018-08-29,-48.4536
2018-08-30,0.0
2018-08-31,-5.7143
2018-09-04,-9.0909
2018-09-05,-13.0
2018-09-06,0.0
2018-09-07,13.4483
2018-09-10,-12.1918
2018-09-11,-15.7692
2018-09-12,18.7215
2018-09-13,0.0
2018-09-17,-15.7692
2018-09-19,18.7215
2018-09-20,-34.6154
2018-09-21,47.0588
2018-09-24,-28.0
2018-09-25,11.1111
2018-09-26,20.0
2018-09-27,-16.6667
2018-10-01,25.0
2018-10-02,-20.0
2018-10-03,75.0
2018-10-04,-20.8571
2018-10-05,5.5957
2018-10-08,-24.5812
2018-10-10,-15.6845
2018-10-11,-13.9785
2018-10-12,18.75
2018-10-15,-25.2632
2018-10-16,-14.7887
2018-10-18,-9.0909
2018-10-19,15.9091
2018-10-22,-16.4706
2018-10-23,-6.1033
2018-10-24,-10.0
2018-10-25,-12.2222
2018-10-26,-5.0633
2018-10-29,11.3333
2018-10-30,5.3892
2018-10-31,-20.4545
2018-11-01,25.7143
2018-11-02,7.9545
2018-11-05,0.0
2018-11-07,-15.7895
2018-11-08,6.25
2018-11-12,-22.352899999999998
2018-11-13,-1.5152
2018-11-14,-15.3846
2018-11-15,63.6364
2018-11-16,44.4444
2018-11-19,-23.0769
2018-11-20,25.5
2018-11-21,-28.2869
2018-11-23,16.6667
2018-11-26,-32.381
2018-11-27,17.0423
2018-11-28,-0.1203
2018-11-29,-12.6506
2018-12-03,-3.4483
2018-12-04,1.4285999999999999
2018-12-06,4.2254
2018-12-07,8.1081
2018-12-10,-13.75
2018-12-11,-1.4493
2018-12-12,-11.7647
2018-12-13,-1.6667
2018-12-14,8.4746
2018-12-17,-12.5
2018-12-18,-1.7856999999999998
2018-12-19,-5.4545
2018-12-20,5.7692
2018-12-21,-9.0909
2018-12-24,14.0
2018-12-26,-12.2807
2018-12-27,-2.0
2018-12-28,22.449
2018-12-31,-20.0
2019-01-02,-16.6667
2019-01-03,-12.5
2019-01-04,-2.8571
2019-01-07,41.1765
2019-01-08,-8.3333
2019-01-09,-4.5455
2019-01-10,1.1905000000000001
2019-01-11,-1.1764999999999999
2019-01-14,-21.4286
2019-01-15,0.0
2019-01-16,60.6061
2019-01-17,-1.8868
2019-01-18,1.9231
2019-01-22,-24.5283
2019-01-23,12.5
2019-01-24,22.2222
2019-01-25,5.4545
2019-01-28,89.6552
2019-01-29,-18.1818
2019-01-30,55.5556
2019-01-31,-8.5714
2019-02-01,17.1875
2019-02-04,13.3333
2019-02-05,35.2941
2019-02-06,0.0
2019-02-07,-15.2174
2019-02-08,-25.641
2019-02-11,36.5517
2019-02-12,11.1111
2019-02-13,-18.1818
2019-02-14,-44.4444
2019-02-15,-6.0
2019-02-19,35.1064
2019-02-20,-1.5748
2019-02-21,10.4
2019-02-22,23.1884
2019-02-25,17.647100000000002
2019-02-26,61.75
2019-02-27,-10.3555
2019-02-28,-36.5517
2019-03-01,30.4348
2019-03-04,-15.0
2019-03-05,-1.9607999999999999
2019-03-06,-10.0
2019-03-07,-16.6667
2019-03-08,6.6667
2019-03-11,6.875
2019-03-12,11.1111
2019-03-13,0.0
2019-03-14,-13.1579
2019-03-15,-0.6061
2019-03-18,-8.5366
2019-03-19,-13.6667
2019-03-20,4.2471
2019-03-21,-3.7037
2019-03-22,-23.0769
2019-03-25,-12.0
2019-03-26,2.2727
2019-03-27,-6.6667
2019-03-28,-13.0952
2019-03-29,30.137
2019-04-01,-5.2632
2019-04-02,0.0
2019-04-03,-8.8889
2019-04-04,-2.439
2019-04-05,3.75
2019-04-08,-9.6386
2019-04-09,-12.0
2019-04-10,-13.6364
2019-04-11,10.526299999999999
2019-04-12,0.0
2019-04-15,-2.9365
2019-04-16,1.3900000000000001
2019-04-17,29.0323
2019-04-18,-12.5
2019-04-22,-2.0
2019-04-23,-13.5569
2019-04-24,-19.0556
2019-04-25,-12.5
2019-04-26,33.3333
2019-04-29,14.2857
2019-04-30,-6.25
2019-05-01,-16.6667
2019-05-02,-6.0
2019-05-03,-14.8936
2019-05-06,-5.0
2019-05-07,5.2632
2019-05-08,-2.5
2019-05-09,-10.2564
2019-05-10,11.4286
2019-05-13,7.6923
2019-05-14,-7.1429
2019-05-15,7.6923
2019-05-16,16.6667
2019-05-17,-4.0816
2019-05-20,-12.766
2019-05-21,43.9024
2019-05-22,-12.7119
2019-05-23,-12.6214
2019-05-24,-8.6667
2019-05-28,-27.0073
2019-05-29,-3.3333
2019-05-30,-24.1379
2019-05-31,-9.0909
2019-06-03,10.0
2019-06-04,-13.6364
2019-06-05,-10.526299999999999
2019-06-06,23.5294
2019-06-07,19.0476
2019-06-10,-16.0
2019-06-11,4.7619
2019-06-12,0.0
2019-06-13,-13.6364
2019-06-14,10.526299999999999
2019-06-17,-14.2857
2019-06-18,-5.5556
2019-06-19,17.647100000000002
2019-06-20,-10.0
2019-06-21,5.5556
2019-06-24,-5.2632
2019-06-25,0.0
2019-06-26,5.5556
2019-06-27,-10.526299999999999
2019-06-28,11.7647
2019-07-01,0.0
2019-07-02,-5.2632
2019-07-03,0.0
2019-07-05,5.5556
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,-5.2632
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,-5.5556
2019-07-18,-2.9412000000000003
2019-07-19,9.0909
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,-5.5556
2019-07-26,-5.8824
2019-07-29,18.75
2019-07-30,5.2632
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,5.0
2019-08-05,0.0
2019-08-06,9.5238
2019-08-07,8.6957
2019-08-08,48.0
2019-08-09,-18.9189
2019-08-12,6.6667
2019-08-13,-9.375
2019-08-14,31.0345
2019-08-15,0.0
2019-08-16,5.2632
2019-08-19,10.0
2019-08-20,0.0
2019-08-21,34.0909
2019-08-22,-38.9831
2019-08-23,-25.0
2019-08-26,-14.8148
2019-08-27,47.8261
2019-08-28,-2.9412000000000003
2019-08-29,-21.2121
2019-08-30,-7.6923
2019-09-03,0.0
2019-09-04,40.8333
2019-09-05,12.426
2019-09-06,31.5789
2019-09-09,-10.0
2019-09-10,0.0
2019-09-11,-13.3333
2019-09-12,-23.0769
2019-09-13,30.0
2019-09-16,-12.8205
2019-09-17,35.2941
2019-09-18,-4.3478
2019-09-19,0.0
2019-09-20,11.3636
2019-09-23,-14.2857
2019-09-24,-21.4286
2019-09-25,0.0
2019-09-26,6.0606
2019-09-27,-22.8571
2019-09-30,0.0
2019-10-01,7.4074
2019-10-02,0.0
2019-10-03,6.8966
2019-10-04,0.0
2019-10-07,-12.9032
2019-10-08,-3.7037
2019-10-09,-7.6923
2019-10-10,4.1667
2019-10-11,-16.0
2019-10-14,-4.7619
2019-10-15,45.0
2019-10-16,-6.8966
2019-10-17,-7.4074
2019-10-18,-20.0
2019-10-21,18.0
2019-10-22,-11.0169
2019-10-23,4.7619
2019-10-24,0.0
2019-10-25,-22.7273
2019-10-28,-5.8824
2019-10-29,6.25
2019-10-30,-47.0588
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,44.4444
2019-11-05,-23.0769
2019-11-06,0.0
2019-11-07,-5.0
2019-11-08,-15.7895
2019-11-11,12.5
2019-11-12,11.1111
2019-11-13,-10.0
2019-11-14,11.1111
2019-11-15,-20.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,12.5
2019-11-21,-22.2222
2019-11-22,14.2857
2019-11-25,-12.5
2019-11-26,42.8571
2019-11-27,10.0
2019-12-02,-9.0909
2019-12-03,20.0
2019-12-04,0.0
2019-12-05,-8.3333
2019-12-06,9.0909
2019-12-09,25.0
2019-12-10,-13.3333
2019-12-11,0.0
2019-12-12,7.6923
2019-12-13,78.5714
2019-12-16,16.0
2019-12-17,-3.4483
2019-12-18,-3.5714
2019-12-19,-18.5185
2019-12-20,13.6364
2019-12-23,4.0
2019-12-24,-19.2308
2019-12-26,-14.2857
2019-12-27,5.5556
2019-12-30,42.1053
2019-12-31,-11.1111
2020-01-02,-8.3333
2020-01-03,13.6364
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,4.0
2020-01-09,0.0
2020-01-10,3.8462
2020-01-13,0.0
2020-01-14,3.7037
2020-01-15,0.0
2020-01-16,-14.2857
2020-01-17,-8.3333
2020-01-21,27.2727
2020-01-22,-7.1429
2020-01-23,3.8462
2020-01-24,0.0
2020-01-27,3.7037
2020-01-28,-7.5
2020-01-29,-7.3359
2020-01-30,12.5
2020-01-31,-14.8148
2020-02-03,-4.3478
2020-02-04,0.0
2020-02-05,-18.1818
2020-02-06,0.0
2020-02-07,-27.7778
2020-02-10,-7.6923
2020-02-11,-25.0
2020-02-12,100.0
2020-02-13,-11.1111
2020-02-14,12.5
2020-02-18,11.1111
2020-02-20,-10.0
2020-02-21,-33.3333
2020-02-24,8.3333
2020-02-25,0.0
2020-02-26,-7.6923
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,9.4167
2020-03-04,21.8583
2020-03-05,-18.75
2020-03-06,15.3846
2020-03-09,-20.0
2020-03-10,-16.6667
2020-03-11,0.0
2020-03-12,-10.0
2020-03-13,55.5556
2020-03-17,-28.5714
2020-03-19,-20.0
2020-03-20,50.0
2020-03-24,-8.3333
2020-03-26,18.1818
2020-03-30,-30.7692
2020-04-01,-11.1111
2020-04-03,12.5
2020-04-06,0.0
2020-04-07,-11.1111
2020-04-08,37.5
2020-04-13,9.0909
2020-04-14,0.0
2020-04-15,8.3333
2020-04-16,15.3846
2020-04-17,13.3333
2020-04-20,-5.8824
2020-04-21,25.0
2020-04-22,-25.0
2020-04-23,-26.6667
2020-04-24,45.4545
2020-04-27,-6.25
2020-04-28,6.6667
2020-04-29,6.25
2020-04-30,0.0
2020-05-04,-5.8824
2020-05-05,0.0
2020-05-06,43.75
2020-05-07,-13.0435
2020-05-08,5.0
2020-05-12,-21.4286
2020-05-13,-6.6667
2020-05-14,3.8961
2020-05-18,-50.0
2020-05-19,37.5
2020-05-20,0.0
2020-05-21,5.9091000000000005
2020-05-22,20.1717
2020-05-26,-7.5
2020-05-27,-22.7799
2020-05-28,10.0
2020-05-29,9.0909
2020-06-01,0.0
2020-06-02,-2.5
2020-06-03,11.1111
2020-06-04,3.4615
2020-06-05,4.0892
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,14.2857
2020-06-11,0.0
2020-06-12,12.5
2020-06-16,5.5556
2020-06-19,-15.7895
2020-06-23,0.0
2020-06-24,6.25
2020-06-26,-41.1765
2020-06-29,70.0
2020-06-30,-29.4118
2020-07-02,-8.3333
2020-07-07,0.0
2020-07-08,12.7273
2020-07-09,-11.2903
2020-07-13,36.3636
2020-07-14,-15.0
2020-07-15,17.647100000000002
2020-07-16,-33.3333
2020-07-17,60.0
2020-07-20,-22.5
2020-07-21,9.6774
2020-07-22,10.2941
2020-07-23,-11.6667
2020-07-28,13.2075
2020-07-29,0.0
2020-07-30,-40.0
2020-07-31,33.3333
