ticker,UBX US Equity
2018-09-21,-4.8751
2018-09-24,-0.1875
2018-09-25,-0.1879
2018-09-26,9.9122
2018-09-27,-4.2237
2018-09-28,-2.9201
2018-10-01,-1.8416000000000001
2018-10-02,-4.0025
2018-10-03,-2.0195
2018-10-04,-4.2553
2018-10-05,-3.6806
2018-10-08,-1.8745
2018-10-09,2.2777
2018-10-10,-8.8362
2018-10-11,-9.2987
2018-10-12,9.1225
2018-10-15,-3.1847
2018-10-16,3.7007
2018-10-17,-2.2205
2018-10-18,-4.8662
2018-10-19,-3.6658
2018-10-22,-3.0973
2018-10-23,-0.6393
2018-10-24,-1.1029
2018-10-25,5.7621
2018-10-26,-0.1757
2018-10-29,-3.4331
2018-10-30,0.0912
2018-10-31,1.4572
2018-11-01,1.167
2018-11-02,3.9042
2018-11-05,10.0769
2018-11-06,-8.5337
2018-11-07,1.4419
2018-11-08,0.7525
2018-11-09,-1.0788
2018-11-12,0.6711
2018-11-13,4.5833
2018-11-14,-4.0637
2018-11-15,2.5747999999999998
2018-11-16,-0.5668
2018-11-19,-1.3029
2018-11-20,-0.4125
2018-11-21,3.3969
2018-11-23,-0.0801
2018-11-26,-2.2454
2018-11-27,0.6563
2018-11-28,-2.934
2018-11-29,1.5112999999999999
2018-11-30,6.3689
2018-12-03,6.2986
2018-12-04,5.0475
2018-12-06,-4.3872
2018-12-07,1.9665
2018-12-10,1.8571
2018-12-11,2.9453
2018-12-12,7.2207
2018-12-13,5.0191
2018-12-14,-3.7508
2018-12-17,-5.0283
2018-12-18,2.184
2018-12-19,1.943
2018-12-20,1.3342
2018-12-21,-3.1348
2018-12-24,3.3657
2018-12-26,8.015
2018-12-27,-2.7826
2018-12-28,0.0596
2018-12-31,-3.0989
2019-01-02,2.46
2019-01-03,-2.1609
2019-01-04,-0.2454
2019-01-07,-1.599
2019-01-08,1.6875
2019-01-09,-0.5532
2019-01-10,-0.7417
2019-01-11,-1.3699
2019-01-14,-1.3889
2019-01-15,5.0576
2019-01-16,-2.925
2019-01-17,-4.1431000000000004
2019-01-18,-18.4676
2019-01-22,-2.3293
2019-01-23,-3.3717
2019-01-24,-0.3404
2019-01-25,-1.0248
2019-01-28,-1.7256
2019-01-29,0.5268
2019-01-30,-0.1747
2019-01-31,0.0875
2019-02-01,1.2238
2019-02-04,-0.6908
2019-02-05,-0.5217
2019-02-06,1.3986
2019-02-07,-2.3276
2019-02-08,0.7061
2019-02-11,-0.7888
2019-02-12,1.3251
2019-02-13,-0.2616
2019-02-14,-1.6608
2019-02-15,-0.0889
2019-02-19,4.4484
2019-02-20,-3.9182
2019-02-21,-4.4326
2019-02-22,-6.308
2019-02-25,-1.6832
2019-02-26,-1.712
2019-02-27,3.3811
2019-02-28,-0.892
2019-03-01,1.3
2019-03-04,2.0731
2019-03-05,-1.1605
2019-03-06,-11.1546
2019-03-07,-0.9912
2019-03-08,1.7798
2019-03-11,0.1093
2019-03-12,-0.8734
2019-03-13,-3.8546
2019-03-14,-2.1764
2019-03-15,-1.171
2019-03-18,2.8436
2019-03-19,2.4194
2019-03-20,-0.8999
2019-03-21,-7.151
2019-03-22,-2.2005
2019-03-25,-4.375
2019-03-26,3.9215999999999998
2019-03-27,1.8868
2019-03-28,0.3704
2019-03-29,-0.246
2019-04-01,-0.8631
2019-04-02,1.8657
2019-04-03,3.5409
2019-04-04,5.4245
2019-04-05,1.0067
2019-04-08,-6.0908
2019-04-09,-5.8962
2019-04-10,1.0025
2019-04-11,0.8685
2019-04-12,-1.107
2019-04-15,-5.5969999999999995
2019-04-16,5.6653
2019-04-17,-2.1197
2019-04-18,2.0382
2019-04-22,2.6217
2019-04-23,-2.7981
2019-04-24,-2.2528
2019-04-25,1.4085
2019-04-26,6.5657
2019-04-29,-3.7915
2019-04-30,1.3547
2019-05-01,-1.4581
2019-05-02,1.4797
2019-05-03,3.6452
2019-05-06,8.9097
2019-05-07,-8.5038
2019-05-08,2.5882
2019-05-09,1.7202
2019-05-10,15.1071
2019-05-13,-8.4231
2019-05-14,-4.2781
2019-05-15,3.9106
2019-05-16,-2.6882
2019-05-17,-1.326
2019-05-20,-2.5756
2019-05-21,-0.4598
2019-05-22,0.5774
2019-05-23,-7.6923
2019-05-24,5.3483
2019-05-28,6.1393
2019-05-29,-6.0067
2019-05-30,-2.4852
2019-05-31,-0.9709
2019-06-03,-1.9607999999999999
2019-06-04,3.875
2019-06-05,-3.7304
2019-06-06,3.5
2019-06-07,-0.1208
2019-06-10,0.2418
2019-06-11,-2.6538
2019-06-12,4.0892
2019-06-13,4.0476
2019-06-14,-0.1144
2019-06-17,5.0401
2019-06-18,-7.1974
2019-06-19,5.7579
2019-06-20,0.0
2019-06-21,3.0
2019-06-24,-4.9622
2019-06-25,-1.3620999999999999
2019-06-26,-1.496
2019-06-27,-2.3364
2019-06-28,13.6364
2019-07-01,1.3684
2019-07-02,-6.4382
2019-07-03,-4.9945
2019-07-05,-1.285
2019-07-08,-2.7218999999999998
2019-07-09,4.8662
2019-07-10,1.3921000000000001
2019-07-11,-2.746
2019-07-12,0.8235
2019-07-15,-3.1505
2019-07-16,-2.7711
2019-07-17,-3.9653
2019-07-18,0.7742
2019-07-19,-3.8411999999999997
2019-07-22,1.0652
2019-07-23,0.527
2019-07-24,-2.4902
2019-07-25,-4.7043
2019-07-26,-2.9619
2019-07-29,-3.0523
2019-07-30,7.7961
2019-07-31,-1.8081
2019-08-01,0.1416
2019-08-02,-3.819
2019-08-05,-1.9118
2019-08-06,4.048
2019-08-07,-2.0173
2019-08-08,5.2941
2019-08-09,-3.4916
2019-08-12,-3.3285
2019-08-13,-2.2455
2019-08-14,-0.3063
2019-08-15,-5.0691
2019-08-16,0.1618
2019-08-19,-1.1309
2019-08-20,-0.6536
2019-08-21,1.9737
2019-08-22,-2.5806
2019-08-23,-1.4901
2019-08-26,-1.8487
2019-08-27,-3.7671
2019-08-28,4.8043
2019-08-29,1.8676
2019-08-30,1.6667
2019-09-03,-1.8033000000000001
2019-09-04,3.172
2019-09-05,3.3981
2019-09-06,5.3208
2019-09-09,6.8351
2019-09-10,5.5633
2019-09-11,3.2938
2019-09-12,3.0612
2019-09-13,-1.4851
2019-09-16,-6.407
2019-09-17,-3.6242
2019-09-18,-2.6462
2019-09-19,-0.2861
2019-09-20,-1.0043
2019-09-23,-1.7391
2019-09-24,-8.2596
2019-09-25,0.1608
2019-09-26,-0.8026
2019-09-27,0.8091
2019-09-30,-2.0867
2019-10-01,-1.8033000000000001
2019-10-02,2.0033
2019-10-03,8.1833
2019-10-04,-0.6051
2019-10-07,-1.9787
2019-10-08,-1.7081
2019-10-09,1.2638
2019-10-10,2.4961
2019-10-11,-0.6088
2019-10-14,-0.7657
2019-10-15,5.7099
2019-10-16,5.5474
2019-10-17,-2.3513
2019-10-18,-0.5666
2019-10-21,0.0
2019-10-22,-4.2735
2019-10-23,1.7856999999999998
2019-10-24,-3.9474
2019-10-25,4.7184
2019-10-28,-5.2326
2019-10-29,-0.3067
2019-10-30,-0.4615
2019-10-31,-3.5549
2019-11-01,7.8526
2019-11-04,6.3893
2019-11-05,-1.2570000000000001
2019-11-06,-3.819
2019-11-07,6.6176
2019-11-08,4.9655000000000005
2019-11-11,-8.0815
2019-11-12,-3.3595
2019-11-13,-2.9586
2019-11-14,-3.6585
2019-11-15,3.481
2019-11-18,-0.9174
2019-11-19,4.1667
2019-11-20,2.6667
2019-11-21,-1.443
2019-11-22,0.2928
2019-11-25,0.7299
2019-11-26,5.3623
2019-11-27,0.4127
2019-11-29,5.7534
2019-12-02,-4.1451
2019-12-03,-0.473
2019-12-04,0.8826
2019-12-05,-4.8452
2019-12-06,1.6973
2019-12-09,3.4771
2019-12-10,8.4677
2019-12-11,-4.3371
2019-12-12,7.6425
2019-12-13,0.6017
2019-12-16,0.2392
2019-12-17,-0.9547
2019-12-18,0.4819
2019-12-19,-3.2374
2019-12-20,-9.9133
2019-12-23,2.4759
2019-12-24,-1.0738
2019-12-26,-1.6282
2019-12-27,-1.1034
2019-12-30,5.2999
2019-12-31,-4.5033
2020-01-02,-1.2483
2020-01-03,-0.2809
2020-01-06,2.9577
2020-01-07,-2.1888
2020-01-08,1.2587
2020-01-09,1.5192999999999999
2020-01-10,-1.9048
2020-01-13,-2.7739000000000003
2020-01-14,1.8545
2020-01-15,1.6806999999999999
2020-01-16,4.6832
2020-01-17,-2.7632
2020-01-21,-0.1353
2020-01-22,-4.336
2020-01-23,-1.4163999999999999
2020-01-24,-0.7184
2020-01-27,-2.3155
2020-01-28,-5.1852
2020-01-29,-2.1094
2020-01-30,-2.7933
2020-01-31,-3.1199
2020-02-03,10.1695
2020-02-04,0.1538
2020-02-05,1.3825
2020-02-06,-1.9697
2020-02-07,-1.391
2020-02-10,1.5674000000000001
2020-02-11,-0.7716
2020-02-12,-3.4215
2020-02-13,0.9662
2020-02-14,-3.3493
2020-02-18,4.6205
2020-02-19,0.6309
2020-02-20,6.1129
2020-02-21,0.6647
2020-02-24,-6.0895
2020-02-25,-1.7187999999999999
2020-02-26,0.6359
2020-02-27,-1.5798
2020-02-28,-3.5313
2020-03-02,2.8286
2020-03-03,-5.9871
2020-03-04,3.4423
2020-03-05,1.8303
2020-03-06,-5.0654
2020-03-09,-10.1549
2020-03-10,5.5556
2020-03-11,-2.1779
2020-03-12,-6.4935
2020-03-13,9.127
2020-03-16,-9.0909
2020-03-17,10.6
2020-03-18,-7.9566
2020-03-19,0.7859
2020-03-20,1.1696
2020-03-23,6.9364
2020-03-24,1.4414
2020-03-25,1.421
2020-03-26,0.5254
2020-03-27,0.1742
2020-03-30,3.4783
2020-03-31,-2.521
2020-04-01,-8.9655
2020-04-02,10.2273
2020-04-03,-5.3265
2020-04-06,5.2632
2020-04-07,-1.5516999999999999
2020-04-08,7.7058
2020-04-09,3.4146
2020-04-13,-0.7862
2020-04-14,3.3281
2020-04-15,-5.5215
2020-04-16,0.1623
2020-04-17,3.7277
2020-04-20,4.6875
2020-04-21,-4.1791
2020-04-22,3.7382999999999997
2020-04-23,-2.1021
2020-04-24,5.2147
2020-04-27,-1.7492999999999999
2020-04-28,-0.4451
2020-04-29,3.2787
2020-04-30,-6.3492
2020-05-01,-0.6163
2020-05-04,-2.7907
2020-05-05,0.638
2020-05-06,4.9128
2020-05-07,2.568
2020-05-08,3.0928
2020-05-11,2.8571
2020-05-12,-4.0278
2020-05-13,-3.3285
2020-05-14,-2.5449
2020-05-15,8.6022
2020-05-18,-4.9505
2020-05-19,-0.8929
2020-05-20,6.6066
2020-05-21,0.4225
2020-05-22,2.9453
2020-05-26,6.1308
2020-05-27,-1.6688
2020-05-28,2.4804
2020-05-29,4.2038
2020-06-01,14.6699
2020-06-02,1.1727
2020-06-03,-7.9031
2020-06-04,0.0
2020-06-05,-8.1236
2020-06-08,3.6115
2020-06-09,3.2452
2020-06-10,3.376
2020-06-11,-2.027
2020-06-12,-2.9885
2020-06-15,-2.0142
2020-06-16,5.5623000000000005
2020-06-17,-1.1455
2020-06-18,5.9096
2020-06-19,5.7987
2020-06-22,-1.9647999999999999
2020-06-23,-2.8481
2020-06-24,0.76
2020-06-25,-1.6164
2020-06-26,-6.9003
2020-06-29,2.0
2020-06-30,0.1153
2020-07-01,-3.6866
2020-07-02,7.177
2020-07-06,-1.0045
2020-07-07,-8.6809
2020-07-08,0.0
2020-07-09,-2.716
2020-07-10,-3.5533
2020-07-13,-2.7632
2020-07-14,4.1949
2020-07-15,4.8052
2020-07-16,8.798
2020-07-17,0.9112
2020-07-20,2.7088
2020-07-21,-1.7582
2020-07-22,-3.3557
2020-07-23,-1.9676
2020-07-24,-2.7155
2020-07-27,7.0388
2020-07-28,4.6485
2020-07-29,0.1083
2020-07-30,3.355
2020-07-31,-1.2565
