ticker,FOTB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,5.8824
2000-07-25,4.6296
2002-01-15,-15.0442
2002-03-12,3.125
2002-04-12,-1.0101
2002-05-23,-3.0612
2002-09-25,6.8421
2003-05-13,-1.4778
2003-05-28,5.5
2003-06-04,6.1611
2003-09-19,0.0
2003-09-22,-7.1429
2003-09-29,2.8846
2004-03-15,4.6729
2004-05-05,0.0
2004-05-11,3.5714
2004-12-17,0.0
2005-03-17,18.9655
2005-03-18,0.0
2005-03-29,0.0
2005-08-24,-21.7391
2005-09-07,27.7778
2005-11-01,-1.5941999999999998
2005-11-02,1.62
2006-08-02,2.8986
2006-08-23,0.0
2006-09-22,-19.7183
2006-09-27,5.2632
2006-11-08,-3.3333
2006-11-15,22.4138
2007-11-27,17.0147
2008-01-18,-25.2288
2008-04-04,3.4483
2008-05-30,10.1695
2008-06-16,-7.6923
2008-10-21,5.7083
2009-01-13,-3.9478999999999997
2009-01-16,0.0
2009-02-19,1.6949
2009-02-24,0.0
2009-04-24,6.6667
2009-10-15,9.3849
2009-11-05,0.0
2010-07-20,-21.7391
2010-11-02,0.0
2011-03-11,-81.4815
2011-04-25,400.0
2012-01-05,-66.0
2012-02-29,6.1765
2012-04-10,19.1136
2012-09-14,-6.5116
2012-11-19,0.0
2012-11-26,-13.6816
2012-12-11,-2.0173
2012-12-13,-2.9412000000000003
2012-12-19,5.1515
2012-12-26,0.0
2013-01-10,15.2738
2013-01-23,25.0
2013-02-20,24.0
2013-03-05,12.9032
2013-05-06,-42.8571
2013-05-10,0.0
2013-05-14,-12.5
2013-05-17,0.0
2013-05-20,-2.8571
2013-05-22,5.5294
2013-05-23,-7.4693
2013-05-29,20.4819
2013-07-02,-10.0
2013-07-12,22.2222
2013-07-17,-9.0909
2013-07-22,10.0
2013-08-22,-9.0909
2013-08-23,-10.0
2013-08-27,16.6667
2013-09-06,4.7619
2013-10-28,0.0
2013-11-07,0.5
2014-01-06,-0.4975
2014-01-13,0.0
2014-01-23,0.0
2014-01-30,0.0
2014-03-13,0.0
2014-03-24,0.0
2014-06-02,36.3636
2014-06-03,6.6667
2014-06-04,0.0
2014-06-05,-20.3125
2014-06-18,17.647100000000002
2014-06-24,-6.6667
2014-07-29,-6.25
2014-08-04,33.3333
2014-08-06,2.8571
2014-08-11,-2.7778
2014-08-18,0.0
2014-08-21,-22.8571
2014-09-04,7.4074
2014-09-08,0.0
2014-09-11,10.3448
2014-11-06,-5.4062
2014-11-24,-0.892
