ticker,FOTB US Equity
2014-11-25,0.0
2014-12-10,0.0
2014-12-19,-2.8333
2015-01-12,4.6312
2015-01-15,1.6393
2015-01-26,-3.2258
2015-01-27,0.0
2015-01-28,0.0
2015-02-03,0.0
2015-02-04,3.3333
2015-02-09,3.2258
2015-02-20,3.125
2015-03-16,-3.0303
2015-04-16,-0.3125
2015-04-17,-4.3887
2015-04-21,4.918
2015-04-28,-6.25
2015-05-13,0.0
2015-05-26,0.0
2015-05-27,-1.5
2015-06-10,-0.1692
2015-06-16,5.0847
2015-06-19,0.0
2015-07-06,0.0
2015-07-22,2.4194
2015-07-30,-3.9370000000000003
2015-09-01,4.918
2015-09-22,3.1562
2015-09-24,-1.3935
2015-09-28,-2.4577999999999998
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,1.5748
2015-10-05,2.3256
2015-10-06,4.5455
2015-10-07,0.0
2015-10-12,0.0
2015-10-13,-4.3478
2015-10-16,-1.1818
2015-10-19,0.0
2015-10-20,1.196
2015-10-26,-0.6061
2015-10-27,0.6098
2015-10-29,0.0
2015-10-30,0.0
2015-11-09,-0.6061
2015-11-10,0.6098
2015-11-11,0.6061
2015-11-12,0.753
2015-11-16,-0.5979
2015-11-19,-0.6015
2015-11-30,1.3616
2015-12-01,-0.7463
2015-12-02,0.0
2015-12-04,3.609
2015-12-07,-3.4833
2015-12-08,2.2556
2015-12-11,3.6765
2015-12-15,2.4112999999999998
2015-12-18,5.2632
2015-12-21,-3.9474
2015-12-22,4.0822
2015-12-28,-1.2898
2015-12-31,-2.0
2016-01-07,-0.5442
2016-01-12,0.0
2016-01-14,0.301
2016-01-19,-0.3001
2016-01-20,0.0
2016-01-21,0.0
2016-01-26,0.0
2016-02-04,6.7031
2016-02-05,7.6923
2016-02-09,-2.3810000000000002
2016-02-10,-4.2683
2016-03-07,12.1019
2016-03-09,-4.5455
2016-03-16,-5.3571
2016-03-17,-4.4025
2016-04-13,0.7895
2016-04-20,0.0
2016-04-25,4.1775
2016-04-26,0.0
2016-04-27,-1.0025
2016-04-28,0.0
2016-05-02,-2.2785
2016-05-04,-0.6477
2016-05-06,2.9987
2016-05-18,-1.2658
2016-05-23,12.8205
2016-06-07,3.4483
2016-06-09,11.1111
2016-06-10,0.0
2016-06-14,0.0
2016-06-15,2.0
2016-06-16,7.8431
2016-06-22,9.0909
2016-06-24,-10.0
2016-07-22,1.8519
2016-08-03,-1.8182
2016-08-17,0.0
2016-08-18,0.0
2016-09-09,-3.7037
2016-09-30,0.0
2016-10-19,-0.9615
2016-10-25,-0.9709
2016-11-08,0.0
2016-11-09,1.9607999999999999
2016-11-10,-0.9615
2016-11-11,0.9709
2016-11-14,-1.8269
2016-11-21,4.9951
2016-12-16,-1.1194
2016-12-23,-5.6604
2016-12-30,4.0
2017-01-03,0.0
2017-01-04,1.8269
2017-01-06,1.0387
2017-01-12,-4.486
2017-01-27,3.6204
2017-01-31,1.983
2017-02-21,5.5556
2017-03-03,0.0
2017-03-06,0.0
2017-03-07,-3.5088
2017-03-22,0.0
2017-04-13,-5.2727
2017-04-25,5.4702
2017-04-26,0.091
2017-05-11,-1.8182
2017-06-15,-3.5185
2017-06-16,0.0
2017-06-19,0.3839
2017-06-22,1.3384
2017-07-05,0.0
2017-07-21,3.7736
2017-08-09,1.8182
2017-08-10,-1.7856999999999998
2017-08-14,1.8182
2017-08-16,0.0
2017-08-30,-3.3929
2017-09-07,5.3604
2017-09-13,0.0
2017-09-29,-5.0877
2017-10-13,1.6636
2017-10-17,3.6364
2017-10-19,-4.8246
2017-11-03,3.2258
2017-11-13,3.5714
2017-11-17,0.0
2017-12-28,-5.1724
2018-01-03,3.6364
2018-01-08,-3.5088
2018-01-09,1.8182
2018-01-11,-3.0357
2018-01-16,0.0
2018-01-22,3.1308
2018-01-24,3.5714
2018-01-26,4.3103
2018-01-29,-4.0496
2018-01-31,4.2205
2018-02-02,-2.3967
2018-02-05,0.0169
2018-02-06,3.2848
2018-03-06,4.918
2018-03-08,3.125
2018-03-09,-10.5303
2018-03-22,1.6088
2018-04-09,4.1667
2018-04-23,-3.9984
2018-04-27,-0.0017
2018-05-01,0.4167
2018-05-03,-0.8797
2018-05-11,2.1433
2018-05-16,-0.4098
2018-05-17,0.4115
2018-05-24,-1.6393
2018-06-04,0.0
2018-06-13,0.0
2018-06-18,0.0
2018-06-29,1.0
2018-07-16,-0.9901
2018-07-31,1.6667
2018-08-07,0.4098
2018-08-13,0.4082
2018-08-17,-0.7317
2018-08-23,1.5561
2018-08-24,-1.4355
2018-08-27,0.0
2018-08-31,0.6382
2018-09-11,1.626
2018-09-21,0.784
2018-09-28,0.0
2018-10-03,-0.381
2018-10-25,-1.8327
2018-11-02,0.4058
2018-11-20,0.2425
2018-11-21,4.8387
2018-11-26,15.3846
2018-11-27,0.0
2018-11-28,-6.6667
2018-12-13,0.0
2018-12-24,0.0
2018-12-28,0.0
2019-01-22,0.0
2019-01-24,0.0
2019-01-29,0.0
2019-02-21,-7.1286
2019-02-26,2.292
2019-03-04,5.2632
2019-03-08,68.2286
2019-04-12,-36.3111
2019-04-16,0.6667
2019-04-17,3.3113
2019-04-25,-6.0897
2019-04-30,3.0717
2019-05-06,0.0
2019-05-10,0.6623
2019-05-13,0.0
2019-05-20,-2.9605
2019-05-22,-1.0169
2019-05-23,0.0
2019-05-28,0.0
2019-06-06,-3.128
2019-06-07,0.0
2019-06-10,0.0143
2019-06-24,1.4285999999999999
2019-07-22,-1.6056
2019-07-29,-1.3742
2019-08-01,-2.7576
2019-08-06,0.0
2019-08-08,4.4776
2019-08-13,-1.4285999999999999
2019-08-23,-2.8986
2019-08-26,-2.2388
2019-08-27,0.0
2019-08-29,0.0
2019-09-03,-0.7634
2019-09-04,3.0769
2019-09-05,0.7463
2019-10-03,-3.5259
2019-10-07,1.7506
2019-10-11,0.3622
2019-10-14,0.0
2019-10-15,0.0752
2019-10-21,0.0
2019-10-30,1.0518
2019-11-08,0.5353
2019-11-11,0.5768
2019-11-12,10.2941
2019-11-13,-4.0
2019-11-14,0.0
2019-11-22,-1.3889
2019-11-25,-1.2676
2019-11-27,2.3538
2019-12-02,-2.4648
2019-12-03,2.5271
2019-12-04,0.0
2019-12-05,0.0
2019-12-16,0.0
2019-12-17,0.0001
2019-12-18,-0.0001
2019-12-24,0.0
2019-12-26,0.0
2019-12-30,0.0704
2020-01-03,0.0704
2020-01-09,1.2658
2020-01-22,0.0
2020-01-24,-0.9583
2020-01-27,0.2664
2020-01-28,0.6993
2020-01-29,0.0
2020-02-07,0.0139
2020-02-18,2.9857
2020-02-25,-2.8452
2020-03-02,2.7065
2020-03-05,-1.3514
2020-03-06,-1.3014000000000001
2020-03-10,1.3185
2020-03-13,-2.7397
2020-03-18,-7.0423
2020-03-20,-9.0909
2020-03-23,-5.0
2020-03-24,1.7544
2020-03-25,12.069
2020-03-26,-10.7692
2020-03-27,-1.6379000000000001
2020-04-07,-6.2226
2020-04-09,0.9346
2020-04-13,3.7037
2020-04-15,0.0
2020-04-16,-7.1429
2020-04-20,3.8462
2020-04-21,0.9259
2020-04-23,0.0
2020-04-29,-5.0459
2020-04-30,4.2705
2020-05-04,-1.7791000000000001
2020-05-05,0.0
2020-05-06,0.0
2020-05-08,0.9434
2020-05-11,-0.0748
2020-05-12,-0.8605
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-20,0.0
2020-05-26,0.9434
2020-05-27,0.0
2020-06-03,6.1611
2020-06-05,0.0
2020-06-09,-3.5714
2020-06-10,0.0
2020-06-12,-3.4444
2020-06-22,0.0767
2020-06-23,5.3277
2020-06-25,-5.04
2020-07-10,5.3842
2020-07-14,-5.0
