ticker,PDOS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-04,-4.7619
2008-02-05,-5.0
2008-02-06,5.2632
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,0.0
2008-02-13,-35.0
2008-02-14,23.0769
2008-02-15,0.0
2008-02-19,6.25
2008-02-20,-11.7647
2008-02-21,13.3333
2008-02-22,0.0
2008-02-25,0.0
2008-02-27,8.8235
2008-02-29,8.1081
2008-03-03,-5.0
2008-03-04,2.6316
2008-03-06,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,-5.1282
2008-03-13,-2.7027
2008-03-14,0.0
2008-03-18,0.0
2008-03-20,-5.5556
2008-03-24,-47.0588
2008-03-25,83.3333
2008-03-27,-3.0303
2008-03-28,6.25
2008-03-31,-5.8824
2008-04-01,-12.5
2008-04-02,7.1429
2008-04-03,16.6667
2008-04-07,0.0
2008-04-08,-14.2857
2008-04-09,0.0
2008-04-10,0.0
2008-04-14,0.0
2008-04-15,-6.6667
2008-04-16,0.0
2008-04-17,7.1429
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,0.0
2008-04-24,-6.6667
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,7.1429
2008-04-30,-6.6667
2008-05-01,7.1429
2008-05-02,-6.6667
2008-05-05,0.0
2008-05-06,-3.5714
2008-05-07,11.1111
2008-05-08,-6.6667
2008-05-09,0.0
2008-05-12,7.1429
2008-05-13,6.6667
2008-05-14,-6.25
2008-05-15,0.0
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,-6.6667
2008-05-22,7.1429
2008-05-23,-6.6667
2008-05-28,0.0
2008-05-29,0.0
2008-06-02,-7.1429
2008-06-03,7.6923
2008-06-04,14.2857
2008-06-05,-15.625
2008-06-06,3.7037
2008-06-09,-3.5714
2008-06-10,3.7037
2008-06-11,-3.5714
2008-06-12,0.0
2008-06-13,-3.7037
2008-06-16,7.6923
2008-06-17,0.0
2008-06-18,-1.7856999999999998
2008-06-19,-1.8182
2008-06-20,-3.7037
2008-06-23,7.6923
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,3.5714
2008-06-27,3.4483
2008-06-30,-3.3333
2008-07-01,0.0
2008-07-02,-10.3448
2008-07-03,19.2308
2008-07-08,-9.6774
2008-07-09,7.1429
2008-07-10,-0.6667
2008-07-11,-6.0403
2008-07-14,-7.1429
2008-07-15,-7.6923
2008-07-16,0.0
2008-07-17,-12.5
2008-07-18,14.2857
