ticker,MPML US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-21,-9.0909
2011-04-25,-20.0
2011-05-03,150.0
2011-05-09,-40.0
2011-06-06,0.0
2011-06-24,0.0
2011-06-27,-8.3333
2011-06-28,0.0
2011-06-30,0.0
2011-07-14,0.0
2011-07-18,9.0909
2011-07-29,50.0
2011-08-01,0.0
2011-08-02,144.4444
2011-08-18,-63.6364
2011-09-21,137.5
2011-10-07,-34.2105
2011-10-31,0.0
2011-11-10,0.0
2011-11-17,0.0
2011-11-30,-36.0
2011-12-13,0.0
2011-12-29,25.0
2012-01-20,50.0
2012-02-16,16.6667
2012-02-21,-14.2857
2012-03-01,0.0
2012-03-02,0.0
2012-03-19,16.6667
2012-03-22,0.0
2012-04-11,-42.8571
2012-04-23,0.0
2012-05-18,25.0
2012-05-25,60.0
2012-06-05,0.0
2012-06-15,0.0
2012-06-29,0.0
2012-07-06,0.0
2012-07-18,0.0
2012-07-24,0.0
2012-08-17,0.0
2012-09-10,25.0
2012-10-11,-20.0
2012-11-09,0.0
2012-11-12,-32.5
2012-11-20,0.0
2012-12-10,0.0
2012-12-13,0.0
2013-01-11,0.0
2013-01-30,0.0
2013-02-05,0.0
2013-02-07,-25.9259
2013-02-13,0.0
2013-03-11,0.0
2013-04-04,0.0
2013-04-08,50.0
2013-04-09,30.0
2013-04-10,2.5641
2013-04-11,22.5
2013-04-12,-2.0408
2013-04-15,0.0
2013-04-16,-2.0833
2013-04-17,0.0
2013-04-18,-10.6383
2013-04-24,0.0
2013-04-29,-41.6667
2013-05-22,42.8571
2013-05-30,8.5714
2013-06-10,-60.5263
2013-06-11,20.0
2013-06-27,0.0
2013-08-19,0.0
2013-09-11,0.0
2013-09-18,122.2222
2013-09-26,-65.0
2013-10-03,42.8571
2013-10-07,0.0
2013-10-09,0.0
2013-10-14,0.0
2013-10-21,0.0
2013-10-31,0.0
2013-12-02,0.0
2013-12-09,-25.0
2013-12-17,0.0
2013-12-27,0.0
2014-01-23,0.0
2014-03-27,33.3333
2014-04-15,0.0
2014-04-21,0.0
2014-04-22,0.0
2014-05-01,0.0
2014-05-28,15.0
2014-06-17,-13.0435
2014-06-20,0.0
2014-06-24,-25.0
2014-07-01,0.0
2014-07-28,-26.6667
2014-08-19,0.0
2014-09-11,0.0
2014-09-26,81.8182
2014-09-30,-50.0
2014-10-14,0.0
2014-10-15,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-18,0.0
2014-11-25,-20.0
2014-11-26,0.0
