ticker,BCRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.0847
2000-01-04,-3.5714
2000-01-05,0.0
2000-01-06,5.0926
2000-01-07,-23.7885
2000-01-10,12.1387
2000-01-11,4.1237
2000-01-12,8.4158
2000-01-13,3.653
2000-01-14,0.4405
2000-01-18,2.193
2000-01-19,2.5751
2000-01-20,-6.6946
2000-01-21,-6.7265
2000-01-24,-5.0481
2000-01-25,0.2532
2000-01-26,-0.5051
2000-01-27,-5.5838
2000-01-28,-3.7634
2000-01-31,-5.8659
2000-02-01,5.3412
2000-02-02,-3.0986
2000-02-03,1.1628
2000-02-04,0.0
2000-02-07,0.2874
2000-02-08,14.613199999999999
2000-02-09,11.5
2000-02-10,-4.0359
2000-02-11,0.9346
2000-02-14,2.3148
2000-02-15,-2.2624
2000-02-16,0.0
2000-02-17,-3.2407
2000-02-18,4.3062000000000005
2000-02-22,4.3578
2000-02-23,-4.6154
2000-02-24,2.3041
2000-02-25,-3.6036
2000-02-28,2.8037
2000-02-29,-1.8182
2000-03-01,-3.7037
2000-03-02,7.6923
2000-03-03,16.9643
2000-03-06,0.0
2000-03-07,-6.4885
2000-03-08,7.7551
2000-03-09,-3.4091
2000-03-10,-6.2745
2000-03-13,-2.5105
2000-03-14,3.2189
2000-03-15,0.2079
2000-03-16,4.1494
2000-03-17,-4.5817
2000-03-20,-12.9436
2000-03-21,9.3525
2000-03-22,3.5088
2000-03-23,-0.8475
2000-03-24,1.7094
2000-03-27,-0.8403
2000-03-28,1.6949
2000-03-29,-5.4167
2000-03-30,-5.7269
2000-03-31,2.1028000000000002
2000-04-03,-5.7208
2000-04-04,-7.767
2000-04-05,1.5789
2000-04-06,-1.5544
2000-04-07,-1.0526
2000-04-10,4.2553
2000-04-11,-5.6122
2000-04-12,-7.2973
2000-04-13,-11.3703
2000-04-14,-13.1579
2000-04-17,-1.5152
2000-04-18,34.6154
2000-04-19,5.1429
2000-04-20,-3.2609
2000-04-24,-0.5618
2000-04-25,4.8023
2000-04-26,-0.8086
2000-04-27,1.087
2000-04-28,4.3011
2000-05-01,3.0928
2000-05-02,-6.0
2000-05-03,-8.5106
2000-05-04,11.6279
2000-05-05,0.0
2000-05-08,-2.3438
2000-05-09,4.0
2000-05-10,-4.6154
2000-05-11,4.3011
2000-05-12,3.0928
2000-05-15,2.0
2000-05-16,-0.4902
2000-05-17,-4.9261
2000-05-18,3.6269
2000-05-19,-6.0
2000-05-22,-1.0638
2000-05-23,3.4946
