ticker,UDHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-26,62.5
2000-01-27,-1.5385
2000-02-01,1.5625
2000-03-08,-99.5077
2000-05-18,1150.0
2000-06-05,0.0
2000-06-30,0.0
2000-07-06,0.0
2000-07-13,400.0
2000-07-14,4.0
2000-07-17,-61.5385
2000-07-18,200.0
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,-33.3333
2000-07-24,25.0
2000-07-25,0.0
2000-07-26,-20.0
2000-07-27,0.0
2000-07-28,0.0
2000-07-31,50.0
2000-10-20,0.0
2000-10-24,133.3333
2000-10-25,-85.7143
2000-11-03,0.0
2000-12-11,0.0
2001-01-26,0.0
2001-05-02,0.0
2001-05-11,0.0
2001-12-12,-50.0
2002-04-02,-60.0
2002-08-15,0.0
2002-08-30,0.0
2002-10-11,0.0
2002-11-26,0.0
2002-12-02,-20.0
2002-12-10,-97.5
2002-12-17,0.0
2003-03-24,0.0
2003-08-18,900.0
2003-09-05,0.0
2004-10-06,-95.0
2004-11-23,0.0
2004-11-24,0.0
2004-12-28,2650.0
2005-01-03,1.8182
2005-01-04,7.1429
2005-01-05,8.3333
2005-01-10,-15.3846
2005-01-11,0.0
2005-01-12,1.8182
2005-01-13,-1.7856999999999998
2005-01-14,9.0909
2005-01-18,6.6667
2005-01-19,15.625
2005-01-20,-8.1081
2005-01-21,2.9412000000000003
2005-01-24,4.2857
2005-01-25,-4.1096
2005-01-26,-14.2857
2005-01-27,-8.3333
2005-01-28,16.3636
2005-01-31,-14.0625
2005-02-01,-9.0909
2005-02-02,0.0
2005-02-03,-4.0
2005-02-04,-4.1667
2005-02-07,-4.3478
2005-02-08,-31.8182
2005-02-09,-16.6667
2005-02-10,8.0
2005-02-11,14.8148
2005-02-14,1.6129
2005-02-15,-25.3968
2005-02-16,10.6383
2005-02-17,-7.6923
2005-02-18,-8.3333
2005-02-22,-9.0909
2005-02-23,-5.0
2005-02-24,-5.2632
2005-02-25,-5.5556
2005-02-28,17.647100000000002
2005-03-01,35.0
2005-03-02,3.7037
2005-03-03,-7.1429
2005-03-04,5.7692
2005-03-07,5.4545
2005-03-08,6.8966
2005-03-09,-6.4516
2005-03-10,6.8966
2005-03-11,-10.3226
2005-03-14,0.0
2005-03-15,7.9137
2005-03-16,-10.0
2005-03-17,-3.7037
2005-03-18,0.0
2005-03-21,-3.8462
2005-03-22,4.0
2005-03-23,-19.2308
2005-03-24,-14.2857
2005-03-29,11.1111
2005-03-30,20.0
2005-03-31,-8.3333
