ticker,ONCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-20,116.6667
2005-07-21,69.2308
2005-07-22,-0.3636
2005-07-25,4.927
2005-07-26,-17.3913
2005-07-27,0.0
2005-07-28,5.2632
2005-07-29,23.0
2005-08-01,-3.252
2005-08-02,5.8824
2005-08-03,3.1746
2005-08-04,7.6923
2005-08-05,0.0
2005-08-08,0.7143
2005-08-09,-7.8014
2005-08-10,-3.8462
2005-08-11,-4.0
2005-08-12,-2.5
2005-08-15,3.4188
2005-08-18,-0.8264
2005-08-19,8.3333
2005-08-22,1.5385
2005-08-24,-1.5152
2005-08-29,0.0
2005-08-30,0.0
2005-08-31,0.0
2005-09-01,-11.538499999999999
2005-09-02,4.3478
2005-09-09,1.6667
2005-09-12,-3.2787
2005-09-13,0.8475
2005-09-14,-1.6806999999999999
2005-09-15,5.9829
2005-09-16,-58.871
2005-09-19,-5.8824
2005-09-20,12.5
2005-09-21,-5.5556
2005-09-22,1.9607999999999999
2005-09-26,-3.8462
2005-09-27,0.0
2005-10-03,4.0
2005-10-12,0.0
2005-10-14,-1.9231
2005-10-21,-21.5686
2005-10-24,-12.5
2005-10-25,2.8571
2005-10-31,11.1111
2005-11-02,0.0
2005-11-17,-10.0
2005-11-23,0.0
2005-11-30,16.6667
2005-12-05,-11.9048
2005-12-12,-29.7297
2005-12-15,19.2308
2005-12-16,29.0323
2005-12-19,27.5
2005-12-20,-41.1765
2005-12-27,16.6667
2005-12-29,0.0
2006-01-04,-2.8571
2006-01-13,2.9412000000000003
2006-01-19,42.8571
2006-02-15,-20.0
2006-02-16,62.5
2006-02-22,-1.5385
2006-02-28,-45.3125
2006-03-10,-5.7143
2006-03-14,0.0
2006-04-27,21.2121
2006-05-03,0.0
2006-05-05,27.5
2006-05-10,1.9607999999999999
2006-05-16,34.6154
2006-05-17,0.0
2006-05-24,-14.2857
2006-05-25,33.3333
2006-05-30,-1.25
2006-05-31,1.2658
2006-06-01,26.125
2006-06-02,0.0991
2006-06-05,-1.9802
2006-06-06,8.0808
2006-06-07,0.0
2006-06-08,-5.6075
2006-06-09,-0.9901
2006-06-12,1.0
2006-06-13,-5.9406
2006-06-14,0.0
2006-06-15,-8.4211
2006-06-16,-8.046
2006-06-21,0.0
2006-06-23,12.5
2006-06-26,5.5556
2006-06-27,6.3158
2006-06-28,-10.8911
2006-07-05,2.2222
2006-07-06,-7.6087
2006-07-07,-1.1764999999999999
2006-07-10,-1.1905000000000001
2006-07-11,3.012
