ticker,KNBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-8.3333
2000-01-04,0.0
2000-01-05,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-4.5455
2000-01-18,0.0
2000-01-19,9.5238
2000-01-20,-4.3478
2000-01-21,-13.6364
2000-01-26,0.0
2000-01-27,-7.8947
2000-01-28,2.8571
2000-01-31,0.0
2000-02-01,-2.7778
2000-02-02,-11.4286
2000-02-04,9.6774
2000-02-07,-29.4118
2000-02-10,83.3333
2000-02-14,-45.4545
2000-02-15,83.3333
2000-02-17,0.0
2000-02-18,-5.6818
2000-02-23,-8.4337
2000-02-24,5.2632
2000-02-29,-40.0
2000-03-01,66.6667
2000-03-09,-10.0
2000-03-10,5.5556
2000-03-13,0.0
2000-03-14,-10.526299999999999
2000-03-15,5.8824
2000-03-17,-11.1111
2000-03-20,0.25
2000-03-21,12.2195
2000-03-22,-8.3333
2000-03-23,9.0909
2000-03-24,0.0
2000-03-27,-5.5556
2000-03-29,5.8824
2000-03-30,-5.5556
2000-03-31,0.0
2000-04-03,-41.1765
2000-04-05,65.0
2000-04-06,9.0909
2000-04-07,-5.5556
2000-04-10,-41.1765
2000-04-12,60.0
2000-04-13,-9.375
2000-04-14,-44.8276
2000-04-18,0.0
2000-04-20,50.0
2000-04-24,-33.3333
2000-05-01,25.0
2000-05-02,-5.0
2000-05-03,26.3158
2000-05-04,33.3333
2000-05-10,0.0
2000-05-12,-31.25
2000-05-16,18.1818
2000-05-17,-15.3846
2000-05-22,36.3636
2000-05-23,-26.6667
2000-05-24,0.0
2000-05-25,9.0909
2000-05-30,8.3333
2000-05-31,13.461500000000001
2000-06-01,-5.0847
2000-06-02,0.0
2000-06-06,0.0
2000-06-07,0.0
2000-06-08,3.5714
2000-06-13,3.4483
2000-06-14,-6.6667
2000-06-15,0.0
2000-06-20,0.0
2000-06-21,0.0
2000-06-22,0.0
2000-06-26,0.8929
2000-06-28,-0.885
2000-07-05,12.5
2000-07-06,0.0
2000-07-11,-11.1111
2000-07-14,14.4286
2000-07-17,-12.6092
2000-07-18,14.2857
2000-07-19,-11.7188
2000-07-21,13.2743
2000-07-25,-1.5625
2000-07-26,0.0
2000-08-03,-11.1111
2000-08-04,12.5
2000-08-07,-10.3175
2000-08-09,11.5044
2000-08-11,26.9841
2000-08-14,0.0
2000-08-15,0.0
2000-08-16,0.0
2000-08-17,0.0
2000-08-21,-2.5
2000-08-22,-12.8205
