ticker,SLDB US Equity
2018-06-18,10.8679
2018-06-19,46.3581
2018-06-20,-17.0465
2018-06-21,18.6992
2018-06-22,-0.6377
2018-06-25,2.5671
2018-06-26,-11.4021
2018-06-27,-4.6822
2018-06-28,-4.6378
2018-06-29,2.5324
2018-07-02,2.0208
2018-07-03,7.868
2018-07-05,-0.6631
2018-07-06,8.4981
2018-07-09,0.3549
2018-07-10,-3.2304
2018-07-11,2.8265000000000002
2018-07-12,-2.8673
2018-07-13,3.3179
2018-07-16,-1.1334
2018-07-17,2.6749
2018-07-18,2.1866
2018-07-19,0.4097
2018-07-20,-2.2671
2018-07-23,-6.8198
2018-07-24,-2.3152
2018-07-25,-3.4404
2018-07-26,2.2697
2018-07-27,-1.5226
2018-07-30,0.6289
2018-07-31,4.6875
2018-08-01,0.8706
2018-08-02,-0.9618
2018-08-03,-4.2082
2018-08-06,-2.2095
2018-08-07,0.8772
2018-08-08,2.7404
2018-08-09,-0.1795
2018-08-10,-2.0812
2018-08-13,0.9446
2018-08-14,1.4297
2018-08-15,-1.3839000000000001
2018-08-16,0.8576
2018-08-17,2.0098
2018-08-20,-3.4352
2018-08-21,0.4708
2018-08-22,0.1822
2018-08-23,-2.7027
2018-08-24,2.4038
2018-08-27,1.6432
2018-08-28,-1.7963
2018-08-29,-0.392
2018-08-30,5.063
2018-08-31,6.5418
2018-09-04,5.0387
2018-09-05,-1.8965
2018-09-06,-9.8249
2018-09-07,0.6305
2018-09-10,2.5564
2018-09-11,6.1095
2018-09-12,16.6513
2018-09-13,-5.3307
2018-09-14,3.0657
2018-09-17,-9.4496
2018-09-18,10.5475
2018-09-19,-0.8288
2018-09-20,5.3812
2018-09-21,-0.9284
2018-09-24,-3.1238
2018-09-25,-3.2447
2018-09-26,2.4995
2018-09-27,-0.3048
2018-09-28,-3.832
2018-10-01,-1.7804
2018-10-02,-8.1355
2018-10-03,-0.0235
2018-10-04,-8.4586
2018-10-05,-2.0791
2018-10-08,-2.097
2018-10-09,-5.4618
2018-10-10,-2.0108
2018-10-11,-1.1272
2018-10-12,0.1754
2018-10-15,-5.3983
2018-10-16,10.2097
2018-10-17,-0.8676
2018-10-18,0.2259
2018-10-19,-2.6761
2018-10-22,2.026
2018-10-23,-2.8651999999999997
2018-10-24,-8.5572
2018-10-25,4.6311
2018-10-26,1.0684
2018-10-29,-7.7922
2018-10-30,4.3236
2018-10-31,0.471
2018-11-01,9.6875
2018-11-02,3.7037
2018-11-05,-5.3846
2018-11-06,-3.5714
2018-11-07,-5.3297
2018-11-08,3.0852
2018-11-09,-6.3869
2018-11-12,-4.7132
2018-11-13,10.4808
2018-11-14,-6.6373999999999995
2018-11-15,3.9906
2018-11-16,9.0938
2018-11-19,-1.3302
2018-11-20,-1.1084
2018-11-21,-3.6353
2018-11-23,-0.503
2018-11-26,6.6667
2018-11-27,-4.7097
2018-11-28,3.668
2018-11-29,-4.7976
2018-11-30,-1.7953000000000001
2018-12-03,-2.662
2018-12-04,-6.1285
2018-12-06,0.6669
2018-12-07,-10.4254
2018-12-10,-1.2067
2018-12-11,-6.58
2018-12-12,-1.4762
2018-12-13,0.9418
2018-12-14,-0.5513
2018-12-17,-4.2217
2018-12-18,-5.0757
2018-12-19,4.6904
2018-12-20,2.957
2018-12-21,0.5657
2018-12-24,1.6876
2018-12-26,15.4043
2018-12-27,-3.3186
2018-12-28,-0.8009
2018-12-31,3.0373
2019-01-02,7.9104
2019-01-03,-1.6252
2019-01-04,4.6397
2019-01-07,5.2738
2019-01-08,0.8296
2019-01-09,1.5506
2019-01-10,-4.2381
2019-01-11,5.3368
2019-01-14,-4.0161
2019-01-15,-4.1519
2019-01-16,-10.3089
2019-01-17,-0.3744
2019-01-18,-3.3822
2019-01-22,-0.4667
2019-01-23,-10.3947
2019-01-24,4.3175
2019-01-25,3.7207
2019-01-28,-5.9653
2019-01-29,3.3862
2019-01-30,5.4726
2019-01-31,-1.0613
2019-02-01,-3.7743
2019-02-04,-2.6012
2019-02-05,-2.3315
2019-02-06,-3.0382
2019-02-07,-67.8156
2019-02-08,3.1989
2019-02-11,0.6739
2019-02-12,1.6064
2019-02-13,9.7497
2019-02-14,-6.7227
2019-02-15,2.7027
2019-02-19,2.7569
2019-02-20,6.3415
2019-02-21,-2.5229
2019-02-22,5.4118
2019-02-25,9.5982
2019-02-26,2.9532
2019-02-27,1.8793
2019-02-28,3.7864
2019-03-01,6.174
2019-03-04,5.022
2019-03-05,-8.8087
2019-03-06,-9.0156
2019-03-07,5.2578
2019-03-08,-1.3449
2019-03-11,1.5579
2019-03-12,-7.8619
2019-03-13,4.1623
2019-03-14,1.3986
2019-03-15,-1.0836999999999999
2019-03-18,3.8845
2019-03-19,0.4794
2019-03-20,1.9083999999999999
2019-03-21,-1.2172
2019-03-22,-2.9384
2019-03-25,1.4647999999999999
2019-03-26,-2.4062
2019-03-27,-6.1144
2019-03-28,0.7353
2019-03-29,-4.0667
2019-04-01,1.087
2019-04-02,3.3333
2019-04-03,-0.5203
2019-04-04,-1.046
2019-04-05,0.9514
2019-04-08,0.5236
2019-04-09,-4.5833
2019-04-10,1.0917
2019-04-11,-2.2678
2019-04-12,-0.3315
2019-04-15,-2.2173
2019-04-16,1.0204
2019-04-17,-1.2346
2019-04-18,4.6591000000000005
2019-04-22,-2.1716
2019-04-23,2.7747
2019-04-24,1.0799
2019-04-25,0.9615
2019-04-26,0.9524
2019-04-29,-2.5157
2019-04-30,-2.3656
2019-05-01,4.7357
2019-05-02,0.3155
2019-05-03,3.1447
2019-05-06,-0.813
2019-05-07,-0.6148
2019-05-08,4.433
2019-05-09,-4.0474
2019-05-10,-5.5556
2019-05-13,-3.5948
2019-05-14,-28.5876
2019-05-15,-6.4873
2019-05-16,4.5685
2019-05-17,-2.2654
2019-05-20,-3.8079
2019-05-21,4.8193
2019-05-22,-2.6273
2019-05-23,-3.3727
2019-05-24,-3.6649000000000003
2019-05-28,-0.1812
2019-05-29,-2.5408
2019-05-30,-2.9795
2019-05-31,6.142
2019-06-03,-3.255
2019-06-04,2.243
2019-06-05,-7.3126
2019-06-06,-2.3669000000000002
2019-06-07,6.0606
2019-06-10,0.5714
2019-06-11,-6.25
2019-06-12,5.2525
2019-06-13,0.9597
2019-06-14,-5.1331
2019-06-17,0.4008
2019-06-18,2.3952
2019-06-19,1.1696
2019-06-20,-3.0829
2019-06-21,-0.3976
2019-06-24,-1.1976
2019-06-25,-2.2222
2019-06-26,-4.9587
2019-06-27,9.7826
2019-06-28,13.8614
2019-07-01,-9.0435
2019-07-02,2.4857
2019-07-03,-2.0522
2019-07-05,-1.1429
2019-07-08,-1.7341
2019-07-09,5.8824
2019-07-10,3.7037
2019-07-11,-6.4286
2019-07-12,1.3359
2019-07-15,-1.1299
2019-07-16,-2.0952
2019-07-17,-2.9183
2019-07-18,-2.2044
2019-07-19,-2.459
2019-07-22,-1.8908
2019-07-23,-1.4989
2019-07-24,1.087
2019-07-25,-6.8817
2019-07-26,34.4111
2019-07-29,-6.3574
2019-07-30,8.9908
2019-07-31,-3.5354
2019-08-01,-4.5375
2019-08-02,9.3236
2019-08-05,-2.0067
2019-08-06,2.3891
2019-08-07,0.0
2019-08-08,7.5
2019-08-09,-9.1473
2019-08-12,-0.8532
2019-08-13,-11.0155
2019-08-14,23.7911
2019-08-15,-3.9063
2019-08-16,43.252
2019-08-19,5.5619
2019-08-20,0.2151
2019-08-21,-2.5751
2019-08-22,-0.5507
2019-08-23,-3.5437
2019-08-26,-1.837
2019-08-27,-2.2222
2019-08-28,8.732099999999999
2019-08-29,-7.3707
2019-08-30,-4.038
2019-09-03,2.7228
2019-09-04,8.3133
2019-09-05,4.0044
2019-09-06,7.1658
2019-09-09,-1.4969999999999999
2019-09-10,6.5856
2019-09-11,0.7605
2019-09-12,-4.3396
2019-09-13,0.0
2019-09-16,3.5503
2019-09-17,-0.9524
2019-09-18,-0.8654
2019-09-19,1.5518999999999998
2019-09-20,11.1748
2019-09-23,-0.4296
2019-09-24,-2.761
2019-09-25,0.976
2019-09-26,-8.7873
2019-09-27,3.2755
2019-09-30,-3.5448
2019-10-01,-4.6422
2019-10-02,0.6085
2019-10-03,4.5363
2019-10-04,-3.2787
2019-10-07,1.3958
2019-10-08,-8.3579
2019-10-09,-0.6438
2019-10-10,0.9719
2019-10-11,11.2299
2019-10-14,5.6731
2019-10-15,-1.3649
2019-10-16,10.7011
2019-10-17,2.3333
2019-10-18,-3.9088000000000003
2019-10-21,2.9661
2019-10-22,6.1728
2019-10-23,-4.5736
2019-10-24,1.7872
2019-10-25,-4.0702
2019-10-28,-5.0333
2019-10-29,2.0587
2019-10-30,-3.2618
2019-10-31,-1.9521
2019-11-01,4.3439
2019-11-04,-1.4744
2019-11-05,-2.6408
2019-11-06,-3.6166
2019-11-07,3.3771
2019-11-08,0.0907
2019-11-11,-0.272
2019-11-12,-74.3636
2019-11-13,8.5106
2019-11-14,3.268
2019-11-15,11.0759
2019-11-18,-0.5698
2019-11-19,5.4441
2019-11-20,4.6196
2019-11-21,9.3506
2019-11-22,2.1378
2019-11-25,-4.8837
2019-11-26,-0.978
2019-11-27,-0.2469
2019-11-29,-2.7228
2019-12-02,9.9237
2019-12-03,0.2315
2019-12-04,3.2333
2019-12-05,-3.132
2019-12-06,7.6212
2019-12-09,-1.7167
2019-12-10,-5.5677
2019-12-11,-4.7399000000000004
2019-12-12,3.3981
2019-12-13,-3.5211
2019-12-16,8.1509
2019-12-17,7.9865
2019-12-18,-17.3958
2019-12-19,4.918
2019-12-20,-1.4423
2019-12-23,4.1463
2019-12-24,6.5574
2019-12-26,-5.3846
2019-12-27,-0.5807
2019-12-30,-0.4673
2019-12-31,4.4601
2020-01-02,-0.4494
2020-01-03,-4.0632
2020-01-06,2.5882
2020-01-07,-0.9174
2020-01-08,2.5463
2020-01-09,-14.447
2020-01-10,-5.1451
2020-01-13,1.5299
2020-01-14,3.0137
2020-01-15,1.0638
2020-01-16,3.1579
2020-01-17,-1.5306
2020-01-21,-2.8497
2020-01-22,-0.5333
2020-01-23,-1.8767
2020-01-24,-1.6393
2020-01-27,-3.6111
2020-01-28,-1.1527
2020-01-29,2.6239
2020-01-30,-3.9773
2020-01-31,-0.8876
2020-02-03,-1.4925
2020-02-04,4.5455
2020-02-05,1.4493
2020-02-06,-1.1429
2020-02-07,-5.4913
2020-02-10,-0.9174
2020-02-11,-4.9383
2020-02-12,4.5455
2020-02-13,-0.6211
2020-02-14,-0.9375
2020-02-18,4.4164
2020-02-19,0.3021
2020-02-20,0.9036
2020-02-21,-1.791
2020-02-24,-3.3435
2020-02-25,-7.8616
2020-02-26,-0.3413
2020-02-27,1.1985999999999999
2020-02-28,11.6751
2020-03-02,-4.2424
2020-03-03,0.6329
2020-03-04,0.9434
2020-03-05,-3.1153
2020-03-06,2.2508
2020-03-09,4.4025
2020-03-10,-1.8072
2020-03-11,-3.681
2020-03-12,-7.0064
2020-03-13,27.3973
2020-03-16,-21.5054
2020-03-17,2.7397
2020-03-18,-19.3333
2020-03-19,12.8099
2020-03-20,-6.2271
2020-03-23,-8.9844
2020-03-24,6.867
2020-03-25,4.4177
2020-03-26,1.9231
2020-03-27,-7.9245
2020-03-30,-5.3279
2020-03-31,3.4632
2020-04-01,-6.2762
2020-04-02,-0.8929
2020-04-03,-5.4054
2020-04-06,8.0952
2020-04-07,-2.6432
2020-04-08,8.1448
2020-04-09,2.5105
2020-04-13,-0.8163
2020-04-14,10.2881
2020-04-15,-7.0896
2020-04-16,-4.0161
2020-04-17,5.8577
2020-04-20,-1.7787
2020-04-21,-6.6398
2020-04-22,-3.0172
2020-04-23,0.8889
2020-04-24,-0.8811
2020-04-27,12.4444
2020-04-28,-0.7905
2020-04-29,-0.7968
2020-04-30,-6.8273
2020-05-01,0.431
2020-05-04,17.1674
2020-05-05,-0.7326
2020-05-06,5.5351
2020-05-07,-14.3357
2020-05-08,2.449
2020-05-11,3.9840999999999998
2020-05-12,1.5326
2020-05-13,-0.3774
2020-05-14,0.0
2020-05-15,7.9545
2020-05-18,2.1053
2020-05-19,-5.3265
2020-05-20,14.7005
2020-05-21,-0.6329
2020-05-22,-1.5924
2020-05-26,-0.6472
2020-05-27,2.2801
2020-05-28,-3.5032
2020-05-29,-2.6403
2020-06-01,2.3729
2020-06-02,2.3179
2020-06-03,-0.6472
2020-06-04,-4.2345
2020-06-05,-0.6803
2020-06-08,1.3699
2020-06-09,9.4595
2020-06-10,-2.1605
2020-06-11,-5.9937000000000005
2020-06-12,0.3356
2020-06-15,0.6689
2020-06-16,0.6645
2020-06-17,0.33
2020-06-18,-2.3026
2020-06-19,7.4074
2020-06-22,6.5831
2020-06-23,-2.3529
2020-06-24,0.6024
2020-06-25,2.3952
2020-06-26,-6.7251
2020-06-29,-2.5078
2020-06-30,-5.7878
2020-07-01,-0.3413
2020-07-02,2.7397
2020-07-06,-0.3333
2020-07-07,0.0
2020-07-08,3.01
2020-07-09,-3.8961
2020-07-10,-0.6757
2020-07-13,-8.1633
2020-07-14,5.9259
2020-07-15,3.4965
2020-07-16,-0.3378
2020-07-17,2.0339
2020-07-20,-2.99
2020-07-21,1.7123
2020-07-22,-4.0404
2020-07-23,2.4561
2020-07-24,-2.3973
2020-07-27,-10.526299999999999
2020-07-28,-6.2745
2020-07-29,2.5105
2020-07-30,6.1224
2020-07-31,1.1538
