ticker,IAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-02,6.6067
2020-07-06,8.2894
2020-07-07,1.9644
2020-07-08,-2.1893
2020-07-09,1.6197
2020-07-10,2.1145
2020-07-13,-4.0866
2020-07-14,4.3261
2020-07-15,1.7793999999999999
2020-07-16,-3.5582000000000003
2020-07-17,0.0479
2020-07-20,4.7015
2020-07-21,-2.1728
2020-07-22,-1.2703
2020-07-23,-0.9393
2020-07-24,0.2311
2020-07-27,1.5979
2020-07-28,-1.4397
2020-07-29,3.6123
2020-07-30,1.5401
2020-07-31,-0.0755
