ticker,BOSC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.3435
2000-01-04,-8.6957
2000-01-05,-3.9683
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.8264
2000-01-11,-3.2787
2000-01-12,-1.6949
2000-01-13,-3.4483
2000-01-14,-3.5714
2000-01-18,9.2593
2000-01-19,8.0508
2000-01-20,5.8824
2000-01-21,0.7407
2000-01-24,0.7353
2000-01-25,0.7299
2000-01-26,-0.7246
2000-01-27,-3.6496
2000-01-28,-9.0909
2000-01-31,0.0
2000-02-01,2.5
2000-02-02,0.2033
2000-02-03,3.0426
2000-02-04,0.7874
2000-02-07,5.4688
2000-02-08,9.6296
2000-02-09,6.7568
2000-02-10,18.9873
2000-02-11,-2.1277
2000-02-14,13.0435
2000-02-15,-5.2885
2000-02-16,5.0761
2000-02-17,0.4831
2000-02-18,-3.8462
2000-02-22,12.5
2000-02-23,2.2222
2000-02-24,-0.8696
2000-02-25,0.8772
2000-02-28,7.3913
2000-02-29,12.5506
2000-03-01,2.1583
2000-03-02,-1.0563
2000-03-03,1.4235
2000-03-06,-1.0526
2000-03-07,-14.1844
2000-03-08,-4.5455
2000-03-09,16.4502
2000-03-10,0.3717
2000-03-13,-7.4074
2000-03-14,-3.2
2000-03-15,-5.7851
2000-03-16,1.7544
2000-03-17,3.4483
2000-03-20,-9.1667
2000-03-21,-4.5872
2000-03-22,4.8077
2000-03-23,-5.5046
2000-03-24,-0.4854
2000-03-27,-0.9756
2000-03-28,4.9261
2000-03-29,-5.6338
2000-03-30,-20.398
2000-03-31,0.0
2000-04-03,-16.875
2000-04-04,6.015
2000-04-05,8.5106
2000-04-06,7.8431
2000-04-07,9.0909
2000-04-10,-6.1111
2000-04-11,-6.5089
2000-04-12,-8.8608
2000-04-13,-5.5556
2000-04-14,-11.0294
2000-04-17,3.3058
2000-04-18,21.6
2000-04-19,-2.6316
2000-04-20,-1.3514
2000-04-24,-5.8219
2000-04-25,4.7273
2000-04-26,-1.3889
2000-04-27,0.0
2000-04-28,0.7042
2000-05-01,3.4965
2000-05-02,-3.3784
2000-05-03,-4.1958
2000-05-04,0.7299
2000-05-05,4.3478
2000-05-08,-1.3889
2000-05-09,-2.8169
2000-05-10,-2.8986
2000-05-11,1.4925
2000-05-12,-1.8382
2000-05-15,-1.1236
2000-05-16,5.303
2000-05-17,2.518
2000-05-18,-1.0526
2000-05-19,-0.7092
2000-05-22,-8.5714
2000-05-23,0.0
2000-05-24,-10.9375
