ticker,KYNS US Equity
2012-08-28,38.4224
2012-08-29,0.0
2012-08-30,2.9412000000000003
2012-08-31,-20.0
2012-09-04,25.0
2012-09-07,0.0
2012-09-10,17.1429
2012-09-11,-4.878
2012-09-13,6.1538
2012-09-14,0.0
2012-09-17,0.0
2012-09-21,-31.8841
2012-09-24,6.383
2012-09-25,-11.3333
2012-09-26,41.9643
2012-09-27,-15.2598
2012-09-28,-15.625
2012-10-01,18.5185
2012-10-02,25.0
2012-10-09,-25.0
2012-10-15,24.6667
2012-10-16,-29.9465
2012-10-17,-16.0305
2012-10-18,18.1818
2012-10-19,-47.6923
2012-10-22,32.3529
2012-10-23,-11.1111
2012-10-24,37.5
2012-10-25,12.7273
2012-10-26,-4.0323
2012-10-31,-28.5714
2012-11-01,41.1765
2012-11-15,0.0
2012-11-19,40.6771
2012-11-20,18.4746
2012-11-21,-10.0
2012-11-27,-2.7778
2012-11-28,-2.8571
2012-11-29,0.0
2012-12-03,-22.9412
2012-12-04,0.0
2012-12-05,14.5038
2012-12-07,-33.3333
2012-12-11,1.3125
2012-12-12,38.1863
2012-12-13,21.4286
2012-12-14,-23.5294
2012-12-19,0.0
2012-12-20,15.3846
2012-12-24,-6.6667
2012-12-27,-17.7679
2012-12-28,20.7383
2012-12-31,-16.5468
2013-01-02,3.4483
2013-01-04,-4.1667
2013-01-08,-10.2717
2013-01-11,29.8607
2013-01-15,0.0
2013-01-23,0.7463
2013-01-24,-11.1111
2013-01-25,0.0
2013-01-28,-2.5
2013-01-29,-5.9829
2013-01-30,0.0
2013-02-01,0.0
2013-02-04,-6.3636
2013-02-05,0.0
2013-02-06,12.6214
2013-02-07,-0.8621
2013-02-08,-2.6087
2013-02-12,0.0
2013-02-13,0.0
2013-02-14,7.1429
2013-02-15,8.3333
2013-02-19,0.0
2013-02-20,-7.6923
2013-02-26,-6.6667
2013-03-04,7.1429
2013-03-05,8.3333
2013-03-06,-13.0769
2013-03-07,-1.0509
2013-03-08,-0.6149
2013-03-11,-0.8999
2013-03-12,8.9671
2013-03-13,8.3333
2013-03-14,-9.2308
2013-03-18,-4.1314
2013-03-19,-1.8784999999999998
2013-03-20,-0.7883
2013-03-25,-0.1135
2013-03-27,4.5455
2013-03-28,-3.4783
2013-04-01,0.0
2013-04-02,0.0
2013-04-05,0.0
2013-04-08,-4.5045
2013-04-09,47.6415
2013-04-10,-15.016
2013-04-11,-2.2556
2013-04-12,-15.3846
2013-04-15,-18.1818
2013-04-16,0.0
2013-04-17,33.3333
2013-04-18,4.1667
2013-04-23,7.2
2013-04-24,-10.4478
2013-04-25,-13.4896
2013-04-29,5.9603
2013-05-02,-9.0909
2013-05-03,5.0
2013-05-07,-8.5714
2013-05-08,0.0
2013-05-09,4.1667
2013-05-10,10.0
2013-05-14,3.0682
2013-05-15,5.8434
2013-05-16,0.0
2013-05-17,8.3333
2013-05-20,-5.5288
2013-05-21,-0.6616
2013-05-22,9.0164
2013-05-23,-13.5338
2013-05-24,13.0435
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,-15.3846
2013-05-31,18.1818
2013-06-03,2.5481
2013-06-04,-6.9855
2013-06-05,-0.8065
2013-06-07,-11.3821
2013-06-11,12.844
2013-06-12,-3.252
2013-06-13,-7.563
2013-06-14,0.1136
2013-06-17,-1.0216
2013-06-24,-7.3394
2013-06-26,-0.9901
2013-06-27,9.0
2013-06-28,1.0321
2013-07-02,-1.9296
2013-07-03,-7.4074
2013-07-05,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-15,0.0
2013-07-16,10.125
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-22,18.0477
2013-07-23,-7.6923
2013-07-24,-0.1042
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,-20.5944
2013-07-31,0.0
2013-08-01,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-08,0.0
2013-08-12,-2.4294000000000002
2013-08-13,29.0713
2013-08-19,-8.2377
2013-08-20,9.0909
2013-08-21,0.0
2013-08-23,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,-12.5
2013-08-30,14.2857
2013-09-04,0.0
2013-09-10,-1.6667
2013-09-16,-15.2542
2013-09-17,17.0
2013-09-20,-6.8376
2013-09-25,-0.172
2013-09-27,0.0
2013-10-09,-70.5916
2013-10-10,-6.25
2013-10-11,-36.6667
2013-10-14,19.4079
2013-10-15,-16.2534
2013-10-21,5.2632
2013-10-22,0.0
2013-10-24,35.0
2013-10-25,64.8148
2013-10-30,-54.6348
2013-10-31,28.7926
2013-11-01,5.0481
2013-11-04,9.8398
2013-11-05,58.3333
2013-11-06,121.0526
2013-11-07,-23.8095
2013-11-08,-12.3438
2013-11-11,-7.3084
2013-11-12,-38.4615
2013-11-13,-12.5
2013-11-14,-7.1429
2013-11-15,1.5385
2013-11-18,-1.5152
2013-11-19,13.8462
2013-11-22,-10.8108
2013-11-25,-9.0909
2013-11-26,6.6667
2013-12-02,-6.25
2013-12-10,10.0
2013-12-11,-9.0909
2013-12-17,0.0
2013-12-18,6.6667
2013-12-19,-3.125
2013-12-20,-19.3548
2013-12-23,0.0
2013-12-31,24.0
2014-01-06,-19.3548
2014-01-08,24.0
2014-01-09,-17.3387
2014-01-14,0.0
2014-01-16,-2.439
2014-01-17,0.0
2014-01-22,0.0
2014-01-23,0.0
2014-02-11,0.0
2014-02-12,-13.5
2014-02-14,57.2254
2014-02-18,0.0
2014-03-27,-25.0
2014-03-31,33.3333
2014-04-15,-17.647100000000002
2014-04-23,21.4286
2014-05-14,-17.647100000000002
2014-05-19,0.0
2014-06-03,0.0
2014-06-04,-8.9286
2014-06-11,-1.9607999999999999
2014-06-20,2.0
2014-08-15,-1.9607999999999999
2014-08-20,0.5
2014-09-11,-0.4975
2014-09-15,0.0
2014-09-18,0.0
2014-09-26,0.0
2014-09-29,-20.0
2014-10-03,0.0
2014-10-13,-0.625
2014-10-15,-6.9182
2014-10-21,-2.7027
2014-10-22,177.7778
2014-10-23,-18.0
2014-10-24,8.0793
2014-10-27,-9.732
2014-10-28,0.0
2014-10-30,-12.5
2014-11-04,-11.4286
2014-11-05,0.0
2014-11-12,-6.4516
2014-12-15,0.0
2014-12-17,0.431
2014-12-22,0.6438
2014-12-30,2.3454
2015-01-06,-0.4167
2015-01-20,10.4603
2015-01-27,-10.0379
2015-01-29,0.0
2015-02-03,17.4737
2015-02-10,14.6953
2015-02-26,-25.7813
2015-03-06,17.8947
2015-03-11,-15.1786
2015-03-18,0.0
2015-04-01,1.0526
2015-04-09,16.6667
2015-04-13,-14.2857
2015-04-15,-0.625
2015-04-17,0.0
2015-04-20,34.1719
2015-04-22,12.1875
2015-05-04,-10.8635
2015-05-05,-22.5
2015-05-06,0.0
2015-05-26,0.0
2015-06-22,0.0
2015-06-30,-3.2258
2015-07-24,0.0
2015-08-04,0.0
2015-08-05,-1.0417
2015-08-19,1.0526
2015-08-27,-1.0417
2015-09-29,-15.7895
2015-10-23,0.0
2015-10-27,0.0
2015-11-25,0.0
2015-12-17,0.0
2015-12-30,-12.0
2016-02-25,9.0909
2016-03-22,4.1667
2016-07-18,20.0
2016-07-19,-16.6667
2016-08-12,0.0
2016-09-01,0.0
2016-11-15,0.0
2016-11-16,-34.5
2016-12-13,-8.3969
2016-12-22,-33.3333
2016-12-30,0.0
2017-01-03,3.75
2017-01-20,0.0
2017-01-27,-2.4096
2017-03-06,97.5309
2017-03-08,50.0
2017-06-16,-33.3333
2017-06-19,50.0
2017-06-20,-33.3333
2017-06-21,-25.0
2017-06-22,30.0
2017-06-23,2.5641
2017-06-26,10.0
2017-06-28,-9.0909
2017-06-30,-25.0
2017-07-05,0.0
2017-07-07,33.3333
2017-07-11,0.0
2017-07-12,0.0
2017-07-19,-25.0
2017-07-20,-19.3333
2017-07-27,11.5702
2017-08-10,-7.4074
2017-08-11,-3.2
2017-08-22,0.0
2017-08-29,0.0
2017-09-01,0.0
2017-09-14,0.0
2017-09-26,0.0
2017-10-11,0.0
2017-10-13,-0.8264
2017-10-30,0.0
2017-11-09,0.0
2017-11-15,0.0
2017-11-28,0.0
2017-12-07,0.0
2017-12-11,0.0
2017-12-22,4.1667
2017-12-26,-12.0
2017-12-29,-9.0909
2018-02-02,300.0
2018-02-05,-12.5
2018-02-06,-27.1429
2018-02-08,-9.8039
2018-02-14,-4.3478
2018-02-15,0.0
2018-02-22,13.6364
2018-02-26,-12.0
2018-03-01,-18.1818
2018-03-08,-44.4444
2018-03-09,180.0
2018-03-27,0.0
2018-04-04,-28.5714
2018-04-05,-25.0
2018-04-09,-16.6667
2018-04-30,-3.2
2018-05-01,23.9669
2018-05-02,-15.0
2018-05-03,-21.5686
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-14,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-24,0.0
2018-05-30,0.0
2018-07-24,50.0
2018-08-09,16.6667
2018-08-13,25.7143
2018-08-20,-17.7273
2018-08-23,-0.5525
2018-09-05,11.1111
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-17,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,0.0
2018-11-15,0.0
2018-11-26,-25.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-12,0.0
2018-12-17,0.0
2018-12-20,16.6667
2018-12-27,42.8571
2018-12-28,-20.0
2019-01-04,-26.225
2019-01-14,49.102
2019-01-22,-31.8182
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,-33.3333
2019-02-05,20.0
2019-02-06,-16.6667
2019-02-07,0.0
2019-02-08,0.0
2019-02-15,0.0
2019-03-13,100.0
2019-03-14,-15.0
2019-04-02,-69.4118
2019-04-26,-80.5769
2019-04-30,-0.9901
2019-05-01,-24.0
2019-05-02,0.0
2019-05-13,0.0
2019-05-15,-1.3158
2019-05-16,33.3333
2019-06-05,0.0
2019-06-27,0.0
2019-07-16,10.0
2019-07-23,81.8182
2019-07-24,362.5
2019-07-25,-35.1351
2019-07-26,-10.8333
2019-08-07,-6.5421
2019-08-09,-3.0
2019-08-13,-15.4639
2019-08-14,-2.439
2019-08-20,-3.75
2019-08-26,0.0
2019-09-17,0.0
2019-10-16,-22.0779
2019-10-24,93.6667
2019-10-25,64.3718
2019-10-28,1.1518
2019-10-29,-17.1843
2019-10-30,-25.0
2019-10-31,-8.3333
2019-11-01,0.0
2019-11-04,-9.0909
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,10.0
2019-11-08,50.0
2019-11-13,-27.2727
2019-11-15,0.0
2019-11-21,-15.8333
2019-12-04,-16.8317
2019-12-05,-0.7143
2019-12-09,6.7146
2019-12-10,0.0
2019-12-24,-26.5169
2020-01-16,-8.2569
2020-01-31,3.3333
2020-02-06,-10.9645
2020-02-10,-0.0036
2020-02-27,8.6957
2020-03-06,-33.0
2020-03-09,0.0
2020-03-10,49.2537
2020-04-16,0.0
2020-04-22,-40.6667
2020-04-23,0.0
2020-04-29,1.1236
2020-05-28,1.6667
2020-06-08,-16.9399
2020-06-19,0.0
2020-06-23,97.3684
2020-06-24,25.0
2020-06-25,-6.6667
2020-06-30,-29.2857
2020-07-06,-3.2323
2020-07-08,-4.3841
2020-07-24,41.9214
2020-07-29,-7.6923
