ticker,HSIC US Equity
2000-05-24,0.7519
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,2.9851
2000-05-31,2.1739
2000-06-01,2.4823
2000-06-02,1.0381
2000-06-05,-2.3973
2000-06-06,0.7018
2000-06-07,0.0
2000-06-08,0.3484
2000-06-09,0.0
2000-06-12,-0.3472
2000-06-13,-0.3484
2000-06-14,0.6993
2000-06-15,1.7361
2000-06-16,-3.0717
2000-06-19,-1.0563
2000-06-20,-2.1352
2000-06-21,0.0
2000-06-22,1.8182
2000-06-23,-3.5714
2000-06-26,-0.3704
2000-06-27,-1.8587
2000-06-28,1.8939
2000-06-29,2.6022
2000-06-30,0.0
2000-07-03,1.4493
2000-07-05,-3.2143
2000-07-06,0.738
2000-07-07,-0.7326
2000-07-10,-2.583
2000-07-11,-5.303
2000-07-12,-4.0
2000-07-13,-0.4167
2000-07-14,0.8368
2000-07-17,-2.9046
2000-07-18,-2.1368
2000-07-19,0.8734
2000-07-20,0.4329
2000-07-21,-2.5862
2000-07-24,-1.7699
2000-07-25,-1.8018
2000-07-26,3.6696999999999997
2000-07-27,-2.2124
2000-07-28,-0.4525
2000-07-31,2.2727
2000-08-01,19.1111
2000-08-02,10.8209
2000-08-03,2.3569
2000-08-04,-3.9474
2000-08-07,0.9418
2000-08-08,-2.2901
2000-08-09,1.3889
2000-08-10,-1.3699
2000-08-11,0.3472
2000-08-14,-0.346
2000-08-15,-0.3472
2000-08-16,0.3484
2000-08-17,-0.6944
2000-08-18,1.3986
2000-08-21,0.3448
2000-08-22,-0.3436
2000-08-23,-1.0345
2000-08-24,0.3484
2000-08-25,0.0
2000-08-28,-1.3889
2000-08-29,0.7042
2000-08-30,2.7972
2000-08-31,0.0
2000-09-01,1.3605
2000-09-05,-1.3423
2000-09-06,-1.3605
2000-09-07,-1.0345
2000-09-08,0.3484
2000-09-11,2.4306
2000-09-12,-1.6949
2000-09-13,-0.6897
2000-09-14,1.3889
2000-09-15,0.6849
2000-09-18,-0.3401
2000-09-19,1.7065000000000001
2000-09-20,-0.6711
2000-09-21,0.3378
2000-09-22,0.0
2000-09-25,1.3468
2000-09-26,0.3322
2000-09-27,3.3113
2000-09-28,1.9231
2000-09-29,0.3145
2000-10-02,10.9718
2000-10-03,-2.8249
2000-10-04,-0.8721
2000-10-05,2.6393
2000-10-06,3.1429
2000-10-09,-4.7091
2000-10-10,4.0698
2000-10-11,-7.5419
2000-10-12,2.719
2000-10-13,2.3529
2000-10-16,-1.1494
2000-10-17,0.0
2000-10-18,-3.7791
2000-10-19,0.9063
2000-10-20,-0.8982
2000-10-23,-0.3021
2000-10-24,-1.2121
2000-10-25,2.1471999999999998
2000-10-26,0.0
2000-10-27,-0.9009
2000-10-30,8.4848
2000-10-31,8.9385
2000-11-01,2.0513
2000-11-02,6.5327
2000-11-03,-3.7736
2000-11-06,-1.9607999999999999
2000-11-07,1.5
2000-11-08,4.9261
2000-11-09,-0.7042
2000-11-10,-2.1277
2000-11-13,-4.8309
2000-11-14,6.3452
2000-11-15,0.0
2000-11-16,-3.58
2000-11-17,1.2376
2000-11-20,-5.1345
2000-11-21,-1.5464
2000-11-22,-4.1885
2000-11-24,3.0055
2000-11-27,8.2228
2000-11-28,3.9215999999999998
2000-11-29,-1.4151
2000-11-30,1.1962
2000-12-01,1.182
2000-12-04,10.514
2000-12-05,3.1712
2000-12-06,-0.4098
2000-12-07,-1.8519
2000-12-08,6.0797
2000-12-11,-6.1265
2000-12-12,-3.7895
2000-12-13,1.9694
2000-12-14,1.2876
2000-12-15,3.8136
2000-12-18,8.1633
2000-12-19,-0.3774
2000-12-20,1.8939
2000-12-21,1.3011
2000-12-22,-0.5505
2000-12-26,4.797
2000-12-27,0.8803
2000-12-28,-1.5707
2000-12-29,-1.7730000000000001
2001-01-02,-5.7762
2001-01-03,-1.5326
2001-01-04,-3.8911
2001-01-05,-2.4291
2001-01-08,0.0
2001-01-09,4.9793
2001-01-10,3.9526
2001-01-11,-5.1331
2001-01-12,-3.006
2001-01-16,-6.8182
2001-01-17,3.5477
2001-01-18,-3.4797000000000002
2001-01-19,-0.1664
2001-01-22,8.4444
2001-01-23,-1.4344000000000001
2001-01-24,4.158
2001-01-25,-2.6447000000000003
2001-01-26,2.1015
2001-01-29,-0.6024
2001-01-30,-0.404
2001-01-31,-5.6795
2001-02-01,7.957
2001-02-02,-2.1912
2001-02-05,2.0367
2001-02-06,2.495
2001-02-07,0.8763
2001-02-08,-0.7722
2001-02-09,-2.9183
2001-02-12,2.6052
2001-02-13,1.5625
2001-02-14,2.8846
2001-02-15,-0.5607
2001-02-16,1.6917
2001-02-20,0.5545
2001-02-21,-1.4706000000000001
2001-02-22,-2.9851
2001-02-23,-3.4615
2001-02-26,2.3904
2001-02-27,-7.393
2001-02-28,-3.9916
2001-03-01,0.2188
2001-03-02,4.3668
2001-03-05,-2.0921
2001-03-06,4.4872
2001-03-07,7.771
2001-03-08,-0.759
2001-03-09,-0.7648
2001-03-12,4.817
2001-03-13,0.0
2001-03-14,-1.4706000000000001
2001-03-15,-0.3731
2001-03-16,-1.8727
2001-03-19,3.626
2001-03-20,-3.8674
2001-03-21,2.4904
2001-03-22,1.3084
2001-03-23,-1.476
2001-03-26,1.8727
2001-03-27,-0.3676
2001-03-28,3.69
2001-03-29,5.694
2001-03-30,-1.0101
2001-04-02,-11.9048
2001-04-03,1.3514
2001-04-04,-1.7143000000000002
2001-04-05,5.2326
2001-04-06,1.105
2001-04-09,4.0729
2001-04-10,3.6124
2001-04-11,-1.7568000000000001
2001-04-12,-3.1362
2001-04-16,2.2437
2001-04-17,2.8611
2001-04-18,-2.4035
2001-04-19,4.7316
2001-04-20,0.3963
2001-04-23,0.9474
2001-04-24,1.0949
2001-04-25,-1.0057
2001-04-26,-2.4225
2001-04-27,1.5483
2001-04-30,0.9989
2001-05-01,-7.2097999999999995
2001-05-02,4.1234
2001-05-03,-2.2899
2001-05-04,3.7497
2001-05-07,-1.063
2001-05-08,2.7397
2001-05-09,2.2222
2001-05-10,-1.6113
2001-05-11,0.7278
2001-05-14,2.0903
2001-05-15,-0.6825
2001-05-16,0.509
2001-05-17,1.7979
2001-05-18,-0.5473
2001-05-21,0.05
2001-05-22,-0.5
2001-05-23,-4.5226
2001-05-24,4.9211
2001-05-25,-3.2355
2001-05-29,-2.1514
2001-05-30,0.1589
2001-05-31,-0.1587
2001-06-01,2.7815
2001-06-04,0.2577
2001-06-05,0.3856
2001-06-06,-0.4609
2001-06-07,2.8299
2001-06-08,-0.1751
2001-06-11,-0.2506
2001-06-12,-9.2714
2001-06-13,-0.5816
2001-06-14,-3.5933
2001-06-15,1.3291
2001-06-18,-2.6518
2001-06-19,-1.6989
2001-06-20,-1.0429
2001-06-21,0.9636
2001-06-22,-1.4912
2001-06-25,-4.2991
2001-06-26,8.6998
2001-06-27,1.135
2001-06-28,2.7914
2001-06-29,7.0829
2001-07-02,-6.1438
2001-07-03,-2.507
2001-07-05,-2.0571
2001-07-06,-0.8751
2001-07-09,2.9723
2001-07-10,0.0
2001-07-11,-0.4001
2001-07-12,-1.693
2001-07-13,-1.0508
2001-07-16,0.59
2001-07-17,0.1466
2001-07-18,3.3382
2001-07-19,-0.5667
2001-07-20,-0.2565
2001-07-23,0.0
2001-07-24,2.5429
2001-07-25,-3.3157
2001-07-26,1.585
2001-07-27,3.5461
2001-07-30,0.7397
2001-07-31,0.6255
2001-08-01,-1.8919000000000001
2001-08-02,0.0
2001-08-03,-3.0028
2001-08-06,-5.9074
2001-08-07,2.9546
2001-08-08,-2.2249
2001-08-09,-1.4693
2001-08-10,-3.0736
2001-08-13,0.9419
2001-08-14,3.1104
2001-08-15,4.0724
2001-08-16,-0.1449
2001-08-17,0.8708
2001-08-20,0.0863
2001-08-21,0.6613
2001-08-22,1.1997
2001-08-23,0.0564
2001-08-24,-1.4668999999999999
2001-08-27,2.7197
2001-08-28,-2.7035
2001-08-29,2.1197
2001-08-30,-0.561
2001-08-31,2.4542
2001-09-04,-0.6608
2001-09-05,1.3580999999999999
2001-09-06,-3.0353
2001-09-07,0.6768
2001-09-10,0.5882
2001-09-17,-2.2835
2001-09-18,6.982
2001-09-19,-0.7725
2001-09-20,1.1544
2001-09-21,-2.8662
2001-09-24,1.0656
2001-09-25,-1.9194
2001-09-26,1.1852
2001-09-27,7.6001
2001-09-28,-2.2785
2001-10-01,-0.1813
2001-10-02,-0.571
2001-10-03,3.3412
2001-10-04,-1.1872
2001-10-05,2.3262
2001-10-08,-2.4482
2001-10-09,-1.5621
2001-10-10,1.4828000000000001
2001-10-11,-4.1271
2001-10-12,-0.9358
2001-10-15,2.5911
2001-10-16,-2.0521
2001-10-17,-3.6798
2001-10-18,0.502
2001-10-19,5.1054
2001-10-22,3.0623
2001-10-23,-6.6342
2001-10-24,-1.0151
2001-10-25,-0.6652
2001-10-26,-1.4788000000000001
2001-10-29,-1.8692
2001-10-30,-3.2612
2001-10-31,0.6862
2001-11-01,-1.3037
2001-11-02,-3.3323
2001-11-05,1.2422
2001-11-06,10.6135
2001-11-07,0.1664
2001-11-08,-0.443
2001-11-09,3.3648
2001-11-12,1.2645
2001-11-13,4.0648
2001-11-14,-0.4085
2001-11-15,-1.9739
2001-11-16,-0.863
2001-11-19,0.1846
2001-11-20,3.5808
2001-11-21,-0.8643
2001-11-23,0.4359
2001-11-26,-0.2298
2001-11-27,-0.6909
2001-11-28,2.4221
2001-11-29,0.6289
2001-11-30,0.5
2001-12-03,-0.6468
2001-12-04,0.0751
2001-12-05,0.2502
2001-12-06,-3.1695
2001-12-07,0.6443
2001-12-10,-2.7657
2001-12-11,-0.7901
2001-12-12,-0.1699
2001-12-13,-4.7227
2001-12-14,-0.4186
2001-12-17,0.6166
2001-12-18,-2.3398
2001-12-19,1.6258
2001-12-20,-0.2245
2001-12-21,-0.4219
2001-12-24,0.2825
2001-12-26,0.7042
2001-12-27,2.1818
2001-12-28,2.3269
2001-12-31,-0.9363
2002-01-02,1.3773
2002-01-03,-0.6127
2002-01-04,-2.6802
2002-01-07,-1.2944
2002-01-08,-0.0837
2002-01-09,0.8378
2002-01-10,-0.72
2002-01-11,2.9847
2002-01-14,1.9771999999999998
2002-01-15,6.2417
2002-01-16,0.25
2002-01-17,5.5362
2002-01-18,-0.2812
2002-01-22,2.3435
2002-01-23,0.1621
2002-01-24,-0.393
2002-01-25,0.1857
2002-01-28,0.8802
2002-01-29,0.2296
2002-01-30,2.7721
2002-01-31,2.296
2002-02-01,-1.1767
2002-02-04,-0.4851
2002-02-05,-1.5732
2002-02-06,-1.9136
2002-02-07,-1.0328
2002-02-08,3.7338
2002-02-11,0.6483
2002-02-12,-2.5322
2002-02-13,-0.1823
2002-02-14,-1.484
2002-02-15,-0.0927
2002-02-19,0.1392
2002-02-20,1.9226
2002-02-21,1.1136
2002-02-22,-0.0225
2002-02-25,-3.8219
2002-02-26,0.4208
2002-02-27,2.6536
2002-02-28,-2.4717000000000002
2002-03-01,-0.372
2002-03-04,-2.3337
2002-03-05,-2.4612
2002-03-06,5.1445
2002-03-07,0.0932
2002-03-08,-1.2803
2002-03-11,-0.3773
2002-03-12,-2.0592
2002-03-13,2.9966
2002-03-14,1.9944
2002-03-15,0.092
2002-03-18,-2.3213
2002-03-19,-0.8471
2002-03-20,-0.617
2002-03-21,0.4298
2002-03-22,-1.0223
2002-03-25,-1.153
2002-03-26,3.4265
2002-03-27,2.7491
2002-03-28,0.7318
2002-04-01,-0.6356
2002-04-02,1.4622
2002-04-03,2.2067
2002-04-04,0.727
2002-04-05,0.0219
2002-04-08,0.503
2002-04-09,-0.544
2002-04-10,0.8095
2002-04-11,1.5842
2002-04-12,1.474
2002-04-15,0.4
2002-04-16,0.1678
2002-04-17,-1.1095
2002-04-18,-0.3387
2002-04-19,1.9329
2002-04-22,-2.4797000000000002
2002-04-23,-1.4957
2002-04-24,-0.1518
2002-04-25,2.2377
2002-04-26,-0.765
2002-04-29,-1.4133
2002-04-30,3.3666
2002-05-01,0.9876
2002-05-02,-0.7491
2002-05-03,-0.6918
2002-05-06,-0.2322
2002-05-07,4.0203
2002-05-08,-0.1343
2002-05-09,-2.817
2002-05-10,-0.1907
2002-05-13,1.323
2002-05-14,1.3886
2002-05-15,1.6966
2002-05-16,-1.0251
2002-05-17,1.2998
2002-05-20,-0.0601
2002-05-21,0.2808
2002-05-22,0.24
2002-05-23,-0.1996
2002-05-24,0.1
2002-05-28,-1.2185
2002-05-29,0.182
2002-05-30,0.8276
2002-05-31,-0.7407
2002-06-03,-0.9681
2002-06-04,-0.2444
2002-06-05,-0.3471
2002-06-06,-1.9463
2002-06-07,1.5671
2002-06-10,1.3372
2002-06-11,-1.5375
2002-06-12,-2.3970000000000002
2002-06-13,0.6126
2002-06-14,2.3515
2002-06-17,1.8256000000000001
2002-06-18,-0.1007
2002-06-19,-0.5481
2002-06-20,-1.1468
2002-06-21,-1.3386
2002-06-24,-2.183
2002-06-25,-3.7832
2002-06-26,0.7069
2002-06-27,1.1406
2002-06-28,-3.4917
2002-07-01,-1.0787
2002-07-02,-2.4761
2002-07-03,-0.4193
2002-07-05,4.0468
2002-07-08,-0.0674
2002-07-09,-1.7997999999999998
2002-07-10,-1.1684
2002-07-11,-2.2021
2002-07-12,0.4029
2002-07-15,-2.5968
2002-07-16,1.8904999999999998
2002-07-17,2.2359999999999998
2002-07-18,-4.4672
2002-07-19,-0.2923
2002-07-22,-3.6395
2002-07-23,0.1267
2002-07-24,4.4051
2002-07-25,-0.0242
2002-07-26,2.5467
2002-07-29,4.4702
2002-07-30,-1.8791
2002-07-31,-0.8768
2002-08-01,-1.7924
2002-08-02,2.2991
2002-08-05,-2.8035
2002-08-06,2.3123
2002-08-07,4.2637
2002-08-08,7.2849
2002-08-09,0.125
2002-08-12,2.0595
2002-08-13,-1.4472
2002-08-14,2.3785
2002-08-15,2.9899
2002-08-16,1.7262
2002-08-19,-0.617
2002-08-20,-0.5627
2002-08-21,2.439
2002-08-22,0.7619
2002-08-23,-1.9471
2002-08-26,-0.0193
2002-08-27,-1.6776
2002-08-28,-3.0202
2002-08-29,1.6987
2002-08-30,-0.6363
2002-09-03,0.8585
2002-09-04,2.5616
2002-09-05,1.064
2002-09-06,1.9334
2002-09-09,1.1643
2002-09-10,0.3156
2002-09-11,1.3694
2002-09-12,-0.9858
2002-09-13,-0.0184
2002-09-16,-0.4241
2002-09-17,-0.1667
2002-09-18,-0.9646
2002-09-19,-1.1987
2002-09-20,0.6635
2002-09-23,-0.1507
2002-09-24,-1.7729
2002-09-25,2.5922
2002-09-26,1.3663
2002-09-27,-1.6987
2002-09-30,-0.9204
2002-10-01,0.3033
2002-10-02,-2.4192
2002-10-03,2.8666
2002-10-04,-0.9603
2002-10-07,-1.5209000000000001
2002-10-08,1.6409
2002-10-09,-2.1273
2002-10-10,2.0765
2002-10-11,0.6654
2002-10-14,4.9292
2002-10-15,-0.6299
2002-10-16,0.2011
2002-10-17,-0.5441
2002-10-18,-0.9633
2002-10-21,-0.8992
2002-10-22,-1.2037
2002-10-23,2.2493
2002-10-24,-2.8414
2002-10-25,2.0943
2002-10-28,-2.9569
2002-10-29,-0.4571
2002-10-30,-1.741
2002-10-31,-2.317
2002-11-01,3.5679
2002-11-04,-4.8286999999999995
2002-11-05,-6.1091
2002-11-06,4.6068999999999996
2002-11-07,0.4344
2002-11-08,-2.7675
2002-11-11,-1.7921
2002-11-12,3.2203
2002-11-13,2.5374
2002-11-14,0.9128
2002-11-15,0.9447
2002-11-18,-1.135
2002-11-19,-2.6788
2002-11-20,1.7384
2002-11-21,-7.1359
2002-11-22,-4.4949
2002-11-25,-4.7477
2002-11-26,-1.1317
2002-11-27,3.5071
2002-11-29,0.1412
2002-12-02,-2.7020999999999997
2002-12-03,-2.3666
2002-12-04,3.9327
2002-12-05,2.4988
2002-12-06,1.6949
2002-12-09,-0.6621
2002-12-10,3.675
2002-12-11,2.3942
2002-12-12,-1.1453
2002-12-13,-2.1025
2002-12-16,1.9016
2002-12-17,-2.4588
2002-12-18,-1.6205
2002-12-19,1.876
2002-12-20,0.4267
2002-12-23,2.4821
2002-12-24,-0.1527
2002-12-26,-0.2404
2002-12-27,-1.8401
2002-12-30,1.8523
2002-12-31,-1.4022999999999999
2003-01-02,1.3333
2003-01-03,-1.7544
2003-01-06,0.2232
2003-01-07,-3.9644
2003-01-08,-0.8813
2003-01-09,2.2461
2003-01-10,-0.9153
2003-01-13,-0.0462
2003-01-14,-0.4621
2003-01-15,-2.4605
2003-01-16,-0.8567
2003-01-17,1.8483
2003-01-21,0.3064
2003-01-22,-2.0912
2003-01-23,-0.7199
2003-01-24,-2.3205
2003-01-27,0.1015
2003-01-28,0.9369
2003-01-29,1.5185
2003-01-30,-3.4741
2003-01-31,1.2997
2003-02-03,-0.2714
2003-02-04,-2.9441
2003-02-05,-7.7747
2003-02-06,8.0708
2003-02-07,-4.4501
2003-02-10,2.1413
2003-02-11,-2.4371
2003-02-12,-2.874
2003-02-13,-0.9679
2003-02-14,-2.3457
2003-02-18,4.3751999999999995
2003-02-19,0.0
2003-02-20,2.8493
2003-02-21,2.797
2003-02-24,-2.1767
2003-02-25,2.8874
2003-02-26,-1.4933
2003-02-27,2.5353
2003-02-28,1.9628
2003-03-03,1.75
2003-03-04,3.1695
2003-03-05,2.0005
2003-03-06,-2.0079
2003-03-07,0.4527
2003-03-10,-1.8264
2003-03-11,1.1114
2003-03-12,-0.4779
2003-03-13,2.7131
2003-03-14,0.8415
2003-03-17,0.7881
2003-03-18,-0.161
2003-03-19,-0.1843
2003-03-20,0.2308
2003-03-21,1.1973
2003-03-24,-2.116
2003-03-25,3.3008
2003-03-26,1.1701
2003-03-27,-0.0445
2003-03-28,0.9123
2003-03-31,-0.5513
2003-04-01,0.0421
2003-04-02,2.551
2003-04-03,-2.399
2003-04-04,-4.2958
2003-04-07,0.5784
2003-04-08,-1.0122
2003-04-09,0.5113
2003-04-10,1.5954000000000002
2003-04-11,-2.071
2003-04-14,0.5578
2003-04-15,0.3004
2003-04-16,-2.0968
2003-04-17,-1.2709
2003-04-21,0.1192
2003-04-22,1.4524
2003-04-23,-0.1408
2003-04-24,-1.8801
2003-04-25,0.2874
2003-04-28,2.2212
2003-04-29,0.0467
2003-04-30,0.7006
2003-05-01,4.128
2003-05-02,2.0913
2003-05-05,-1.2631000000000001
2003-05-06,9.2134
2003-05-07,0.0506
2003-05-08,-3.4476
2003-05-09,2.3037
2003-05-12,1.085
2003-05-13,0.1418
2003-05-14,-1.1122
2003-05-15,2.1677
2003-05-16,-1.1009
2003-05-19,-3.6025
2003-05-20,-1.4277
2003-05-21,0.1065
2003-05-22,3.9362
2003-05-23,0.1024
2003-05-27,0.6544
2003-05-28,-0.5689
2003-05-29,-0.1635
2003-05-30,0.614
2003-06-02,-0.3662
2003-06-03,1.47
2003-06-04,0.3622
2003-06-05,1.3432
2003-06-06,-1.6202
2003-06-09,-1.4699
2003-06-10,-0.0204
2003-06-11,3.1843
2003-06-12,-0.9891
2003-06-13,0.4196
2003-06-16,3.661
2003-06-17,0.499
2003-06-18,0.974
2003-06-19,-1.4564
2003-06-20,0.8445
2003-06-23,-1.2943
2003-06-24,0.135
2003-06-25,0.2503
2003-06-26,3.2463
2003-06-27,-1.7488000000000001
2003-06-30,-0.5681
2003-07-01,1.0093
2003-07-02,-0.641
2003-07-03,0.5503
2003-07-07,2.208
2003-07-08,0.0
2003-07-09,0.6278
2003-07-10,0.8073
2003-07-11,1.0557
2003-07-14,1.0447
2003-07-15,0.6952
2003-07-16,-0.6373
2003-07-17,-2.1734999999999998
2003-07-18,1.1637
2003-07-21,0.5959
2003-07-22,-0.3937
2003-07-23,0.1976
2003-07-24,-1.1117
2003-07-25,2.9012000000000002
2003-07-28,1.5154
2003-07-29,1.8747
2003-07-30,0.2385
2003-07-31,-0.6629
2003-08-01,-2.1903
2003-08-04,-0.7173
2003-08-05,4.5286
2003-08-06,-2.5455
2003-08-07,0.2249
2003-08-08,-0.6386
2003-08-11,-0.2953
2003-08-12,0.4355
2003-08-13,0.399
2003-08-14,0.501
2003-08-15,1.5988
2003-08-18,1.3706
2003-08-19,0.1502
2003-08-20,-3.3333
2003-08-21,0.3966
2003-08-22,-1.8547
2003-08-25,-0.2625
2003-08-26,0.2632
2003-08-27,-0.28
2003-08-28,0.4562
2003-08-29,0.8384
2003-09-02,1.6802000000000001
2003-09-03,-1.3799000000000001
2003-09-04,-1.6238000000000001
2003-09-05,0.0702
2003-09-08,1.7547000000000001
2003-09-09,-2.259
2003-09-10,-0.8116
2003-09-11,0.0534
2003-09-12,0.0
2003-09-15,0.6222
2003-09-16,0.9541
2003-09-17,1.1551
2003-09-18,1.7301
2003-09-19,-0.5952
2003-09-22,-0.3593
2003-09-23,0.5666
2003-09-24,-1.6049
2003-09-25,-0.937
2003-09-26,-2.1019
2003-09-29,1.3418999999999999
2003-09-30,0.1236
2003-10-01,0.4937
2003-10-02,-1.123
2003-10-03,0.3017
2003-10-06,0.3715
2003-10-07,0.1586
2003-10-08,-0.792
2003-10-09,0.3371
2003-10-10,0.389
2003-10-13,-0.229
2003-10-14,-0.4413
2003-10-15,-0.1773
2003-10-16,3.3925
2003-10-17,-0.8933
2003-10-20,1.9414
2003-10-21,-0.2891
2003-10-22,-1.0914
2003-10-23,0.7759
2003-10-24,0.5475
2003-10-27,-0.5105
2003-10-28,3.0956
2003-10-29,1.2442
2003-10-30,2.3759
2003-10-31,-0.6882
2003-11-03,2.9815
2003-11-04,-2.3474
2003-11-05,0.5609
2003-11-06,0.1116
2003-11-07,1.2257
2003-11-10,1.1165
2003-11-11,0.7932
2003-11-12,1.3578000000000001
2003-11-13,1.0808
2003-11-14,-1.6114000000000002
2003-11-17,0.1071
2003-11-18,-1.9572
2003-11-19,1.4192
2003-11-20,-0.8919
2003-11-21,2.0481
2003-11-24,2.6273
2003-11-25,-0.6341
2003-11-26,-0.4026
2003-11-28,0.9581
2003-12-01,2.0611
2003-12-02,-0.77
2003-12-03,-1.3176999999999999
2003-12-04,1.2315
2003-12-05,-1.5096
2003-12-08,2.3214
2003-12-09,-3.0105
2003-12-10,-0.1499
2003-12-11,2.8683
2003-12-12,-0.1606
2003-12-15,-1.6522999999999999
2003-12-16,0.0743
2003-12-17,-1.0845
2003-12-18,0.781
2003-12-19,0.5961
2003-12-22,0.8
2003-12-23,0.5585
2003-12-24,-0.5262
2003-12-26,-0.573
2003-12-29,1.1379
2003-12-30,-0.2776
2003-12-31,-0.9817
2004-01-02,-1.2134
2004-01-05,0.0449
2004-01-06,-0.3743
2004-01-07,0.2104
2004-01-08,-0.015
2004-01-09,2.0699
2004-01-12,1.3519
2004-01-13,0.9279
2004-01-14,0.2442
2004-01-15,-1.605
2004-01-16,0.4952
2004-01-20,0.0
2004-01-21,0.7246
2004-01-22,1.6547
2004-01-23,0.0
2004-01-26,1.9533
2004-01-27,-1.4855
2004-01-28,-1.5502
2004-01-29,1.0163
2004-01-30,-0.5952
2004-02-02,-0.1711
2004-02-03,1.8992
2004-02-04,-0.7007
2004-02-05,-1.5947
2004-02-06,0.9895
2004-02-09,0.0426
2004-02-10,1.4336
2004-02-11,2.0571
2004-02-12,-1.2066
2004-02-13,-1.0687
2004-02-17,0.463
2004-02-18,-0.8798
2004-02-19,-2.4514
2004-02-20,-1.0254
2004-02-23,2.9184
2004-02-24,1.7454
2004-02-25,-0.294
2004-02-26,0.1258
2004-02-27,-0.1954
2004-03-01,1.5944
2004-03-02,1.8309
2004-03-03,-0.5408
2004-03-04,-2.3243
2004-03-05,-1.1272
2004-03-08,1.0977999999999999
2004-03-09,0.5708
2004-03-10,0.0277
2004-03-11,-0.0138
2004-03-12,0.5675
2004-03-15,-0.3028
2004-03-16,0.2623
2004-03-17,-0.0138
2004-03-18,-0.6747
2004-03-19,-1.6082
2004-03-22,-1.7894999999999999
2004-03-23,-0.8321
2004-03-24,0.6655
2004-03-25,0.6036
2004-03-26,-0.4571
2004-03-29,1.0333
2004-03-30,0.7102
2004-03-31,0.5501
2004-04-01,1.7113
2004-04-02,1.6136
2004-04-05,3.1488
2004-04-06,-0.25
2004-04-07,1.3719000000000001
2004-04-08,-0.6246
2004-04-12,0.8118
2004-04-13,-1.7795
2004-04-14,-0.9521
2004-04-15,-0.5741
2004-04-16,2.4037
2004-04-19,1.0884
2004-04-20,-0.8951
2004-04-21,1.9241000000000001
2004-04-22,1.7208
2004-04-23,-1.01
2004-04-26,-0.4591
2004-04-27,-5.7015
2004-04-28,-3.4783
2004-04-29,-0.0985
2004-04-30,-0.7045
2004-05-03,0.4115
2004-05-04,-1.286
2004-05-05,1.5891
2004-05-06,-1.8178999999999998
2004-05-07,-0.5454
2004-05-10,-1.068
2004-05-11,1.0503
2004-05-12,-0.0722
2004-05-13,-0.0289
2004-05-14,-0.6069
2004-05-17,-1.294
2004-05-18,0.4714
2004-05-19,-1.2462
2004-05-20,-2.3605
2004-05-21,-0.6386
2004-05-24,0.0765
2004-05-25,0.4281
2004-05-26,1.9032
2004-05-27,0.4781
2004-05-28,-0.1338
2004-06-01,2.0101
2004-06-02,0.0584
2004-06-03,-0.0729
2004-06-04,-0.146
