ticker,CVLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,-2.1127
2000-01-11,0.0
2000-01-12,-0.7194
2000-01-13,0.0
2000-01-14,-7.2464
2000-01-19,-5.4688
2000-01-20,-0.8264
2000-01-24,7.4547
2000-01-28,0.0
2000-02-02,-6.25
2000-02-04,0.0
2000-02-08,-1.6667
2000-02-09,-3.3898
2000-02-11,-0.8772
2000-02-15,0.0
2000-02-16,-0.885
2000-02-17,0.0
2000-02-18,0.0
2000-02-23,-1.7856999999999998
2000-02-28,0.0
2000-03-01,9.0909
2000-03-07,-10.0
2000-03-14,-5.5556
2000-03-17,-3.9215999999999998
2000-03-21,4.0816
2000-03-22,-0.9804
2000-03-28,2.9703
2000-03-29,-1.4423
2000-04-05,-1.4634
2000-04-10,2.9703
2000-04-13,-2.8846
2000-04-14,1.9802
2000-04-18,-5.8252
2000-04-20,7.0928
2000-04-25,-3.3981
2000-04-26,-1.5074999999999998
2000-05-02,4.0816
2000-05-04,-3.9215999999999998
2000-05-11,2.8571
2000-05-16,0.0
2000-05-23,6.25
2000-05-24,-1.9607999999999999
2000-05-30,-1.0
2000-06-09,3.0303
2000-06-20,-3.9215999999999998
2000-06-26,-9.1837
2000-06-27,0.0
2000-06-28,0.0
2000-06-30,0.0
2000-07-06,-1.1236
2000-07-07,1.1364
2000-07-19,3.3708
2000-07-21,2.1304
2000-07-27,-5.3763
2000-07-28,6.8182
2000-08-04,-1.0638
2000-08-07,-3.2258
2000-08-09,6.6667
2000-08-17,-3.125
2000-08-18,3.2258
2000-08-21,0.0
2000-08-22,-3.125
2000-09-07,3.7634
2000-09-13,-3.6269
2000-09-19,0.0
2000-09-20,-4.3011
2000-09-22,3.3708
2000-09-25,-3.2609
2000-09-27,-1.1236
2000-09-28,2.2727
2000-10-04,0.0
2000-10-05,1.1111
2000-10-06,-3.2967
2000-10-10,3.4091
2000-10-19,-2.7473
2000-10-20,3.3446
2000-10-23,-0.5525
2000-10-24,-2.2222
2000-10-25,0.0
2000-10-31,2.2727
2000-11-02,1.1111
2000-11-03,0.0
2000-11-10,-3.2967
2000-11-14,3.4091
2000-11-15,4.3956
2000-11-16,-4.2105
2000-11-20,4.3956
2000-11-29,0.0
2000-12-07,0.0
2000-12-08,3.1579
2000-12-11,4.0816
2000-12-13,5.8824
2000-12-14,-6.4815
2000-12-20,0.0
2000-12-28,18.8119
2000-12-29,5.8333
2001-01-02,0.7874
2001-01-03,-6.25
2001-01-04,7.5
2001-01-12,0.7752
