ticker,CAMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-09,0.0
2000-02-23,50.0
2000-03-08,300.0
2000-03-23,-75.0
2000-03-24,300.0
2000-03-31,-75.0
2000-04-05,-20.0
2000-11-29,-79.1667
2000-12-29,-96.8
2001-01-08,21775.0
2007-10-15,14.2857
2007-10-31,0.0
2007-11-02,-40.0
2007-11-06,0.0
2007-11-21,33.3333
2007-12-18,-75.0
2007-12-19,100.0
2007-12-31,-50.0
2008-06-02,200.0
2008-09-25,0.0
2008-10-13,0.0
2008-11-03,0.0
2008-11-07,-33.3333
2008-12-05,0.0
2009-01-14,-30.0
2009-01-15,0.0
2009-01-22,42.8571
2009-01-23,0.0
2009-02-26,-40.0
2009-04-14,-33.3333
2009-05-04,0.0
2009-05-20,0.0
2009-06-09,0.0
2009-08-27,150.0
2009-09-01,-40.0
2009-09-02,66.6667
2010-01-07,-59.0
2010-04-26,0.0
2010-07-30,0.0
2010-09-14,0.0
2010-10-26,0.0
2010-11-19,0.0
2011-02-23,0.0
2011-04-18,-73.1707
2011-07-29,1172.7273
2011-08-01,0.0
2011-08-08,164.2857
2011-08-09,-18.9189
2011-08-11,0.0
2011-08-18,70.0
2011-08-19,0.0
2011-08-23,0.0
2011-08-26,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-15,0.0
2011-10-10,0.0
2011-11-10,-80.5229
2011-11-15,-0.6711
2011-12-14,-72.973
2011-12-16,0.0
2011-12-27,0.0
2011-12-30,-87.5
2012-04-19,120.0
2012-04-24,1254.5455
2012-04-25,34.2282
2012-04-30,-47.5
2012-05-02,115.2381
2012-05-04,21.6814
2012-05-08,27.2727
2012-05-09,14.2857
2012-05-14,0.0
2012-05-18,0.0
2012-05-21,0.0
2012-05-25,0.0
2012-09-14,-0.25
2012-12-17,-74.6867
2013-01-16,246.5347
2013-01-17,-14.2857
2013-01-25,-8.3333
2013-02-25,-63.6364
2013-03-01,0.0
2013-03-07,0.0
2013-03-13,-10.0
2013-04-18,11.1111
2013-04-23,0.0
2013-05-07,0.0
2013-05-13,-25.0
2013-05-23,100.0
2013-05-30,-6.6667
2013-05-31,-20.7143
2013-06-05,-9.9099
2013-06-17,0.0
2013-06-18,0.0
2013-06-25,0.0
2013-06-27,-20.0
2013-06-28,63.75
2013-07-01,-3.8167999999999997
2013-07-09,-36.5079
2013-07-11,-12.5
2013-07-15,0.0
2013-07-17,-14.2857
2013-07-25,-33.3333
2013-07-30,-25.0
2013-08-02,-20.0
2013-08-05,0.0
2013-08-09,4.1667
2013-08-12,0.0
2013-08-13,0.0
2013-08-20,0.0
2013-08-22,-20.0
2013-09-05,0.0
2013-10-09,0.0
2013-10-14,-5.0
2013-11-06,-5.2632
2013-12-18,-22.2222
2014-02-07,28.5714
2014-03-27,0.0
2014-04-01,5.5556
2014-04-14,-47.3684
2014-04-30,0.0
2014-05-12,10.0
2014-06-18,-18.1818
2014-09-22,1.1111
2014-10-31,20.8791
2014-12-09,-27.2727
2014-12-30,-37.5
2015-02-20,-90.0
2015-03-13,4900.0
2015-03-16,-16.0
2015-03-17,-28.5714
2015-03-18,26.6667
2015-03-19,-31.5789
2015-03-20,-23.0769
2015-03-24,-10.0
2015-03-25,93.3333
2015-03-26,-25.2874
2015-04-01,0.0
2015-04-10,0.0
2015-04-16,-15.3846
2015-04-23,-4.5455
2015-05-28,0.0
2015-06-09,-14.2857
2015-07-07,5.5556
2015-07-23,-5.2632
2015-08-12,0.0
2015-08-13,0.0
2015-08-17,-11.1111
2015-08-26,-12.5
2015-09-03,-14.2857
2015-09-11,0.0
2015-09-23,-16.6667
2015-12-09,0.0
2015-12-29,-10.0
2016-02-19,33.3333
2016-03-17,-33.3333
2016-06-17,0.0
2016-08-12,0.0
2016-09-15,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-02-10,0.0
2017-04-25,-25.0
2017-06-27,0.0
2017-07-28,0.0
2017-08-16,0.0
2017-08-23,0.0
2017-10-03,0.0
2017-12-15,0.0
2018-02-08,-33.3333
2018-03-14,100.0
2018-03-16,-50.0
2018-04-25,0.0
2018-06-27,0.0
2018-07-02,0.0
2018-07-25,0.0
2018-09-11,0.0
2019-03-13,0.0
2019-04-03,0.0
2019-09-11,-10.0
2019-09-17,0.0
2019-10-10,-16.6667
2019-11-18,-33.3333
2019-11-19,-40.0
2019-12-11,-16.6667
2020-01-13,0.0
2020-01-24,100.0
2020-02-11,-50.0
2020-02-24,260.0
2020-02-25,0.0
2020-04-29,-72.2222
2020-05-13,200.0
2020-05-26,-80.0
