ticker,BTU US Equity
2017-08-23,1.8559
2017-08-24,-0.6431
2017-08-25,0.2517
2017-08-28,2.5465999999999998
2017-08-29,-2.1686
2017-08-30,0.5363
2017-08-31,3.1294
2017-09-01,3.7931
2017-09-05,-3.3555
2017-09-06,3.4032
2017-09-07,-0.5984
2017-09-08,-2.0401
2017-09-11,1.0584
2017-09-12,0.6419
2017-09-13,2.7526
2017-09-14,-1.4374
2017-09-15,-1.9556
2017-09-18,0.7776
2017-09-19,-1.6437
2017-09-20,-0.7844
2017-09-21,1.1
2017-09-22,0.374
2017-09-25,0.813
2017-09-26,-0.2688
2017-09-27,-0.5391
2017-09-28,-1.3889
2017-09-29,-0.3435
2017-10-02,3.0679
2017-10-03,-0.9365
2017-10-04,0.0
2017-10-05,0.7427
2017-10-06,-1.1729
2017-10-09,-0.5086
2017-10-10,0.2045
2017-10-11,-0.9864
2017-10-12,-1.6489
2017-10-13,-0.8383
2017-10-16,1.6202999999999999
2017-10-17,0.4853
2017-10-18,0.0
2017-10-19,1.1383
2017-10-20,2.1828
2017-10-23,-1.7690000000000001
2017-10-24,2.0387
2017-10-25,3.2301
2017-10-26,-0.1935
2017-10-27,-0.808
2017-10-30,-0.3258
2017-10-31,0.9807
2017-11-01,2.7193
2017-11-02,-0.0945
2017-11-03,-0.4732
2017-11-06,1.046
2017-11-07,-0.7528
2017-11-08,-0.3793
2017-11-09,-1.4277
2017-11-10,0.0966
2017-11-13,0.2572
2017-11-14,0.6735
2017-11-15,-0.6053
2017-11-16,0.7692
2017-11-17,0.159
2017-11-20,1.5243
2017-11-21,-0.0313
2017-11-22,0.4693
2017-11-24,1.8063
2017-11-27,-0.8871
2017-11-28,1.821
2017-11-29,-0.1819
2017-11-30,1.154
2017-12-01,1.7711999999999999
2017-12-04,-0.7965
2017-12-05,-1.3381
2017-12-06,1.085
2017-12-07,1.3417
2017-12-08,0.7355
2017-12-11,2.7744999999999997
2017-12-12,0.1137
2017-12-13,1.6747
2017-12-14,-0.8654
2017-12-15,-0.0282
2017-12-18,2.3099
2017-12-19,0.2203
2017-12-20,2.0879
2017-12-21,2.2605
2017-12-22,1.1842
2017-12-26,1.6644999999999999
2017-12-27,-0.9721
2017-12-28,2.1441
2017-12-29,-0.4299
2018-01-02,0.1524
2018-01-03,-0.7101
2018-01-04,0.8429
2018-01-05,1.1905000000000001
2018-01-08,0.1252
2018-01-09,-0.4
2018-01-10,0.1255
2018-01-11,1.0278
2018-01-12,0.7692
2018-01-16,-2.5362999999999998
2018-01-17,1.0611
2018-01-18,-0.525
2018-01-19,0.5026
2018-01-22,0.5751
2018-01-23,-0.5719
2018-01-24,0.2501
2018-01-25,0.5488
2018-01-26,1.4885
2018-01-29,-0.22
2018-01-30,-0.9799
2018-01-31,-0.0247
2018-02-01,1.1136
2018-02-02,-1.9824000000000002
2018-02-05,-2.6467
2018-02-06,3.9754
2018-02-07,-0.5673
2018-02-08,-6.6981
2018-02-09,1.5953
2018-02-12,1.3871
2018-02-13,3.0976
2018-02-14,3.5303
2018-02-15,0.4716
2018-02-16,-2.1241
2018-02-20,-1.6522999999999999
2018-02-21,-0.4012
2018-02-22,0.1259
2018-02-23,2.8916
2018-02-26,1.0997
2018-02-27,-0.6285
2018-02-28,-0.973
2018-03-01,0.4913
2018-03-02,0.88
2018-03-05,-1.4538
2018-03-06,1.0573
2018-03-07,-0.2676
2018-03-08,-2.4884
2018-03-09,-3.6527
2018-03-12,-0.2597
2018-03-13,2.1088
2018-03-14,0.357
2018-03-15,1.2449
2018-03-16,0.7277
2018-03-19,-3.7866999999999997
2018-03-20,3.1330999999999998
2018-03-21,0.3264
2018-03-22,-4.2543
2018-03-23,-0.9671
2018-03-26,2.3225
2018-03-27,-3.9464
2018-03-28,-2.0408
2018-03-29,0.0548
2018-04-02,1.2877
2018-04-03,2.1639
2018-04-04,-1.5886
2018-04-05,-1.8563
2018-04-06,-1.6721
2018-04-09,0.7248
2018-04-10,2.6017
2018-04-11,-1.8074
2018-04-12,0.6319
2018-04-13,0.3276
2018-04-16,-2.9932
2018-04-17,2.3562
2018-04-18,2.1924
2018-04-19,2.8158
2018-04-20,0.5216
2018-04-23,-0.7006
2018-04-24,-0.7316
2018-04-25,-0.3948
2018-04-26,-2.7484
2018-04-27,-1.7934999999999999
2018-04-30,1.9646
2018-05-01,-1.0312
2018-05-02,1.7274
2018-05-03,0.4852
2018-05-04,1.5826
2018-05-07,0.3433
2018-05-08,-2.0263
2018-05-09,1.0475
2018-05-10,1.1696
2018-05-11,1.8129
2018-05-14,3.0194
2018-05-15,0.4008
2018-05-16,3.0689
2018-05-17,1.9365999999999999
2018-05-18,-0.843
2018-05-21,1.4169
2018-05-22,-3.031
2018-05-23,0.757
2018-05-24,0.4847
2018-05-25,0.0
2018-05-29,0.7959
2018-05-30,3.1587
2018-05-31,0.3711
2018-06-01,4.807
2018-06-04,0.2646
2018-06-05,2.6170999999999998
2018-06-06,0.3
2018-06-07,0.1709
2018-06-08,-0.0427
2018-06-11,-0.6615
2018-06-12,-0.3008
2018-06-13,-1.2066
2018-06-14,3.5115
2018-06-15,-1.3485
2018-06-18,-0.3845
2018-06-19,-1.072
2018-06-20,0.3468
2018-06-21,-1.3607
2018-06-22,0.7226
2018-06-25,-3.0217
2018-06-26,1.076
2018-06-27,-0.5544
2018-06-28,-0.7583
2018-06-29,2.2022
2018-07-02,-0.7696
2018-07-03,-0.5318
2018-07-05,0.0
2018-07-06,0.8688
2018-07-09,0.3975
2018-07-10,0.9679
2018-07-11,-3.5076
2018-07-12,0.0903
2018-07-13,-1.173
2018-07-16,0.1141
2018-07-17,0.2736
2018-07-18,1.6825999999999999
2018-07-19,-1.4088
2018-07-20,0.567
2018-07-23,-2.0749
2018-07-24,0.1842
2018-07-25,-0.6897
2018-07-26,1.9444
2018-07-27,-0.2952
2018-07-30,-3.3022
2018-07-31,0.0707
2018-08-01,0.4119
2018-08-02,1.669
2018-08-03,-0.5087
2018-08-06,0.0
2018-08-07,0.488
2018-08-08,1.5032
2018-08-09,-0.7519
2018-08-10,-0.4362
2018-08-13,-1.9138
2018-08-14,-0.2821
2018-08-15,-4.0547
2018-08-16,1.5725
2018-08-17,0.8708
2018-08-20,0.7194
2018-08-21,2.0952
2018-08-22,-0.1399
2018-08-23,-1.5647
2018-08-24,-0.4033
2018-08-27,0.0476
2018-08-28,-0.6667
2018-08-29,-1.0547
2018-08-30,-1.2355
2018-08-31,1.3245
2018-09-04,0.0242
2018-09-05,1.2101
2018-09-06,1.2195
2018-09-07,0.5433
2018-09-10,-0.094
2018-09-11,1.7404
2018-09-12,1.8955
2018-09-13,-0.4991
2018-09-14,-0.228
2018-09-17,-3.2221
2018-09-18,1.5112
2018-09-19,0.3257
2018-09-20,-2.991
2018-09-21,0.4063
2018-09-24,0.2618
2018-09-25,0.5461
2018-09-26,-0.9917
2018-09-27,-1.7887
2018-09-28,-13.4531
2018-10-01,-0.0561
2018-10-02,0.8141
2018-10-03,0.3899
2018-10-04,-1.5257
2018-10-05,2.2535
2018-10-08,1.2121
2018-10-09,-2.8579
2018-10-10,-4.2309
2018-10-11,2.7209
2018-10-12,-0.1994
2018-10-15,0.5137
2018-10-16,3.322
2018-10-17,-0.7969
2018-10-18,-0.6648
2018-10-19,-0.8366
2018-10-22,0.3937
2018-10-23,-0.2521
2018-10-24,-4.437
2018-10-25,3.2324
2018-10-26,-0.3701
2018-10-29,-3.1429
2018-10-30,3.8053
2018-10-31,1.1124
2018-11-01,-3.6671
2018-11-02,0.9663
2018-11-05,1.0731
2018-11-06,1.2912
2018-11-07,1.4731
2018-11-08,-0.2233
2018-11-09,-1.455
2018-11-12,0.5679
2018-11-13,2.4845
2018-11-14,-1.6529
2018-11-15,-1.2885
2018-11-16,0.1135
2018-11-19,-2.3243
2018-11-20,-6.8195
2018-11-21,0.6229
2018-11-23,-3.4664
2018-11-26,-3.0458
2018-11-27,-0.496
2018-11-28,4.3868
2018-11-29,-0.8278
2018-11-30,-0.0321
2018-12-03,5.6198
2018-12-04,-0.5473
2018-12-06,-6.2366
2018-12-07,0.9782
2018-12-10,0.6781
2018-12-11,0.1924
2018-12-12,1.1524
2018-12-13,2.8165
2018-12-14,-6.1865
2018-12-17,2.5262000000000002
2018-12-18,-0.352
2018-12-19,-0.1285
2018-12-20,-2.1865
2018-12-21,-1.6437
2018-12-24,-0.869
2018-12-26,3.1355
2018-12-27,-0.2288
2018-12-28,-0.1311
2018-12-31,0.0
2019-01-02,2.1982
2019-01-03,-2.3114
2019-01-04,3.4505
2019-01-07,-3.1766
2019-01-08,2.4606
2019-01-09,1.6651
2019-01-10,0.7559
2019-01-11,-0.2188
2019-01-14,1.1591
2019-01-15,-2.3227
2019-01-16,3.3291
2019-01-17,4.7561
2019-01-18,1.5817
2019-01-22,-1.7301
2019-01-23,1.2324
2019-01-24,1.3623
2019-01-25,1.3439999999999999
2019-01-28,0.6772
2019-01-29,-1.065
2019-01-30,2.5212
2019-01-31,-1.354
2019-02-01,0.1961
2019-02-04,-0.8107
2019-02-05,1.0428
2019-02-06,-10.5997
2019-02-07,-3.6193
2019-02-08,-3.7553
2019-02-11,-0.3027
2019-02-12,2.3617
2019-02-13,2.472
2019-02-14,-0.7398
2019-02-15,1.0045
2019-02-19,0.2246
2019-02-20,-0.225
2019-02-21,-3.9948
2019-02-22,4.0604
2019-02-25,-1.3222
2019-02-26,-0.2288
2019-02-27,4.3236
2019-02-28,-3.1397
2019-03-01,4.4084
2019-03-04,-3.0115
2019-03-05,1.8246
2019-03-06,-0.6602
2019-03-07,-0.4747
2019-03-08,-2.5437
2019-03-11,0.4894
2019-03-12,0.7254
2019-03-13,1.3032
2019-03-14,-1.9973
2019-03-15,1.658
2019-03-18,1.597
2019-03-19,0.301
2019-03-20,-1.3338
2019-03-21,1.4194
2019-03-22,-3.5322
2019-03-25,-1.7962
2019-03-26,-0.1759
2019-03-27,-0.8104
2019-03-28,0.746
2019-03-29,-0.1058
2019-04-01,1.2001
2019-04-02,-1.9533
2019-04-03,-3.095
2019-04-04,2.9369
2019-04-05,-0.1783
2019-04-08,0.3215
2019-04-09,-1.9586999999999999
2019-04-10,1.4893
2019-04-11,0.4653
2019-04-12,3.135
2019-04-15,-3.1779
2019-04-16,0.2141
2019-04-17,0.6052
2019-04-18,1.2739
2019-04-22,1.2928
2019-04-23,2.6561
2019-04-24,0.3024
2019-04-25,-1.5074999999999998
2019-04-26,3.2653
2019-04-29,-1.5152
2019-04-30,-3.7793
2019-05-01,-5.5961
2019-05-02,1.5832000000000002
2019-05-03,5.1468
2019-05-06,0.6549
2019-05-07,-0.7877
2019-05-08,-2.3818
2019-05-09,2.6521
2019-05-10,1.9635
2019-05-13,-6.9595
2019-05-14,3.1954
2019-05-15,-0.0352
2019-05-16,-1.0208
2019-05-17,-5.3343
2019-05-20,0.263
2019-05-21,-0.0749
2019-05-22,-4.5986
2019-05-23,-3.3979
2019-05-24,2.2495
2019-05-28,-0.48
2019-05-29,-1.6077
2019-05-30,-3.3088
2019-05-31,-0.6337
2019-06-03,0.8078
2019-06-04,1.6449
2019-06-05,-2.8631
2019-06-06,-0.7689
2019-06-07,0.9901
2019-06-10,0.682
2019-06-11,-1.0584
2019-06-12,-3.6371
2019-06-13,-1.1545
2019-06-14,-2.336
2019-06-17,1.8399
2019-06-18,1.4905
2019-06-19,3.7828
2019-06-20,0.8148
2019-06-21,1.2761
2019-06-24,0.0
2019-06-25,-4.2419
2019-06-26,0.8772
2019-06-27,-0.2174
2019-06-28,5.0109
2019-07-01,0.332
2019-07-02,-5.0868
2019-07-03,0.1307
2019-07-05,2.2628
2019-07-08,1.0638
2019-07-09,-3.4947
2019-07-10,1.2216
2019-07-11,-1.0345
2019-07-12,1.2195
2019-07-15,-1.0327
2019-07-16,-0.087
2019-07-17,-0.5657
2019-07-18,-1.0503
2019-07-19,0.575
2019-07-22,1.1873
2019-07-23,1.8688
2019-07-24,0.5973
2019-07-25,-3.944
2019-07-26,0.574
2019-07-29,-3.2485
2019-07-30,0.363
2019-07-31,-4.792
2019-08-01,-11.6334
2019-08-02,-1.021
2019-08-05,-2.0087
2019-08-06,-0.8864
2019-08-07,-1.2856
2019-08-08,4.7565
2019-08-09,-2.0
2019-08-12,1.7099
2019-08-13,1.8980000000000001
2019-08-14,-2.5013
2019-08-15,3.0568
2019-08-16,1.589
2019-08-19,2.0334
2019-08-20,-0.3832
2019-08-21,1.6021
2019-08-22,-7.4771
2019-08-23,-3.7382999999999997
2019-08-26,2.2843999999999998
2019-08-27,-2.9034
2019-08-28,0.115
2019-08-29,3.2165
2019-08-30,2.5598
2019-09-03,-0.217
2019-09-04,1.1419
2019-09-05,-10.9677
2019-09-06,2.1135
2019-09-09,6.2685
2019-09-10,3.7841
2019-09-11,-0.6434
2019-09-12,-0.8635
2019-09-13,-0.5988
2019-09-16,2.8478
2019-09-17,-1.3845
2019-09-18,-5.9395
2019-09-19,-2.2388
2019-09-20,-8.9841
2019-09-23,-3.0323
2019-09-24,-3.5263
2019-09-25,3.3793
2019-09-26,-0.0667
2019-09-27,-0.2003
2019-09-30,-1.5385
2019-10-01,-2.9212
2019-10-02,1.5394999999999999
2019-10-03,-0.0689
2019-10-04,1.3103
2019-10-07,-1.3615
2019-10-08,-3.1056
2019-10-09,2.7066
2019-10-10,2.3578
2019-10-11,5.0813
2019-10-14,-0.5158
2019-10-15,2.5275
2019-10-16,-0.6953
2019-10-17,1.655
2019-10-18,-3.5692
2019-10-21,-0.7792
2019-10-22,3.7958
2019-10-23,2.6482
2019-10-24,-2.887
2019-10-25,-0.3163
2019-10-28,1.7766
2019-10-29,-21.2905
2019-10-30,-5.1282
2019-10-31,-11.0642
2019-11-01,-2.944
2019-11-04,1.8591
2019-11-05,3.7464
2019-11-06,0.6481
2019-11-07,-0.092
2019-11-08,-2.0258
2019-11-11,-1.2218
2019-11-12,-8.373
2019-11-13,0.7269
2019-11-14,-0.5155
2019-11-15,-1.4508
2019-11-18,-5.4679
2019-11-19,0.7786
2019-11-20,-1.1038000000000001
2019-11-21,0.6696
2019-11-22,4.7672
2019-11-25,3.9153000000000002
2019-11-26,-2.2403
2019-11-27,1.0417
2019-11-29,-0.2062
2019-12-02,-6.3017
2019-12-03,0.3308
2019-12-04,-0.5495
2019-12-05,1.9889999999999999
2019-12-06,4.3337
2019-12-09,2.4922
2019-12-10,0.4053
2019-12-11,-0.5045
2019-12-12,2.7382999999999997
2019-12-13,-0.2962
2019-12-16,2.1782
2019-12-17,-7.1705
2019-12-18,0.7307
2019-12-19,-5.8031
2019-12-20,-0.5501
2019-12-23,0.1106
2019-12-24,1.2155
2019-12-26,1.9651
2019-12-27,2.1413
2019-12-30,-4.0881
2019-12-31,-0.3279
2020-01-02,9.5395
2020-01-03,0.5005
2020-01-06,-1.2948
2020-01-07,-4.3391
2020-01-08,-2.6371
2020-01-09,-2.3835
2020-01-10,-4.3285
2020-01-13,4.8724
2020-01-14,-0.4425
2020-01-15,-6.3333
2020-01-16,3.0842
2020-01-17,-1.3809
2020-01-21,-5.4842
2020-01-22,-2.0987999999999998
2020-01-23,-3.9092000000000002
2020-01-24,-1.9685000000000001
2020-01-27,-0.1339
2020-01-28,-6.8365
2020-01-29,-0.4317
2020-01-30,0.8671
2020-01-31,-3.1519
2020-02-03,0.4438
2020-02-04,9.1311
2020-02-05,25.641
2020-02-06,-3.8668
2020-02-07,-5.0279
2020-02-10,-2.2353
2020-02-11,-2.8881
2020-02-12,-4.3371
2020-02-13,0.6477
2020-02-14,-4.1184
2020-02-18,-0.9396
2020-02-19,4.7425
2020-02-20,-2.5873
2020-02-21,-7.8353
2020-02-24,-3.6023
2020-02-25,-3.5874
2020-02-26,-14.7287
2020-02-27,8.0
2020-02-28,-1.6835
2020-03-02,-12.1575
2020-03-03,-0.7797
2020-03-04,0.5894
2020-03-05,-4.1016
2020-03-06,-5.2953
2020-03-09,-19.1398
2020-03-10,0.5319
2020-03-11,-24.6032
2020-03-12,-9.473700000000001
2020-03-13,35.2713
2020-03-16,-1.1461000000000001
2020-03-17,26.087
2020-03-18,-24.3678
2020-03-19,15.8055
2020-03-20,-13.1234
2020-03-23,-3.9275
2020-03-24,3.4591
2020-03-25,-5.1672
2020-03-26,-8.9744
2020-03-27,-1.0563
2020-03-30,-3.9146
2020-03-31,7.4074
2020-04-01,10.6897
2020-04-02,5.6075
2020-04-03,-11.2094
2020-04-06,8.6379
2020-04-07,-8.2569
2020-04-08,-1.0
2020-04-09,12.4579
2020-04-13,9.2814
2020-04-14,10.137
2020-04-15,-12.6866
2020-04-16,-10.8262
2020-04-17,7.0288
2020-04-20,3.8806000000000003
2020-04-21,-4.023
2020-04-22,0.0
2020-04-23,-10.479
2020-04-24,-11.0368
2020-04-27,7.8947
2020-04-28,4.5296
2020-04-29,8.6667
2020-04-30,3.9877000000000002
2020-05-01,-4.7198
2020-05-04,0.3096
2020-05-05,-8.9506
2020-05-06,-4.7458
2020-05-07,-2.847
2020-05-08,35.5311
2020-05-11,0.0
2020-05-12,-5.1350999999999996
2020-05-13,-14.5299
2020-05-14,0.6667
2020-05-15,-2.649
2020-05-18,9.5238
2020-05-19,-2.1739
2020-05-20,5.3968
2020-05-21,3.3133
2020-05-22,-6.414
2020-05-26,-1.8692
2020-05-27,3.1746
2020-05-28,0.9231
2020-05-29,-3.9634
2020-06-01,-3.4920999999999998
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,9.5395
2020-06-05,29.7297
2020-06-08,16.4352
2020-06-09,-2.1869
2020-06-10,-8.3333
2020-06-11,-23.5033
2020-06-12,1.1594
2020-06-15,-2.2923
2020-06-16,3.5191
2020-06-17,-8.7819
2020-06-18,-3.7267
2020-06-19,1.2903
2020-06-22,-0.3185
2020-06-23,0.0
2020-06-24,-1.278
2020-06-25,0.3236
2020-06-26,-1.9355
2020-06-29,-2.6316
2020-06-30,-2.7027
2020-07-01,-4.8611
2020-07-02,0.365
2020-07-06,5.0909
2020-07-07,-1.7301
2020-07-08,-2.8169
2020-07-09,-2.1739
2020-07-10,6.2963000000000005
2020-07-13,-3.1359
2020-07-14,-2.1583
2020-07-15,8.8235
2020-07-16,0.6757
2020-07-17,-0.3356
2020-07-20,-2.3569
2020-07-21,3.7931
2020-07-22,-4.6512
2020-07-23,8.0139
2020-07-24,10.0
2020-07-27,-7.9179
2020-07-28,2.5478
2020-07-29,2.4845
2020-07-30,-3.0303
2020-07-31,-2.5
