ticker,ORSNU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-02,0.0
2019-08-05,0.0
2019-08-07,0.25
2019-08-09,-0.2494
2019-08-12,0.1
2019-08-14,0.1998
2019-08-16,-0.0997
2019-08-22,0.2994
2019-08-23,-0.398
2019-08-30,0.2997
2019-09-05,-0.0966
2019-09-06,-0.0229
2019-09-09,0.1187
2019-09-10,-0.2978
2019-09-11,0.3996
2019-09-18,-0.199
2019-09-20,0.0
2019-09-23,-0.3988
2019-09-24,0.1161
2019-09-25,0.3
2019-09-26,-0.315
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,-0.099
2019-10-15,0.0991
2019-10-16,0.1
2019-10-17,-0.0999
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.3
2019-10-23,-0.2991
2019-10-24,0.3
2019-10-28,0.1994
2019-10-29,0.0
2019-10-31,0.199
2019-11-01,-0.2115
2019-11-06,0.0826
2019-11-07,0.4276
2019-11-08,0.0
2019-11-11,-0.495
2019-11-12,0.4975
2019-11-13,-0.4931
2019-11-14,0.6945
2019-11-15,-0.4427
2019-11-18,-0.0516
2019-11-19,-0.0993
2019-11-20,0.3966
2019-11-21,-0.0505
2019-11-22,-0.0218
2019-11-25,0.0733
2019-11-26,-0.198
2019-11-27,0.1984
2019-12-03,-0.198
2019-12-04,0.2629
2019-12-05,0.1336
2019-12-06,-0.3953
2019-12-11,0.1984
2019-12-12,0.396
2019-12-13,-0.1972
2019-12-16,2.3468
2019-12-17,-1.1344
2019-12-26,-0.8779
2020-01-02,1.2818
2020-01-06,-1.2665
2020-01-07,0.0
2020-01-09,0.0
2020-01-15,0.002
2020-01-16,0.2936
2020-01-21,0.6876
2020-01-22,0.1493
2020-01-24,-0.6576
2020-02-04,0.8649
2020-02-05,0.6212
2020-02-11,-0.4599
2020-02-12,-0.2213
2020-02-18,-0.18
2020-02-20,-0.3089
2020-02-21,0.9355
2020-03-02,-1.1138
2020-03-03,0.0
2020-03-06,-0.0979
2020-03-09,-0.7578
2020-03-10,1.1588
2020-03-11,-0.3906
2020-03-12,-0.4902
2020-03-16,-4.6305
2020-03-23,-1.8595000000000002
2020-03-25,3.6958
2020-03-26,1.0111
2020-03-27,0.4954
2020-03-30,2.0
2020-04-01,0.2549
2020-04-13,-1.2322
2020-04-14,1.1881
2020-04-15,-1.1742
2020-04-30,-2.0792
2020-05-05,2.1234
2020-05-07,0.495
2020-05-19,-0.4926
2020-05-20,1.0178
2020-05-22,-0.5175
2020-05-26,0.0
2020-05-28,1.4778
2020-06-03,0.0
2020-06-10,0.4854
2020-06-16,1.4493
2020-06-24,0.7619
2020-06-29,-5.0095
2020-07-06,11.9353
2020-07-07,-2.2179
2020-07-09,-2.7273
2020-07-10,0.9346
2020-07-13,0.0
2020-07-14,-1.0648
