ticker,AERS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-02,12.5
2005-12-05,0.0
2005-12-06,22.2222
2005-12-07,-27.2727
2005-12-09,50.0
2005-12-15,-26.6667
2005-12-16,-9.0909
2005-12-23,12.5
2006-01-09,-11.1111
2006-01-11,20.0
2006-01-12,-6.25
2006-01-18,-6.6667
2006-01-19,14.2857
2006-01-27,-10.4167
2006-01-30,0.0
2006-01-31,0.0
2006-02-02,4.6512
2006-02-06,0.0
2006-02-07,-2.2222
2006-02-08,-6.8182
2006-02-10,9.7561
2006-02-13,-4.4444
2006-02-14,0.0
2006-02-15,0.0
2006-02-16,0.0
2006-02-22,16.2791
2006-02-23,6.6
2006-02-24,-2.439
2006-02-27,-11.538499999999999
2006-02-28,8.6957
2006-03-01,6.0
2006-03-02,-5.6604
2006-03-07,10.0
2006-03-08,3.6364
2006-03-09,-3.5088
2006-03-10,3.6364
2006-03-14,-3.5088
2006-03-16,0.0
2006-03-17,-1.8182
2006-03-20,0.0
2006-03-21,7.4074
2006-03-22,3.4483
2006-03-23,-3.3333
2006-03-24,-3.4483
2006-03-27,1.7856999999999998
2006-03-28,1.7544
2006-03-29,0.0
2006-03-30,0.0
2006-03-31,3.4483
2006-04-03,0.0
2006-04-05,0.0
2006-04-10,-1.6667
2006-04-12,-1.6949
2006-04-18,-5.1724
2006-04-20,0.0
2006-04-21,5.4545
2006-04-24,0.0
2006-04-25,-1.7241
2006-04-26,-3.5088
2006-04-27,0.0
2006-04-28,-1.8182
2006-05-01,0.0
2006-05-02,0.0
2006-05-03,1.8519
2006-05-04,0.0
2006-05-05,-1.8182
2006-05-08,1.8519
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,-1.8182
2006-05-15,-1.8519
2006-05-16,-3.7736
2006-05-23,-1.9607999999999999
2006-05-30,-2.0
2006-06-01,0.0
2006-06-02,-8.1633
2006-06-05,-33.3333
2006-06-06,20.0
2006-06-07,11.1111
2006-06-13,5.0
2006-06-22,0.0
2006-06-30,-4.7619
2006-07-14,12.5
2006-07-24,-22.2222
2006-07-31,25.7143
2006-08-02,-2.2727
2006-08-04,0.0
2006-08-07,-9.3023
2006-08-08,-15.3846
2006-08-10,6.0606
2006-08-18,5.7143
2006-08-21,-5.4054
2006-08-28,-5.7143
2006-08-29,0.0
2006-08-30,-9.0909
2006-08-31,0.0
2006-09-05,-33.3333
2006-09-08,15.0
2006-09-11,21.7391
2006-09-13,-7.1429
2006-09-14,-3.8462
2006-09-15,4.0
