ticker,BORT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-10,0.0
2002-07-15,0.0
2002-07-18,0.0
2002-07-22,0.3463
2002-07-26,-0.3898
2002-08-15,0.0
2002-08-19,-0.8696
2002-08-21,0.8772
2002-08-27,0.0
2002-08-30,0.0
2002-09-11,0.0
2002-09-12,0.0
2002-09-17,0.0
2002-09-19,0.0
2002-09-25,0.0
2002-09-27,0.0
2002-10-31,0.3928
2002-11-05,0.0
2002-11-21,-0.8696
2002-12-11,0.8772
2003-01-13,-8.2609
2003-01-15,-0.4739
2003-01-23,5.2128
2003-02-14,2.2727
2003-03-12,-2.2222
2003-04-16,4.5455
2003-05-13,0.3928
2003-09-18,-3.9301
2003-09-30,0.0
2003-10-03,0.0
2003-10-07,0.0
2003-11-06,2.7397
2003-12-17,0.0
2004-01-16,-2.2222
2004-02-26,5.0708
2004-03-08,-2.1739
2004-03-09,3.3333
2004-03-22,-5.3763
2004-03-25,-9.0909
2004-03-26,15.0
2004-04-12,0.0
2004-04-13,-4.3478
2004-04-27,-6.3499
2004-04-28,12.1951
2004-05-07,0.0
2004-06-08,0.0
2004-11-15,-1.1424
2004-11-23,0.0
2004-12-09,0.0
2004-12-29,0.0
2005-01-04,0.0
2005-01-11,6.6667
2005-01-19,-2.0833
2005-02-01,-1.5411000000000001
2005-03-15,0.0
2005-03-28,0.0
2005-06-28,2.7997
2005-08-10,7.1123
2005-08-18,2.0
2005-08-22,-1.9607999999999999
2005-10-25,6.7687
2005-10-27,0.0
2005-10-31,-1.3208
2005-11-02,5.1625
2005-12-01,2.7273
2005-12-05,-0.885
2005-12-07,0.8929
2005-12-08,0.0
2006-01-26,0.6413
2006-02-27,3.5398
2006-02-28,0.0
2006-03-16,0.3419
2006-03-29,2.385
2006-04-04,0.0
2006-04-18,2.3295
2006-04-24,0.5854
2006-06-12,6.5041
2006-06-21,0.458
2006-06-30,-1.2158
2006-07-10,-0.7692
2006-07-25,2.8999
2006-08-01,0.0
2006-08-03,0.0
2006-08-04,-4.5455
2006-08-07,4.7619
2006-08-09,1.5152
2006-10-20,37.3134
2006-10-26,-12.7019
2006-10-31,7.5
2007-01-23,-14.1355
2007-02-14,3.4013999999999998
2007-04-09,6.0526
2007-04-10,0.0
2007-04-19,-0.7444
2007-05-09,3.0151
2007-05-14,1.8293
2007-05-18,-1.7964
2007-06-22,1.2195
2007-08-06,-5.569
2007-08-17,0.0
2007-08-29,0.0
2007-10-10,-2.5641
2007-10-16,-0.1316
