ticker,VVWT US Equity
2007-04-03,-14.2512
2007-04-04,9.8592
2007-04-05,15.3846
2007-04-09,-4.4444
2007-04-10,9.3023
2007-04-11,8.5106
2007-04-12,3.9215999999999998
2007-04-13,-3.7736
2007-04-16,-9.8039
2007-04-17,-13.0435
2007-04-18,5.0
2007-04-19,1.1905000000000001
2007-04-20,-10.5882
2007-04-23,-10.526299999999999
2007-04-24,-17.647100000000002
2007-04-25,-7.1429
2007-04-26,15.3846
2007-04-27,-6.6667
2007-04-30,0.0
2007-05-01,3.5714
2007-05-02,-10.3448
2007-05-03,3.8462
2007-05-04,-3.7037
2007-05-07,3.8462
2007-05-08,-3.7037
2007-05-09,-13.461500000000001
2007-05-10,31.1111
2007-05-11,8.4746
2007-05-14,6.25
2007-05-15,20.5882
2007-05-16,14.6341
2007-05-17,-19.1489
2007-05-18,5.2632
2007-05-21,-2.5
2007-05-22,-2.5641
2007-05-23,0.0
2007-05-24,1.3158
2007-05-25,11.6883
2007-05-29,0.0
2007-05-30,-13.9535
2007-05-31,-24.3243
2007-06-01,-3.5714
2007-06-04,-18.5185
2007-06-05,-11.3636
2007-06-06,-12.8205
2007-06-07,-2.9412000000000003
2007-06-08,3.0303
2007-06-11,-11.7647
2007-06-12,-13.3333
2007-06-13,-5.0962
2007-06-14,13.4752
2007-06-15,0.0
2007-06-18,14.2857
2007-06-19,-12.5
2007-06-20,-15.4464
2007-06-21,1.3728
2007-06-22,25.0
2007-06-25,-6.6667
2007-06-26,-23.8393
2007-06-27,21.9226
2007-06-28,-23.0769
2007-06-29,25.0
2007-07-02,-28.0
2007-07-03,-22.2222
2007-07-05,14.2857
2007-07-06,-6.25
2007-07-09,-26.6667
2007-07-10,18.1818
2007-07-11,-23.0769
2007-07-12,0.0
2007-07-13,8.0
2007-07-16,11.1111
2007-07-17,-15.0
2007-07-18,3.9215999999999998
2007-07-19,13.2075
2007-07-20,8.3333
2007-07-23,-22.3077
2007-07-24,18.8119
2007-07-25,0.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-30,-16.6667
2007-07-31,10.0
2007-08-01,-18.1818
2007-08-02,-4.4444
2007-08-03,-4.6512
2007-08-06,21.9512
2007-08-07,-20.0
2007-08-08,0.0
2007-08-09,12.5
2007-08-10,11.1111
2007-08-13,-70.0
2007-08-14,166.6667
2007-08-15,0.0
2007-08-16,-25.0
2007-08-17,33.3333
2007-08-20,0.0
2007-08-21,0.0
2007-08-22,-12.5
2007-08-23,8.5714
2007-08-24,5.2632
2007-08-27,-12.5
2007-08-28,0.0
2007-08-29,-5.7143
2007-08-30,-9.0909
2007-08-31,6.6667
2007-09-04,9.375
2007-09-05,-14.2857
2007-09-06,26.6667
2007-09-07,-21.0526
2007-09-10,33.3333
2007-09-11,0.0
2007-09-12,-6.25
2007-09-13,-17.3333
2007-09-14,-3.2258
2007-09-17,0.0
2007-09-18,0.0
2007-09-19,16.6667
2007-09-20,-14.2857
2007-09-21,30.0
2007-09-24,-23.0769
2007-09-25,0.0
2007-09-26,0.0
2007-09-27,16.6667
2007-09-28,-14.2857
2007-10-01,0.0
2007-10-02,0.0
2007-10-03,6.6667
2007-10-04,9.375
2007-10-05,-14.2857
2007-10-08,16.6667
2007-10-09,-2.8571
2007-10-10,-11.7647
2007-10-11,13.3333
2007-10-12,-26.4706
2007-10-15,0.0
2007-10-16,0.0
2007-10-17,0.0
2007-10-18,28.0
2007-10-19,0.0
2007-10-22,-15.625
2007-10-23,-11.1111
2007-10-24,4.1667
2007-10-25,-12.0
2007-10-26,-9.0909
2007-10-29,5.0
2007-10-30,14.2857
2007-10-31,-25.0
2007-11-01,0.0
2007-11-02,0.0
2007-11-05,11.1111
2007-11-06,-5.0
2007-11-07,15.7895
2007-11-08,13.6364
2007-11-09,-12.0
2007-11-12,22.7273
2007-11-13,0.0
2007-11-14,-22.2222
2007-11-15,4.7619
2007-11-16,-2.2727
2007-11-19,25.5814
2007-11-20,-7.4074
2007-11-21,-4.0
2007-11-26,20.8333
2007-11-27,-6.8966
2007-11-28,-3.7037
2007-11-29,-30.7692
2007-11-30,22.2222
2007-12-03,13.6364
2007-12-04,0.0
2007-12-05,0.0
2007-12-06,-20.0
2007-12-07,0.0
2007-12-10,-25.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,53.3333
2007-12-14,-21.7391
2007-12-17,0.0
2007-12-18,-33.3333
2007-12-19,-16.6667
2007-12-20,-3.125
2007-12-21,23.871
2007-12-24,0.0
2007-12-26,-16.6667
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,-30.0
2008-01-02,71.4286
2008-01-04,-58.3333
2008-01-07,100.0
2008-01-09,-30.0
2008-01-11,42.8571
2008-01-14,20.0
2008-01-15,-16.6667
2008-01-16,200.0
2008-01-17,-66.6667
2008-01-18,100.0
2008-01-22,0.0
2008-01-24,0.0
2008-01-28,-50.0
2008-01-29,100.0
2008-01-30,0.0
2008-01-31,-50.0
2008-02-04,90.0
2008-02-05,-47.3684
2008-02-07,-30.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-13,171.4286
2008-02-15,-5.2632
2008-02-19,5.5556
2008-02-25,-57.8947
2008-02-26,87.5
2008-02-27,-33.3333
2008-02-28,0.0
2008-02-29,0.0
2008-03-03,70.0
2008-03-04,0.0
2008-03-05,-11.7647
2008-03-06,-33.3333
2008-03-07,50.0
2008-03-10,-33.3333
2008-03-11,40.0
2008-03-12,7.1429
2008-03-13,-6.6667
2008-03-14,-28.5714
2008-03-17,90.0
2008-03-18,-2.6316
2008-03-19,-45.9459
2008-03-20,30.0
2008-03-24,30.7692
2008-03-25,-41.1765
2008-03-26,0.0
2008-03-28,70.0
2008-03-31,-41.1765
2008-04-04,10.0
2008-04-08,-9.0909
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,0.0
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,10.0
2008-04-17,0.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,-9.0909
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,0.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-09,0.0
2008-05-12,0.0
2008-05-14,0.0
2008-05-15,50.0
2008-05-19,-33.3333
2008-05-20,0.0
2008-05-21,0.0
2008-05-23,0.0
2008-05-27,0.0
2008-05-28,40.0
2008-06-02,-28.5714
2008-06-04,0.0
2008-06-05,0.0
2008-06-06,10.0
2008-06-09,-9.0909
2008-06-13,0.0
2008-06-16,0.0
2008-06-17,0.0
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,0.0
2008-06-24,-50.0
2008-06-25,0.0
2008-06-26,40.0
2008-07-01,-28.5714
2008-07-02,0.0
2008-07-07,0.0
2008-07-09,40.0
2008-07-10,-42.8571
2008-07-14,75.0
2008-07-15,-42.8571
2008-07-16,0.0
2008-07-18,0.0
2008-07-29,100.0
2008-07-30,-12.5
2008-08-01,-42.8571
2008-08-04,0.0
2008-08-05,87.5
2008-08-06,6.6667
2008-08-12,-50.0
2008-08-13,0.0
2008-08-15,150.0
2008-08-18,-93.75
2008-08-19,0.0
2008-08-25,0.0
2008-08-26,10.0
2008-08-29,-9.0909
2008-09-08,10.0
2008-09-09,18.1818
2008-09-10,0.0
2008-09-11,23.0769
2008-09-12,-12.5
2008-09-17,14.2857
2008-09-18,0.0
2008-09-19,-31.25
2008-09-23,190.9091
2008-09-24,0.0
2008-09-25,400.0
2008-09-26,-80.0
2008-09-29,150.0
2008-09-30,-50.0
2008-10-01,7.5
2008-10-02,4.6512
2008-10-06,-75.5556
2008-10-08,27.2727
2008-10-09,0.0
2008-10-10,0.0
2008-10-14,14.2857
2008-10-15,50.0
2008-10-16,0.0
2008-10-17,233.3333
2008-10-28,-20.0
2008-11-03,-25.0
2008-11-05,0.0
2008-11-06,-50.0
2008-11-10,0.0
2008-11-13,58.3333
2008-11-14,-57.8947
2008-11-17,0.0
2008-11-18,0.0
2008-11-19,0.0
2008-11-21,0.0
2008-11-26,0.0
2008-11-28,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-05,-12.5
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,0.0
2008-12-12,0.0
2008-12-15,242.8571
2008-12-16,-77.0833
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-22,27.2727
2008-12-23,14.2857
2008-12-24,0.0
2008-12-26,0.0
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-05,0.0
2009-01-07,200.0
2009-01-12,-33.3333
2009-01-13,0.0
2009-01-20,-50.0
2009-01-22,-12.5
2009-01-29,0.0
2009-01-30,0.0
2009-02-04,0.0
2009-02-06,0.0
2009-02-12,0.0
2009-02-17,-85.7143
2009-02-23,0.0
2009-02-24,0.0
2009-03-06,0.0
2009-03-09,0.0
2009-03-12,0.0
2009-03-13,0.0
2009-03-17,0.0
2009-03-19,0.0
2009-03-24,0.0
2009-03-30,0.0
2009-04-02,0.0
2009-04-06,0.0
2009-04-13,0.0
2009-04-20,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-27,0.0
2009-04-30,0.0
2009-05-12,50.0
2009-05-15,0.0
2009-05-26,-33.3333
2009-06-03,950.0
2009-06-05,-9.5238
2009-06-08,10.526299999999999
2009-06-09,0.0
2009-06-10,4.7619
2009-06-12,9.0909
2009-06-17,0.0
2009-06-25,-33.3333
2009-10-08,-81.25
2009-10-13,-33.3333
2009-10-22,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-10,0.0
2009-11-17,0.0
2009-12-09,0.0
2009-12-28,300.0
2009-12-30,-25.0
2010-01-13,-66.6667
2010-02-04,0.0
2010-03-16,0.0
2010-04-23,50.0
2010-04-26,0.0
2010-04-27,5233.3333
2010-04-28,-98.125
2010-05-03,0.0
2010-05-20,-33.3333
2010-06-21,0.0
2010-08-16,0.0
2011-12-22,0.0
2011-12-29,0.0
2012-01-12,0.0
2012-02-10,0.0
2012-04-27,0.0
2012-10-22,0.0
2012-10-31,0.0
2012-11-08,0.0
2012-12-10,0.0
2012-12-14,0.0
2012-12-24,0.0
2012-12-27,0.0
2012-12-28,0.0
2013-01-23,0.0
2013-01-28,0.0
2013-02-22,0.0
2013-05-31,0.0
2013-06-11,0.0
2014-02-27,0.0
2014-04-11,0.0
2014-08-04,0.0
2014-09-04,0.0
2015-01-13,700.0
2015-01-16,-87.5
2015-04-27,0.0
2015-05-12,0.0
2015-06-30,700.0
2015-08-10,0.0
2016-05-11,0.0
2016-06-01,0.0
2016-09-30,0.0
2016-10-03,-87.5
2016-10-11,0.0
2016-10-24,700.0
2016-11-29,0.0
2016-12-21,0.0
2016-12-27,-99.0
2016-12-29,9900.0
2017-02-16,-87.5
2017-02-17,0.0
2017-03-06,0.0
2017-06-27,-92.0
2017-07-20,0.0
2017-08-10,900.0
2017-10-20,900.0
2017-11-30,-99.9
2017-12-15,9900.0
2017-12-22,0.0
2018-01-09,0.0
2018-02-20,-90.0
2018-02-28,-90.0
2018-03-12,0.0
2018-06-15,9900.0
2018-07-11,0.0
2018-07-27,0.0
2018-08-15,-90.0
2018-09-07,-90.0
2018-09-26,0.0
2018-10-12,0.0
2018-10-23,9900.0
2018-11-30,-80.0
2018-12-06,-50.0
2018-12-17,-90.0
2018-12-31,0.0
2019-01-15,9900.0
2019-01-31,0.0
2019-02-19,0.0
2019-02-26,-99.0
2019-03-27,9900.0
2019-04-25,0.0
2019-05-14,-99.0
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,0.0
2019-06-04,-90.0
2019-06-21,0.0
2019-07-16,0.0
2019-07-29,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-30,99900.0003
2019-09-17,-99.9
2019-10-09,9900.0
2019-10-11,0.0
2019-10-16,0.0
2019-10-17,-99.0
2019-10-25,0.0
2019-11-12,0.0
2019-12-03,99900.0003
2020-01-07,0.0
2020-01-29,-99.0
2020-02-12,-90.0
2020-03-12,0.0
2020-04-17,9900.0
2020-04-22,-99.0
2020-04-30,0.0
2020-05-12,9900.0
2020-05-13,3900.0
2020-05-14,-70.0
2020-05-18,25.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-06-01,-33.3333
2020-06-09,-60.0
2020-06-10,0.0
2020-06-15,0.0
2020-06-19,0.0
2020-06-25,0.0
2020-06-30,0.0
2020-07-02,0.0
2020-07-08,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,75.0
2020-07-17,-42.8571
2020-07-20,25.0
2020-07-21,40.0
2020-07-22,-14.2857
2020-07-23,0.0
2020-07-24,0.0
2020-07-28,16.6667
2020-07-31,-14.2857
