ticker,GRGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-04-12,0.0
2004-04-13,0.0
2004-04-16,0.0
2004-04-19,0.0
2004-04-20,0.0
2004-04-22,0.0
2004-04-27,200.0
2004-04-28,-96.6667
2004-04-29,0.0
2004-05-13,900.0
2004-05-18,0.0
2004-05-24,0.0
2004-05-25,0.0
2004-05-26,0.0
2004-06-02,400.0
2004-06-03,-94.0
2004-06-04,1566.6667
2004-06-07,-70.0
2004-06-09,233.3333
2004-06-15,-4.0
2004-06-17,4.1667
2004-06-18,-70.0
2004-06-23,0.0
2004-06-24,0.0
2004-07-06,-6.6667
2004-07-07,0.0
2004-07-12,0.0
2004-07-14,0.0
2004-07-21,-99.2857
2004-07-22,29900.0
2004-07-23,-60.0
2004-07-28,-33.3333
2004-08-02,100.0
2004-08-03,-25.0
2004-08-04,-16.6667
2004-08-06,-50.0
2004-08-09,-20.0
2004-08-10,0.0
2004-08-11,0.0
2004-08-19,0.0
2004-08-25,-25.0
2004-08-27,0.0
2004-08-30,0.0
2004-08-31,-66.6667
2004-09-03,0.0
2004-09-10,300.0
2004-09-15,-75.0
2004-09-20,0.0
2004-09-21,0.0
2004-09-27,0.0
2004-10-04,400.0
2004-10-06,-80.0
2004-10-07,900.0
2004-10-12,-90.0
2004-10-22,0.0
2004-11-05,0.0
2004-11-08,-90.0
2004-11-09,0.0
2004-11-19,0.0
2004-11-30,0.0
2004-12-06,900.0
2004-12-09,-80.0
2004-12-10,-50.0
2004-12-21,0.0
2004-12-22,0.0
2004-12-27,-87.5
2005-01-05,0.0
2005-01-11,7900.0
2005-01-12,-90.0
2005-01-27,-87.5
2005-02-02,7900.0
2005-02-09,0.0
2005-02-16,-98.75
2005-02-25,0.0
2005-03-02,700.0
2005-03-04,-87.5
2005-03-09,0.0
2005-03-10,0.0
2005-03-16,39900.0
2005-03-18,-99.75
2005-03-21,700.0
2005-03-22,0.0
2005-03-30,0.0
2005-05-02,0.0
2005-05-03,0.0
2005-05-09,0.0
2005-05-17,-87.5
2005-06-10,0.0
2005-06-21,0.0
2005-06-27,0.0
2005-07-01,700.0
2005-07-05,-87.5
2005-08-22,0.0
2005-09-27,0.0
2005-10-04,700.0
2005-10-13,-87.5
2005-10-31,0.0
2005-11-07,700.0
2005-11-16,900.0
2005-11-18,0.0
2005-11-23,0.0
2005-12-08,0.0
2006-01-17,-90.0
2006-01-20,-87.5
2006-12-19,0.0
2006-12-20,0.0
2007-01-03,4799900.0
2007-01-05,-99.8333
2007-02-21,-98.75
2007-02-22,0.0
2007-04-02,0.0
2007-04-11,7900.0
2007-04-18,-98.75
2007-04-20,0.0
2007-05-07,700.0
2007-05-11,-87.5
2007-05-14,700.0
2007-06-05,400.0
2007-06-28,100.0
2007-07-17,-98.75
2007-07-18,700.0
2007-08-30,-87.5
2007-10-16,0.0
2007-10-22,0.0
2007-10-24,0.0
2007-10-29,0.0
2007-11-02,0.0
2007-11-07,0.0
2007-11-19,0.0
2007-12-26,0.0
2008-01-07,0.0
2008-02-04,0.0
2008-02-15,0.0
2008-02-21,0.0
2008-02-28,0.0
2008-04-07,0.0
2008-04-17,0.0
2008-05-07,7900.0
2008-06-03,-98.75
2008-06-04,39900.0
2008-06-16,-99.75
2008-07-14,0.0
2008-10-23,0.0
2008-12-02,0.0
2009-01-06,0.0
2009-03-06,0.0
2009-03-25,0.0
2009-04-03,0.0
2009-04-24,0.0
2009-05-11,0.0
2009-05-15,0.0
2009-06-22,15900.0
2009-06-23,-50.0
2009-07-09,-98.75
2009-09-23,0.0
2009-10-20,0.0
2009-10-30,0.0
2009-11-18,15900.0
2009-11-24,0.0
2009-12-01,0.0
2009-12-22,0.0
2010-02-09,-99.375
2010-04-14,0.0
2010-05-20,0.0
2010-09-13,700.0
2010-11-05,5900.0
2010-11-08,-83.3333
2010-12-22,0.0
2010-12-23,-90.0
2011-03-21,1900.0
2011-05-19,-50.0
2011-07-01,-98.75
2012-07-25,700.0
2012-12-10,0.0
2013-01-04,900.0
2013-09-19,-98.75
2014-04-22,700.0
2014-12-18,-87.5
2015-03-20,700.0
2015-04-13,-87.5
2015-07-10,700.0
2015-07-14,900.0
2015-07-17,-98.75
2015-09-30,700.0
2015-10-06,0.0
2015-10-12,-87.5
2015-10-14,-60.8
2015-11-11,155.102
2015-12-17,700.0
2016-07-18,0.0
2017-03-30,-87.5
2017-04-25,-53.6
2017-05-08,1624.1379
2017-05-16,-96.7
2017-05-23,203.0303
2017-06-06,-67.0
2017-09-26,6.0606
2017-11-02,-71.4286
2017-11-27,0.0
2017-12-22,900.0
2018-02-09,-99.0
2018-02-13,9900.0
2018-02-21,0.0
2018-02-28,-37.0
2018-03-19,-98.4127
2018-05-17,0.0
2018-05-29,4899.9999
2018-07-06,-98.0
2018-11-30,4899.9999
2018-12-03,100.0
2019-01-07,0.0
2019-01-22,-99.0
2019-02-26,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-06-07,6600.0001
2019-06-12,-98.5075
2019-07-09,0.0
2019-07-16,900.0
2019-08-20,-10.0
2019-09-17,-88.8889
2019-10-25,0.0
2020-01-07,9900.0
2020-01-17,-34.0
2020-02-18,51.5152
2020-04-17,-3.0
2020-06-22,2064.9485
2020-06-23,19.0476
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,4.0
2020-07-06,0.0
2020-07-09,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-22,-19.2308
2020-07-29,23.8095
