ticker,STTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-03,238.0
2012-12-04,-10.0592
2012-12-05,-9.8684
2012-12-06,10.219
2012-12-07,4.0977
2012-12-10,-55.4672
2012-12-11,-60.5357
2012-12-12,-4.7511
2012-12-13,17.8147
2012-12-14,-6.4516
2012-12-17,-43.1034
2012-12-18,15.1515
2012-12-19,-24.3421
2012-12-20,-10.4348
2012-12-21,-10.6796
2012-12-24,-16.3043
2012-12-26,-28.5714
2012-12-27,103.6364
2012-12-28,-17.8571
2012-12-31,-16.3043
2013-01-02,23.3766
2013-01-03,-10.526299999999999
2013-01-04,-2.3529
2013-01-07,-16.2651
2013-01-08,-13.6691
2013-01-09,-5.0
2013-01-10,2.6316
2013-01-11,2.5641
2013-01-14,6.6667
2013-01-15,-6.25
2013-01-16,5.0
2013-01-17,-4.7619
2013-01-18,-4.1667
2013-01-22,8.6957
2013-01-23,-5.6
2013-01-24,-18.6441
2013-01-25,13.5417
2013-01-28,-4.5872
2013-01-29,7.6923
2013-01-30,-7.1429
2013-01-31,5.7692
2013-02-01,-7.2727
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,4.902
2013-02-07,-7.4766
2013-02-08,-3.0303
2013-02-11,-3.125
2013-02-12,-3.2258
2013-02-13,-4.4444
2013-02-14,8.1395
2013-02-15,-8.6022
2013-02-19,-5.8824
2013-02-20,-7.5
2013-02-21,8.1081
2013-02-22,-17.5
2013-02-25,-10.6061
2013-02-26,35.5932
2013-02-27,-20.0
2013-02-28,0.0
2013-03-01,4.6875
2013-03-04,0.0
2013-03-05,7.4627
2013-03-06,0.0
2013-03-07,-2.7778
2013-03-08,-1.4285999999999999
2013-03-11,-2.8986
2013-03-12,0.0
2013-03-13,7.4627
2013-03-14,-8.3333
2013-03-15,0.0
2013-03-18,-3.0303
2013-03-19,70.3125
2013-03-20,22.0183
2013-03-21,86.4662
2013-03-22,-6.4516
2013-03-25,-37.931
2013-03-26,12.5
2013-03-27,9.8765
2013-03-28,-8.427
2013-04-01,0.0
2013-04-02,-13.4969
2013-04-03,17.0213
2013-04-04,55.1515
2013-04-05,6.25
2013-04-08,37.5
2013-04-09,24.0642
2013-04-10,10.3448
2013-04-11,-28.125
2013-04-12,-4.3478
2013-04-15,-26.7045
2013-04-16,-19.3798
2013-04-17,-11.538499999999999
2013-04-18,4.3478
2013-04-19,0.0
2013-04-22,8.3333
2013-04-23,25.9615
2013-04-24,12.9771
2013-04-25,-22.2973
2013-04-26,-9.5652
