ticker,SIGY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-05-27,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-10,0.0
2016-06-16,0.0
2016-07-15,0.0
2016-08-02,-15.0
2016-08-09,17.647100000000002
2016-08-19,-20.0
2016-09-12,-37.5
2016-09-13,0.0
2016-09-16,-20.0
2016-09-19,0.0
2016-09-20,-12.5
2016-09-21,-14.2857
2016-09-22,0.0
2016-09-29,-3.8333
2016-10-06,-13.344899999999999
2016-10-07,-20.0
2016-10-25,-11.5625
2016-11-07,-20.8481
2016-11-08,-14.2857
2016-11-16,8.3333
2016-11-28,-7.6923
2016-12-01,-8.3333
2016-12-07,-9.0909
2016-12-09,20.0
2016-12-14,-16.6667
2016-12-19,0.0
2016-12-21,0.0
2016-12-23,0.0
2016-12-27,0.0
2016-12-28,-99.875
2016-12-29,87900.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,-16.5341
2017-01-05,0.0
2017-01-09,-66.2355
2017-01-10,58.6694
2017-01-25,-36.9759
2017-01-30,25.4032
2017-02-09,157.2347
2017-02-10,-0.125
2017-02-15,-15.3317
2017-02-16,-3.0303
2017-02-23,21.9512
2017-02-28,0.0
2017-03-01,10.0
2017-03-07,0.0
2017-03-09,9.0909
2017-03-10,1.6667
2017-03-13,-1.6393
2017-03-14,0.0
2017-03-15,33.3333
2017-03-16,0.0
2017-03-17,0.0
2017-03-21,-25.0
2017-03-22,-25.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-29,33.3333
2017-04-05,0.0
2017-04-06,16.6667
2017-04-17,14.2857
2017-04-27,-12.5
2017-04-28,7.1429
2017-05-03,-20.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-16,2.5
2017-06-07,1.626
2017-06-08,-12.0
2017-06-12,13.6364
2017-06-13,0.0
2017-06-16,-4.4
2017-06-21,-3.0126
2017-06-22,-13.7187
2017-06-23,-30.0
2017-06-26,0.0
2017-06-27,-7.1429
2017-06-28,23.0769
2017-06-29,-13.0
2017-06-30,-5.1724
2017-07-03,6.0606
2017-07-05,-5.7143
2017-07-06,-7.5758
2017-07-07,-4.918
2017-07-10,3.4483
2017-07-11,0.0
2017-07-12,8.3333
2017-07-13,7.6923
2017-07-14,0.0
2017-07-17,0.0
2017-07-18,7.1429
2017-07-20,-6.6667
2017-07-24,0.0
2017-07-25,-4.2857
2017-07-27,-6.7164
2017-08-09,0.0
2017-08-22,16.0
2017-08-28,-28.4138
2017-09-06,5.973
