ticker,SE US Equity
2018-03-14,-1.3274
2018-03-15,0.0
2018-03-16,0.3587
2018-03-19,-3.8427
2018-03-20,-0.3717
2018-03-21,1.0261
2018-03-22,-0.1847
2018-03-23,-0.2775
2018-03-26,2.0408
2018-03-27,-1.1818
2018-03-28,0.552
2018-03-29,3.1107
2018-04-02,-0.1775
2018-04-03,-1.2444
2018-04-04,-0.18
2018-04-05,-0.7214
2018-04-06,-3.1789
2018-04-09,1.2195
2018-04-10,-0.8341
2018-04-11,-1.8692
2018-04-12,-0.2857
2018-04-13,-1.1461000000000001
2018-04-16,1.7391
2018-04-17,3.2289
2018-04-18,9.5676
2018-04-19,-2.6868
2018-04-20,-1.8119
2018-04-23,-5.1845
2018-04-24,1.6682000000000001
2018-04-25,-3.1905
2018-04-26,-1.2241
2018-04-27,1.1439
2018-04-30,-1.131
2018-05-01,-0.0953
2018-05-02,4.0076
2018-05-03,-0.0917
2018-05-04,-0.6428
2018-05-07,-3.1423
2018-05-08,-0.8588
2018-05-09,-0.4812
2018-05-10,5.9961
2018-05-11,-4.0146
2018-05-14,-0.6654
2018-05-15,1.8182
2018-05-16,12.594
2018-05-17,-2.0033
2018-05-18,11.3288
2018-05-21,4.1316
2018-05-22,-1.7633999999999999
2018-05-23,6.6567
2018-05-24,2.4544
2018-05-25,-0.3422
2018-05-29,2.3352
2018-05-30,-1.9463
2018-05-31,1.232
2018-06-01,10.2772
2018-06-04,-6.1312
2018-06-05,7.1195
2018-06-06,-2.439
2018-06-07,-0.5
2018-06-08,0.5025
2018-06-11,-0.8125
2018-06-12,3.3396
2018-06-13,-8.9024
2018-06-14,6.8273
2018-06-15,-2.8195
2018-06-18,0.3224
2018-06-19,-2.9563
2018-06-20,0.1987
2018-06-21,-2.0489
2018-06-22,3.8462
2018-06-25,-3.5088
2018-06-26,2.4916
2018-06-27,-2.6281
2018-06-28,-1.1471
2018-06-29,2.3891
2018-07-02,-3.2667
2018-07-03,2.481
2018-07-05,4.9092
2018-07-06,5.9615
2018-07-09,-1.6939
2018-07-10,-3.5077
2018-07-11,-1.2117
2018-07-12,3.8089
2018-07-13,-1.0572
2018-07-16,-1.8228
2018-07-17,0.2561
2018-07-18,-0.6386
2018-07-19,1.2211
2018-07-20,-2.7937
2018-07-23,-0.3919
2018-07-24,-6.2295
2018-07-25,1.1189
2018-07-26,-0.7607
2018-07-27,-6.2021
2018-07-30,0.6686
2018-07-31,4.059
2018-08-01,3.6879
2018-08-02,1.71
2018-08-03,-2.421
2018-08-06,1.654
2018-08-07,-1.9661
2018-08-08,-0.8299
2018-08-09,-0.2789
2018-08-10,-3.2168
2018-08-13,2.5289
2018-08-14,-1.6913
2018-08-15,-3.7993
2018-08-16,0.3726
2018-08-17,0.8166
2018-08-20,1.9146
2018-08-21,3.0347
2018-08-22,-4.8387
2018-08-23,5.748
2018-08-24,2.7178
2018-08-27,2.8494
2018-08-28,-0.3958
2018-08-29,-1.2583
2018-08-30,-6.9081
2018-08-31,2.6657
2018-09-04,-2.8772
2018-09-05,-2.5289
2018-09-06,1.1861
2018-09-07,-1.1722
2018-09-10,-5.3373
2018-09-11,-2.8191
2018-09-12,6.6882
2018-09-13,5.136
2018-09-14,-2.0833
2018-09-17,0.2201
2018-09-18,0.0
2018-09-19,-1.6105
2018-09-20,3.5714
2018-09-21,4.8850999999999996
2018-09-24,-2.4657999999999998
2018-09-25,1.6152
2018-09-26,-1.7277
2018-09-27,-0.4219
2018-09-28,-2.3305
2018-10-01,4.7722
2018-10-02,-4.0718
2018-10-03,-0.0719
2018-10-04,-7.7034
2018-10-05,0.78
2018-10-08,-1.935
2018-10-09,0.1579
2018-10-10,-6.1466
2018-10-11,-0.084
2018-10-12,7.3109
2018-10-15,2.5059
2018-10-16,4.4309
2018-10-17,0.1463
2018-10-18,-3.6523
2018-10-19,-1.8954
2018-10-22,1.2365
2018-10-23,-0.458
2018-10-24,-4.0644
2018-10-25,1.9184999999999999
2018-10-26,-1.0196
2018-10-29,-4.1204
2018-10-30,2.3967
2018-10-31,5.3269
2018-11-01,-0.2299
2018-11-02,-1.2288999999999999
2018-11-05,-5.0544
2018-11-06,3.6036
2018-11-07,4.2688
2018-11-08,-1.0614
2018-11-09,-5.5172
2018-11-12,3.6496
2018-11-13,-2.6604
2018-11-14,-1.6077
2018-11-15,1.7974
2018-11-16,0.4013
2018-11-19,1.5188000000000001
2018-11-20,-4.6457
2018-11-21,5.6978
2018-11-23,0.7813
2018-11-26,-2.093
2018-11-27,5.5424
2018-11-28,-0.6002
2018-11-29,-2.6414999999999997
2018-11-30,3.4109
2018-12-03,-0.3748
2018-12-04,-6.3205
2018-12-06,-0.0803
2018-12-07,-2.7331
2018-12-10,-2.3967
2018-12-11,1.6088
2018-12-12,1.9167
2018-12-13,-0.5724
2018-12-14,-2.3849
2018-12-17,-1.3479
2018-12-18,-0.427
2018-12-19,-2.1441
2018-12-20,-3.681
2018-12-21,-2.2748
2018-12-24,0.0
2018-12-26,6.0521
2018-12-27,0.0878
2018-12-28,-2.193
2018-12-31,1.5247000000000002
2019-01-02,-2.3852
2019-01-03,-2.9864
2019-01-04,7.8358
2019-01-07,3.3737
2019-01-08,2.9289
2019-01-09,1.626
2019-01-10,0.56
2019-01-11,0.0
2019-01-14,-4.1368
2019-01-15,1.0788
2019-01-16,1.642
2019-01-17,0.0808
2019-01-18,1.6949
2019-01-22,3.5714
2019-01-23,-2.6054
2019-01-24,3.2258
2019-01-25,3.8872
2019-01-28,-0.8804
2019-01-29,-0.4441
2019-01-30,0.8178
2019-01-31,3.3186
2019-02-01,9.4218
2019-02-04,-2.4136
2019-02-05,0.4011
2019-02-06,-1.4647000000000001
2019-02-07,-0.3378
2019-02-08,2.3729
2019-02-11,2.7152
2019-02-12,3.1593
2019-02-13,-0.75
2019-02-14,0.7557
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,-1.0
2019-02-21,-0.8207
2019-02-22,1.7823
2019-02-25,-0.5629
2019-02-26,1.8868
2019-02-27,34.9383
2019-02-28,-1.6468
2019-03-01,7.907
2019-03-04,-0.819
2019-03-05,4.5632
2019-03-06,-4.9044
2019-03-07,2.4476
2019-03-08,1.1092
2019-03-11,-1.6034000000000002
2019-03-12,-0.9434
2019-03-13,-0.9524
2019-03-14,0.0874
2019-03-15,2.6638
2019-03-18,3.02
2019-03-19,-0.7432
2019-03-20,1.3727
2019-03-21,1.149
2019-03-22,-2.0284
2019-03-25,-0.7453
2019-03-26,1.627
2019-03-27,-2.2989
2019-03-28,-1.1345
2019-03-29,-0.0425
2019-04-01,-0.7228
2019-04-02,-0.2141
2019-04-03,0.0429
2019-04-04,-5.6199
2019-04-05,4.5455
2019-04-08,-2.8261
2019-04-09,-1.1186
2019-04-10,1.9005
2019-04-11,3.952
2019-04-12,0.9398
2019-04-15,0.0846
2019-04-16,-0.8457
2019-04-17,-2.5586
2019-04-18,0.5252
2019-04-22,3.091
2019-04-23,3.125
2019-04-24,0.3276
2019-04-25,-0.6122
2019-04-26,4.9281
2019-04-29,-0.7436
2019-04-30,-1.8533
2019-05-01,0.3214
2019-05-02,-1.0813
2019-05-03,2.0243
2019-05-06,-0.0397
2019-05-07,-3.5331
2019-05-08,1.1934
2019-05-09,0.61
2019-05-10,3.8399
2019-05-13,-5.0993
2019-05-14,2.2149
2019-05-15,2.7287
2019-05-16,5.1953
2019-05-17,-0.9655
2019-05-20,-3.2621
2019-05-21,-1.5891
2019-05-22,24.0646
2019-05-23,-2.8889
2019-05-24,-1.9614
2019-05-28,-2.6676
2019-05-29,-2.9462
2019-05-30,0.1412
2019-05-31,0.2467
2019-06-03,-1.6526
2019-06-04,2.7172
2019-06-05,1.7403
2019-06-06,1.7448000000000001
2019-06-07,3.7323
2019-06-10,-0.1621
2019-06-11,-1.0065
2019-06-12,2.3942
2019-06-13,-1.4734
2019-06-14,-2.6008
2019-06-17,-0.0334
2019-06-18,4.374
2019-06-19,0.7358
2019-06-20,2.5722
2019-06-21,6.6563
2019-06-24,-0.7547
2019-06-25,-2.2521
2019-06-26,1.167
2019-06-27,-0.1183
2019-06-28,-1.6287
2019-07-01,3.1607
2019-07-02,2.5387
2019-07-03,1.5652
2019-07-05,0.056
2019-07-08,-0.9801
2019-07-09,0.5939
2019-07-10,1.4338
2019-07-11,-0.2217
2019-07-12,-2.3056
2019-07-15,0.0
2019-07-16,0.1137
2019-07-17,-2.5561
2019-07-18,0.3206
2019-07-19,0.6682
2019-07-22,1.7316
2019-07-23,-0.5106
2019-07-24,2.1386
2019-07-25,1.5634000000000001
2019-07-26,2.7763
2019-07-29,-1.7652
2019-07-30,-2.777
2019-07-31,-1.7082000000000002
2019-08-01,0.5413
2019-08-02,6.8575
2019-08-05,-9.7852
2019-08-06,-0.2352
2019-08-07,1.7088999999999999
2019-08-08,3.0707
2019-08-09,-2.5014
2019-08-12,-1.9314
2019-08-13,1.7637
2019-08-14,-3.5817
2019-08-15,3.0258
2019-08-16,2.9951
2019-08-19,1.9198
2019-08-20,-8.5873
2019-08-21,-3.3636
2019-08-22,1.0348
2019-08-23,-4.1899
2019-08-26,2.7535
2019-08-27,0.5359
2019-08-28,1.2543
2019-08-29,0.4026
2019-08-30,-0.9254
2019-09-03,-3.8605
2019-09-04,3.3355
2019-09-05,-0.9715
2019-09-06,0.0316
2019-09-09,-4.9668
2019-09-10,0.9987
2019-09-11,2.7686
2019-09-12,0.4811
2019-09-13,-0.9575
2019-09-16,-0.3545
2019-09-17,-0.1617
2019-09-18,0.7451
2019-09-19,2.7331
2019-09-20,1.0016
2019-09-23,0.5268
2019-09-24,-3.6375
2019-09-25,3.7748
2019-09-26,0.0925
2019-09-27,-6.3135
2019-09-30,1.7423
2019-10-01,1.0985
2019-10-02,-3.899
2019-10-03,3.5916
2019-10-04,-0.4815
2019-10-07,-1.4839
2019-10-08,-8.8081
2019-10-09,2.7648
2019-10-10,-2.6904
2019-10-11,0.2513
2019-10-14,-1.5043
2019-10-15,2.8364000000000003
2019-10-16,-0.6719
2019-10-17,-0.9256
2019-10-18,-3.0543
2019-10-21,0.9266
2019-10-22,-1.9464000000000001
2019-10-23,2.0974
2019-10-24,2.898
2019-10-25,1.6042999999999998
2019-10-28,2.1754
2019-10-29,0.7898
2019-10-30,1.4990999999999999
2019-10-31,-0.1007
2019-11-01,0.4704
2019-11-04,3.311
2019-11-05,-1.1007
2019-11-06,0.3273
2019-11-07,0.9788
2019-11-08,2.4233000000000002
2019-11-11,-2.2082
2019-11-12,18.5806
2019-11-13,-4.2982
2019-11-14,4.946
2019-11-15,-1.4626000000000001
2019-11-18,0.6872
2019-11-19,1.0374
2019-11-20,0.7025
2019-11-21,-0.1342
2019-11-22,0.1343
2019-11-25,0.2146
2019-11-26,1.071
2019-11-27,0.0795
2019-11-29,-1.9586999999999999
2019-12-02,-1.2689
2019-12-03,0.5469
2019-12-04,0.8703
2019-12-05,2.0221
2019-12-06,-0.0793
2019-12-09,-2.8299
2019-12-10,-0.2994
2019-12-11,0.3822
2019-12-12,1.4414
2019-12-13,-1.3405
2019-12-16,3.2609
2019-12-17,0.0
2019-12-18,-1.0263
2019-12-19,3.2172
2019-12-20,0.4894
2019-12-23,-0.4102
2019-12-24,0.695
2019-12-26,-0.1022
2019-12-27,0.5629
2019-12-30,-0.229
2019-12-31,2.5759
2020-01-02,-0.4475
2020-01-03,1.1239
2020-01-06,-0.0247
2020-01-07,1.3093
2020-01-08,-2.0727
2020-01-09,0.9213
2020-01-10,-2.3439
2020-01-13,1.1117
2020-01-14,-0.1999
2020-01-15,1.2018
2020-01-16,1.336
2020-01-17,0.7813
2020-01-21,0.0727
2020-01-22,7.3832
2020-01-23,0.8792
2020-01-24,1.2961
2020-01-27,-2.1619
2020-01-28,1.5333
2020-01-29,0.2443
2020-01-30,0.9969
2020-01-31,-0.7677
2020-02-03,2.4978
2020-02-04,0.9705
2020-02-05,-2.1572
2020-02-06,-0.1965
2020-02-07,1.0499
2020-02-10,-2.2511
2020-02-11,2.6129
2020-02-12,1.2732
2020-02-13,2.1734
2020-02-14,1.1262
2020-02-18,2.7841
2020-02-19,2.7287
2020-02-20,2.5391
2020-02-21,-1.2381
2020-02-24,-7.0395
2020-02-25,-3.112
2020-02-26,-0.5996
2020-02-27,-2.9082
2020-02-28,-0.0222
2020-03-02,6.6134
2020-03-03,1.8942999999999999
2020-03-04,7.2932
2020-03-05,0.0762
2020-03-06,-4.2047
2020-03-09,-8.8183
2020-03-10,10.4117
2020-03-11,-5.2673
2020-03-12,-13.307
2020-03-13,6.9181
2020-03-16,-7.7061
2020-03-17,7.741
2020-03-18,-5.1966
2020-03-19,-5.3861
2020-03-20,-4.2821
2020-03-23,1.1842
2020-03-24,11.4174
2020-03-25,2.8011
2020-03-26,3.8601
2020-03-27,-3.9571
2020-03-30,1.2065
2020-03-31,-0.3374
2020-04-01,-2.5728
2020-04-02,3.2662
2020-04-03,-5.563
2020-04-06,6.4133
2020-04-07,0.9375
2020-04-08,0.5086
2020-04-09,-0.8361
2020-04-13,4.26
2020-04-14,6.8738
2020-04-15,-0.8761
2020-04-16,8.3769
2020-04-17,-1.7238
2020-04-20,2.2633
2020-04-21,-4.1313
2020-04-22,3.9631
2020-04-23,-0.7587
2020-04-24,1.4171
2020-04-27,1.7466
2020-04-28,-3.6863
2020-04-29,4.1651
2020-04-30,0.1081
2020-05-01,-1.4394
2020-05-04,0.8215
2020-05-05,4.8886
2020-05-06,6.4906
2020-05-07,-2.1397
2020-05-08,3.5117000000000003
2020-05-11,0.6721
2020-05-12,-0.3338
2020-05-13,-1.1482999999999999
2020-05-14,-0.6292
2020-05-15,0.6007
2020-05-18,12.153
2020-05-19,-1.7556
2020-05-20,6.0495
2020-05-21,7.4724
2020-05-22,1.5293999999999999
2020-05-26,5.2658
2020-05-27,-5.1106
2020-05-28,-4.1186
2020-05-29,5.4718
2020-06-01,3.3459
2020-06-02,5.3231
2020-06-03,1.393
2020-06-04,-3.1339
2020-06-05,5.1459
2020-06-08,1.3155000000000001
2020-06-09,-0.11
2020-06-10,1.5202
2020-06-11,-3.8845
2020-06-12,4.9673
2020-06-15,4.5924
2020-06-16,3.6504
2020-06-17,5.9623
2020-06-18,-0.309
2020-06-19,0.432
2020-06-22,6.0314
2020-06-23,-2.0196
2020-06-24,-6.7147
2020-06-25,0.6561
2020-06-26,0.8436
2020-06-29,3.3935
2020-06-30,-1.4066
2020-07-01,6.7326
2020-07-02,2.7608
2020-07-06,-2.7291
2020-07-07,-1.3197999999999999
2020-07-08,10.2391
2020-07-09,-1.1329
2020-07-10,-1.666
2020-07-13,-6.0744
2020-07-14,-0.308
2020-07-15,-0.0794
2020-07-16,-3.7188
2020-07-17,0.0367
2020-07-20,5.6952
2020-07-21,0.1735
2020-07-22,-0.6929
2020-07-23,-4.9717
2020-07-24,-1.6797
2020-07-27,6.5907
2020-07-28,1.5939999999999999
2020-07-29,2.319
2020-07-30,3.0331
2020-07-31,-0.0736
