ticker,SBAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-03-03,0.0
2003-03-10,0.0
2003-03-13,-3.9215999999999998
2003-03-24,2.0408
2003-04-07,0.0
2003-04-08,-4.0
2003-05-12,4.1667
2003-05-13,-40.0
2003-05-15,0.0
2003-06-12,0.0
2003-06-16,0.0
2003-07-09,0.0
2003-07-23,0.0
2003-08-14,0.0
2003-08-18,0.0
2003-08-20,0.0
2003-09-18,33.3333
2003-09-23,-25.0
2003-09-24,50.0
2003-09-25,-15.5556
2003-09-26,23.6842
2003-09-29,-2.1277
2003-09-30,-10.8696
2003-10-01,4.878
2003-10-02,0.0
2003-10-03,27.907
2003-10-06,30.9091
2003-10-07,56.9444
2003-10-08,20.354
2003-10-09,-36.7647
2003-10-10,-10.4651
2003-10-13,-5.1948
2003-10-14,6.8493
2003-10-15,11.538499999999999
2003-10-16,36.7816
2003-10-17,-5.042
2003-10-20,-2.6549
2003-10-21,-9.0909
2003-10-22,72.0
2003-10-23,45.3488
2003-10-24,-3.2
2003-10-27,-13.2231
2003-10-28,-13.8095
2003-10-29,-4.9724
2003-10-30,17.4419
2003-10-31,0.0
2003-11-03,-4.9505
2003-11-04,-1.0417
2003-11-05,-7.8947
2003-11-06,-6.2857
2003-11-07,5.4878
2003-11-10,-17.9191
2003-11-11,-7.7465
2003-11-12,-8.3969
2003-11-13,-13.3333
2003-11-14,18.2692
2003-11-17,2.439
2003-11-18,3.1746
2003-11-19,-3.8462
2003-11-20,-6.4
2003-11-21,-8.547
2003-11-24,-10.2804
2003-11-25,1.0417
2003-11-26,19.5876
2003-11-28,-9.4828
2003-12-01,-1.9048
2003-12-02,16.5049
2003-12-03,-10.0
2003-12-04,-2.7778
2003-12-05,-2.8571
2003-12-08,37.2549
2003-12-09,-5.0
2003-12-10,-9.0226
2003-12-11,-4.9587
2003-12-12,-2.6087
2003-12-15,2.6786
2003-12-16,-4.3478
2003-12-17,-4.5455
2003-12-18,-3.8095
2003-12-19,2.9703
2003-12-22,-3.8462
2003-12-23,-4.0
2003-12-24,-6.25
2003-12-26,5.5556
2003-12-29,5.2632
2003-12-30,-7.0
2003-12-31,-3.2258
2004-01-02,5.5556
2004-01-05,2.1053
2004-01-06,-2.0619
2004-01-07,0.0
2004-01-08,1.0526
2004-01-09,-1.0417
2004-01-12,-9.473700000000001
2004-01-13,-5.814
2004-01-14,1.2346
2004-01-15,-1.8293
2004-01-16,0.6211
2004-01-20,3.7037
2004-01-21,-10.7143
