ticker,GNBF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-25.7895
2000-01-10,10.6383
2000-01-12,5.1282
2000-01-19,9.7561
2000-06-02,4.4444
2001-06-14,-1.9228
2001-06-18,5.2632
2001-07-13,0.0
2002-03-15,2.5115
2002-05-29,2.5
2002-06-04,5.1602
2002-09-06,4.9196
2002-12-13,10.419
2002-12-17,0.0
2003-02-04,-7.0513
2003-05-13,50.5257
2004-02-25,-3.1306
2004-08-26,9.8387
2004-09-23,0.7678
2004-12-28,4.2342
2006-02-10,34.1567
2006-02-22,6.3492
2006-03-20,0.1644
2006-12-08,-0.7528
2006-12-19,8.2168
2008-02-21,-2.4566
2008-11-19,9.4653
2009-10-19,0.2951
2010-06-10,-29.6518
2010-06-21,37.8792
2010-10-05,-27.127
2010-10-13,37.5
2011-04-12,-14.8621
2011-07-27,10.0458
2011-08-02,-1.2079
2011-10-03,0.4419
2011-10-24,0.0
2012-07-31,4.2518
2012-11-15,8.0762
2012-11-19,0.0
2012-11-21,0.0
2012-11-28,0.0
2012-11-29,0.0
2013-02-04,-3.6859
2013-02-05,2.8846
2013-02-14,2.8037
2013-07-10,5.8781
2013-09-23,0.19
2014-04-02,158.8484
2014-09-23,-66.5757
2014-09-25,10.2041
2014-11-18,3.7037
2014-12-12,7.1429
2015-01-08,-8.1013
2015-04-15,6.1751
2015-04-17,-0.0174
2015-04-29,0.7119
2015-05-04,32.7586
2015-05-28,-22.0779
2015-06-23,-1.3378
2015-07-01,0.0
2015-07-10,-2.0339
2015-07-22,7.2664
2015-07-28,0.0
2015-08-13,-11.2903
2015-08-21,1.8182
2015-09-02,-7.1429
2015-09-17,10.0386
2015-12-01,-10.526299999999999
2015-12-03,1.9607999999999999
2015-12-04,0.9615
2015-12-08,0.0
2015-12-31,10.2515
2016-01-04,-5.2632
2016-01-07,0.0
2016-01-15,-1.8519
2016-01-29,1.8868
2016-02-03,-1.8519
2016-03-14,1.8868
2016-03-22,-1.487
2016-06-02,17.9245
2016-06-23,-15.6627
2016-07-08,0.0
2016-08-25,-2.3810000000000002
2016-08-31,-7.3171
2016-09-01,0.0
2016-09-07,7.8947
2016-09-08,2.439
2016-09-21,12.4402
2017-01-10,-3.0388
2017-01-11,0.0222
2017-03-15,2.7111
2017-03-17,1.087
2017-03-27,1.0753
2017-03-30,1.0638
2017-04-17,1.0526
2017-04-19,14.5833
2017-04-20,-1.8182
2017-04-27,-2.7778
2017-04-28,4.7619
2017-05-10,-12.7273
2017-05-12,14.5833
2017-05-22,0.0
2017-06-07,-8.6364
2017-06-12,-3.9801
2017-07-18,6.1878
2017-07-25,7.8389
2017-10-13,0.4016
2017-11-02,-3.6364
2018-01-24,-2.5974
2018-02-01,0.0
2018-02-07,-0.2941
2018-03-01,-7.5674
2018-03-13,-1.5998999999999999
2018-03-14,3.7838000000000003
2018-03-20,-0.5236
2018-03-27,2.1011
2018-03-29,0.0
2018-04-03,0.0041
2018-04-04,0.0
2018-04-05,3.0928
2018-05-02,3.48
2018-05-15,0.0193
2018-06-18,2.4272
2018-06-19,-1.4218
2018-06-20,5.7692
2018-06-22,1.7090999999999998
2018-06-25,-4.8087
2018-07-05,0.939
2018-07-10,2.7721
2018-07-12,1.8103
2018-07-16,8.4637
2018-07-18,17.8689
2018-07-19,-13.9082
2018-07-24,-1.454
2018-07-25,-9.8361
2018-07-27,-1.3636
2018-07-31,0.0
2018-08-08,0.0922
2018-08-09,0.1878
2018-08-10,2.9374000000000002
2018-08-13,-2.7679
2018-08-22,1.0101
2018-08-24,0.0
2018-08-28,0.0
2018-09-05,3.6364
2018-09-25,-1.3392
2018-09-26,-2.8398
2018-09-27,-1.6507
2018-09-28,-0.0037
2018-10-17,1.4019
2018-12-06,-2.3041
2018-12-07,-0.9434
2018-12-14,-2.6037
2018-12-28,4.9505
2019-01-28,-2.8302
2019-02-01,4.8544
2019-05-14,8.4326
2019-05-17,0.0
2019-05-29,0.0
2019-06-05,0.0
2019-06-13,0.4807
2019-06-28,1.7167
2019-07-10,1.2658
2019-07-18,-2.9167
2019-07-30,3.0043
2019-08-05,-2.5
2019-08-07,-2.3932
2019-08-12,0.0876
2019-08-26,0.8924
2019-09-11,-0.2428
2019-10-01,0.4892
2019-10-03,0.8345
2019-10-15,-2.2586
2019-10-16,1.4288
2019-11-01,0.4348
2019-11-13,-1.8874
2019-11-14,-1.1648
2019-11-27,-0.6071
2019-12-04,0.9702
2019-12-20,-0.883
2019-12-31,-1.8182
2020-01-29,1.0185
2020-01-31,-0.0733
2020-02-06,-0.9356
2020-02-21,1.8519
2020-02-26,0.0
2020-03-03,1.0
2020-03-06,-9.991
2020-03-09,-11.98
2020-03-11,-18.2004
2020-03-13,3.4722
2020-03-23,-2.5709999999999997
2020-04-01,11.0556
2020-04-02,-3.7019
2020-04-03,0.0
2020-04-09,6.4935
2020-04-13,7.3659
2020-04-14,9.0413
2020-04-17,0.0
2020-05-01,2.0833
2020-05-11,0.0
2020-06-02,-8.1633
2020-06-08,8.8889
2020-06-19,-6.893
2020-06-24,-1.6575
2020-06-25,-0.8989
2020-07-08,0.0
2020-07-09,0.0
2020-07-14,-0.2268
2020-07-15,-2.2727
2020-07-22,0.0
2020-07-31,0.0
