ticker,MLWN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-08,20.0
2000-06-09,-7.8125
2000-06-13,3.9548
2000-06-27,-34.7826
2000-06-28,-46.6667
2000-06-29,12.5
2000-07-03,-11.1111
2000-07-05,3.125
2000-07-11,0.0
2000-07-12,-45.4545
2000-07-14,-94.4444
2000-07-17,100.0
2000-07-18,1700.0
2000-07-20,0.0
2000-07-21,-11.1111
2000-07-24,18.75
2000-07-25,0.0
2000-07-28,-56.5789
2000-07-31,9.0909
2000-08-01,0.0
2000-08-02,22.2222
2000-08-23,-27.2727
2000-08-29,-43.75
2000-08-31,-52.0
2000-09-21,88.8889
2000-09-22,-38.7255
2000-09-25,40.8
2000-09-26,-31.8182
2000-09-27,100.0
2000-09-28,0.0
2000-10-02,-58.3333
2000-10-03,140.0
2000-10-05,-3.3333
2000-10-06,-5.1724
2000-10-09,9.0909
2000-10-10,16.6667
2000-10-11,-68.5714
2000-10-12,13.6364
2000-10-13,20.0
2000-10-16,-66.6667
2000-10-17,50.0
2000-10-18,60.0
2000-10-19,-16.6667
2000-10-20,25.0
2000-10-23,-20.0
2000-10-24,-30.0
2000-10-25,-7.1429
2000-10-26,7.6923
2000-10-30,21.4286
2000-10-31,35.2941
2000-11-01,0.0
2000-11-06,-13.0435
2000-11-07,5.0
2000-11-08,-23.8095
2000-11-09,12.5
2000-11-10,-16.6667
2000-11-14,-16.6667
2000-11-15,-12.0
2000-11-16,-36.3636
2000-11-17,14.2857
2000-11-20,0.0
2000-11-22,-50.0
2000-11-24,50.0
2000-11-28,4.1667
2000-11-29,0.0
2000-11-30,-20.0
2000-12-04,25.0
2000-12-05,-20.0
2000-12-06,60.0
2000-12-07,-18.75
2000-12-12,38.4615
2000-12-18,-44.4444
2000-12-19,40.0
2000-12-20,-42.8571
2000-12-21,62.5
2000-12-22,23.0769
2000-12-27,-25.0
2001-01-03,41.6667
2001-01-04,29.4118
2001-01-16,0.0
2001-01-17,-4.5455
2001-01-18,-4.7619
2001-01-25,0.0
2001-01-31,-30.0
2001-02-01,0.0
2001-02-05,28.5714
2001-02-12,-77.7778
2001-02-13,200.0
2001-02-15,16.6667
2001-02-20,28.5714
2001-02-21,-11.1111
2001-02-22,-12.5
2001-02-26,11.4286
2001-02-27,0.0
2001-03-01,-10.2564
2001-03-02,-14.2857
2001-03-05,0.0
2001-03-06,-33.3333
2001-03-09,75.0
2001-03-12,-42.8571
2001-03-19,60.0
2001-03-21,-53.125
2001-03-30,33.3333
