ticker,SFIV US Equity
2017-03-07,0.0
2017-03-21,1.0101
2017-04-03,30.0
2017-04-04,20.5128
2017-04-07,0.0
2017-04-11,-14.8936
2017-04-13,-5.0
2017-04-18,-5.2632
2017-04-20,-0.5556
2017-04-24,-4.3855
2017-04-25,-18.2004
2017-04-26,7.1429
2017-04-27,-19.3333
2017-04-28,-0.8264
2017-05-01,0.0
2017-05-02,5.8333
2017-05-04,11.811
2017-05-08,-11.9718
2017-05-09,116.0
2017-05-11,-1.1111
2017-05-12,-53.9326
2017-05-15,63.6585
2017-05-18,-19.5231
2017-05-23,24.2593
2017-06-06,-3.2787
2017-06-07,-1.3867
2017-06-08,-13.2813
2017-06-15,11.7117
2017-06-20,-4.8387
2017-06-21,-11.8644
2017-06-22,7.6923
2017-06-23,-5.8929
2017-06-26,-1.3283
2017-07-11,-26.9231
2017-07-12,34.2105
2017-07-17,0.0
2017-07-18,-2.549
2017-07-24,2.6157
2017-07-28,0.0
2017-08-15,-9.8039
2017-08-21,-21.5217
2017-08-23,0.0
2017-08-24,0.0
2017-09-01,2.4931
2017-09-29,-18.9189
2017-10-02,-21.0
2017-10-05,-5.1899
2017-10-13,11.2595
2017-10-16,0.0
2017-11-09,8.0
2017-11-15,-3.7037
2017-11-16,-34.6154
2017-11-17,0.0
2017-11-28,35.2941
2017-11-29,-2.6087
2017-11-30,11.607099999999999
2017-12-11,0.0
2017-12-18,20.0
2017-12-19,0.0
2017-12-29,0.0
2018-01-05,0.0
2018-01-16,-0.1667
2018-01-17,50.2504
2018-01-24,-4.4444
2018-01-29,-27.907
2018-01-30,2.7096999999999998
2018-02-02,-5.7789
2018-02-15,0.0
2018-02-20,0.0
2018-02-23,-6.6667
2018-03-01,-0.85
2018-03-15,-9.4085
2018-03-23,-28.4294
2018-03-26,38.8889
2018-03-28,11.624
2018-03-29,3.9203
2018-04-02,3.4483
2018-04-23,-16.6667
2018-04-26,24.0
2018-04-27,19.3548
2018-04-30,0.0
2018-05-01,-0.8108
2018-05-02,0.0
2018-05-04,0.0
2018-05-14,-4.6322
2018-05-16,4.8571
2018-05-21,0.7902
2018-05-22,-0.1081
2018-05-25,0.0
2018-05-30,-5.2774
2018-06-04,5.5714
2018-06-06,13.6671
2018-06-08,0.0
2018-06-14,0.0
2018-06-18,-3.5714
2018-06-21,2.4691
2018-06-22,13.253
2018-07-02,0.0
2018-07-06,-14.8936
2018-07-10,0.0
2018-07-12,0.0
2018-07-31,-25.0
2018-08-06,0.0
2018-08-10,6.6667
2018-08-13,25.0
2018-08-17,-25.0
2018-08-20,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-30,-16.6667
2018-08-31,18.0
2018-09-06,0.0
2018-09-11,53.2203
2018-09-12,3.9823
2018-09-14,2.1277
2018-09-17,0.0
2018-09-21,0.0
2018-09-26,-8.3333
2018-09-27,-11.3636
2018-10-01,-61.5385
2018-10-02,126.6667
2018-10-25,-17.647100000000002
2018-10-26,-4.2857
2018-11-09,11.9403
2018-11-13,5.0
2018-11-14,-20.634900000000002
2018-11-15,0.0
2018-11-16,55.2
2018-11-19,23.7113
2018-11-20,-20.8333
2018-11-23,-21.0526
2018-11-26,6.6667
2018-11-27,18.75
2018-11-28,-26.0526
2018-11-29,0.0
2018-11-30,-7.4733
2018-12-03,46.1538
2018-12-10,-5.2632
2018-12-11,0.0
2018-12-20,0.0
2018-12-26,-25.0
2018-12-28,11.1111
2019-01-02,-50.0
2019-01-03,100.0
2019-01-07,0.0
2019-01-23,-5.0
2019-01-24,-12.2807
2019-01-28,104.0
2019-02-01,-25.4902
2019-02-04,0.0
2019-02-06,33.6842
2019-02-07,0.0
2019-02-08,20.0787
2019-02-13,-10.8197
2019-02-21,-8.4559
2019-02-25,-33.7349
2019-03-01,-15.1515
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,-24.6429
2019-03-08,18.4834
2019-03-13,40.0
2019-03-18,-30.0
2019-03-19,17.551
2019-03-20,-13.8889
2019-03-25,12.9032
2019-03-26,3.5714
2019-03-27,-31.0345
2019-03-28,25.0
2019-03-29,59.2
2019-04-01,-17.0854
2019-04-03,-6.0606
2019-04-04,-9.6774
2019-04-05,0.0
2019-04-09,-32.1429
2019-04-24,0.5263
2019-04-25,0.0
2019-04-29,-3.1414
2019-05-01,-1.2973
2019-05-03,64.2935
2019-05-13,-39.0
2019-05-20,-0.2186
2019-05-21,0.0
2019-05-23,4.0526
2019-05-24,-3.6842
2019-05-28,0.0
2019-05-30,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,-0.2186
2019-06-06,9.529
2019-06-07,-8.7
2019-06-17,-44.1402
2019-06-18,118.5294
2019-06-19,-8.1359
2019-06-21,-2.5615
2019-06-25,4.2501999999999995
2019-06-27,-49.0385
2019-07-03,96.2264
2019-07-05,-3.9231
2019-07-08,4.0833
2019-07-11,0.0
2019-07-12,-49.0385
2019-07-15,86.7925
2019-07-16,-3.9192
2019-07-17,-0.4836
2019-07-19,4.0566
2019-07-23,-48.731
2019-07-26,0.0
2019-07-30,0.0
2019-08-02,7.604
2019-08-05,81.1741
2019-08-06,-48.7049
2019-08-07,0.0
2019-08-09,0.0
2019-08-12,19.0594
2019-08-14,-16.0083
2019-08-16,0.0
2019-08-20,0.0
2019-08-22,0.0
2019-08-26,-0.8911
2019-08-28,0.8991
2019-08-30,19.5545
2019-09-03,-16.3561
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-18,19.3069
2019-09-19,24.4813
2019-09-20,-32.6667
2019-09-23,2.0792
2019-09-25,0.3395
2019-09-27,-2.3683
2019-09-30,12.1287
2019-10-01,-6.6225000000000005
2019-10-02,18.0851
2019-10-03,-19.1191
2019-10-04,8.9109
2019-10-07,-31.4545
2019-10-08,32.626
2019-10-10,-20.0
2019-10-16,-6.25
2019-10-17,-20.0
2019-10-21,-16.6667
2019-10-24,0.0
2019-10-25,12.5
2019-10-28,-11.1111
2019-10-30,0.0
2019-10-31,59.0
2019-11-01,-35.8491
2019-11-04,0.0
2019-11-05,85.0
2019-11-06,-45.9459
2019-11-08,-1.9607999999999999
2019-11-11,-20.0
2019-11-12,0.0
2019-11-13,-25.0
2019-11-15,116.6667
2019-11-18,-9.2308
2019-11-20,0.0
2019-11-21,-58.1356
2019-11-22,120.2429
2019-11-25,18.5662
2019-11-29,0.0
2019-12-02,-6.9767
2019-12-06,-66.5
2019-12-10,-0.4975
2019-12-11,220.0
2019-12-19,0.1563
2019-12-23,0.0
2019-12-27,-67.2387
2019-12-30,128.5714
2019-12-31,-47.9167
2020-01-02,60.0
2020-01-09,-60.0
2020-01-10,148.125
2020-01-13,-11.838799999999999
2020-01-16,13.4286
2020-01-21,-49.6222
2020-01-23,0.0
2020-01-29,-20.0
2020-01-30,212.5
2020-01-31,-20.0
2020-02-06,-25.0
2020-02-07,0.0
2020-02-10,-16.6667
2020-02-11,-20.0
2020-02-12,0.0
2020-02-14,-10.5
2020-02-19,11.7318
2020-02-21,-25.0
2020-02-26,-6.0
2020-02-27,-0.7092
2020-02-28,-21.4286
2020-03-03,27.2727
2020-03-05,42.8571
2020-03-06,25.0
2020-03-09,12.0
2020-03-10,-10.7143
2020-03-11,-20.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,-23.5
2020-03-17,89.5425
2020-03-18,-1.7241
2020-03-20,1.7544
2020-03-27,0.0
2020-03-31,0.0
2020-04-01,34.4828
2020-04-02,28.2051
2020-04-09,-50.0
2020-04-13,-11.6
2020-04-14,35.2941
2020-04-20,0.3344
2020-04-30,4.0
2020-05-04,-16.0256
2020-05-05,52.6718
2020-05-06,0.0
2020-05-11,0.0
2020-05-12,-3.25
2020-05-19,-30.7494
2020-05-21,49.2537
2020-05-29,0.0
2020-06-02,-33.0
2020-06-04,-16.4179
2020-06-15,36.1607
2020-06-17,23.7705
2020-06-19,-16.2252
2020-06-23,58.1028
2020-07-08,-20.2
2020-07-09,-29.8246
2020-07-13,78.5714
2020-07-14,40.0
2020-07-15,107.1429
2020-07-16,24.1379
2020-07-17,-11.1111
2020-07-20,-18.125
2020-07-21,-10.687
2020-07-22,10.6838
2020-07-23,30.5019
2020-07-24,-23.3136
2020-07-27,-9.2593
2020-07-28,-19.2177
2020-07-29,3.1579
2020-07-30,1.0204
2020-07-31,-6.404
