ticker,TFFP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-25,1.4
2019-10-28,-0.5917
2019-10-29,-0.5952
2019-10-30,0.0
2019-10-31,1.5968
2019-11-01,3.1434
2019-11-04,-2.0857
2019-11-05,1.9356
2019-11-06,0.1908
2019-11-07,0.381
2019-11-08,2.4668
2019-11-11,-5.5556
2019-11-12,2.7451
2019-11-13,-3.2443
2019-11-14,0.5917
2019-11-15,-0.7843
2019-11-18,-0.9881
2019-11-19,0.0
2019-11-20,1.7964
2019-11-21,0.7843
2019-11-22,0.0
2019-11-25,-1.1673
2019-11-26,0.3937
2019-11-27,0.7843
2019-11-29,2.3346
2019-12-02,0.0
2019-12-03,-2.0913
2019-12-04,-0.3883
2019-12-05,2.3392
2019-12-06,-1.5238
2019-12-09,-0.3868
2019-12-10,-0.3883
2019-12-11,-0.9747
2019-12-12,0.0
2019-12-13,1.1811
2019-12-16,-0.5837
2019-12-17,0.1957
2019-12-18,-0.9766
2019-12-19,1.1834
2019-12-20,-8.1871
2019-12-23,8.4926
2019-12-24,0.3914
2019-12-26,0.7797
2019-12-27,0.1934
2019-12-30,-0.1931
2019-12-31,3.4816
2020-01-02,0.0
2020-01-03,-2.8037
2020-01-06,-0.9615
2020-01-07,0.3883
2020-01-08,-1.5474
2020-01-09,3.3399
2020-01-10,-2.0913
2020-01-13,1.7476
2020-01-14,0.0
2020-01-15,0.9294
2020-01-16,-0.7317
2020-01-17,-0.9524
2020-01-21,-1.5385
2020-01-22,0.5859
2020-01-23,0.5825
2020-01-24,-2.0772
2020-01-27,-1.033
2020-01-28,6.7729
2020-01-29,-2.9851
2020-01-30,0.3558
2020-01-31,0.6036
2020-02-03,-1.9048
2020-02-04,-1.6951
2020-02-05,0.0454
2020-02-06,-1.2833
2020-02-07,1.1
2020-02-10,0.0653
2020-02-11,0.253
2020-02-12,-1.0077
2020-02-13,0.8068
2020-02-14,-1.1955
2020-02-18,1.6
2020-02-19,-2.1654
2020-02-20,0.6036
2020-02-21,0.4
2020-02-24,-2.988
2020-02-25,2.1561
2020-02-26,-2.3116
2020-02-27,-0.2058
2020-02-28,0.4124
2020-03-02,-1.4374
2020-03-03,-1.0417
2020-03-04,5.0526
2020-03-05,-2.2044
2020-03-06,-0.6148
2020-03-09,-11.134
2020-03-10,-6.2645
2020-03-11,-0.9901
2020-03-12,0.0
2020-03-13,0.25
2020-03-16,-5.2369
2020-03-17,0.0
2020-03-18,-2.1053
2020-03-19,4.3011
2020-03-20,11.8557
2020-03-23,-7.8341
2020-03-24,5.0
2020-03-25,-4.7619
2020-03-26,-12.25
2020-03-27,2.5641
2020-03-30,-1.85
2020-03-31,8.6772
2020-04-01,-1.3021
2020-04-02,2.3747
2020-04-03,8.2474
2020-04-06,9.4048
2020-04-07,-1.8498
2020-04-08,10.4213
2020-04-09,-2.6104000000000003
2020-04-13,-3.0928
2020-04-14,-1.2277
2020-04-15,8.7823
2020-04-16,-8.9109
2020-04-17,-1.9565000000000001
2020-04-20,1.7738
2020-04-21,-5.8824
2020-04-22,7.4074
2020-04-23,3.2328
2020-04-24,-0.4175
2020-04-27,2.5157
2020-04-28,0.2045
2020-04-29,1.4285999999999999
2020-04-30,2.8169
2020-05-01,-2.1526
2020-05-04,-3.2
2020-05-05,0.4132
2020-05-06,-1.2346
2020-05-07,2.5
2020-05-08,-2.439
2020-05-11,-0.625
2020-05-12,-0.8386
2020-05-13,-4.6512
2020-05-14,4.2129
2020-05-15,6.1702
2020-05-18,4.4088
2020-05-19,-6.142
2020-05-20,-2.045
2020-05-21,1.6701000000000001
2020-05-22,-0.2053
2020-05-26,0.4115
2020-05-27,4.918
2020-05-28,0.5859
2020-05-29,3.4951
2020-06-01,8.818
2020-06-02,-0.1724
2020-06-03,-2.5907
2020-06-04,-3.9007
2020-06-05,0.738
2020-06-08,-3.8462
2020-06-09,1.9048
2020-06-10,0.7477
2020-06-11,-2.2263
2020-06-12,-0.3795
2020-06-15,1.5238
2020-06-16,0.7505
2020-06-17,13.2216
2020-06-18,-0.9868
2020-06-19,-5.6478
2020-06-22,1.4085
2020-06-23,-0.3472
2020-06-24,-1.5678999999999998
2020-06-25,4.4248
2020-06-26,-2.8814
2020-06-29,-0.5236
2020-06-30,1.0526
2020-07-01,1.7361
2020-07-02,5.6314
2020-07-06,3.3926
2020-07-07,-2.8125
2020-07-08,-0.3215
2020-07-09,-0.2419
2020-07-10,4.1229
2020-07-13,3.882
2020-07-14,-3.5874
2020-07-15,4.6512
2020-07-16,-3.7037
2020-07-17,4.6154
2020-07-20,-5.0
2020-07-21,-0.9288
2020-07-22,10.7812
2020-07-23,-1.2694
2020-07-24,-3.7143
2020-07-27,0.0
2020-07-28,12.908
2020-07-29,6.1761
2020-07-30,11.8812
2020-07-31,0.5531
