ticker,QTCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-08-25,25.0
2010-10-14,280.0
2011-01-03,9900.0
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,2.6316
2011-01-18,2.5641
2011-01-19,0.0
2011-01-20,0.0
2011-04-01,-43.4
2011-04-05,-0.1767
2011-04-11,-11.5044
2011-05-19,2400.0
2011-05-20,0.0
2011-05-23,-19.2
2011-05-26,-0.9901
2011-05-27,25.0
2011-05-31,14.0
2011-06-03,-7.0175
2011-06-16,-24.5283
2011-06-21,-12.5
2011-06-22,-14.2857
2011-06-23,66.6667
2011-06-28,0.0
2011-07-08,-18.0
2011-09-07,-2.1951
2011-11-16,-0.2494
2011-11-17,0.25
2011-11-21,2.7431
2011-12-07,45.6311
2011-12-27,60.0
2011-12-28,1.0417
2012-01-10,-78.3505
2012-01-11,3.8095
2012-01-12,-0.9174
2012-01-13,2.7778
2012-01-17,-12.6126
2012-01-18,-7.3325
2012-01-19,-33.2916
2012-01-20,-8.276
2012-01-23,49.0909
2012-01-24,-9.7561
2012-01-25,0.0
2012-01-26,-1.3514
2012-01-27,-2.7397
2012-01-30,4.2254
2012-01-31,0.0
2012-02-01,3.3784
2012-02-02,-4.5752
2012-02-03,-1.5068000000000001
2012-02-06,-2.6426
2012-02-07,-12.857099999999999
2012-02-08,-16.3934
2012-02-09,-7.8431
2012-02-10,-0.0266
2012-02-13,-10.6145
2012-02-14,-28.5714
2012-02-15,-5.0
2012-02-16,-22.807
2012-02-17,-13.6364
2012-02-21,5.2632
2012-02-22,10.0
2012-02-23,-9.0909
2012-02-24,-5.0
2012-02-27,-2.6316
2012-02-28,3.7161999999999997
2012-02-29,2.215
2012-03-01,-7.7119
2012-03-02,-11.0497
2012-03-05,3.1056
2012-03-06,8.4337
2012-03-07,-5.5556
2012-03-08,17.647100000000002
2012-03-09,15.0
2012-03-12,-2.1739
2012-03-13,-2.2222
2012-03-14,0.0
2012-03-15,-13.6364
2012-03-16,0.0
2012-03-19,-2.6316
2012-03-20,-2.7027
2012-03-21,-5.5556
2012-03-22,2.9412000000000003
2012-03-23,0.0
2012-03-26,-17.1429
2012-03-27,0.0
2012-03-28,-30.3448
2012-03-29,28.7129
2012-03-30,7.6923
2012-04-02,0.0
2012-04-03,-3.5714
2012-04-04,40.7407
2012-04-05,-10.526299999999999
2012-04-09,-22.0588
2012-04-10,5.6604
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,14.2857
2012-04-16,-12.5
