ticker,GNGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-12,0.0
2006-05-15,0.1852
2006-05-16,0.1848
2006-05-17,0.1845
2006-05-18,-0.1842
2006-05-19,-0.369
2006-05-22,0.1852
2006-05-23,0.0
2006-05-24,0.1848
2006-05-25,-0.369
2006-05-26,0.0
2006-05-30,0.0
2006-05-31,0.0
2006-06-01,0.0
2006-06-02,-0.3704
2006-06-06,0.3717
2006-06-07,-0.3704
2006-06-08,0.1859
2006-06-13,0.9276
2006-06-14,-0.9191
2006-06-15,0.0
2006-06-16,0.0
2006-06-19,0.1855
2006-06-20,0.9259
2006-06-22,-1.1009
2006-06-23,0.0
2006-06-27,1.1132
2006-06-30,-1.8349
2006-07-03,0.9346
2006-07-05,-1.6667
2006-07-06,0.565
2006-07-07,0.0
2006-07-10,2.0599
2006-07-11,-0.9174
2006-07-12,0.0
2006-07-13,0.0
2006-07-14,0.0
2006-07-17,0.9259
2006-07-18,-0.5505
2006-07-19,-0.369
2006-07-20,0.0
2006-07-21,-0.1852
2006-07-24,-0.5566
2006-07-25,-0.3731
2006-07-27,0.0
2006-07-28,1.6854
2006-08-01,-0.9208
2006-08-02,0.0
2006-08-03,-0.1859
2006-08-04,0.5587
2006-08-07,-0.7407
2006-08-08,0.3731
2006-08-09,0.3717
2006-08-10,-0.9259
2006-08-11,0.5607
2006-08-14,0.0
2006-08-15,0.1859
2006-08-16,0.3711
2006-08-17,-0.1848
2006-08-18,-0.5556
2006-08-21,0.9311
2006-08-22,-0.369
2006-08-23,-0.7407
2006-08-24,0.0
2006-08-25,0.0
2006-08-29,0.0
2006-08-30,1.6791
2006-08-31,-1.4679
2006-09-06,0.1862
2006-09-07,2.2305
2006-09-08,0.0
2006-09-11,0.7273
2006-09-12,-0.722
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,0.0
2006-09-18,-0.9091
2006-09-19,0.1835
2006-09-20,0.0
2006-09-21,-0.1832
2006-09-22,1.6514
2006-09-27,-0.5415
2006-09-28,0.0
2006-09-29,-0.726
2006-10-02,-0.3656
2006-10-03,0.0
2006-10-04,-0.7339
2006-10-05,0.0
2006-10-06,-0.1848
2006-10-10,0.9259
2006-10-11,0.0
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.1835
2006-10-19,0.3663
2006-10-20,-0.365
2006-10-23,-0.1832
2006-10-24,0.0
2006-10-25,0.9174
2006-10-26,0.0
2006-10-27,0.0
2006-10-30,0.0
