ticker,AIRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,1.9607999999999999
2000-01-07,9.6154
2000-01-10,-5.2632
2000-01-11,3.7037
2000-01-12,-3.5714
2000-01-13,3.7037
2000-01-14,-7.1429
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,9.6154
2000-01-21,-10.526299999999999
2000-01-24,0.0
2000-01-25,11.7647
2000-01-26,-10.526299999999999
2000-01-27,0.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-03,0.0
2000-02-04,9.8039
2000-02-07,-8.9286
2000-02-08,9.8039
2000-02-09,-7.1429
2000-02-10,7.6923
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,7.1429
2000-02-17,-3.3333
2000-02-18,-3.4483
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-8.9286
2000-02-29,1.9607999999999999
2000-03-01,-1.9231
2000-03-02,1.9607999999999999
2000-03-06,3.8462
2000-03-07,7.4074
2000-03-08,-1.7241
2000-03-09,0.0
2000-03-10,-7.0175
2000-03-13,0.0
2000-03-14,9.434
2000-03-15,0.0
2000-03-16,-3.4483
2000-03-20,0.0
2000-03-21,3.5714
2000-03-22,3.4483
2000-03-23,-10.0
2000-03-24,3.7037
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,7.1429
2000-04-04,-6.6667
2000-04-06,0.0
2000-04-07,1.7856999999999998
2000-04-10,-1.7544
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-8.9286
2000-04-17,0.0
2000-04-18,9.8039
2000-04-19,-8.9286
2000-04-20,9.8039
2000-04-25,-3.5714
2000-04-27,-5.5556
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,0.0
2000-05-05,0.0
2000-05-08,9.8039
2000-05-12,-8.9286
2000-05-15,3.9215999999999998
2000-05-16,3.7736
2000-05-17,1.8182
2000-05-18,1.7856999999999998
2000-05-19,0.0
2000-05-22,5.2632
2000-05-23,0.0
2000-05-24,2.6667
2000-05-25,-13.3333
2000-05-26,3.8462
2000-05-30,11.1111
2000-05-31,-6.6667
2000-06-01,-7.1429
2000-06-06,0.0
2000-06-08,7.6923
2000-06-09,7.1429
2000-06-13,-6.6667
2000-06-14,-5.3571
2000-06-16,13.2075
2000-06-26,-6.6667
2000-06-29,3.5714
2000-06-30,3.4483
2000-07-03,-3.3333
2000-07-05,-3.4483
2000-07-07,3.5714
2000-07-10,-3.4483
2000-07-11,0.0
