ticker,XFOR US Equity
2018-04-12,-6.6519
2018-04-13,-3.8005
2018-04-16,-24.5926
2018-04-17,8.4479
2018-04-18,-3.2005
2018-04-19,-3.5558
2018-04-20,0.3234
2018-04-23,2.1921
2018-04-24,-0.6309
2018-04-25,2.3492
2018-04-26,3.9082
2018-04-27,3.9403
2018-04-30,15.0488
2018-05-01,-2.646
2018-05-02,2.3077
2018-05-03,2.7569
2018-05-04,0.9268
2018-05-07,2.0783
2018-05-08,-4.1193
2018-05-09,-2.2716
2018-05-10,1.617
2018-05-11,6.3153
2018-05-14,1.3096
2018-05-15,-7.7101
2018-05-16,-0.3502
2018-05-17,-1.3554
2018-05-18,-1.883
2018-05-21,-4.2012
2018-05-22,-7.4174
2018-05-23,-2.8655
2018-05-24,-5.1776
2018-05-25,5.7143
2018-05-29,-0.2402
2018-05-30,0.9633
2018-05-31,2.6834
2018-06-01,1.6841
2018-06-04,-2.3415
2018-06-05,-0.6433
2018-06-06,3.0606
2018-06-07,1.0851
2018-06-08,-1.4689
2018-06-11,3.8417
2018-06-12,-2.6505
2018-06-13,-4.9348
2018-06-14,-1.9689999999999999
2018-06-15,-2.3128
2018-06-18,3.4268
2018-06-19,1.8675000000000002
2018-06-20,-0.2365
2018-06-21,-2.0154
2018-06-22,14.5796
2018-06-25,-4.2239
2018-06-26,0.4961
2018-06-27,-0.2194
2018-06-28,-78.0099
2018-06-29,-9.25
2018-07-02,7.7135
2018-07-03,-1.5345
2018-07-05,-0.7792
2018-07-06,-4.9738
2018-07-09,-0.8264
2018-07-10,-0.5556
2018-07-11,-0.2793
2018-07-12,-2.521
2018-07-13,-2.2989
2018-07-16,-2.9412000000000003
2018-07-17,-6.0606
2018-07-18,-3.871
2018-07-19,6.3758
2018-07-20,-4.4164
2018-07-23,-0.9901
2018-07-24,-5.3333
2018-07-25,-4.2254
2018-07-26,4.7794
2018-07-27,-11.2281
2018-07-30,-3.5573
2018-07-31,3.2787
2018-08-01,-4.3651
2018-08-02,0.4149
2018-08-03,-7.438
2018-08-06,-3.125
2018-08-07,10.5991
2018-08-08,-7.0833
2018-08-09,1.7936999999999999
2018-08-10,-0.4405
2018-08-13,-19.0265
2018-08-14,1.6393
2018-08-15,18.8172
2018-08-16,-15.3846
2018-08-17,-4.5455
2018-08-20,3.0812
2018-08-21,-3.2609
2018-08-22,9.5506
2018-08-23,-7.6923
2018-08-24,5.0
2018-08-27,0.5291
2018-08-28,-1.5789
2018-08-29,-1.0695000000000001
2018-08-30,1.6216
2018-08-31,21.8085
2018-09-04,-6.5502
2018-09-05,-4.2056000000000004
2018-09-06,-5.3659
2018-09-07,-3.6082
2018-09-10,-4.2781
2018-09-11,3.9106
2018-09-12,1.6129
2018-09-13,-4.2328
2018-09-14,-2.2099
2018-09-17,-2.8249
2018-09-18,-3.4884
2018-09-19,4.8193
2018-09-20,-0.5747
2018-09-21,-2.3121
2018-09-24,-3.5503
2018-09-25,0.6135
2018-09-26,12.1951
2018-09-27,-6.5217
2018-09-28,-5.814
2018-10-01,-4.321
2018-10-02,2.5806
2018-10-03,5.6604
2018-10-04,1.1905000000000001
2018-10-05,8.2353
2018-10-08,12.5
2018-10-09,-5.7971
2018-10-10,-8.7179
2018-10-11,-7.3034
2018-10-12,-1.2121
2018-10-15,-4.908
2018-10-16,3.2258
2018-10-17,-3.75
2018-10-18,-3.8961
2018-10-19,1.3514
2018-10-22,-0.6667
2018-10-23,-4.698
2018-10-24,-4.2254
2018-10-25,-2.2059
2018-10-26,-0.7519
2018-10-29,-4.5455
2018-10-30,4.7619
2018-10-31,1.5152
2018-11-01,0.7463
2018-11-02,3.7037
2018-11-05,4.2857
2018-11-06,-2.7397
2018-11-07,-2.8169
2018-11-08,3.6231999999999998
2018-11-09,-4.1958
2018-11-12,-2.1898
2018-11-13,-7.4627
2018-11-14,-1.6129
2018-11-15,0.0
2018-11-16,4.918
2018-11-19,-3.125
2018-11-20,-4.0323
2018-11-21,0.0
2018-11-23,4.2017
2018-11-26,-6.4516
2018-11-27,255.1724
2018-11-28,-25.7282
2018-11-29,21.2418
2018-11-30,4.8518
2018-12-03,-13.1105
2018-12-04,-0.2959
2018-12-06,13.0564
2018-12-07,-8.399000000000001
2018-12-10,3.1519
2018-12-11,-0.8333
2018-12-12,9.8039
2018-12-13,0.2551
2018-12-14,-4.8346
2018-12-17,-6.1497
2018-12-18,-3.9886
2018-12-19,-2.9674
2018-12-20,-8.2569
2018-12-21,-21.0
2018-12-24,3.7975
2018-12-26,8.9431
2018-12-27,-5.9701
2018-12-28,-5.5556
2018-12-31,-2.521
2019-01-02,10.3448
2019-01-03,32.8125
2019-01-04,-0.2941
2019-01-07,-4.1298
2019-01-08,7.6923
2019-01-09,-2.0
2019-01-10,7.8717
2019-01-11,-5.1350999999999996
2019-01-14,-0.8547
2019-01-15,-5.1724
2019-01-16,-1.5152
2019-01-17,2.7692
2019-01-18,-4.1916
2019-01-22,-2.5
2019-01-23,-2.8846
2019-01-24,0.9901
2019-01-25,-1.3072
2019-01-28,-6.2914
2019-01-29,0.0
2019-01-30,-1.0601
2019-01-31,-2.5
2019-02-01,0.0
2019-02-04,3.6630000000000003
2019-02-05,-2.4735
2019-02-06,10.1449
2019-02-07,-9.5395
2019-02-08,-2.1818
2019-02-11,-2.974
2019-02-12,0.7663
2019-02-13,1.9011
2019-02-14,2.9851
2019-02-15,-0.7246
2019-02-19,-4.7445
2019-02-20,-1.9157
2019-02-21,5.0781
2019-02-22,-1.1152
2019-02-25,6.7669
2019-02-26,-0.3521
2019-02-27,0.0
2019-02-28,-2.4735
2019-03-01,5.4348
2019-03-04,5.8419
2019-03-05,-1.6234
2019-03-06,1.9802
2019-03-07,5.8252
2019-03-08,2.1407
2019-03-11,-0.2994
2019-03-12,-2.8529
2019-03-13,-3.864
2019-03-14,-18.5959
2019-03-15,27.9131
2019-03-18,15.8003
2019-03-19,-2.3111
2019-03-20,2.3658
2019-03-21,2.1333
2019-03-22,-10.8355
2019-03-25,-5.2221
2019-03-26,2.5747
2019-03-27,-7.2791
2019-03-28,3.3568
2019-03-29,-8.8004
2019-04-01,3.1591
2019-04-02,-1.3363
2019-04-03,0.0
2019-04-04,-3.1603
2019-04-05,0.8159
2019-04-08,-3.0636
2019-04-09,-6.2016
2019-04-10,4.8951
2019-04-11,-8.4848
2019-04-12,-16.755
2019-04-15,10.9785
2019-04-16,4.4444
2019-04-17,1.5786
2019-04-18,-2.7702999999999998
2019-04-22,9.451
2019-04-23,21.5238
2019-04-24,6.0606
2019-04-25,-0.5911
2019-04-26,-1.7344
2019-04-29,-1.412
2019-04-30,4.3478
2019-05-01,1.9607999999999999
2019-05-02,-2.3077
2019-05-03,0.4429
2019-05-06,0.147
2019-05-07,-2.1526
2019-05-08,4.3
2019-05-09,-0.2876
2019-05-10,2.9327
2019-05-13,-2.4755
2019-05-14,3.7835
2019-05-15,-7.4296
2019-05-16,-6.7797
2019-05-17,-0.3209
2019-05-20,-9.0129
2019-05-21,2.5943
2019-05-22,-2.1264
2019-05-23,3.5819
2019-05-24,-2.6644
2019-05-28,1.9220000000000002
2019-05-29,-2.9714
2019-05-30,-9.7762
2019-05-31,0.3264
2019-06-03,-3.5784000000000002
2019-06-04,-4.4534
2019-06-05,-0.3531
2019-06-06,-1.1339
2019-06-07,7.5269
2019-06-10,-3.3333
2019-06-11,-4.7586
2019-06-12,4.2722999999999995
2019-06-13,0.0694
2019-06-14,1.3185
2019-06-17,1.0274
2019-06-18,-0.339
2019-06-19,1.9727999999999999
2019-06-20,0.7338
2019-06-21,2.649
2019-06-24,-3.7419000000000002
2019-06-25,-1.9437
2019-06-26,0.2734
2019-06-27,6.7485
2019-06-28,-4.2146
2019-07-01,5.0
2019-07-02,-4.254
2019-07-03,3.1167
2019-07-05,-2.4436999999999998
2019-07-08,-9.7561
2019-07-09,0.2922
2019-07-10,0.874
2019-07-11,2.1661
2019-07-12,3.3922
2019-07-15,1.5038
2019-07-16,-0.8081
2019-07-17,-1.4936
2019-07-18,1.1027
2019-07-19,-7.9073
2019-07-22,-3.6269
2019-07-23,0.3072
2019-07-24,-4.2113
2019-07-25,2.9576000000000002
2019-07-26,-6.7547
2019-07-29,0.0833
2019-07-30,8.1531
2019-07-31,-8.461500000000001
2019-08-01,-5.042
2019-08-02,-1.6814
2019-08-05,-0.45
2019-08-06,1.9891999999999999
2019-08-07,3.2801
2019-08-08,1.1159
2019-08-09,1.9525000000000001
2019-08-12,-0.0833
2019-08-13,0.4167
2019-08-14,-3.8174
2019-08-15,5.3494
2019-08-16,7.2072
2019-08-19,-0.7639
2019-08-20,-1.2702
2019-08-21,-0.039
2019-08-22,-2.1841
2019-08-23,-0.319
2019-08-26,3.36
2019-08-27,0.0
2019-08-28,-3.1734
2019-08-29,-0.3997
2019-08-30,2.3274
2019-09-03,0.9412
2019-09-04,1.4763
2019-09-05,4.0582
2019-09-06,-1.0302
2019-09-09,2.974
2019-09-10,2.4549
2019-09-11,4.7921
2019-09-12,-0.4707
2019-09-13,1.3514
2019-09-16,-7.4667
2019-09-17,-1.2248
2019-09-18,2.407
2019-09-19,5.1282
2019-09-20,-5.1491
2019-09-23,-12.4286
2019-09-24,-0.8157
2019-09-25,0.9046
2019-09-26,7.009
2019-09-27,-0.9901
2019-09-30,-2.2308
2019-10-01,-1.3375
2019-10-02,-0.8772
2019-10-03,1.1263
2019-10-04,-0.7955
2019-10-07,-3.5285
2019-10-08,-2.4106
2019-10-09,0.7666
2019-10-10,-0.5917
2019-10-11,-0.085
2019-10-14,-1.7021
2019-10-15,7.013
2019-10-16,-0.9709
2019-10-17,0.4902
2019-10-18,-0.7317
2019-10-21,1.3104
2019-10-22,-0.1617
2019-10-23,-0.3239
2019-10-24,-1.7059
2019-10-25,-1.6529
2019-10-28,3.1092
2019-10-29,-1.141
2019-10-30,0.9068
2019-10-31,0.0817
2019-11-01,1.3061
2019-11-04,0.4029
2019-11-05,-0.2408
2019-11-06,3.9421
2019-11-07,3.7926
2019-11-08,0.2237
2019-11-11,5.6548
2019-11-12,-1.4788999999999999
2019-11-13,-5.6469000000000005
2019-11-14,-2.197
2019-11-15,1.5492
2019-11-18,1.2967
2019-11-19,7.9066
2019-11-20,-5.2338000000000005
2019-11-21,-0.4418
2019-11-22,-2.2929
2019-11-25,0.3028
2019-11-26,-16.7547
2019-11-27,-4.1251
2019-11-29,0.5201
2019-12-02,-6.5851
2019-12-03,1.5106000000000002
2019-12-04,0.9921
2019-12-05,4.9116
2019-12-06,0.1873
2019-12-09,12.243
2019-12-10,-1.8317999999999999
2019-12-11,-6.955
2019-12-12,-0.1823
2019-12-13,-0.8219
2019-12-16,1.2891
2019-12-17,0.0
2019-12-18,-1.1818
2019-12-19,-1.196
2019-12-20,-3.1657
2019-12-23,5.7692
2019-12-24,0.0
2019-12-26,-0.4545
2019-12-27,-0.8219
2019-12-30,-0.6446
2019-12-31,-0.8341
2020-01-02,2.3364
2020-01-03,-1.2785
2020-01-06,-3.8853
2020-01-07,1.3474
2020-01-08,-0.9497
2020-01-09,-0.9588
2020-01-10,5.7115
2020-01-13,-6.5018
2020-01-14,-2.7424
2020-01-15,0.4028
2020-01-16,3.009
2020-01-17,0.4869
2020-01-21,-3.7791
2020-01-22,0.1007
2020-01-23,-3.8228999999999997
2020-01-24,-2.6151
2020-01-27,-0.4296
2020-01-28,-0.9709
2020-01-29,-3.0501
2020-01-30,-3.3708
2020-01-31,-3.4884
2020-02-03,-1.0843
2020-02-04,-0.1218
2020-02-05,8.0488
2020-02-06,0.6772
2020-02-07,-0.8969
2020-02-10,13.1222
2020-02-11,-2.0
2020-02-12,-7.0408
2020-02-13,-1.9759
2020-02-14,3.0235
2020-02-18,10.5435
2020-02-19,2.6549
2020-02-20,3.5441000000000003
2020-02-21,-3.1452
2020-02-24,1.9102000000000001
2020-02-25,-1.9681
2020-02-26,5.2581
2020-02-27,-3.4514
2020-02-28,0.4704
2020-03-02,-0.4682
2020-03-03,-0.7526
2020-03-04,-2.1801
2020-03-05,-3.2946
2020-03-06,-2.4048
2020-03-09,-6.6735
2020-03-10,-0.5501
2020-03-11,-5.0885
2020-03-12,-5.2448
2020-03-13,-2.8289999999999997
2020-03-16,-19.3671
2020-03-17,14.7567
2020-03-18,-17.5103
2020-03-19,33.665
2020-03-20,4.5906
2020-03-23,-1.7793999999999999
2020-03-24,9.5411
2020-03-25,4.7409
2020-03-26,-4.3158
2020-03-27,-8.6909
2020-03-30,3.012
2020-03-31,16.9591
2020-04-01,-18.3
2020-04-02,8.4455
2020-04-03,-1.4673
2020-04-06,3.0928
2020-04-07,-2.8889
2020-04-08,6.4073
2020-04-09,7.3118
2020-04-13,-5.511
2020-04-14,4.9841
2020-04-15,-4.1414
2020-04-16,0.2107
2020-04-17,4.1009
2020-04-20,-1.2121
2020-04-21,-4.09
2020-04-22,1.2793
2020-04-23,-5.1579
2020-04-24,4.8835
2020-04-27,2.1164
2020-04-28,2.2798
2020-04-29,0.2026
2020-04-30,-5.8645
2020-05-01,-4.8335
2020-05-04,-0.6772
2020-05-05,2.2727
2020-05-06,0.0
2020-05-07,-4.8889
2020-05-08,6.3084
2020-05-11,0.0
2020-05-12,-1.4285999999999999
2020-05-13,-2.0067
2020-05-14,-1.2514
2020-05-15,2.0737
2020-05-18,1.5800999999999998
2020-05-19,0.1111
2020-05-20,-0.5549
2020-05-21,-1.0045
2020-05-22,-0.6764
2020-05-26,-1.1351
2020-05-27,-0.1148
2020-05-28,-1.2644
2020-05-29,-0.5821
2020-06-01,0.9368
2020-06-02,3.1323
2020-06-03,0.0
2020-06-04,-3.3746
2020-06-05,2.0955
2020-06-08,8.0958
2020-06-09,-2.2152
2020-06-10,-6.2567
2020-06-11,-8.1703
2020-06-12,6.7669
2020-06-15,2.8169
2020-06-16,7.8767
2020-06-17,3.9153000000000002
2020-06-18,-0.2037
2020-06-19,0.5102
2020-06-22,5.9898
2020-06-23,-6.3218
2020-06-24,-0.6135
2020-06-25,-3.2922000000000002
2020-06-26,-8.0851
2020-06-29,-1.1574
2020-06-30,9.1335
2020-07-01,-2.2532
2020-07-02,-1.5368
2020-07-06,-7.9153
2020-07-07,-2.6634
2020-07-08,3.1095
2020-07-09,-4.4632
2020-07-10,2.5253
2020-07-13,-1.1084
2020-07-14,1.1208
2020-07-15,0.0
2020-07-16,0.3695
2020-07-17,0.7362
2020-07-20,2.9842
2020-07-21,-0.7688
2020-07-22,0.1192
2020-07-23,-0.3571
2020-07-24,-4.4205
2020-07-27,3.25
2020-07-28,0.1211
2020-07-29,-3.1439
2020-07-30,-3.4956
2020-07-31,-4.0103
