ticker,AWAW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,13.3333
2013-08-28,-5.8824
2013-08-29,0.0
2013-09-03,21.875
2013-09-04,-17.9487
2013-09-06,-6.25
2013-09-09,0.0
2013-09-10,26.6667
2013-09-11,-0.0329
2013-09-13,0.0329
2013-09-16,5.2632
2013-09-17,0.0
2013-09-18,-5.0
2013-09-20,7.8618
2013-09-25,-9.7286
2013-09-26,8.1081
2013-09-27,-2.5
2013-09-30,2.5321
2013-10-01,0.0313
2013-10-03,2.5
2013-10-04,4.878
2013-10-07,11.6279
2013-10-08,21.875
2013-10-09,-1.0256
2013-10-10,-20.5527
2013-10-11,17.1739
2013-10-14,-3.525
2013-10-15,13.461500000000001
2013-10-16,-8.4746
2013-10-17,5.3704
2013-10-18,3.6907
2013-10-21,-1.6949
2013-10-22,-8.6207
2013-10-23,-11.3208
2013-10-24,2.1277
2013-10-25,13.5417
2013-10-28,-0.9404
2013-10-30,-25.9088
2013-10-31,25.0
2013-11-01,0.0
2013-11-04,4.0
2013-11-05,-10.5769
2013-11-06,7.3118
2013-11-07,2.2044
2013-11-08,-1.9607999999999999
2013-11-11,-1.0
2013-11-12,5.0505
2013-11-13,-10.5769
2013-11-14,0.0
2013-11-15,-1.0753
2013-11-18,4.3478
2013-11-19,-6.25
2013-11-20,-17.7778
2013-11-21,-0.0338
2013-11-22,-13.4336
2013-11-25,24.9268
2013-11-26,12.4531
2013-11-27,-11.0741
2013-11-29,0.0
2013-12-02,0.0
2013-12-03,-12.4687
2013-12-04,18.5291
2013-12-05,6.0241
2013-12-06,2.2727
2013-12-09,3.3333
2013-12-10,-3.2258
2013-12-11,3.3333
2013-12-12,-9.6774
2013-12-13,-2.3810000000000002
2013-12-16,-9.7561
2013-12-17,0.0
2013-12-18,2.7027
2013-12-19,-2.6316
2013-12-20,1.3514
2013-12-23,0.0
2013-12-24,-2.6667
2013-12-26,0.0
2013-12-27,2.7397
2013-12-30,0.0
2013-12-31,-10.6667
2014-01-03,7.4627
2014-01-06,8.3333
2014-01-07,-6.4103
2014-01-08,1.3699
2014-01-09,-2.7027
2014-01-10,0.0
2014-01-13,-5.5556
2014-01-14,0.0
2014-01-16,-6.7647
2014-01-17,9.7792
2014-01-21,0.5747
2014-01-22,-2.8571
2014-01-23,0.0
2014-01-24,0.0
2014-01-27,0.0
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,0.0
2014-01-31,-2.9412000000000003
