ticker,RUBY US Equity
2018-12-04,-1.8413
2018-12-06,-5.1809
2018-12-07,-9.0909
2018-12-10,-0.6218
2018-12-11,-2.1898
2018-12-12,5.5969999999999995
2018-12-13,-13.8819
2018-12-14,0.0
2018-12-17,3.3411
2018-12-18,-3.2331
2018-12-19,-7.1512
2018-12-20,1.7045
2018-12-21,-1.6760000000000002
2018-12-24,-12.6894
2018-12-26,13.8106
2018-12-27,0.1271
2018-12-28,3.3629
2018-12-31,-1.2891
2019-01-02,12.5622
2019-01-03,-0.6077
2019-01-04,2.8905
2019-01-07,-8.0497
2019-01-08,-8.6369
2019-01-09,-0.7074
2019-01-10,-2.7202
2019-01-11,2.996
2019-01-14,-6.2056000000000004
2019-01-15,1.9297
2019-01-16,1.0818
2019-01-17,-2.6087
2019-01-18,-4.0522
2019-01-22,2.5054
2019-01-23,-4.6089
2019-01-24,0.0732
2019-01-25,2.7067
2019-01-28,-0.8547
2019-01-29,-0.0718
2019-01-30,-2.2286
2019-01-31,0.6618
2019-02-01,1.6801
2019-02-04,-0.5747
2019-02-05,2.7457000000000003
2019-02-06,1.9691
2019-02-07,-3.7241
2019-02-08,-4.7278
2019-02-11,3.985
2019-02-12,0.4338
2019-02-13,-0.7919
2019-02-14,-0.5806
2019-02-15,1.9708
2019-02-19,-5.0107
2019-02-20,1.7332
2019-02-21,-1.1111
2019-02-22,8.2397
2019-02-25,9.481
2019-02-26,5.7522
2019-02-27,2.3311
2019-02-28,-7.243
2019-03-01,4.8489
2019-03-04,4.6246
2019-03-05,-5.3961
2019-03-06,-9.466
2019-03-07,0.067
2019-03-08,0.134
2019-03-11,0.4682
2019-03-12,3.9281
2019-03-13,-0.5125
2019-03-14,0.322
2019-03-15,4.5571
2019-03-18,7.6734
2019-03-19,-7.5257
2019-03-20,1.8496000000000001
2019-03-21,5.569
2019-03-22,-6.4794
2019-03-25,3.3109
2019-03-26,4.2136
2019-03-27,4.7836
2019-03-28,-2.0652
2019-03-29,0.444
2019-04-01,1.768
2019-04-02,6.5689
2019-04-03,-0.0509
2019-04-04,-0.9174
2019-04-05,2.572
2019-04-08,-0.7523
2019-04-09,-4.8509
2019-04-10,2.1243
2019-04-11,-5.3042
2019-04-12,-0.8237
2019-04-15,1.6611
2019-04-16,2.3965
2019-04-17,-5.6383
2019-04-18,-3.9459
2019-04-22,-6.338
2019-04-23,-0.5639
2019-04-24,4.1588
2019-04-25,3.3273
2019-04-26,2.2834
2019-04-29,4.98
2019-04-30,-4.6347000000000005
2019-05-01,-5.9463
2019-05-02,-4.0729
2019-05-03,-1.4575
2019-05-06,2.8939
2019-05-07,-4.375
2019-05-08,-0.5882
2019-05-09,-2.3669000000000002
2019-05-10,3.771
2019-05-13,-2.6606
2019-05-14,3.3333
2019-05-15,1.9355
2019-05-16,3.481
2019-05-17,-4.159
2019-05-20,4.5948
2019-05-21,2.3795
2019-05-22,-1.1919
2019-05-23,-1.8697
2019-05-24,3.5034
2019-05-28,-1.0689
2019-05-29,-3.3013
2019-05-30,-1.8622
2019-05-31,-8.5389
2019-06-03,-0.2766
2019-06-04,1.2483
2019-06-05,-3.0822
2019-06-06,-4.5936
2019-06-07,4.8889
2019-06-10,2.6836
2019-06-11,-0.1376
2019-06-12,-1.7218
2019-06-13,-1.6819
2019-06-14,-1.283
2019-06-17,3.8989000000000003
2019-06-18,-1.1118999999999999
2019-06-19,-3.0921
2019-06-20,4.0609
2019-06-21,-4.5296
2019-06-24,0.073
2019-06-25,6.4916
2019-06-26,-1.5753
2019-06-27,4.1058
2019-06-28,5.1471
2019-07-01,-4.3865
2019-07-02,0.0
2019-07-03,2.859
2019-07-05,-1.616
2019-07-08,-3.8108
2019-07-09,3.347
2019-07-10,2.115
2019-07-11,1.9417
2019-07-12,-2.2222
2019-07-15,-4.026
2019-07-16,0.203
2019-07-17,0.7427
2019-07-18,0.067
2019-07-19,1.0047
2019-07-22,-2.8515
2019-07-23,-5.9386
2019-07-24,-0.7983
2019-07-25,0.2195
2019-07-26,4.4526
2019-07-29,1.9567
2019-07-30,-1.8506
2019-07-31,-7.1229
2019-08-01,-3.0075
2019-08-02,-7.2093
2019-08-05,-6.5998
2019-08-06,3.8462
2019-08-07,0.1723
2019-08-08,3.1814
2019-08-09,-2.0
2019-08-12,-4.6769
2019-08-13,-1.5165
2019-08-14,-5.7065
2019-08-15,-4.0346
2019-08-16,6.1061
2019-08-19,3.9623
2019-08-20,-4.265
2019-08-21,-1.4218
2019-08-22,-2.1154
2019-08-23,-5.6974
2019-08-26,2.0833
2019-08-27,-4.898
2019-08-28,1.9313
2019-08-29,-3.2632
2019-08-30,0.9793
2019-09-03,-5.2802
2019-09-04,0.5688
2019-09-05,7.6923
2019-09-06,-1.1555
2019-09-09,0.8502
2019-09-10,-7.7977
2019-09-11,11.8857
2019-09-12,-4.3922
2019-09-13,1.8162
2019-09-16,7.765
2019-09-17,-3.1159
2019-09-18,2.5126
2019-09-19,1.6667
2019-09-20,-0.4822
2019-09-23,-3.876
2019-09-24,-8.2661
2019-09-25,-3.1868
2019-09-26,-4.3133
2019-09-27,-5.4567
2019-09-30,-1.5056
2019-10-01,-4.3312
2019-10-02,3.8615
2019-10-03,3.3333
2019-10-04,3.2258
2019-10-07,0.4808
2019-10-08,0.4785
2019-10-09,1.0714
2019-10-10,-0.7656
2019-10-11,1.365
2019-10-14,-1.4052
2019-10-15,2.6128
2019-10-16,5.9028
2019-10-17,1.0929
2019-10-18,-3.7838000000000003
2019-10-21,5.3933
2019-10-22,-1.4925
2019-10-23,-0.8658
2019-10-24,1.6376
2019-10-25,1.6112
2019-10-28,-3.8055
2019-10-29,-0.5495
2019-10-30,4.8619
2019-10-31,-6.8493
2019-11-01,11.538499999999999
2019-11-04,-7.4037
2019-11-05,12.9244
2019-11-06,-0.9699
2019-11-07,4.3095
2019-11-08,3.7559
2019-11-11,-0.905
2019-11-12,-8.1279
2019-11-13,-2.1869
2019-11-14,-19.9187
2019-11-15,-6.599
2019-11-18,3.2609
2019-11-19,1.4474
2019-11-20,3.048
2019-11-21,-1.6992
2019-11-22,7.0423
2019-11-25,-2.7512
2019-11-26,-6.2731
2019-11-27,-2.0997
2019-11-29,3.2172
2019-12-02,-6.1039
2019-12-03,14.3845
2019-12-04,13.0593
2019-12-05,10.5882
2019-12-06,2.7079
2019-12-09,0.3766
2019-12-10,12.758
2019-12-11,6.822
2019-12-12,0.8567
2019-12-13,1.2355
2019-12-16,4.5767
2019-12-17,-0.8753
2019-12-18,3.8999
2019-12-19,-16.5722
2019-12-20,-3.9049
2019-12-23,10.2473
2019-12-24,3.766
2019-12-26,-8.8031
2019-12-27,-2.2862
2019-12-30,-13.6049
2019-12-31,-4.7141
2020-01-02,-6.5263
2020-01-03,-1.6329
2020-01-06,0.2862
2020-01-07,0.5708
2020-01-08,5.2213
2020-01-09,3.7756
2020-01-10,-2.9106
2020-01-13,-5.5675
2020-01-14,1.7006999999999999
2020-01-15,4.6823
2020-01-16,4.7923
2020-01-17,-9.3496
2020-01-21,-4.7085
2020-01-22,0.5882
2020-01-23,-1.0526
2020-01-24,-4.8463
2020-01-27,-0.9938
2020-01-28,1.2547
2020-01-29,-0.2478
2020-01-30,-4.3478
2020-01-31,1.2987
2020-02-03,0.8333
2020-02-04,6.6751000000000005
2020-02-05,-2.0262000000000002
2020-02-06,0.1217
2020-02-07,-0.243
2020-02-10,0.2436
2020-02-11,1.3366
2020-02-12,8.1535
2020-02-13,-4.4346
2020-02-14,0.0
2020-02-18,-1.1601
2020-02-19,-0.7042
2020-02-20,0.0
2020-02-21,2.6005000000000003
2020-02-24,-2.0737
2020-02-25,-3.0588
2020-02-26,-1.5777
2020-02-27,-0.6165
2020-02-28,3.8462
2020-03-02,-6.5711
2020-03-03,2.6854
2020-03-04,1.9925000000000002
2020-03-05,-2.442
2020-03-06,-2.5031
2020-03-09,-8.9859
2020-03-10,0.5642
2020-03-11,-8.1346
2020-03-12,-39.084
2020-03-13,-4.2607
2020-03-16,16.2304
2020-03-17,-15.5405
2020-03-18,-0.2667
2020-03-19,12.2995
2020-03-20,-3.5714
2020-03-23,-0.7407
2020-03-24,8.7065
2020-03-25,-1.8307
2020-03-26,-0.2331
2020-03-27,0.2336
2020-03-30,4.662
2020-03-31,-0.8909
2020-04-01,-9.887599999999999
2020-04-02,5.985
2020-04-03,2.3529
2020-04-06,1.3793
2020-04-07,-2.0408
2020-04-08,5.0926
2020-04-09,5.2863
2020-04-13,-2.9289
2020-04-14,-0.9698
2020-04-15,-2.5027
2020-04-16,6.0268
2020-04-17,12.6316
2020-04-20,0.1869
2020-04-21,3.7313
2020-04-22,-1.7986
2020-04-23,1.0989
2020-04-24,12.1377
2020-04-27,10.6624
2020-04-28,-9.0511
2020-04-29,6.7416
2020-04-30,-9.0226
2020-05-01,-8.595
2020-05-04,1.4466999999999999
2020-05-05,0.5348
2020-05-06,6.2057
2020-05-07,-2.5042
2020-05-08,6.5068
2020-05-11,3.0547
2020-05-12,2.6521
2020-05-13,-0.304
2020-05-14,-8.5366
2020-05-15,-6.6667
2020-05-18,5.0
2020-05-19,-2.551
2020-05-20,6.9808
2020-05-21,1.4682
2020-05-22,2.4116
2020-05-26,1.5699
2020-05-27,2.0093
2020-05-28,-4.697
2020-05-29,2.5437
2020-06-01,0.4651
2020-06-02,2.7778
2020-06-03,-2.8529
2020-06-04,-1.5455999999999999
2020-06-05,0.157
2020-06-08,3.2915
2020-06-09,3.3384
2020-06-10,1.0279
2020-06-11,-10.0291
2020-06-12,-2.1002
2020-06-15,7.7558
2020-06-16,1.5314
2020-06-17,-7.5415
2020-06-18,4.4046
2020-06-19,1.0937000000000001
2020-06-22,1.5455999999999999
2020-06-23,-0.761
2020-06-24,-1.6871
2020-06-25,3.4321
2020-06-26,-10.5581
2020-06-29,6.5767
2020-06-30,-5.3797
2020-07-01,2.8428
2020-07-02,1.626
2020-07-06,-3.68
2020-07-07,1.8272
2020-07-08,0.4894
2020-07-09,0.3247
2020-07-10,-3.3981
2020-07-13,-3.8526
2020-07-14,4.1812
2020-07-15,1.0033
2020-07-16,-1.1589
2020-07-17,1.5074999999999998
2020-07-20,1.4026
2020-07-21,-1.8714
2020-07-22,-3.9801
2020-07-23,-2.7634
2020-07-24,-3.0195
2020-07-27,1.6484
2020-07-28,-1.4414
2020-07-29,-6.0329
2020-07-30,2.1401
2020-07-31,-6.4762
