ticker,RTSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-15,-4.4118
2009-05-19,0.0
2009-05-20,0.0
2009-05-28,0.0
2009-06-01,-3.8462
2009-06-02,-0.8
2009-06-04,0.0
2009-06-10,0.0
2009-06-15,0.0
2009-06-17,-0.8065
2009-06-19,0.813
2009-06-22,-1.6129
2009-06-23,1.6393
2009-07-14,6.4516
2009-07-15,0.7576
2009-07-17,-3.7594
2009-09-15,0.0
2009-09-16,1.5625
2009-09-17,1.5385
2009-09-18,-1.5152
2009-09-21,1.5385
2009-09-24,0.0
2009-09-29,0.7576
2009-10-14,0.0
2009-10-16,0.0
2009-10-23,0.0
2009-10-30,0.0
2009-11-11,0.0
2010-01-13,0.0
2010-01-15,0.0
2010-01-19,0.0
2010-04-01,5.2632
2010-04-05,3.5714
2010-04-07,0.0
2010-04-12,3.4483
2010-04-14,6.6667
2010-04-19,3.125
2010-04-20,0.0
2010-04-21,0.0
2010-04-23,9.0909
2010-04-26,11.1111
2010-04-27,10.0
2010-04-29,0.0
2010-04-30,-2.2727
2010-05-03,16.2791
2010-05-04,-18.0
2010-05-05,7.3171
2010-05-07,13.6364
2010-05-10,10.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,-9.0909
2010-05-17,19.6
2010-05-24,-13.0435
2010-05-25,7.6923
2010-06-02,3.5714
2010-06-03,1.7241
2010-06-08,-2.0339
2010-06-28,-19.7232
2010-06-30,29.3103
2010-07-23,0.0
2010-08-17,-8.3333
2010-08-31,-9.0909
2010-09-27,-20.0
2010-10-04,0.0
2010-10-26,-0.5
2010-11-02,0.0
2010-11-03,0.5025
2010-11-04,0.0
2010-11-05,10.0
2010-11-09,13.6364
2010-11-11,-10.0
2010-11-16,0.0
2010-11-23,0.0
2010-12-01,-11.1111
2010-12-08,0.0
2011-01-18,0.0
2011-02-22,0.0
2011-03-16,-12.5
2011-04-26,60.0
2011-06-09,42.8571
2011-06-16,0.0
2011-06-28,-42.5
2011-08-24,0.0
2011-11-01,-52.1739
2011-12-29,54.5455
2012-03-05,0.0
2012-04-02,0.0
2012-07-10,0.0
2013-09-09,-49.0196
2013-10-25,15.3846
2013-11-18,8.3333
2013-12-12,0.0
2014-01-10,0.0
2014-02-07,7.6923
2014-02-12,14.2857
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,12.5
2014-02-28,-2.2222
2014-03-03,0.0
2014-05-13,-9.0909
2014-06-12,0.0
2014-06-20,0.0
2014-06-30,-17.5
2014-07-01,9.0909
2014-07-08,-2.7778
2014-07-14,-14.2857
2014-08-04,0.0
2014-08-07,0.0
2014-08-12,22.0
2014-09-24,-23.4973
2014-09-25,-10.357099999999999
2014-09-26,-40.239
2014-11-05,-81.3333
2014-11-12,257.1429
2014-11-18,25.0
2014-12-12,-20.0
2014-12-22,-25.0
2015-01-20,53.3333
2015-04-17,13.0435
2015-05-18,0.0
2015-08-12,3.8462
2015-09-29,8.1481
2015-11-06,2.7397
2015-12-16,-20.0
2015-12-17,-0.75
2015-12-18,-6.801
2015-12-21,0.0
2016-01-15,-11.0811
2016-10-27,-6.8009
2017-03-03,-5.4219
2017-05-24,0.0
2018-02-09,29.3103
2018-02-13,-73.3333
2018-03-02,0.0
2018-03-07,-16.6667
2018-03-13,-20.0
2018-04-16,125.0
2018-07-23,-88.8667
2018-08-08,917.9641
2018-08-10,-1.9607999999999999
2018-09-19,-80.0
2019-07-29,100.0
2019-10-25,-45.0
2020-05-18,81.8182
