ticker,SNR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-28,-0.0525
2014-10-29,-2.2047
2014-10-30,0.6441
2014-10-31,1.8667
2014-11-03,-1.0471
2014-11-04,-0.6349
2014-11-05,5.6975999999999996
2014-11-06,-2.7204
2014-11-07,-0.0518
2014-11-10,-8.1865
2014-11-11,1.5237
2014-11-12,-2.4458
2014-11-13,-0.5128
2014-11-14,-0.63
2014-11-17,1.2104
2014-11-18,0.9681
2014-11-19,-2.0869
2014-11-20,-0.1152
2014-11-21,-0.7497
2014-11-24,1.6851
2014-11-25,0.9714
2014-11-26,0.0
2014-11-28,-0.1698
2014-12-01,-0.3401
2014-12-02,1.0239
2014-12-03,-0.3941
2014-12-04,1.3567
2014-12-05,-1.3942999999999999
2014-12-08,-0.9615
2014-12-09,-1.0851
2014-12-10,-0.3464
2014-12-11,-0.4635
2014-12-12,-1.5133999999999999
2014-12-15,-2.1277
2014-12-16,-0.6643
2014-12-17,1.155
2014-12-18,-1.1418
2014-12-19,4.3161
2014-12-22,-0.1166
2014-12-23,-0.7001
2014-12-24,-0.1175
2014-12-26,0.5882
2014-12-29,-0.9357
2014-12-30,-1.2397
2014-12-31,-0.303
2015-01-02,2.0061
2015-01-05,0.7747
2015-01-06,-0.414
2015-01-07,0.8314
2015-01-08,-1.0012
2015-01-09,1.0708
2015-01-12,-0.2943
2015-01-13,0.059
2015-01-14,0.826
2015-01-15,-2.165
2015-01-16,-0.1794
2015-01-20,-0.8987
2015-01-21,-0.6651
2015-01-22,0.3652
2015-01-23,-0.3639
2015-01-26,2.6172
2015-01-27,0.5338
2015-01-28,-0.59
2015-01-29,-0.5341
2015-01-30,-1.3126
2015-02-02,1.5114999999999998
2015-02-03,2.7993
2015-02-04,-1.3326
2015-02-05,1.8203
2015-02-06,-2.0761
2015-02-09,-1.1779
2015-02-10,-0.0596
2015-02-11,-0.7156
2015-02-12,1.6216
2015-02-13,1.0047
2015-02-17,-0.2926
2015-02-18,2.1714
2015-02-19,-0.3446
2015-02-20,0.5764
2015-02-23,1.1461000000000001
2015-02-24,-0.7365
2015-02-25,0.5708
2015-02-26,-2.7241999999999997
2015-02-27,-1.7503
2015-03-02,0.8907
2015-03-03,-1.4715
2015-03-04,0.1195
2015-03-05,-1.1933
2015-03-06,-0.4831
2015-03-09,0.6068
2015-03-10,-0.6634
2015-03-11,-1.3357999999999999
2015-03-12,1.5385
2015-03-13,-0.9697
2015-03-16,0.306
2015-03-17,0.9152
2015-03-18,0.786
