ticker,STQN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-25,100.0
2000-11-01,400.0
2000-12-20,0.0
2001-11-06,-90.4
2001-11-09,0.0
2001-11-27,1191.6667
2002-04-08,-83.871
2003-05-15,0.0
2003-05-16,-40.0
2003-05-29,1033.3333
2003-07-31,-40.5882
2003-11-20,-49.505
2004-01-22,-39.2157
2004-02-20,0.0
2004-10-21,0.0
2005-01-21,12.9032
2005-09-19,-42.5714
2005-11-03,24.3781
2005-11-09,0.0
2005-11-15,0.0
2005-12-01,0.0
2006-02-02,0.0
2006-02-03,20.0
2006-03-22,16.6667
2006-03-23,0.0
2006-03-24,0.0
2006-05-11,0.0
2006-05-16,0.0
2007-07-16,-42.8571
2007-07-30,0.0
2007-08-28,150.0
2007-11-02,0.0
2008-06-10,-50.0
2008-06-18,0.0
2008-07-02,100.0
2008-07-03,0.0
2008-07-08,0.0
2008-07-09,2.0
2008-08-07,-1.9607999999999999
2008-08-08,2.0
2008-08-12,0.0
2008-08-20,-41.1765
2008-09-23,-46.6667
2008-10-01,531.25
2008-11-04,-75.2475
2008-11-26,104.0
2008-12-26,-45.098
2009-02-04,-25.0
2009-02-18,19.0476
2009-07-06,-40.0
2010-10-28,40.0
2011-03-17,142.8571
2011-03-18,0.0
2011-04-06,56.8627
2011-04-14,0.0
2011-04-21,-31.25
2011-04-25,9.0909
2011-05-05,-8.3333
2011-06-06,27.2727
2012-02-08,-57.1429
2012-05-21,0.0
2012-08-10,0.0
2012-12-19,0.0
2013-01-30,-23.3333
2014-01-14,60.8696
2014-01-30,0.0
2014-02-11,0.0
2014-02-24,170.2703
2014-02-25,-64.8
2014-02-26,0.0
2014-04-09,98.8636
2014-05-16,-28.5714
2014-05-21,0.0
2014-05-27,-43.0
2014-05-29,138.5965
2014-08-20,48.5294
2014-08-21,23.7624
2014-08-29,-20.0
2014-09-03,0.0
2014-09-19,-29.0
2014-09-22,-14.0845
2014-09-23,0.0
2014-09-25,-16.3934
2014-09-26,-11.7647
2014-11-26,6.6667
2014-12-04,14.5833
2014-12-11,-12.7273
2014-12-15,7.2917
2015-01-09,65.0485
2015-01-12,-17.647100000000002
2015-01-15,0.0
2015-01-20,-12.857099999999999
2015-01-23,0.0
2015-01-26,0.0
2015-01-29,3.2787
2015-02-03,0.0
2015-02-05,26.9841
2015-02-09,-12.5
2015-02-10,-7.1429
2015-02-11,0.0
2015-02-17,38.4615
2015-02-18,-27.7778
2015-03-03,0.0
2015-03-05,0.0
2015-03-09,0.0
2015-03-26,15.3846
2015-04-01,-13.3333
2015-04-07,0.0
2015-05-08,0.0
2015-05-11,-15.3846
2015-05-12,0.0
2015-06-11,9.0909
2015-06-18,0.0
2015-06-26,-8.3333
2015-07-06,0.0
2015-08-12,5.4545
2015-09-28,0.0
2015-10-08,3.4483
2015-10-20,-3.3333
2015-12-04,0.0
2015-12-10,3.4483
2016-01-13,-8.3333
2016-02-02,0.0
2016-02-03,0.0
2016-02-25,9.0909
2016-03-30,1.6667
2016-04-21,145.9016
2016-04-27,-36.6667
2016-05-20,-15.7895
2016-06-02,0.0
2016-06-13,0.0
2016-07-25,0.0
2016-09-27,0.0
2016-10-27,40.0
2016-10-28,7.1429
2016-11-15,-8.3333
2016-11-17,-44.5455
2016-12-06,0.0
2016-12-09,31.1475
2016-12-14,-12.5
2016-12-19,0.0
2017-01-09,42.8571
2017-01-26,0.0
2017-01-27,15.0
2017-02-02,-34.7826
2017-02-03,60.0
2017-02-24,-8.3333
2017-03-24,-30.9091
2017-03-28,-1.3158
2017-03-31,-5.3333
2017-04-04,0.0
2017-04-05,0.0
2017-04-07,12.6761
2017-05-24,-17.5
2017-09-11,0.0
2017-10-19,81.8182
2017-10-20,8.3333
2017-10-23,3.8462
2017-10-24,3.7037
2017-10-25,-5.0
2017-10-27,16.5414
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,-6.4516
2017-11-02,-17.2414
2017-11-08,-4.1667
2017-11-09,-21.7391
2017-11-16,-11.1111
2017-11-22,-1.0
2017-11-28,-11.6162
2017-12-05,14.2857
2017-12-18,-12.5
2017-12-27,42.8571
2017-12-28,25.0
2017-12-29,-28.0
2018-01-26,11.1111
2018-01-30,10.0
2018-02-02,3.6364
2018-02-06,-25.4386
2018-02-12,-5.8824
2018-02-23,0.0
2018-03-12,-3.75
2018-03-13,-2.5974
2018-03-14,-18.6667
2018-04-03,9.8361
2018-04-04,-5.9701
2018-04-06,23.8095
2018-04-12,-16.6667
2018-04-13,-18.4615
2018-04-19,13.2075
2018-05-10,25.0
2018-05-21,-30.6667
2018-07-02,-13.461500000000001
2018-09-12,-22.2222
2018-09-24,45.7143
2018-10-18,40.1961
2018-11-29,25.8741
2019-02-08,-55.5556
2019-02-25,50.0
2019-03-25,-15.0
2019-09-11,-21.5686
2019-10-16,0.0
2019-10-24,-57.5
2019-10-25,117.6471
2019-10-28,-59.4595
2019-10-29,80.0
2019-10-30,0.0
2019-11-05,0.0
2019-12-16,-38.8889
2019-12-18,39.3939
2019-12-19,3.9130000000000003
2020-02-13,12.9707
2020-03-18,-51.4815
2020-03-26,74.0458
2020-05-15,-12.2807
2020-06-18,25.0
2020-06-19,-37.6
