ticker,ANVV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-08,42.8571
2018-02-09,-1.0
2018-02-28,1.0101
2018-03-06,10.0
2018-03-23,0.0
2018-04-02,4.5455
2018-04-16,2.6087
2018-04-30,1.6949
2018-05-04,4.1667
2018-05-07,0.8
2018-05-10,0.7937
2018-05-15,0.7874
2018-05-24,1.5625
2018-05-30,6.1538
2018-06-07,-0.7246
2018-06-14,-2.1898
2018-06-15,3.7313
2018-06-19,7.9137
2018-06-27,13.3333
2018-06-29,-12.3529
2018-07-02,-65.7718
2018-07-03,194.1176
2018-07-05,0.0
2018-07-06,0.6667
2018-07-11,0.6623
2018-07-13,0.0
2018-07-16,-1.9737
2018-07-17,-65.7718
2018-07-19,115.6863
2018-07-20,-53.6364
2018-07-25,184.3137
2018-07-27,-17.2414
2018-08-03,7.5
2018-08-06,12.4031
2018-08-08,-4.069
2018-08-10,2.0848
2018-08-17,-21.1268
2018-08-20,2.6786
2018-08-21,-4.3478
2018-08-22,-3.1818
2018-08-23,7.9812
2018-08-24,-8.6957
2018-08-28,-14.2857
2018-08-29,-1.5556
2018-08-30,12.8668
2018-09-04,0.0
2018-09-05,-4.5
2018-09-07,3.6649000000000003
2018-09-10,-9.0909
2018-09-11,22.3333
2018-09-12,3.5422000000000002
2018-09-13,-12.2807
2018-09-14,10.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,3.6364
2018-09-27,-12.2807
2018-09-28,0.0
2018-10-01,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-08,-2.5
2018-10-09,-38.4615
2018-10-10,58.3333
2018-10-11,-22.6316
2018-10-18,22.449
2018-10-22,22.2222
2018-10-23,0.0
2018-10-24,-27.2727
2018-10-26,0.0
2018-11-01,0.0
2018-11-09,25.0
2018-11-20,-20.0
2018-11-21,25.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,3.0
2018-11-30,0.0
2018-12-03,-0.9709
2018-12-04,0.0
2018-12-06,-1.9607999999999999
2018-12-11,1.0
2018-12-12,1.9802
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,-3.6893000000000002
2018-12-20,0.8065
2018-12-21,-49.0
2018-12-24,96.0784
2018-12-26,-47.99
2018-12-27,82.6572
2018-12-28,0.0
2018-12-31,2.1053
2019-01-04,0.0
2019-01-08,-44.8454
2019-01-09,81.3084
2019-01-10,0.0
