ticker,WFCL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-15,0.9901
2013-04-25,-0.9804
2013-04-26,2.9703
2013-05-16,0.0
2013-09-25,-2.8846
2014-01-21,-0.9901
2014-03-12,7.0
2014-03-13,1.8692
2014-08-20,4.5872
2015-06-02,15.7895
2016-07-01,27.2727
2016-08-03,-4.7619
2016-08-15,-13.75
2016-09-20,1.5941999999999998
2016-11-25,5.5635
2016-11-28,0.0
2016-11-29,2.7027
2016-12-01,5.2105
2016-12-06,-3.7019
2017-01-13,3.8961
2017-01-17,15.0
2017-01-27,0.0
2017-03-21,-4.3478
2017-03-23,3.6364
2017-06-26,-1.3158
2017-07-18,4.4444
2017-07-19,0.0
2017-07-25,6.383
2017-07-26,1.6
2017-08-07,3.3465
2017-10-05,8.5714
2017-10-19,5.2632
2017-10-20,0.0
2017-11-07,3.3333
2018-01-30,4.8387
2018-02-02,0.0
2018-02-16,0.0
2018-04-25,7.6923
2018-07-20,28.5714
2018-08-20,0.0
2018-09-14,0.0
2018-10-10,6.6693999999999996
2018-10-16,-6.2524
2018-10-24,2.2222
2018-10-30,0.0
2018-11-07,-7.6087
2018-11-09,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-12-12,0.0
2019-01-18,-14.7059
2019-01-24,0.0
2019-01-29,-1.0345
2019-01-31,-1.0453
2019-02-01,2.1127
2019-02-04,1.0345
2019-02-05,-0.6826
2019-02-06,0.0
2019-02-13,1.3746
2019-02-25,0.0
2019-03-11,0.0
2019-03-15,0.0
2019-05-06,15.2542
2019-05-17,0.0
2019-06-25,0.0
2019-07-02,0.0
2019-10-11,0.0
2019-10-21,0.0
2019-12-02,-1.1764999999999999
2019-12-09,1.1905000000000001
2020-01-02,0.1765
2020-01-03,0.0
2020-01-06,0.0
2020-01-31,0.0
2020-02-05,0.0
2020-02-24,0.0
2020-03-04,-11.9201
2020-03-16,-6.7067
2020-03-18,-8.5322
2020-03-23,-31.2539
2020-03-26,25.0071
2020-04-06,0.0
2020-04-16,-5.4545
2020-07-10,6.8269
