ticker,APPN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-25,25.0833
2017-05-26,13.9907
2017-05-30,4.6172
2017-05-31,-1.3966
2017-06-01,1.6714
2017-06-02,-0.5294
2017-06-05,9.6919
2017-06-06,-4.6987
2017-06-07,4.0729
2017-06-08,-1.1843
2017-06-09,-2.814
2017-06-12,-1.5013
2017-06-13,2.8851
2017-06-14,-2.5397
2017-06-15,-1.4115
2017-06-16,0.3304
2017-06-19,-1.3721
2017-06-20,-2.0033
2017-06-21,-2.385
2017-06-22,-0.9889
2017-06-23,8.5194
2017-06-26,-1.1911
2017-06-27,-1.2603
2017-06-28,0.4994
2017-06-29,1.3252
2017-06-30,-1.0899
2017-07-03,-2.4242
2017-07-05,0.5647
2017-07-06,-1.0107
2017-07-07,6.9767
2017-07-10,-0.4242
2017-07-11,1.6507
2017-07-12,5.5526
2017-07-13,-1.7866
2017-07-14,2.7287
2017-07-17,-0.4427
2017-07-18,3.5079000000000002
2017-07-19,0.0955
2017-07-20,1.1922
2017-07-21,-3.2516
2017-07-24,-2.6790000000000003
2017-07-25,1.3514
2017-07-26,1.2346
2017-07-27,-3.4634
2017-07-28,-1.4149
2017-07-31,0.2563
2017-08-01,3.8344
2017-08-02,-3.4466
2017-08-03,6.2722999999999995
2017-08-04,-5.4223
2017-08-07,12.481
2017-08-08,0.5864
2017-08-09,-3.8117
2017-08-10,-7.2727
2017-08-11,2.8658
2017-08-14,1.5152
2017-08-15,-1.0111
2017-08-16,0.2432
2017-08-17,-1.7467000000000001
2017-08-18,1.3333
2017-08-21,-0.4873
2017-08-22,1.2732999999999999
2017-08-23,2.8045999999999998
2017-08-24,0.7526
2017-08-25,2.1475
2017-08-28,3.0165
2017-08-29,-0.3993
2017-08-30,1.6036000000000001
2017-08-31,0.3507
2017-09-01,-2.8397
2017-09-05,6.295
2017-09-06,5.0338
2017-09-07,3.9871
2017-09-08,1.2781
2017-09-11,3.5946
2017-09-12,-0.2215
2017-09-13,-3.9956
2017-09-14,1.8497
2017-09-15,-2.4215
2017-09-18,-2.7918
2017-09-19,-0.0798
2017-09-20,-5.3892
2017-09-21,-2.3207
2017-09-22,-1.1663000000000001
2017-09-25,-2.4038
2017-09-26,2.7765
2017-09-27,1.7429000000000001
2017-09-28,7.409
2017-09-29,13.4769
2017-10-02,-15.636
2017-10-03,0.5414
2017-10-04,-4.8053
2017-10-05,2.2193
2017-10-06,2.8523
2017-10-09,0.8278
2017-10-10,-4.3924
2017-10-11,-0.0429
