ticker,WPFH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-11,75.0
2006-09-20,-61.9048
2006-09-21,200.0
2006-09-22,-62.5
2006-09-25,-22.2222
2006-09-26,-28.5714
2006-09-28,0.0
2006-10-04,0.0
2006-10-05,20.0
2006-10-10,-16.6667
2006-10-12,-20.0
2006-10-13,0.0
2006-10-16,25.0
2006-11-13,-36.0
2006-12-21,56.25
2007-01-16,100.0
2007-02-05,-50.0
2007-02-13,-32.0
2007-02-15,188.2353
2007-02-22,12.2449
2007-02-26,-9.0909
2007-02-27,-10.0
2007-02-28,11.1111
2007-03-02,6.0
2007-03-05,-5.6604
2007-03-06,-10.0
2007-03-07,-11.1111
2007-03-09,12.5
2007-03-14,-11.1111
2007-03-15,12.5
2007-03-16,0.0
2007-03-23,-11.1111
2007-03-26,-5.0
2007-03-27,0.0
2007-03-28,21.0526
2007-03-29,6.5217
2007-03-30,-4.0816
2007-04-02,-12.766
2007-04-03,-7.3171
2007-04-04,7.8947
2007-04-05,9.7561
2007-04-09,17.7778
2007-04-10,-5.6604
2007-04-11,26.0
2007-04-12,3.1746
2007-04-13,23.0769
2007-04-16,-5.0
2007-04-17,5.2632
2007-04-18,0.0
2007-04-19,6.25
2007-04-20,-5.8824
2007-04-23,-6.25
2007-04-24,-6.6667
2007-04-25,7.1429
2007-04-26,-6.6667
2007-04-27,0.0
2007-04-30,-8.5714
2007-05-01,-1.5625
2007-05-02,3.1746
2007-05-03,7.6923
2007-05-04,-7.1429
2007-05-07,0.0
2007-05-08,1.5385
2007-05-09,12.1212
2007-05-10,-12.1622
2007-05-11,0.0
2007-05-14,-3.0769
2007-05-16,0.0
2007-05-17,3.1746
2007-05-18,7.6923
2007-05-21,-7.1429
2007-05-22,7.6923
2007-05-23,-5.7143
2007-05-24,0.0
2007-05-25,6.0606
2007-05-29,-4.2857
2007-05-30,0.0
2007-05-31,-1.4925
2007-06-01,-3.0303
2007-06-04,1.5625
2007-06-05,6.1538
2007-06-06,-8.6957
2007-06-07,1.5873
2007-06-08,1.5625
2007-06-11,0.0
2007-06-12,-1.5385
2007-06-14,6.25
2007-06-18,-7.3529
2007-06-19,3.1746
2007-06-20,0.0
2007-06-21,-3.0769
2007-06-22,3.1746
2007-06-25,4.6154
2007-06-26,0.0
2007-06-27,-11.7647
2007-06-28,25.0
2007-06-29,13.3333
2007-07-02,0.0
2007-07-03,0.0
2007-07-05,5.8824
2007-07-06,0.0
2007-07-10,-5.5556
2007-07-12,4.7059
