ticker,PGID US Equity
2001-11-09,-40.0
2001-11-19,733.3333
2001-12-05,-80.0
2001-12-19,20.0
2001-12-20,-16.6667
2001-12-27,0.0
2002-02-07,100.0
2002-03-19,100.0
2002-05-07,-95.0
2002-05-22,0.0
2002-06-05,-98.75
2002-07-10,0.0
2002-08-14,0.0
2002-09-12,0.0
2002-09-26,79900.0
2002-10-28,-99.875
2002-10-30,0.0
2002-11-20,19900.0
2002-12-04,-99.5
2002-12-16,0.0
2002-12-30,0.0
2003-07-09,0.0
2003-08-06,0.0
2003-09-15,0.0
2003-11-05,0.0
2003-11-18,0.0
2003-11-25,700.0
2003-12-02,-87.5
2003-12-29,0.0
2003-12-30,0.0
2004-05-11,0.0
2004-05-24,0.0
2004-07-19,0.0
2004-07-30,0.0
2004-08-05,0.0
2004-09-01,0.0
2004-11-03,0.0
2005-01-19,0.0
2005-08-09,239900.0
2005-08-11,-16.6667
2005-08-22,-60.0
2005-08-26,50.0
2005-08-29,0.0
2005-08-31,0.0
2005-09-02,-53.3333
2005-09-23,0.0
2005-09-26,0.0
2005-10-03,0.0
2005-10-12,-28.5714
2005-10-13,0.0
2005-11-02,100.0
2005-12-06,-20.0
2006-01-09,-12.5
2006-01-20,0.0
2006-01-23,0.0
2006-02-09,0.0
2006-02-14,0.0
2006-02-23,0.0
2006-03-03,0.0
2006-03-20,0.0
2006-03-22,0.0
2006-03-27,0.0
2006-03-30,0.0
2006-04-05,0.0
2006-04-06,0.0
2006-04-07,-14.2857
2006-04-18,-16.6667
2006-04-19,0.0
2006-05-01,100.0
2006-05-02,0.0
2006-05-03,-50.0
2006-07-06,0.0
2006-08-09,0.0
2006-10-12,0.0
2006-10-17,0.0
2006-10-30,0.0
2006-11-01,0.0
2006-11-14,0.0
2006-11-15,0.0
2006-12-21,-40.0
2006-12-27,0.0
2007-01-05,0.0
2007-01-30,50.0
2007-01-31,-33.3333
2007-02-02,0.0
2007-02-05,0.0
2007-02-09,33.3333
2007-03-22,0.0
2007-04-04,-12.5
2007-04-12,0.0
2007-04-26,0.0
2007-05-02,0.0
2007-05-08,14.2857
2007-05-10,0.0
2007-05-14,0.0
2007-05-15,-12.5
2007-05-16,0.0
2007-06-15,0.0
2007-06-26,0.0
2007-07-19,0.0
2007-08-20,0.0
2007-09-12,0.0
2007-09-21,14.2857
2007-09-28,0.0
2007-10-15,0.0
2007-11-23,-12.5
2007-11-26,0.0
2007-11-30,-42.8571
2007-12-06,0.0
2007-12-10,0.0
2007-12-20,0.0
2007-12-31,-25.0
2008-01-04,0.0
2008-01-17,66.6667
2008-01-24,-60.0
2008-04-01,-75.0
2008-04-09,-20.0
2008-07-25,405.0
2008-08-11,0.0
2009-01-08,-70.297
2009-02-11,-16.6667
2009-08-24,900.0
2010-02-08,59.6
2010-09-08,-97.2431
2011-04-01,1309.0909
2011-04-07,-34.8387
2011-08-09,0.0
2011-09-27,0.0
2011-12-08,0.0
2011-12-12,0.0
2012-07-17,0.0
2013-10-14,23.7624
2013-12-19,0.0
2014-08-25,-59.2
2015-12-09,0.0
2016-05-02,-39.2157
2017-03-21,0.0
2018-02-16,303.2258
2018-02-23,-16.0
2018-03-05,-42.8571
2018-03-08,0.0
2018-03-13,0.0
2018-04-18,0.0
2018-04-19,-83.3333
2018-11-23,900.0
2018-12-12,0.0
2018-12-28,0.0
2019-02-04,1.0
2019-02-22,-49.505
2019-03-15,94.1176
2019-03-19,1.0101
2019-03-22,-49.0
2019-04-11,-41.1765
2019-07-17,233.3333
2019-08-26,0.0
2019-09-11,-49.0
2019-09-19,84.3137
2019-09-26,5.3191
2019-10-04,-24.2424
2019-11-27,-20.0
2019-12-18,-15.0
2020-02-28,1.9607999999999999
2020-04-23,-1.9231
2020-04-24,-60.7843
2020-05-08,0.05
2020-07-10,12.4438
2020-07-22,15.6
