ticker,PGID US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,53.8462
2000-01-10,-20.0
2000-01-11,3.125
2000-01-12,21.2121
2000-01-13,-10.0
2000-01-14,-11.1111
2000-01-18,0.0
2000-01-19,-15.625
2000-01-21,33.3333
2000-01-25,-27.7778
2000-02-01,38.4615
2000-02-03,0.0
2000-02-07,-16.6667
2000-02-09,0.0
2000-02-10,33.3333
2000-02-11,20.0
2000-02-14,0.0
2000-02-16,-29.1667
2000-02-18,5.8824
2000-02-23,11.1111
2000-02-25,-10.0
2000-02-28,0.0
2000-02-29,22.2222
2000-03-06,-13.6364
2000-03-09,5.2632
2000-03-10,0.0
2000-03-16,10.0
2000-03-17,-13.6364
2000-03-21,15.7895
2000-03-24,-9.0909
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,-20.0
2000-04-04,0.0
2000-04-05,-6.25
2000-04-07,-20.0
2000-04-10,0.0
2000-04-13,8.3333
2000-04-14,7.6923
2000-04-17,-21.4286
2000-04-19,9.0909
2000-04-20,0.0
2000-04-24,-16.6667
2000-05-01,20.0
2000-05-08,0.0
2000-05-16,8.3333
2000-05-17,-46.1538
2000-05-19,0.0
2000-05-24,71.4286
2000-06-02,-41.6667
2000-06-14,48.5714
2000-06-22,-23.0769
2000-06-26,-12.5
2000-06-30,0.0
2000-07-13,-28.5714
2000-07-17,0.0
2000-08-07,0.0
2000-08-08,0.0
2000-08-09,-10.0
2000-08-17,11.1111
2000-08-21,50.0
2000-10-16,-6.6667
2000-10-17,-42.8571
2000-10-18,37.5
2000-10-19,-27.2727
2000-10-24,50.0
2000-10-26,6.6667
2000-11-13,-21.875
2000-11-20,-30.0
2000-12-04,-14.2857
2000-12-07,0.0
2000-12-11,0.0
2000-12-12,0.0
2000-12-14,133.3333
2000-12-15,0.0
2000-12-18,-57.1429
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,133.3333
2000-12-26,-31.4286
2000-12-27,56.25
2000-12-28,-46.6667
2000-12-29,0.0
2001-01-03,-25.0
2001-01-12,0.0
2001-01-19,116.6667
2001-01-22,-38.4615
2001-01-23,37.5
2001-01-26,0.0
2001-02-02,36.3636
2001-02-08,0.0
2001-02-09,0.0
2001-02-22,-60.0
2001-03-09,-73.3333
2001-03-26,0.0
2001-04-18,-80.0
2001-04-19,0.0
2001-04-20,900.0
2001-04-23,50.0
2001-04-24,0.0
2001-06-19,-33.3333
2001-06-26,50.0
2001-08-07,-20.0
2001-08-30,25.0
2001-09-28,-66.6667
