ticker,RCMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-11,1309.1
2010-02-19,27.2727
2010-03-01,0.0
2010-03-09,-57.1429
2010-04-29,66.6667
2010-04-30,248.0
2010-05-03,-14.3678
2010-05-25,-32.8859
2010-05-27,2.0
2010-05-28,0.0
2010-06-02,0.0
2010-06-08,-49.0196
2010-06-09,-23.0769
2010-06-29,0.0
2010-06-30,155.0
2010-07-01,-31.3725
2010-07-02,-42.8571
2010-07-22,-25.0625
2010-07-28,40.1168
2010-07-30,119.0476
2010-08-02,-56.5217
2010-08-13,-14.0
2010-08-19,-36.0465
2010-08-20,-31.8182
2010-08-24,-6.6667
2010-08-30,0.0
2010-08-31,28.5714
2010-09-01,27.7778
2010-09-02,-3.5326
2010-09-08,-9.8592
2010-09-10,0.0
2010-09-13,0.0
2010-09-28,-50.0
2010-09-29,90.0
2010-10-27,5.2632
2010-11-01,0.0
2010-11-02,-10.0
2010-11-08,38.8889
2010-11-15,-20.0
2010-11-22,-10.0
2010-11-23,0.0
2010-11-29,-44.4444
2010-12-01,0.0
2010-12-07,100.0
2010-12-08,-50.0
2010-12-27,-20.0
2010-12-28,87.5
2010-12-29,-33.3333
2010-12-31,100.0
2011-01-05,-5.0
2011-01-13,5.2632
2011-01-14,25.0
2011-01-18,-4.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-24,0.0
2011-01-27,0.0
2011-01-28,4.1667
2011-02-01,-20.0
2011-02-02,50.0
2011-02-04,-33.3333
2011-02-09,20.0
2011-02-10,-8.3333
2011-02-15,9.0909
2011-02-16,-8.3333
2011-02-17,36.3636
2011-02-18,-6.6667
2011-02-23,-28.5714
2011-02-25,0.0
2011-03-04,20.0
2011-03-07,-37.5
2011-03-08,16.6667
2011-03-09,-14.2857
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,-26.6667
2011-03-15,0.0
2011-03-16,-9.0909
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,10.0
2011-03-22,-9.0909
2011-03-23,0.0
2011-03-24,-10.0
2011-03-25,11.1111
2011-03-28,-10.0
2011-03-29,5.5556
2011-03-30,-5.2632
2011-03-31,22.2222
2011-04-01,-18.1818
2011-04-04,11.1111
2011-04-05,-10.0
2011-04-06,0.0
2011-04-07,-11.1111
2011-04-08,0.0
2011-04-11,6.25
2011-04-12,-1.4706000000000001
2011-04-13,0.0
2011-04-14,-4.4776
2011-04-15,0.0
2011-04-18,-12.5
2011-04-19,-26.7857
2011-04-20,36.5854
