ticker,SVLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-02,450.0
2013-05-07,90.9091
2013-06-18,1804.7619
2013-06-19,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-24,90.0
2013-06-25,5.2632
2013-06-26,-7.5
2013-06-27,-6.4865
2013-06-28,15.0289
2013-07-01,-2.5126
2013-07-02,3.0928
2013-07-03,5.5
2013-07-05,-9.4787
2013-07-08,-0.5236
2013-07-09,0.0
2013-07-10,2.6316
2013-07-12,-17.4359
2013-07-15,8.6957
2013-07-17,0.0
2013-07-18,-8.5714
2013-07-19,9.375
2013-07-22,2.2857
2013-07-23,-2.2346
2013-07-24,0.0
2013-07-26,0.0
2013-07-29,-0.5714
2013-07-30,0.5747
2013-08-01,-17.7143
2013-08-02,19.4444
2013-08-06,-6.9767
2013-08-07,0.0
2013-08-08,-18.75
2013-08-09,-0.7692
2013-08-12,0.0
2013-08-13,15.5039
2013-08-15,-42.953
2013-08-16,65.8824
2013-08-19,-26.9504
2013-08-20,33.9806
2013-08-23,0.7246
2013-08-26,-10.0719
2013-08-27,19.2
2013-08-28,-26.1745
2013-08-30,0.0
2013-09-03,-18.1818
2013-09-04,13.3333
2013-09-05,7.8431
2013-09-06,0.0
2013-09-09,-30.0
2013-09-10,3.9123
2013-09-11,16.2162
2013-09-12,27.9742
2013-09-16,-36.9748
2013-09-17,-6.8
2013-09-18,-2.745
2013-09-19,2.9696
2013-09-20,20.6964
2013-09-23,-4.1278
2013-09-24,-16.0494
2013-09-25,-16.1765
2013-09-26,0.0
2013-09-27,-12.2807
2013-09-30,4.0
2013-10-01,8.3894
2013-10-02,6.4538
2013-10-03,-8.3333
2013-10-04,9.0909
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,8.3333
2013-10-10,1.5385
2013-10-11,0.0
2013-10-14,-9.0909
2013-10-15,0.0
2013-10-16,-8.3333
2013-10-17,-9.0909
2013-10-18,10.0
2013-10-21,5.4545
2013-10-22,3.4483
2013-10-23,0.0
2013-10-24,13.3333
2013-10-25,-7.3529
2013-10-28,-5.5556
2013-10-29,-7.563
2013-10-30,-8.9091
2013-10-31,-0.1996
2013-11-01,-2.0
2013-11-04,-4.0816
2013-11-05,2.1277
2013-11-06,-16.6667
2013-11-07,-12.5
2013-11-08,0.0
2013-11-11,-2.8571
2013-11-12,-2.9412000000000003
2013-11-13,3.0303
2013-11-14,-11.7647
2013-11-15,-16.6667
2013-11-18,-12.0
2013-11-19,-9.5455
