ticker,GGLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.1429
2000-01-04,-1.9231
2000-01-05,-5.8824
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,-4.1667
2000-01-11,-2.1739
2000-01-12,0.0
2000-01-13,-4.4444
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,-4.6512
2000-01-20,2.439
2000-01-21,0.0
2000-01-24,11.9048
2000-01-25,2.1277
2000-01-26,2.0833
2000-01-27,-2.0408
2000-01-28,-2.0833
2000-01-31,-6.383
2000-02-01,-4.5455
2000-02-02,-9.5238
2000-02-03,2.6316
2000-02-04,2.5641
2000-02-07,-5.0
2000-02-08,5.2632
2000-02-09,-5.0
2000-02-10,0.0
2000-02-11,-2.6316
2000-02-14,-8.1081
2000-02-15,-8.8235
2000-02-16,3.2258
2000-02-17,0.0
2000-02-18,3.125
2000-02-22,6.0606
2000-02-23,0.0
2000-02-24,-8.5714
2000-02-25,6.25
2000-02-28,-5.8824
2000-02-29,0.0
2000-03-01,-6.25
2000-03-02,-3.3333
2000-03-03,6.8966
2000-03-06,3.2258
2000-03-07,-6.25
2000-03-08,-3.3333
2000-03-09,0.0
2000-03-10,3.4483
2000-03-13,0.0
2000-03-14,-6.6667
2000-03-15,-3.5714
2000-03-16,3.7037
2000-03-17,7.1429
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,-6.6667
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,-7.1429
2000-03-30,11.538499999999999
2000-03-31,-6.8966
2000-04-03,0.0
2000-04-04,-7.4074
2000-04-05,4.0
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,-7.6923
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,4.1667
2000-04-18,-52.0
2000-04-19,8.3333
2000-04-20,7.6923
2000-04-24,0.0
2000-04-28,-42.8571
2000-05-02,75.0
2000-05-03,-57.1429
2000-05-04,0.0
2000-05-09,0.0
2000-05-11,66.6667
2000-05-15,40.0
2000-05-16,-57.1429
2000-05-17,133.3333
2000-05-18,-53.5714
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,107.6923
2000-06-01,-48.1481
2000-06-05,-7.1429
2000-06-07,0.0
2000-06-12,7.6923
2000-06-13,0.0
2000-06-14,35.5429
2000-06-15,-26.2226
2000-06-16,14.5143
2000-06-21,-12.6747
2000-06-22,12.0
2000-06-26,-10.7143
