ticker,GGLT US Equity
2000-06-27,0.0
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,0.0
2000-07-06,0.0
2000-07-07,0.0
2000-07-12,0.0
2000-07-17,0.0
2000-07-18,16.5714
2000-07-20,-14.2157
2000-07-24,21.4286
2000-07-25,-17.647100000000002
2000-07-26,0.0
2000-08-01,0.0
2000-08-02,0.0
2000-08-04,0.0
2000-08-08,0.0
2000-08-09,-14.2857
2000-08-10,0.0
2000-08-14,0.0
2000-08-21,0.0
2000-08-23,0.0
2000-08-25,9.3333
2000-09-06,-8.5366
2000-09-15,0.0
2000-09-19,0.0
2000-09-28,9.3333
2000-10-02,-8.5366
2000-10-03,0.0
2000-10-04,0.0
2000-10-05,0.0
2000-10-06,0.0
2000-10-10,-4.0
2000-10-11,-21.875
2000-10-13,28.0
2000-10-17,-21.875
2000-10-20,0.0
2000-10-24,0.0
2000-10-30,28.0
2000-10-31,21.5278
2000-11-01,-14.2857
2000-11-02,-8.3333
2000-11-03,16.3636
2000-11-06,-14.0625
2000-11-07,-27.2727
2000-11-09,0.0
2000-11-10,0.0
2000-11-13,16.0
2000-11-14,-13.7931
2000-11-15,-4.0
2000-11-16,-8.8542
2000-11-17,0.0
2000-11-20,0.0
2000-11-22,0.0
2000-11-27,5.1429
2000-11-28,-4.3478
2000-11-30,-13.6364
2000-12-01,-10.526299999999999
2000-12-04,0.0
2000-12-05,0.0
2000-12-06,0.0
2000-12-11,5.8824
2000-12-13,22.2222
2000-12-15,0.0
2000-12-18,-18.1818
2000-12-19,-22.2222
2000-12-20,28.5714
2000-12-21,-11.1111
2000-12-22,3.125
2000-12-26,-3.0303
2000-12-27,-2.3438
2000-12-28,2.4
2000-12-29,25.0
2001-01-03,-5.0
2001-01-04,0.0
2001-01-05,-17.7632
2001-01-29,40.0
2001-02-07,0.0
2001-02-12,-17.1714
2001-02-13,21.4212
2001-02-14,-22.7273
2001-02-20,0.0
2001-02-21,10.2941
2001-02-26,-9.3333
2001-02-27,10.2941
2001-03-05,-3.3667
2001-03-16,0.0
2001-03-26,-6.1745
2001-03-28,29.4118
2001-03-29,-22.7273
2001-04-02,0.0
2001-04-03,0.0
2001-04-06,23.5294
2001-04-10,-33.3333
2001-04-12,57.1429
2001-04-16,9.0909
2001-04-17,-8.3333
2001-04-18,27.2727
2001-04-19,-14.2857
2001-04-20,87.5
2001-04-24,11.1111
2001-04-25,6.0
2001-04-26,-3.7736
2001-04-27,-1.9607999999999999
2001-04-30,0.0
2001-05-01,12.0
2001-05-03,-1.7856999999999998
2001-05-07,0.0
2001-05-08,0.0
2001-05-09,0.0
2001-05-10,-1.8182
2001-05-11,-3.7037
2001-05-14,0.0
2001-05-15,0.0
2001-05-16,0.0
2001-05-17,3.8462
2001-05-18,1.8519
2001-05-21,-5.4545
2001-05-22,0.0
2001-05-23,0.0
2001-05-29,1.9231
2001-05-30,7.5472
2001-06-01,0.0
2001-06-04,-7.0175
2001-06-05,0.0
2001-06-06,7.5472
2001-06-07,-7.0175
2001-06-08,7.5472
2001-06-14,-7.0175
2001-06-15,0.0
2001-06-19,0.0
2001-06-29,0.0
2001-07-02,7.5472
2001-07-10,5.2632
2001-07-11,3.3333
2001-07-12,3.2258
2001-07-13,-12.5
2001-07-16,16.0714
2001-07-18,0.0
2001-07-19,0.0
2001-07-20,0.0
2001-07-24,-12.3077
2001-07-25,31.5789
2001-07-30,-16.0
2001-07-31,0.0
2001-08-01,6.3492
2001-08-06,-11.9403
2001-08-10,0.0
2001-08-17,3.3898
2001-08-29,0.0
2001-09-21,-16.3934
2001-09-26,0.0
2001-10-02,0.0
2001-10-10,0.0
2001-10-11,3.9215999999999998
2001-10-12,11.3208
2001-10-16,-10.1695
2001-10-17,-15.0943
2001-10-24,0.0
2001-11-05,0.0
2001-11-27,6.6667
2001-11-30,0.0
2001-12-06,0.0
2001-12-10,0.0
2001-12-24,14.5833
2001-12-28,0.0
2001-12-31,-10.9091
2002-01-07,42.8571
2002-01-08,0.0
2002-01-11,-11.4286
2002-01-24,0.0
2002-01-28,-17.7419
2002-01-30,-11.7647
2002-02-20,22.2222
2002-02-25,0.0
2002-03-01,38.1818
2002-03-04,18.4211
2002-03-06,14.4444
2002-03-07,6.7961
2002-03-12,-22.7273
2002-03-19,17.647100000000002
2002-03-20,-3.0
2002-03-21,0.0
2002-04-04,-12.3711
2002-04-05,0.0
2002-04-15,23.5294
2002-04-16,0.0
2002-04-17,4.7619
2002-04-22,0.0
2002-04-29,-4.5455
2002-05-02,2.8571
2002-05-03,-2.7778
2002-05-09,2.8571
2002-05-13,0.0
2002-05-14,0.0
2002-05-15,0.0
2002-05-20,7.4074
2002-05-22,8.6207
2002-05-23,-0.7937
2002-05-28,-6.4
2002-06-07,-1.7094
2002-06-12,2.6087
2002-06-13,0.0
2002-06-17,0.0
2002-06-19,0.0
2002-06-21,-8.4746
2002-06-25,-1.8519
2002-06-26,-2.8302
2002-06-27,6.7961
2002-06-28,-3.6364
2002-07-05,0.0
2002-07-08,0.0
2002-07-09,3.7736
2002-07-10,-13.6364
2002-07-12,12.6316
2002-07-16,4.6729
2002-07-17,16.0714
2002-07-18,-3.0769
2002-07-19,0.0
2002-07-23,0.0
2002-07-24,0.0
2002-07-29,-8.7302
2002-08-01,-0.8696
2002-08-02,0.0
2002-08-05,-0.8772
2002-08-08,-2.6549
2002-08-16,-3.6364
2002-08-20,0.0
2002-08-22,0.0
2002-08-28,0.0
2002-09-12,-4.717
2002-09-17,0.0
2002-09-24,-18.8119
2002-09-26,0.0
2002-10-07,1.2195
2002-10-14,1.2048
2002-10-28,0.0
2002-11-04,0.0
2002-11-07,17.8571
2002-11-13,1.0101
2002-11-19,0.0
2003-01-14,0.0
2003-01-22,0.0
2003-01-24,0.0
2003-01-28,10.0
2003-02-06,0.0
2003-02-07,4.5455
2003-02-10,-4.3478
2003-02-11,0.0
2003-02-12,5.4545
2003-02-13,-9.4828
2003-02-26,-3.8095
2003-02-28,1.9802
2003-03-07,-1.9417
2003-03-11,0.0
2003-03-12,0.0
2003-03-20,0.0
2003-03-21,0.0
2003-03-28,0.0
2003-04-08,0.0
2003-04-15,0.0
2003-04-24,0.0
2003-04-28,3.9604
2003-04-29,-3.8095
2003-04-30,0.0
2003-05-02,0.0
2003-05-08,0.0
2003-05-14,8.9109
2003-05-16,0.0
2003-05-20,22.7273
2003-05-27,-18.5185
2003-05-28,1.8182
2003-06-03,11.607099999999999
2003-06-13,0.0
2003-06-30,12.0
2003-07-07,64.2857
2003-07-14,0.0
2003-07-28,-2.1739
2003-07-30,-13.3333
2003-07-31,-7.6923
2003-08-05,0.0
2003-08-18,0.0
2003-08-29,-4.4444
2003-09-08,-6.9767
2003-09-15,0.0
2003-09-16,9.375
2003-09-18,-8.5714
2003-09-26,9.375
2003-10-15,3.4286
2003-10-17,0.5525
2003-11-11,1.0989
2003-11-12,-0.5435
2003-11-13,-1.0929
2003-11-17,7.7348
2003-11-19,2.5641
2003-11-24,-7.5
2003-11-26,0.0
2003-12-01,16.2162
2003-12-09,-13.9535
2003-12-10,16.2162
2003-12-11,2.7907
2003-12-12,0.0
2003-12-23,0.0
2003-12-24,0.0
2003-12-29,0.0
2003-12-31,0.0
2004-01-02,0.0
2004-01-08,0.4525
2004-01-09,-0.4505
2004-01-21,0.0
2004-01-23,0.4525
2004-01-27,12.6126
2004-01-28,-6.8
2004-01-30,18.0258
2004-02-03,-15.2727
2004-02-05,0.0
2004-02-09,0.0
2004-02-10,0.0
2004-02-12,0.8584
2004-02-24,-0.8511
2004-03-02,15.8798
2004-03-03,-6.6667
2004-03-09,-1.5873
2004-03-10,0.0
2004-03-16,0.8065
2004-03-17,20.0
2004-03-18,-1.6667
2004-04-01,1.6949
2004-04-06,0.0
2004-04-13,-3.3333
2004-04-14,0.0
2004-04-23,-1.7241
2004-04-26,-5.2632
2004-04-30,-11.8519
2004-05-04,-3.3613
2004-05-05,2.1739
2004-05-06,-10.2128
2004-05-10,0.9479
2004-05-11,3.2864
2004-05-12,0.0
2004-05-18,20.4545
2004-05-24,-7.5472
2004-05-26,-12.2449
2004-06-01,4.6512
2004-06-02,-2.2222
2004-06-03,0.0
2004-06-07,-3.6364
2004-06-15,-2.8302
2004-06-21,0.4854
2004-06-24,3.3816
2004-07-13,-1.8692
2004-07-22,2.3810000000000002
2004-07-27,-5.1163
2004-08-05,-5.8824
2004-08-10,1.5625
2004-08-11,-2.5641
2004-08-12,-2.6316
2004-08-17,2.7027
2004-08-18,-10.526299999999999
2004-08-19,-2.9412000000000003
2004-08-20,-3.0303
2004-08-23,-3.125
2004-08-26,2.5806
2004-08-31,-11.9497
2004-09-03,10.7143
2004-09-09,1.9355
2004-09-10,0.0
2004-09-13,0.0
2004-09-14,-1.8987
2004-09-16,-2.5161
2004-09-20,-4.0371
2004-09-22,2.8276
2004-09-23,-6.1033
2004-09-29,7.1429
2004-09-30,0.0
2004-10-04,-3.3333
2004-10-08,10.3448
2004-10-11,-6.25
2004-10-13,-3.3333
2004-10-20,4.8276
2004-10-22,-0.6579
2004-10-26,19.2053
2004-11-01,-13.8889
2004-11-04,3.2258
2004-11-05,-6.25
2004-11-08,6.6667
2004-11-16,-6.25
2004-11-23,13.3333
2004-11-30,-8.8235
2004-12-07,1.4194
2004-12-08,-1.3995
2004-12-09,0.0
2004-12-13,0.0
2004-12-20,1.4194
2004-12-23,-1.3995
2004-12-27,-3.2258
2004-12-28,-3.3333
2004-12-29,3.4483
2004-12-31,-2.6667
2005-01-06,9.589
2005-01-07,6.25
2005-01-13,-8.8235
2005-01-19,12.9032
2005-01-20,-2.8571
2005-01-21,0.0
2005-01-24,-5.2941
2005-01-25,-0.6211
2005-01-26,0.0
2005-01-27,0.0
2005-01-31,-5.625
2005-03-01,22.5165
2007-05-15,89.1892
2008-04-24,8.5714
2008-04-25,4.386
2008-05-01,2.9412000000000003
2008-05-05,-0.4082
2008-05-13,-1.6393
2008-05-21,0.0
2008-05-22,1.6667
2008-06-06,0.4098
2008-07-08,-5.7143
2008-07-24,-3.0303
2008-09-15,-9.375
2008-10-10,0.0
2008-10-15,2.3645
2009-01-16,-48.5082
2009-03-10,-81.1215
2009-06-12,0.0
2009-10-12,297.0297
2009-11-05,-18.4539
2009-11-11,-8.2569
2009-11-18,0.0
2009-11-25,-8.3333
2009-12-03,0.0
2009-12-21,-26.5455
2011-04-01,0.0
2011-11-07,-0.495
2011-12-13,0.0
2011-12-14,0.0
2012-02-13,0.0
2012-09-20,0.0
2012-12-13,0.0
2013-02-26,14.4279
2013-03-22,-12.6087
2013-07-18,16.915399999999998
2013-08-16,0.0
2014-03-24,0.0
2014-07-07,0.0
2014-12-15,-2.9787
2014-12-16,5.2632
2014-12-29,0.0
2015-05-04,-4.1667
2015-06-15,0.0
2015-06-16,0.0
2016-03-11,36.9565
2016-07-28,50.7937
2016-08-23,2.3158
2017-06-21,11.5226
2017-06-22,10.7011
2017-07-27,0.0
2017-08-01,-10.8333
2017-10-18,-15.8879
2017-11-08,4.4444
2018-02-13,0.0
2018-03-19,-23.4043
2018-03-27,-13.8861
2018-05-15,12.8996
2018-05-30,14.2857
2018-09-20,12.5
2018-11-20,0.0
2018-11-29,-5.5556
2018-12-12,-4.9412
2019-03-26,1.2376
2019-04-04,0.2445
2019-04-15,-2.439
2019-05-15,0.0
2019-05-29,3.75
2019-06-06,-3.6145
2019-06-24,-4.0
2019-07-18,-1.0417
2019-07-30,0.0
2019-08-15,1.3158
2019-08-20,3.8961
2019-08-27,0.0
2019-09-27,-7.5
2019-10-16,-5.4054
2019-12-23,-7.1429
2020-02-10,7.6923
2020-02-18,-7.1429
2020-02-19,-3.0769
2020-02-20,-4.4381
2020-03-13,7.9662
2020-03-17,6.6154
2020-03-25,-48.9091
2020-05-21,2.8074
2020-06-15,37.3626
2020-06-19,4.0
2020-06-22,-28.4615
2020-07-10,39.7796
